,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,30,13,1341266270,13225019676,1,1,"(0.4328135848045349, 0.21513430774211884)","(0.40309613943099976, 0.21658001840114594)",1,1,3.4874267578125,3.13934326171875,"(-74.14019775390625, -42.097007751464844, 647.590087890625)","(-10.421854019165039, -41.85631561279297, 648.2303466796875)","(-24.83425521850586, 160.8609161376953, 47.906768798828125)","(-35.10239028930664, 160.5968780517578, 47.81067657470703)",POINT (0.4179548621177673 0.2158571630716324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,13,1341282937,13225036343,1,1,"(0.42484337091445923, 0.22318696975708008)","(0.430157870054245, 0.19947010278701782)",1,1,3.49749755859375,3.133453369140625,"(-73.93391418457031, -42.085994720458984, 647.7761840820312)","(-10.395061492919922, -41.815147399902344, 647.7205810546875)","(-27.588171005249023, 159.39019775390625, 47.37148666381836)","(-25.751869201660156, 163.72177124023438, 48.948062896728516)",POINT (0.4275006204843521 0.211328536272049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,13,1341299604,13225053009,1,1,"(0.47982102632522583, 0.2144952416419983)","(0.4851333796977997, 0.11337903141975403)",1,1,3.48675537109375,3.010986328125,"(-73.69035339355469, -42.072181701660156, 647.3095703125)","(-10.227217674255371, -41.885440826416016, 648.306884765625)","(-8.592020034790039, 160.97763061523438, 47.949275970458984)","(-6.756440162658691, 179.44515991210938, 54.670921325683594)",POINT (0.4824772030115128 0.1639371365308762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341316272,13225069677,1,1,"(0.4862765967845917, 0.21602991223335266)","(0.48594582080841064, 0.14151297509670258)",1,1,3.51654052734375,3.04864501953125,"(-73.71332550048828, -42.103050231933594, 647.6128540039062)","(-10.234253883361816, -41.906822204589844, 648.59765625)","(-6.361441135406494, 160.6973419189453, 47.84727478027344)","(-6.475732803344727, 174.306884765625, 52.80070877075195)",POINT (0.4861112087965012 0.1787714436650276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341332943,13225086348,1,1,"(0.4934629797935486, 0.21200987696647644)","(0.486084908246994, 0.1738358438014984)",1,1,3.5319366455078125,3.1046142578125,"(-73.75810241699219, -42.141353607177734, 647.781982421875)","(-10.256982803344727, -41.92149353027344, 648.7246704101562)","(-3.878363847732544, 161.43153381347656, 48.114479064941406)","(-6.427671432495117, 168.40353393554688, 50.652042388916016)",POINT (0.4897739440202713 0.1929228603839874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341349610,13225103015,1,1,"(0.4930381178855896, 0.20836316049098969)","(0.4790061414241791, 0.15945982933044434)",1,1,3.5093994140625,3.06256103515625,"(-73.78839111328125, -42.149139404296875, 647.9178466796875)","(-10.27548599243164, -41.919158935546875, 648.7939453125)","(-4.025139808654785, 162.09754943847656, 48.3569221496582)","(-8.873560905456543, 171.0291290283203, 51.60771942138672)",POINT (0.4860221296548843 0.183911494910717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341366277,13225119681,1,1,"(0.4898616671562195, 0.19888648390769958)","(0.4849761128425598, 0.13221918046474457)",1,1,3.5019989013671875,3.019317626953125,"(-73.81527709960938, -42.161781311035156, 647.9951171875)","(-10.306574821472168, -41.91888427734375, 648.978515625)","(-5.1226983070373535, 163.82835388183594, 48.98684310913086)","(-6.810784339904785, 176.0042724609375, 53.418521881103516)",POINT (0.4874188899993896 0.1655528321862221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341382944,13225136348,1,1,"(0.4932832717895508, 0.22094103693962097)","(0.48874637484550476, 0.13862250745296478)",1,1,3.552520751953125,3.027435302734375,"(-73.84606170654297, -42.156349182128906, 648.0352783203125)","(-10.346558570861816, -41.892173767089844, 648.9307250976562)","(-3.9404520988464355, 159.80039978027344, 47.52076721191406)","(-5.508075714111328, 174.8347930908203, 52.992835998535156)",POINT (0.4910148233175278 0.1797817721962929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341399611,13225153014,1,1,"(0.4920388460159302, 0.17737847566604614)","(0.49451711773872375, 0.20228980481624603)",1,1,3.47442626953125,3.1399688720703125,"(-73.88041687011719, -42.1590690612793, 648.1573486328125)","(-10.371774673461914, -41.87734603881836, 648.7906494140625)","(-4.370423793792725, 167.75650024414062, 50.41661071777344)","(-3.5141234397888184, 163.20677185058594, 48.76065444946289)",POINT (0.493277981877327 0.1898341402411461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,13,1341416278,13225169681,1,1,"(0.49081793427467346, 0.21659833192825317)","(0.49334439635276794, 0.13331139087677002)",1,1,3.553253173828125,3.043060302734375,"(-73.91061401367188, -42.1385498046875, 648.2222900390625)","(-10.394268035888672, -41.846458435058594, 648.8716430664062)","(-4.792294025421143, 160.59352111816406, 47.809478759765625)","(-3.919342041015625, 175.8048095703125, 53.34588623046875)",POINT (0.4920811653137207 0.1749548614025116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
