,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,52,21,417943921265,6888280031,1,1,"(0.4445555806159973, 0.1821896731853485)","(0.48289310932159424, 0.21946674585342407)",1,1,3.502044677734375,3.3482666015625,"(-88.25358581542969, -14.476908683776855, 686.0615234375)","(-25.04726791381836, -17.91857147216797, 687.0147705078125)","(-18.942798614501953, 167.31495666503906, 50.255943298339844)","(-5.657441139221191, 160.48687744140625, 47.770687103271484)",POINT (0.4637243449687958 0.2008282095193863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,21,417943937932,6888296698,1,1,"(0.4373895525932312, 0.19189348816871643)","(0.4755117893218994, 0.22017604112625122)",1,1,3.496734619140625,3.328231811523437,"(-88.21163177490234, -14.468896865844727, 685.9925537109375)","(-25.001068115234375, -17.91717529296875, 686.913818359375)","(-21.426084518432617, 165.53750610351562, 49.60896682739258)","(-8.215337753295898, 160.35696411132812, 47.72337341308594)",POINT (0.4564506709575653 0.2060347646474838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,21,417943954603,6888313368,1,1,"(0.4378584027290344, 0.1991637796163559)","(0.47233015298843384, 0.2283935546875)",1,1,3.469573974609375,3.308197021484375,"(-88.19883728027344, -14.500675201416016, 685.9965209960938)","(-24.980987548828125, -17.945512771606445, 686.8370971679688)","(-21.26361083984375, 164.20579528808594, 49.12427520751953)","(-9.317887306213379, 158.8517608642578, 47.17550277709961)",POINT (0.4550942778587341 0.213778667151928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,21,417943971270,6888330035,1,1,"(0.43994078040122986, 0.20139309763908386)","(0.47020724415779114, 0.23169508576393127)",1,1,3.451507568359375,3.3016510009765625,"(-88.2003173828125, -14.505629539489746, 686.0499267578125)","(-24.98440933227539, -17.94556999206543, 686.9674072265625)","(-20.541990280151367, 163.79745483398438, 48.97562789916992)","(-10.053564071655273, 158.24700927734375, 46.95541000366211)",POINT (0.4550740122795105 0.2165440917015076),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,21,417943987937,6888346701,1,1,"(0.4369143843650818, 0.19882698357105255)","(0.4790060520172119, 0.21791131794452667)",1,1,3.4399566650390625,3.27642822265625,"(-88.22747802734375, -14.532055854797363, 686.096435546875)","(-25.009788513183594, -17.961284637451172, 687.0439453125)","(-21.59074592590332, 164.26748657226562, 49.146728515625)","(-7.004444599151611, 160.77178955078125, 47.874385833740234)",POINT (0.4579602181911468 0.2083691507577896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,21,417944004604,6888363368,1,1,"(0.439471036195755, 0.1942598670721054)","(0.47742465138435364, 0.2197325974702835)",1,1,3.424285888671875,3.2481689453125,"(-88.24180603027344, -14.537647247314453, 686.1466674804688)","(-25.022289276123047, -17.963821411132812, 687.0953369140625)","(-20.70476722717285, 165.1040496826172, 49.45122146606445)","(-7.552458763122559, 160.43817138671875, 47.752994537353516)",POINT (0.4584478437900543 0.2069962322711945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,21,417944021272,6888380035,1,1,"(0.4427855312824249, 0.21848347783088684)","(0.4815209209918976, 0.21774980425834656)",1,1,3.417831420898437,3.2332916259765625,"(-88.28617095947266, -14.53217887878418, 686.3491821289062)","(-25.058683395385742, -17.96463394165039, 687.32763671875)","(-19.556184768676758, 160.6669921875, 47.83621597290039)","(-6.132943153381348, 160.80137634277344, 47.88514709472656)",POINT (0.4621532261371612 0.2181166410446167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,21,417944037938,6888396701,1,1,"(0.4459657669067383, 0.18680937588214874)","(0.48637518286705017, 0.2299618422985077)",1,1,3.3617401123046875,3.233306884765625,"(-88.32196044921875, -14.490833282470703, 686.473876953125)","(-25.088258743286133, -17.93114471435547, 687.482177734375)","(-18.454113006591797, 166.46878051757812, 49.94789505004883)","(-4.450778007507324, 158.56448364257812, 47.07097625732422)",POINT (0.4661704748868942 0.2083856090903282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,21,417944054606,6888413368,1,1,"(0.44738179445266724, 0.1977713257074356)","(0.49285057187080383, 0.2304544448852539)",1,1,3.366561889648437,3.2151641845703125,"(-88.35979461669922, -14.484399795532227, 686.625)","(-25.117103576660156, -17.932674407958984, 687.689208984375)","(-17.963407516479492, 164.46087646484375, 49.21704864501953)","(-2.206813097000122, 158.4742431640625, 47.03815841674805)",POINT (0.4701161831617355 0.2141128852963448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,21,417944071273,6888430035,1,1,"(0.44450294971466064, 0.1988055557012558)","(0.4895615577697754, 0.21081587672233582)",1,1,3.358306884765625,3.1883544921875,"(-88.37921905517578, -14.471720695495605, 686.6732177734375)","(-25.131160736083984, -17.91680335998535, 687.819091796875)","(-18.961030960083008, 164.2714080810547, 49.14817428588867)","(-3.3465793132781982, 162.07147216796875, 48.3474235534668)",POINT (0.467032253742218 0.2048107162117958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
