,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,50,25,2151326586,2286014382,1,1,"(0.5018044114112854, 0.48475053906440735)","(0.5045709013938904, 0.3996484577655792)",1,1,2.983306884765625,2.9517364501953125,"(-2.6748266220092773, -9.751733779907227, 602.8448486328125)","(61.49092102050781, -3.4008846282958984, 599.6137084960938)","(-0.9961919188499451, 111.61907196044922, 29.984233856201172)","(-0.04029979929327965, 127.16183471679688, 35.641353607177734)",POINT (0.5031876564025879 0.4421994984149933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151343253,2286031049,1,1,"(0.5034451484680176, 0.48504477739334106)","(0.5062828660011292, 0.42084845900535583)",1,1,2.958343505859375,2.937225341796875,"(-2.710397481918335, -9.705093383789062, 602.6634521484375)","(61.45478439331055, -3.3745059967041016, 599.4180297851562)","(-0.42925581336021423, 111.56533813476562, 29.96467399597168)","(0.5512428283691406, 123.28996276855469, 34.23202896118164)",POINT (0.5048640072345734 0.4529466181993484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151359920,2286047715,1,1,"(0.5024287104606628, 0.491266131401062)","(0.5049997568130493, 0.42239096760749817)",1,1,2.9770050048828125,2.925689697265625,"(-2.7373318672180176, -9.712347030639648, 602.6832275390625)","(61.42533493041992, -3.383181095123291, 599.322265625)","(-0.7804722785949707, 110.42906951904297, 29.551156997680664)","(0.10788667947053909, 123.00821685791016, 34.12956237792969)",POINT (0.5037142336368561 0.4568285495042801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151376588,2286064382,1,1,"(0.4950481951236725, 0.4915693700313568)","(0.5053231120109558, 0.42444735765457153)",1,1,2.97271728515625,2.927108764648437,"(-2.7599048614501953, -9.726478576660156, 602.7835693359375)","(61.402225494384766, -3.391953468322754, 599.2662963867188)","(-3.330631732940674, 110.37370300292969, 29.530946731567383)","(0.2196146696805954, 122.63263702392578, 33.992897033691406)",POINT (0.5001856535673141 0.4580083638429642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151393260,2286081053,1,1,"(0.5024454593658447, 0.4883384108543396)","(0.5032107830047607, 0.4253598749637604)",1,1,2.979034423828125,2.910369873046875,"(-2.788433074951172, -9.795136451721191, 602.6029052734375)","(61.398170471191406, -3.445974826812744, 599.2261962890625)","(-0.7746882438659668, 110.96379852294922, 29.7457332611084)","(-0.5102469325065613, 122.46598815917969, 33.932193756103516)",POINT (0.5028281211853027 0.45684914290905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151409927,2286097720,1,1,"(0.5014103055000305, 0.48421427607536316)","(0.5016200542449951, 0.4346787929534912)",1,1,2.9600830078125,2.923080444335937,"(-2.797170400619507, -9.829389572143555, 602.4420166015625)","(61.37612533569336, -3.4788739681243896, 599.0889892578125)","(-1.1323529481887817, 111.71700286865234, 30.019912719726562)","(-1.059869408607483, 120.76403045654297, 33.31267166137695)",POINT (0.5015151798725128 0.4594465345144272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151426595,2286114387,1,1,"(0.5038063526153564, 0.4884108304977417)","(0.5007029175758362, 0.41586533188819885)",1,1,2.94317626953125,2.894378662109375,"(-2.8107147216796875, -9.879873275756836, 602.32177734375)","(61.37786102294922, -3.53397274017334, 599.129150390625)","(-0.3044801950454712, 110.95057678222656, 29.74089813232422)","(-1.3767750263214111, 124.20005798339844, 34.56330108642578)",POINT (0.5022546350955963 0.4521380811929703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151443261,2286131053,1,1,"(0.5009257197380066, 0.49680057168006897)","(0.498230904340744, 0.4360784590244293)",1,1,2.9544830322265625,2.923828125,"(-2.8110222816467285, -9.917036056518555, 602.402099609375)","(61.376808166503906, -3.5755727291107178, 599.21044921875)","(-1.2997947931289673, 109.41830444335938, 29.183189392089844)","(-2.230924367904663, 120.50838470458984, 33.21968460083008)",POINT (0.4995783120393753 0.4664395153522492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151459929,2286147720,1,1,"(0.5008056163787842, 0.4758473336696625)","(0.49934056401252747, 0.43110305070877075)",1,1,2.9475250244140625,2.90325927734375,"(-2.827979326248169, -9.968111038208008, 602.56201171875)","(61.38218688964844, -3.636997699737549, 599.22900390625)","(-1.341286540031433, 113.2451400756836, 30.576021194458008)","(-1.8475089073181152, 121.41706085205078, 33.55045700073242)",POINT (0.5000730901956558 0.4534751921892166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151476597,2286164387,1,1,"(0.5027620792388916, 0.48207828402519226)","(0.49669355154037476, 0.4459967017173767)",1,1,2.94158935546875,2.9098052978515625,"(-2.82423734664917, -9.996692657470703, 602.502197265625)","(61.378910064697266, -3.6700422763824463, 599.048095703125)","(-0.6652883291244507, 112.10711669921875, 30.16188621520996)","(-2.762108325958252, 118.69696044921875, 32.56034469604492)",POINT (0.4997278153896332 0.4640374928712845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151493264,2286181053,1,1,"(0.503259539604187, 0.4826440215110779)","(0.4969577193260193, 0.4249792695045471)",1,1,2.9398193359375,2.893585205078125,"(-2.8113317489624023, -10.020841598510742, 602.1812744140625)","(61.391700744628906, -3.726463794708252, 599.025390625)","(-0.49340349435806274, 112.00381469726562, 30.12421417236328)","(-2.670835256576538, 122.5355224609375, 33.95744323730469)",POINT (0.5001086294651031 0.4538116455078125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151509931,2286197720,1,1,"(0.5051606297492981, 0.4880201816558838)","(0.4948890507221222, 0.4418533742427826)",1,1,2.94708251953125,2.9028778076171875,"(-2.814607858657837, -10.022930145263672, 602.12109375)","(61.39082336425781, -3.7654690742492676, 599.0052490234375)","(0.16347238421440125, 111.02190399169922, 29.76691246032715)","(-3.385622978210449, 119.45367431640625, 32.835777282714844)",POINT (0.5000248402357101 0.4649367779493332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151526602,2286214391,1,1,"(0.504225492477417, 0.4849753677845001)","(0.49856775999069214, 0.441843181848526)",1,1,2.9426422119140625,2.89288330078125,"(-2.83296537399292, -10.036958694458008, 602.041015625)","(61.360740661621094, -3.839360237121582, 598.78857421875)","(-0.15963679552078247, 111.5780029296875, 29.96930503845215)","(-2.1145336627960205, 119.4555435180664, 32.83644104003906)",POINT (0.5013966262340546 0.4634092748165131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151543269,2286231057,1,1,"(0.5042940378189087, 0.4914453625679016)","(0.49155160784721375, 0.4340779483318329)",1,1,2.955078125,2.887847900390625,"(-2.858017921447754, -10.049888610839844, 601.88037109375)","(61.36122131347656, -3.8877720832824707, 598.747802734375)","(-0.13595141470432281, 110.39635467529297, 29.539201736450195)","(-4.538788795471191, 120.87376403808594, 33.35262680053711)",POINT (0.4979228228330612 0.4627616554498672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151559936,2286247724,1,1,"(0.5002281665802002, 0.49837228655815125)","(0.4972226917743683, 0.43914902210235596)",1,1,2.9551544189453125,2.90924072265625,"(-2.8945722579956055, -10.088777542114258, 601.9803466796875)","(61.30559539794922, -3.968627452850342, 598.5767822265625)","(-1.5408223867416382, 109.13125610351562, 29.07870864868164)","(-2.579277753829956, 119.94757080078125, 33.01560592651367)",POINT (0.4987254291772842 0.4687606543302536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,50,25,2151576604,2286264391,1,1,"(0.4991355240345001, 0.49232760071754456)","(0.4939572513103485, 0.4400039315223694)",1,1,2.9474639892578125,2.9176788330078125,"(-2.933119773864746, -10.116025924682617, 601.69970703125)","(61.254276275634766, -4.011597156524658, 598.50537109375)","(-1.918347716331482, 110.23522186279297, 29.48054313659668)","(-3.7075746059417725, 119.79145812988281, 32.95872497558594)",POINT (0.4965463876724243 0.466165766119957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
