,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,13,33,409305388121,3462192288,1,1,"(0.42723917961120605, 0.19089455902576447)","(0.4287566840648651, 0.18450690805912018)",1,1,2.4978179931640625,2.480224609375,"(-73.31736755371094, 32.15195846557617, 561.260986328125)","(-11.652114868164062, 36.98748016357422, 562.242919921875)","(-26.76036262512207, 165.28799438476562, 49.518089294433594)","(-26.236005783081055, 166.45460510253906, 49.942718505859375)",POINT (0.4279979318380356 0.1877007335424423),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305404788,3462208955,1,1,"(0.4237099289894104, 0.1913611888885498)","(0.4307587444782257, 0.17913009226322174)",1,1,2.4857177734375,2.5046539306640625,"(-73.27665710449219, 32.2254638671875, 561.71630859375)","(-11.584115982055664, 36.99055480957031, 562.149169921875)","(-27.979799270629883, 165.2027587890625, 49.48708724975586)","(-25.544265747070312, 167.4365997314453, 50.30015182495117)",POINT (0.427234336733818 0.1852456405758858),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305421455,3462225621,1,1,"(0.42796120047569275, 0.19872567057609558)","(0.42761513590812683, 0.1788737177848816)",1,1,2.479522705078125,2.5019989013671875,"(-73.22193908691406, 32.22285842895508, 561.3709716796875)","(-11.52517318725586, 37.01383590698242, 562.1856689453125)","(-26.510881423950195, 163.8577117919922, 48.997596740722656)","(-26.630464553833008, 167.4834442138672, 50.31718826293945)",POINT (0.4277881681919098 0.1887996941804886),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305438125,3462242291,1,1,"(0.42569154500961304, 0.19631516933441162)","(0.42326733469963074, 0.1830880492925644)",1,1,2.483306884765625,2.5127410888671875,"(-73.19365692138672, 32.288543701171875, 561.7891845703125)","(-11.487128257751465, 37.040592193603516, 562.2310180664062)","(-27.29509925842285, 164.2979736328125, 49.15778350830078)","(-28.132728576660156, 166.7137451171875, 50.037044525146484)",POINT (0.4244794398546219 0.189701609313488),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305454793,3462258958,1,1,"(0.4282929599285126, 0.18989112973213196)","(0.4298214316368103, 0.18758051097393036)",1,1,2.478118896484375,2.505950927734375,"(-73.17533874511719, 32.315330505371094, 561.7841796875)","(-11.469358444213867, 37.07251739501953, 562.240478515625)","(-26.396251678466797, 165.47125244140625, 49.58480453491211)","(-25.86812400817871, 165.89324951171875, 49.7384033203125)",POINT (0.4290571957826614 0.1887358203530312),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305471459,3462275624,1,1,"(0.4239378571510315, 0.1995822787284851)","(0.4275127947330475, 0.18686076998710632)",1,1,2.46868896484375,2.50103759765625,"(-73.15283203125, 32.345672607421875, 561.7186889648438)","(-11.454326629638672, 37.10615921020508, 562.232666015625)","(-27.901042938232422, 163.70127868652344, 48.94062042236328)","(-26.66581916809082, 166.0247039794922, 49.78626251220703)",POINT (0.4257253259420395 0.1932215243577957),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305488127,3462292291,1,1,"(0.4272998869419098, 0.18665117025375366)","(0.4333791434764862, 0.17990829050540924)",1,1,2.4790191650390625,2.4902801513671875,"(-73.14089965820312, 32.370887756347656, 561.5680541992188)","(-11.448553085327148, 37.13735580444336, 562.163330078125)","(-26.7393856048584, 166.06298828125, 49.800174713134766)","(-24.638832092285156, 167.2944793701172, 50.24842071533203)",POINT (0.430339515209198 0.1832797303795814),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305504796,3462308960,1,1,"(0.4288736879825592, 0.19119298458099365)","(0.43417149782180786, 0.18602445721626282)",1,1,2.474227905273437,2.4794158935546875,"(-73.14523315429688, 32.40961456298828, 561.620361328125)","(-11.442777633666992, 37.162254333496094, 562.1456298828125)","(-26.19559669494629, 165.23348999023438, 49.4982795715332)","(-24.36506462097168, 166.1774444580078, 49.84183120727539)",POINT (0.4315225929021835 0.1886087208986282),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305521463,3462325626,1,1,"(0.4264928996562958, 0.19063544273376465)","(0.42855098843574524, 0.1822846680879593)",1,1,2.472442626953125,2.48419189453125,"(-73.13851165771484, 32.4232063293457, 561.51416015625)","(-11.43367862701416, 37.165618896484375, 562.04931640625)","(-27.018207550048828, 165.33529663085938, 49.535343170166016)","(-26.307092666625977, 166.86045837402344, 50.090450286865234)",POINT (0.4275219440460205 0.186460055410862),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305538130,3462342293,1,1,"(0.428435355424881, 0.1925719976425171)","(0.4244019687175751, 0.18068629503250122)",1,1,2.475372314453125,2.4730682373046875,"(-73.14723205566406, 32.44635772705078, 561.4677734375)","(-11.430030822753906, 37.16482925415039, 561.979736328125)","(-26.347049713134766, 164.98162841796875, 49.4066276550293)","(-27.740684509277344, 167.15237426757812, 50.19672393798828)",POINT (0.426418662071228 0.1866291463375092),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305554798,3462358960,1,1,"(0.42943525314331055, 0.18657661974430084)","(0.42816293239593506, 0.1776442676782608)",1,1,2.480072021484375,2.472076416015625,"(-73.15585327148438, 32.46858596801758, 561.4384155273438)","(-11.422765731811523, 37.159393310546875, 561.901611328125)","(-26.001562118530273, 166.0766143798828, 49.80511474609375)","(-26.44117546081543, 167.70799255371094, 50.39889907836914)",POINT (0.4287990927696228 0.1821104437112808),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305571471,3462375633,1,1,"(0.43334120512008667, 0.18959161639213562)","(0.42594656348228455, 0.18098480999469757)",1,1,2.482635498046875,2.4755401611328125,"(-73.13672637939453, 32.48448944091797, 561.2816162109375)","(-11.402185440063477, 37.14408874511719, 561.718505859375)","(-24.651948928833008, 165.52593994140625, 49.604732513427734)","(-27.206985473632812, 167.09786987304688, 50.17685317993164)",POINT (0.4296438843011856 0.1852882131934166),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305588139,3462392300,1,1,"(0.4304114580154419, 0.19819337129592896)","(0.4274882972240448, 0.1772538423538208)",1,1,2.483993530273437,2.4736480712890625,"(-73.12484741210938, 32.510047912597656, 561.149169921875)","(-11.382720947265625, 37.13330841064453, 561.5618896484375)","(-25.664247512817383, 163.95492553710938, 49.03297424316406)","(-26.674274444580078, 167.77928161621094, 50.42488479614258)",POINT (0.4289498776197434 0.1877236068248749),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305604805,3462408966,1,1,"(0.42945370078086853, 0.194243922829628)","(0.42742234468460083, 0.18568989634513855)",1,1,2.4875946044921875,2.475692749023437,"(-73.09785461425781, 32.5412483215332, 560.984130859375)","(-11.350334167480469, 37.12031555175781, 561.35302734375)","(-25.99517059326172, 164.67626953125, 49.29543685913086)","(-26.697072982788086, 166.23854064941406, 49.86407470703125)",POINT (0.4284380227327347 0.1899669095873833),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305621473,3462425633,1,1,"(0.4225100576877594, 0.18534444272518158)","(0.42816227674484253, 0.17724408209323883)",1,1,2.4826202392578125,2.4796600341796875,"(-73.06486511230469, 32.55218505859375, 560.8114013671875)","(-11.319334030151367, 37.09248733520508, 561.2587890625)","(-28.39438819885254, 166.3016357421875, 49.88705825805664)","(-26.441396713256836, 167.78106689453125, 50.42551803588867)",POINT (0.425336167216301 0.1812942624092102),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305638140,3462442300,1,1,"(0.42870184779167175, 0.19336622953414917)","(0.4258984327316284, 0.18891547620296478)",1,1,2.47503662109375,2.471588134765625,"(-73.03157043457031, 32.56290054321289, 560.6854248046875)","(-11.267454147338867, 37.05464172363281, 561.0689697265625)","(-26.254974365234375, 164.83657836914062, 49.353782653808594)","(-27.22361946105957, 165.64944458007812, 49.64967727661133)",POINT (0.4273001402616501 0.191140852868557),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305654807,3462458966,1,1,"(0.3953700661659241, 0.16600503027439117)","(0.4005132019519806, 0.16109146177768707)",1,1,2.4813995361328125,2.49114990234375,"(-73.09941864013672, 32.6151008605957, 560.7587890625)","(-11.313051223754883, 37.01704406738281, 560.709716796875)","(-37.771942138671875, 169.83370971679688, 51.17264938354492)","(-35.99485397338867, 170.73114013671875, 51.499229431152344)",POINT (0.3979416340589523 0.1635482460260391),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305671474,3462475633,1,1,"(0.3720689117908478, 0.13907431066036224)","(0.3795776665210724, 0.13152791559696198)",1,1,2.48712158203125,2.49346923828125,"(-72.99966430664062, 32.583892822265625, 559.9774780273438)","(-11.3402738571167, 36.99662780761719, 560.6650390625)","(-45.82306671142578, 174.75225830078125, 52.962806701660156)","(-43.22861099243164, 176.13050842285156, 53.464473724365234)",POINT (0.3758232891559601 0.1353011131286621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,33,409305688142,3462492300,1,1,"(0.37674254179000854, 0.16530990600585938)","(0.373137503862381, 0.1400625854730606)",1,1,2.490478515625,2.495574951171875,"(-72.98112487792969, 32.58391189575195, 559.9906005859375)","(-11.241717338562012, 36.918941497802734, 560.3893432617188)","(-44.208229064941406, 169.96066284179688, 51.2188606262207)","(-45.453857421875, 174.57176208496094, 52.89712905883789)",POINT (0.3749400228261948 0.15268624573946),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305704812,3462508970,1,1,"(0.36917030811309814, 0.16188578307628632)","(0.37071216106414795, 0.13231642544269562)",1,1,2.5040740966796875,2.509140014648437,"(-72.89598083496094, 32.59397506713867, 559.5999145507812)","(-11.138471603393555, 36.875633239746094, 560.323486328125)","(-46.824623107910156, 170.5860595703125, 51.44643020629883)","(-46.29187774658203, 175.9865264892578, 53.41203689575195)",POINT (0.369941234588623 0.147101104259491),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305721480,3462525637,1,1,"(0.3680270314216614, 0.15684327483177185)","(0.3735765516757965, 0.1395103931427002)",1,1,2.4771270751953125,2.483245849609375,"(-72.7455062866211, 32.617122650146484, 559.44189453125)","(-11.006930351257324, 36.828765869140625, 560.0245361328125)","(-47.21964645385742, 171.5070037841797, 51.781646728515625)","(-45.30215835571289, 174.67262268066406, 52.933834075927734)",POINT (0.3708017915487289 0.148176833987236),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305738147,3462542304,1,1,"(0.3367830812931061, 0.1494063287973404)","(0.34113559126853943, 0.147446870803833)",1,1,2.4961700439453125,2.480712890625,"(-72.75196075439453, 32.66280746459961, 559.5657348632812)","(-10.985746383666992, 36.792423248291016, 559.8350219726562)","(-58.01523208618164, 172.86526489257812, 52.27602005004883)","(-56.511322021484375, 173.22312927246094, 52.40625762939453)",POINT (0.3389593362808228 0.1484265998005867),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,13,33,409305754814,3462558970,1,1,"(0.3331877589225769, 0.14217858016490936)","(0.3331809341907501, 0.134950190782547)",1,1,2.4490509033203125,2.4795379638671875,"(-72.69631958007812, 32.71143341064453, 559.2869873046875)","(-10.89667797088623, 36.77710723876953, 559.690185546875)","(-59.25750732421875, 174.185302734375, 52.756492614746094)","(-59.25986099243164, 175.50547790527344, 53.23699188232422)",POINT (0.3331843465566635 0.1385643854737282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,33,409305771481,3462575637,1,1,"(0.3347059488296509, 0.15411946177482605)","(0.3324686586856842, 0.13959519565105438)",1,1,2.466903686523437,2.47314453125,"(-72.51177978515625, 32.74732971191406, 558.7578735351562)","(-10.72005558013916, 36.740203857421875, 559.4892578125)","(-58.73292541503906, 172.00445556640625, 51.96273422241211)","(-59.505977630615234, 174.6571502685547, 52.928184509277344)",POINT (0.3335873037576675 0.1468573287129402),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
