,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,26,23,1367853280,1530286517,1,1,"(0.40767645835876465, 0.6335322856903076)","(0.42935729026794434, 0.595194399356842)",1,1,3.507720947265625,3.2929840087890625,"(-69.77886962890625, 8.12274169921875, 602.683837890625)","(-4.983914852142334, 9.404419898986816, 602.6885986328125)","(-31.722755432128906, 84.64197540283203, 20.165372848510742)","(-24.209556579589844, 91.66436767578125, 22.721309661865234)",POINT (0.4185168743133545 0.6143633425235748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
0,26,23,1367869948,1530303184,1,1,"(0.4093914031982422, 0.6581329703330994)","(0.42809605598449707, 0.593471884727478)",1,1,3.5279998779296875,3.314300537109375,"(-69.783935546875, 8.135368347167969, 602.7345581054688)","(-4.98394250869751, 9.411226272583008, 602.759033203125)","(-31.128456115722656, 80.13582611083984, 18.525278091430664)","(-24.646604537963867, 91.97987365722656, 22.836156845092773)",POINT (0.4187437295913696 0.6258024275302887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
0,26,23,1367886614,1530319850,1,1,"(0.4108571410179138, 0.6265747547149658)","(0.42156827449798584, 0.5903870463371277)",1,1,3.496688842773437,3.2953033447265625,"(-69.78730010986328, 8.148408889770508, 602.7747802734375)","(-4.974679946899414, 9.426802635192871, 602.7589721679688)","(-30.620542526245117, 85.9163818359375, 20.62924575805664)","(-26.908737182617188, 92.544921875, 23.04184913635254)",POINT (0.4162127077579498 0.6084809005260468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,23,1367903282,1530336517,1,1,"(0.4106774926185608, 0.6224989891052246)","(0.42814144492149353, 0.5951194167137146)",1,1,3.4967041015625,3.282867431640625,"(-69.79995727539062, 8.14914321899414, 602.7515258789062)","(-5.0009379386901855, 9.431625366210938, 602.7684326171875)","(-30.682790756225586, 86.66294860839844, 20.900964736938477)","(-24.63089942932129, 91.67811584472656, 22.726293563842773)",POINT (0.4194094687700272 0.6088092029094696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,23,1367919948,1530353183,1,1,"(0.4203071892261505, 0.5560221672058105)","(0.4458000957965851, 0.5247242450714111)",1,1,3.4898681640625,3.29168701171875,"(-69.76783752441406, 8.266294479370117, 603.0354614257812)","(-5.020107269287109, 9.546357154846191, 602.8784790039062)","(-27.34575080871582, 98.839599609375, 25.3328914642334)","(-18.511520385742188, 104.57247924804688, 27.419504165649414)",POINT (0.4330536425113678 0.5403732061386108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,23,1367936616,1530369850,1,1,"(0.4047096073627472, 0.30071336030960083)","(0.4398624002933502, 0.23931390047073364)",1,1,3.3779296875,3.1671905517578125,"(-69.6585693359375, 8.543508529663086, 603.0691528320312)","(-5.109332084655762, 9.8216552734375, 603.0277099609375)","(-32.75088119506836, 145.60482788085938, 42.35407257080078)","(-20.56914710998535, 156.8514404296875, 46.4474983215332)",POINT (0.4222860038280487 0.2700136303901672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
0,26,23,1367953283,1530386517,1,1,"(0.4167640209197998, 0.17779582738876343)","(0.4474053382873535, 0.1258912980556488)",1,1,3.4661407470703125,3.2629852294921875,"(-69.60791015625, 8.756964683532715, 603.0489501953125)","(-5.242440223693848, 10.065813064575195, 602.953857421875)","(-28.573572158813477, 168.1197967529297, 50.54884719848633)","(-17.955249786376953, 177.62721252441406, 54.009239196777344)",POINT (0.4320846796035767 0.1518435627222061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,23,1367969950,1530403183,1,1,"(0.4233975112438202, 0.17538630962371826)","(0.44510045647621155, 0.13521124422550201)",1,1,3.486175537109375,3.28106689453125,"(-69.65988159179688, 8.724508285522461, 603.0057373046875)","(-5.253252029418945, 10.06707763671875, 602.8833618164062)","(-26.27484893798828, 168.56117248535156, 50.70945358276367)","(-18.75397491455078, 175.92007446289062, 53.38789367675781)",POINT (0.4342489838600159 0.1552987769246101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,23,1367986625,1530419858,1,1,"(0.42327001690864563, 0.15819363296031952)","(0.44565650820732117, 0.12575508654117584)",1,1,3.494384765625,3.292755126953125,"(-69.74284362792969, 8.68942642211914, 603.0081787109375)","(-5.285150051116943, 10.054399490356445, 602.8526611328125)","(-26.319019317626953, 171.71035766601562, 51.85568618774414)","(-18.56127166748047, 177.65216064453125, 54.01833724975586)",POINT (0.4344632625579834 0.1419743597507477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,23,1368003293,1530436525,1,1,"(0.42410165071487427, 0.1580473780632019)","(0.4433854818344116, 0.12510240077972412)",1,1,3.4813995361328125,3.278900146484375,"(-69.79965209960938, 8.681909561157227, 602.9130249023438)","(-5.320335865020752, 10.068097114562988, 603.0128784179688)","(-26.030826568603516, 171.73712158203125, 51.8654670715332)","(-19.34827423095703, 177.77171325683594, 54.06182861328125)",POINT (0.4337435662746429 0.141574889421463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
