,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,31,5,356669999698,4998186357,1,1,"(0.5178117752075195, 0.6055507659912109)","(0.4706709384918213, 0.6205769181251526)",1,1,4.086212158203125,3.788894653320313,"(-46.36651611328125, 6.360421180725098, 682.6221923828125)","(19.472030639648438, 3.5179052352905273, 682.1482543945312)","(6.443160057067871, 89.76737213134766, 22.030881881713867)","(-9.892854690551758, 87.01502990722656, 21.02907371520996)",POINT (0.4942413568496704 0.6130638420581818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,31,5,356670016369,4998203027,1,1,"(0.518040120601654, 0.5938727259635925)","(0.46793031692504883, 0.6025874614715576)",1,1,4.097991943359375,3.799514770507813,"(-46.43067932128906, 6.398021697998047, 682.6649780273438)","(19.413562774658203, 3.55863094329834, 682.30615234375)","(6.522274494171143, 91.90646362304688, 22.809459686279297)","(-10.842583656311035, 90.31015014648438, 22.228466033935547)",POINT (0.4929852187633514 0.5982300937175751),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,5,356670033036,4998219694,1,1,"(0.5181902050971985, 0.5898221135139465)","(0.47132551670074463, 0.6003913283348083)",1,1,4.097824096679688,3.804534912109375,"(-46.49434280395508, 6.396941184997559, 682.6812744140625)","(19.349178314208984, 3.592679738998413, 682.8765258789062)","(6.574303150177002, 92.6484146118164, 23.079469680786133)","(-9.666024208068848, 90.71243286132812, 22.3748836517334)",POINT (0.4947578608989716 0.5951067209243774),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,5,356670049703,4998236360,1,1,"(0.5119876861572266, 0.601252019405365)","(0.4637300670146942, 0.6161559820175171)",1,1,4.08905029296875,3.775558471679688,"(-46.57652282714844, 6.421785354614258, 682.9425048828125)","(19.273344039916992, 3.647228240966797, 682.46826171875)","(4.424898624420166, 90.5547866821289, 22.31745719909668)","(-12.298131942749023, 87.8248062133789, 21.323863983154297)",POINT (0.4878588765859604 0.608704000711441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,5,356670066370,4998253027,1,1,"(0.5184560418128967, 0.5962788462638855)","(0.47215625643730164, 0.6168771386146545)",1,1,4.0839691162109375,3.7830963134765625,"(-46.64955139160156, 6.403636932373047, 683.035888671875)","(19.188472747802734, 3.6577305793762207, 682.4986572265625)","(6.6664018630981445, 91.46570587158203, 22.649065017700195)","(-9.378155708312988, 87.69269561767578, 21.27580451965332)",POINT (0.4953061491250992 0.60657799243927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,5,356670083038,4998269694,1,1,"(0.5171481370925903, 0.5970871448516846)","(0.46940815448760986, 0.6280756592750549)",1,1,4.087249755859375,3.773284912109375,"(-46.69725036621094, 6.3906025886535645, 683.081298828125)","(19.152366638183594, 3.6969761848449707, 683.0936279296875)","(6.213194370269775, 91.31768035888672, 22.595104217529297)","(-10.330475807189941, 85.6414566040039, 20.5291748046875)",POINT (0.4932781457901001 0.6125814020633698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,31,5,356670099704,4998286360,1,1,"(0.5152379870414734, 0.6007536053657532)","(0.4614914655685425, 0.6189672350883484)",1,1,4.069976806640625,3.7676849365234375,"(-46.75276565551758, 6.358733654022217, 683.09912109375)","(19.09972381591797, 3.697032928466797, 682.968505859375)","(5.551246643066406, 90.64608001708984, 22.35068130493164)","(-13.073892593383789, 87.30986785888672, 21.136417388916016)",POINT (0.4883647263050079 0.6098604202270508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,5,356670116372,4998303027,1,1,"(0.5159493088722229, 0.5866863131523132)","(0.464621901512146, 0.6153098344802856)",1,1,4.069595336914063,3.7782135009765625,"(-46.79890441894531, 6.350508689880371, 683.2479248046875)","(19.058122634887695, 3.708369731903076, 682.8154907226562)","(5.7977471351623535, 93.2228012084961, 23.288537979125977)","(-11.989075660705566, 87.97977447509766, 21.380292892456055)",POINT (0.4902856051921844 0.6009980738162994),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,5,356670133045,4998319700,1,1,"(0.5106988549232483, 0.5892831683158875)","(0.4646487534046173, 0.6154367327690125)",1,1,4.049957275390625,3.752395629882813,"(-46.84410858154297, 6.321650505065918, 683.4239501953125)","(19.01540756225586, 3.6974258422851562, 682.843994140625)","(3.978278160095215, 92.74712371826172, 23.115446090698242)","(-11.979769706726074, 87.95655059814453, 21.37180519104004)",POINT (0.4876738041639328 0.60235995054245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,5,356670149712,4998336366,1,1,"(0.5109580755233765, 0.5826153755187988)","(0.46879124641418457, 0.610871434211731)",1,1,4.050872802734375,3.77667236328125,"(-46.868350982666016, 6.322277545928955, 683.5377197265625)","(18.995769500732422, 3.7202720642089844, 683.0252685546875)","(4.068089485168457, 93.96849060058594, 23.559953689575195)","(-10.544257164001465, 88.79279327392578, 21.67615509033203)",POINT (0.4898746609687805 0.5967434048652649),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
