,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,27,18,241484181961,8116807306,1,1,"(0.4604673683643341, 0.4919901490211487)","(0.477317214012146, 0.4915132224559784)",1,1,3.244369506835937,3.1774444580078125,"(-69.18708801269531, 13.483964920043945, 525.4232177734375)","(-6.159201622009277, 15.160425186157227, 530.255615234375)","(-13.428777694702148, 110.56842803955078, 29.601818084716797)","(-7.589696407318115, 110.65577697753906, 29.633647918701172)",POINT (0.46889229118824 0.4917516857385635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484198629,8116823973,1,1,"(0.4633902311325073, 0.4833534359931946)","(0.4747956097126007, 0.4887152910232544)",1,1,3.243515014648437,3.164703369140625,"(-69.53173065185547, 13.477737426757812, 525.3638305664062)","(-6.489730358123779, 15.230581283569336, 529.9990234375)","(-12.415899276733398, 112.1504135131836, 30.177642822265625)","(-8.463516235351562, 111.16828155517578, 29.820171356201172)",POINT (0.469092920422554 0.4860343635082245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484215296,8116840640,1,1,"(0.4628392159938812, 0.48974812030792236)","(0.47560858726501465, 0.48403024673461914)",1,1,3.2496337890625,3.171173095703125,"(-69.83647155761719, 13.469837188720703, 525.2498779296875)","(-6.772675514221191, 15.305234909057617, 529.976806640625)","(-12.60684871673584, 110.97909545898438, 29.751327514648438)","(-8.18178939819336, 112.02645111083984, 30.132495880126953)",POINT (0.4692239016294479 0.4868891835212708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484231961,8116857304,1,1,"(0.46282318234443665, 0.4903171956539154)","(0.4799095690250397, 0.4866889417171478)",1,1,3.266464233398437,3.1925506591796875,"(-70.13629150390625, 13.480517387390137, 525.27783203125)","(-7.0613274574279785, 15.38963508605957, 529.9229736328125)","(-12.612390518188477, 110.87486267089844, 29.713369369506836)","(-6.691348075866699, 111.5394515991211, 29.955259323120117)",POINT (0.4713663756847382 0.4885030686855316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484248629,8116873971,1,1,"(0.46078622341156006, 0.4860634505748749)","(0.46840181946754456, 0.4936828911304474)",1,1,3.2650604248046875,3.2044677734375,"(-70.38275146484375, 13.467218399047852, 524.9873046875)","(-7.306745529174805, 15.454648971557617, 529.5900268554688)","(-13.31828498840332, 111.65400695800781, 29.997007369995117)","(-10.679204940795898, 110.25835418701172, 29.488998413085938)",POINT (0.4645940214395523 0.4898731708526611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484265302,8116890644,1,1,"(0.46513891220092773, 0.4917750060558319)","(0.4761534333229065, 0.49692094326019287)",1,1,3.2596588134765625,3.20562744140625,"(-70.63475799560547, 13.507461547851562, 524.994140625)","(-7.531586170196533, 15.557075500488281, 529.4127197265625)","(-11.809916496276855, 110.60783386230469, 29.616168975830078)","(-7.992987155914307, 109.66524505615234, 29.273099899291992)",POINT (0.4706461727619171 0.4943479746580124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484281969,8116907310,1,1,"(0.4586676061153412, 0.49550661444664)","(0.47126176953315735, 0.4835839569568634)",1,1,3.2841949462890625,3.2338409423828125,"(-70.81019592285156, 13.532258987426758, 524.67138671875)","(-7.724615573883057, 15.647982597351074, 529.2525634765625)","(-14.052465438842773, 109.92430877685547, 29.36739158630371)","(-9.688119888305664, 112.10818481445312, 30.16229820251465)",POINT (0.4649646878242493 0.4895452857017517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484298636,8116923977,1,1,"(0.4565088450908661, 0.4913763999938965)","(0.47363460063934326, 0.48302891850471497)",1,1,3.279632568359375,3.226654052734375,"(-71.00025177001953, 13.591177940368652, 524.5974731445312)","(-7.899214744567871, 15.765417098999023, 529.1700439453125)","(-14.800556182861328, 110.68084716796875, 29.64274787902832)","(-8.865838050842285, 112.20985412597656, 30.19928741455078)",POINT (0.4650717228651047 0.4872026592493057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484315304,8116940644,1,1,"(0.4575822949409485, 0.49460387229919434)","(0.4732603430747986, 0.4814898371696472)",1,1,3.297882080078125,3.23431396484375,"(-71.14779663085938, 13.615180969238281, 524.31298828125)","(-8.057600021362305, 15.857759475708008, 529.0415649414062)","(-14.42855167388916, 110.08966827392578, 29.42757225036621)","(-8.995542526245117, 112.49177551269531, 30.301898956298828)",POINT (0.4654213190078735 0.4880468547344208),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,27,18,241484331970,8116957310,1,1,"(0.443450003862381, 0.39181584119796753)","(0.44910913705825806, 0.41352635622024536)",1,1,3.2982635498046875,3.274505615234375,"(-71.34568786621094, 13.895286560058594, 524.268310546875)","(-8.282569885253906, 16.16903305053711, 528.6459350585938)","(-19.325912475585938, 128.91748046875, 36.280338287353516)","(-17.36482048034668, 124.94075012207031, 34.83290100097656)",POINT (0.4462795704603195 0.4026710987091064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
