,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,10,18,597553044186,2778692780,1,1,"(0.49780380725860596, 0.8493978977203369)","(0.46003222465515137, 0.8394972085952759)",1,1,3.2420654296875,3.0490875244140625,"(-43.512550354003906, 47.56193542480469, 434.3646545410156)","(20.793167114257812, 60.301795959472656, 432.27996826171875)","(-2.37850022315979, 45.02105712890625, 5.744540691375732)","(-15.429534912109375, 46.82928466796875, 6.402685165405273)",POINT (0.4789180159568787 0.8444475531578064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553060854,2778709447,1,1,"(0.49605605006217957, 0.8391685485839844)","(0.44981810450553894, 0.8555954098701477)",1,1,3.3252716064453125,2.98675537109375,"(-43.51145553588867, 47.531917572021484, 434.32440185546875)","(20.800132751464844, 60.342041015625, 432.2197265625)","(-2.9823920726776123, 46.889305114746094, 6.424561977386475)","(-18.958768844604492, 43.88915252685547, 5.332588195800781)",POINT (0.4729370772838592 0.847381979227066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553077520,2778726113,1,1,"(0.5002468824386597, 0.8628289103507996)","(0.4764173626899719, 0.8771088123321533)",1,1,3.3063507080078125,3.0275421142578125,"(-43.549190521240234, 47.54946517944336, 434.4371337890625)","(20.78445816040039, 60.26580047607422, 432.2433166503906)","(-1.5343647003173828, 42.568058013916016, 4.8517327308654785)","(-9.768044471740723, 39.96001434326172, 3.9024977684020996)",POINT (0.4883321225643158 0.8699688613414764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553110855,2778759447,1,1,"(0.49534672498703003, 0.8333350419998169)","(0.45979201793670654, 0.8837807774543762)",1,1,3.295196533203125,3.0677032470703125,"(-43.586299896240234, 47.41259002685547, 434.2328186035156)","(20.739131927490234, 60.2439079284668, 432.0880432128906)","(-3.2274818420410156, 47.9547233581543, 6.812300682067871)","(-15.512527465820312, 38.741485595703125, 3.458963394165039)",POINT (0.4775693714618683 0.8585579097270966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553127521,2778776113,1,1,"(0.4955662786960602, 0.8456901907920837)","(0.46388953924179077, 0.8726298809051514)",1,1,3.329818725585937,3.0655975341796875,"(-43.6198844909668, 47.38044738769531, 434.185546875)","(20.68988609313965, 60.21893310546875, 432.0180969238281)","(-3.151625871658325, 45.69822692871094, 5.990970134735107)","(-14.096734046936035, 40.778045654296875, 4.200235366821289)",POINT (0.4797279089689255 0.8591600358486176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553144188,2778792780,1,1,"(0.5046707987785339, 0.8599951267242432)","(0.4861522316932678, 0.9149166345596313)",1,1,3.31793212890625,3.001983642578125,"(-43.67047882080078, 47.38630676269531, 434.29498291015625)","(20.653602600097656, 60.19676971435547, 431.9674987792969)","(-0.005776812322437763, 43.085609436035156, 5.0401105880737305)","(-6.404409408569336, 33.05491638183594, 1.3892455101013184)",POINT (0.4954115152359009 0.8874558806419373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553160859,2778809450,1,1,"(0.5109997391700745, 0.821455180644989)","(0.4488391876220703, 0.8601624369621277)",1,1,3.322860717773437,2.9752655029296875,"(-43.69234848022461, 47.322166442871094, 434.156982421875)","(20.624210357666016, 60.163124084472656, 432.12725830078125)","(2.181044101715088, 50.124420166015625, 7.602022647857666)","(-19.297014236450195, 43.0550537109375, 5.028975486755371)",POINT (0.4799194633960724 0.8408088088035583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553177526,2778826117,1,1,"(0.5060312747955322, 0.8425633311271667)","(0.47234657406806946, 0.874146044254303)",1,1,3.3980712890625,3.053314208984375,"(-43.69389343261719, 47.27850341796875, 434.0081787109375)","(20.605379104614258, 60.20882797241211, 432.09552001953125)","(0.46428728103637695, 46.2692985534668, 6.198854446411133)","(-11.174612045288086, 40.50114822387695, 4.099415302276611)",POINT (0.4891889244318008 0.8583546876907349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553194193,2778842784,1,1,"(0.5103123784065247, 0.857040286064148)","(0.4598463773727417, 0.8858622908592224)",1,1,3.31280517578125,3.07354736328125,"(-43.75676727294922, 47.382240295410156, 434.281005859375)","(20.58763313293457, 60.19103240966797, 432.05072021484375)","(1.9435195922851562, 43.62527084350586, 5.236544132232666)","(-15.493743896484375, 38.3613166809082, 3.320596694946289)",POINT (0.4850793778896332 0.8714512884616852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,18,597553210860,2778859450,1,1,"(0.5069794058799744, 0.8824597597122192)","(0.46538177132606506, 0.8859918117523193)",1,1,3.376205444335937,3.0619659423828125,"(-43.77759552001953, 47.39482879638672, 434.2849426269531)","(20.575286865234375, 60.184165954589844, 432.0457458496094)","(0.7919179201126099, 38.982749938964844, 3.546765089035034)","(-13.581134796142578, 38.33766174316406, 3.312008857727051)",POINT (0.4861805886030197 0.8842257857322693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
