,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,15,18,934713950716,3172413368,1,1,"(0.4708726406097412, 0.6033774018287659)","(0.4271649718284607, 0.5522066354751587)",1,1,3.06048583984375,3.07843017578125,"(-40.57799530029297, -2.0646066665649414, 593.8888549804688)","(26.27648162841797, -3.6184914112091064, 591.2457885742188)","(-11.68388843536377, 89.95345306396484, 22.098587036132812)","(-26.7860050201416, 99.29911041259766, 25.5001277923584)",POINT (0.449018806219101 0.5777920186519623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,18,934713967387,3172430039,1,1,"(0.45944878458976746, 0.737421989440918)","(0.4206405282020569, 0.7050691246986389)",1,1,3.0621795654296875,3.0922393798828125,"(-40.5368766784668, -2.2542712688446045, 594.0121459960938)","(26.270801544189453, -3.819283962249756, 591.1880493164062)","(-15.631126403808594, 65.47196197509766, 13.188079833984375)","(-29.040359497070312, 71.38081359863281, 15.338680267333984)",POINT (0.4400446563959122 0.7212455570697784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934713984053,3172446705,1,1,"(0.45497560501098633, 0.7287941575050354)","(0.4269077181816101, 0.6949356198310852)",1,1,3.04278564453125,3.095001220703125,"(-40.559329986572266, -2.257988214492798, 593.9602661132812)","(26.388690948486328, -3.8564677238464355, 590.9654541015625)","(-17.176719665527344, 67.0477294921875, 13.761595726013184)","(-26.874902725219727, 73.23155975341797, 16.0123233795166)",POINT (0.4409416615962982 0.7118648886680603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714000721,3172463372,1,1,"(0.457783579826355, 0.7314320802688599)","(0.42934665083885193, 0.7116250395774841)",1,1,3.0005645751953125,3.137924194335937,"(-40.523277282714844, -2.255136489868164, 593.8759765625)","(26.44952964782715, -3.852450370788574, 591.0575561523438)","(-16.206493377685547, 66.56594848632812, 13.586214065551758)","(-26.032175064086914, 70.18344116210938, 14.902922630310059)",POINT (0.4435651153326034 0.721528559923172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714017387,3172480038,1,1,"(0.46199536323547363, 0.7140763401985168)","(0.4161989092826843, 0.7041129469871521)",1,1,3.024642944335937,3.130523681640625,"(-40.49418640136719, -2.26491117477417, 593.8209838867188)","(26.525524139404297, -3.879868745803833, 590.8770751953125)","(-14.751216888427734, 69.73576354980469, 14.739954948425293)","(-30.575042724609375, 71.555419921875, 15.402267456054688)",POINT (0.439097136259079 0.7090946435928345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714034055,3172496705,1,1,"(0.4524245262145996, 0.7336933016777039)","(0.420446515083313, 0.694287896156311)",1,1,3.0390777587890625,3.0933074951171875,"(-40.45330810546875, -2.2671475410461426, 593.6787109375)","(26.59125328063965, -3.888402223587036, 590.852294921875)","(-18.058191299438477, 66.15294647216797, 13.435930252075195)","(-29.107402801513672, 73.34986877441406, 16.05533790588379)",POINT (0.4364355206489563 0.7139905989170074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714050722,3172513372,1,1,"(0.46945375204086304, 0.7231153845787048)","(0.4177033305168152, 0.688435971736908)",1,1,3.0118560791015625,3.098236083984375,"(-40.41788864135742, -2.2800135612487793, 593.5654296875)","(26.65427589416504, -3.913048267364502, 590.7793579101562)","(-12.174149513244629, 68.08488464355469, 14.139073371887207)","(-30.05523681640625, 74.41861724853516, 16.444372177124023)",POINT (0.4435785412788391 0.7057756781578064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714067389,3172530038,1,1,"(0.46473318338394165, 0.7264693975448608)","(0.41777387261390686, 0.6850519180297852)",1,1,3.0205230712890625,3.0819244384765625,"(-40.37947082519531, -2.2781014442443848, 593.4030151367188)","(26.728378295898438, -3.9106483459472656, 590.724853515625)","(-13.8052396774292, 67.47232055664062, 13.91612434387207)","(-30.030855178833008, 75.03667449951172, 16.66932487487793)",POINT (0.4412535279989243 0.705760657787323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714084056,3172546705,1,1,"(0.470358669757843, 0.7157020568847656)","(0.4199722111225128, 0.6918596029281616)",1,1,3.008285522460937,3.11297607421875,"(-40.346412658691406, -2.2819318771362305, 593.4268798828125)","(26.784170150756836, -3.934783458709717, 590.7496337890625)","(-11.861478805541992, 69.43882751464844, 14.631851196289062)","(-29.271265029907227, 73.7933349609375, 16.216794967651367)",POINT (0.4451654404401779 0.7037808299064636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,15,18,934714100727,3172563375,1,1,"(0.4686712920665741, 0.7284141182899475)","(0.4244150221347809, 0.6960495710372925)",1,1,3.0365447998046875,3.126556396484375,"(-40.29651641845703, -2.2826147079467773, 593.3150634765625)","(26.834619522094727, -3.938253402709961, 590.6295166015625)","(-12.444514274597168, 67.11711883544922, 13.786888122558594)","(-27.736183166503906, 73.02809143066406, 15.938270568847656)",POINT (0.4465431571006775 0.71223184466362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
