,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,51,30,603228287076,8453772228,1,1,"(0.5058054327964783, 0.6749517321586609)","(0.4580066204071045, 0.6378304362297058)",1,1,2.5287322998046875,2.6370391845703125,"(-47.31829071044922, -36.202308654785156, 679.2151489257812)","(8.883493423461914, -36.117347717285156, 681.3885498046875)","(0.3862754702568054, 76.88133239746094, 17.340755462646484)","(-16.129425048828125, 83.66106414794922, 19.808320999145508)",POINT (0.4819060266017914 0.6563910841941833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228303744,8453788895,1,1,"(0.5066729187965393, 0.6739383339881897)","(0.45912107825279236, 0.6461289525032043)",1,1,2.532501220703125,2.674179077148437,"(-47.164100646972656, -36.12788391113281, 679.4952392578125)","(9.045876502990723, -36.15263748168945, 681.41015625)","(0.686009407043457, 77.06642150878906, 17.408109664916992)","(-15.744351387023926, 82.14543914794922, 19.256696701049805)",POINT (0.4828969985246658 0.660033643245697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228320411,8453805562,1,1,"(0.5205210447311401, 0.6752631664276123)","(0.47013866901397705, 0.6320280432701111)",1,1,2.5271759033203125,2.633407592773437,"(-47.08348846435547, -36.09075927734375, 679.6609497070312)","(9.154521942138672, -36.18997573852539, 681.6633911132812)","(5.470893383026123, 76.82445526123047, 17.32006072998047)","(-11.937495231628418, 84.72080993652344, 20.19400978088379)",POINT (0.4953298568725586 0.6536456048488617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228337078,8453822228,1,1,"(0.5197594165802002, 0.6653603315353394)","(0.46419015526771545, 0.632577657699585)",1,1,2.509750366210937,2.634506225585937,"(-47.06581497192383, -35.99553680419922, 679.843505859375)","(9.184854507446289, -36.12435531616211, 681.5603637695312)","(5.207724571228027, 78.63310241699219, 17.978288650512695)","(-13.99285888671875, 84.62040710449219, 20.15750503540039)",POINT (0.4919747859239578 0.6489689946174622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228353745,8453838895,1,1,"(0.5099557638168335, 0.663289487361908)","(0.43847256898880005, 0.645457923412323)",1,1,2.516387939453125,2.676025390625,"(-47.09921646118164, -35.9154052734375, 679.812744140625)","(9.146607398986816, -36.0654182434082, 681.6641845703125)","(1.820318341255188, 79.01129150390625, 18.115982055664062)","(-22.878929138183594, 82.26800537109375, 19.30127716064453)",POINT (0.4742141664028168 0.6543737053871155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228370413,8453855562,1,1,"(0.5129353404045105, 0.6683939695358276)","(0.4529029428958893, 0.6271435022354126)",1,1,2.5605926513671875,2.6350555419921875,"(-47.22130584716797, -35.824676513671875, 679.9232788085938)","(9.039215087890625, -35.9382438659668, 681.5131225585938)","(2.849842071533203, 78.07904052734375, 17.776653289794922)","(-17.892885208129883, 85.61288452148438, 20.518741607666016)",POINT (0.4829191416501999 0.6477687358856201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228387079,8453872228,1,1,"(0.505763053894043, 0.6702924966812134)","(0.4415866434574127, 0.6660295128822327)",1,1,2.57623291015625,2.7050323486328125,"(-47.351219177246094, -35.761199951171875, 679.595458984375)","(8.894633293151855, -35.82347869873047, 681.4396362304688)","(0.37162575125694275, 77.73229217529297, 17.65041732788086)","(-21.802947998046875, 78.51085662841797, 17.933874130249023)",POINT (0.4736748486757278 0.668161004781723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228403746,8453888895,1,1,"(0.5112747550010681, 0.6758266091346741)","(0.43015432357788086, 0.633566677570343)",1,1,2.5531768798828125,2.6961822509765625,"(-47.54362106323242, -35.717063903808594, 679.6964111328125)","(8.729146003723145, -35.728919982910156, 681.16259765625)","(2.276059627532959, 76.7215805053711, 17.282506942749023)","(-25.753093719482422, 84.43978881835938, 20.09174346923828)",POINT (0.4707145392894745 0.6546966433525085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228420419,8453905567,1,1,"(0.514201819896698, 0.6665942668914795)","(0.44779932498931885, 0.6178920269012451)",1,1,2.567108154296875,2.6475982666015625,"(-47.74600601196289, -35.74135208129883, 679.769287109375)","(8.52892017364502, -35.68937683105469, 681.1676635742188)","(3.287424325942993, 78.40773010253906, 17.896272659301758)","(-19.65631866455078, 87.30252075195312, 21.13377571105957)",POINT (0.4810005724430084 0.6422431468963623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228437085,8453922233,1,1,"(0.5150402784347534, 0.6648207306861877)","(0.4429374039173126, 0.6285147666931152)",1,1,2.5736541748046875,2.6917724609375,"(-47.914276123046875, -35.77726745605469, 679.6931762695312)","(8.349775314331055, -35.67015075683594, 681.1716918945312)","(3.5771431922912598, 78.73163604736328, 18.01418113708496)","(-21.336223602294922, 85.36244201660156, 20.427597045898438)",POINT (0.478988841176033 0.6466677486896515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228453753,8453938900,1,1,"(0.5097780227661133, 0.653270959854126)","(0.4424508810043335, 0.6172387599945068)",1,1,2.55035400390625,2.6627655029296875,"(-48.06819152832031, -35.83155059814453, 679.4129638671875)","(8.189971923828125, -35.7034912109375, 681.0224609375)","(1.7588967084884644, 80.84105682373047, 18.781949996948242)","(-21.50432586669922, 87.4218521118164, 21.17718505859375)",POINT (0.4761144518852234 0.6352548599243164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228470420,8453955567,1,1,"(0.5121800899505615, 0.6694385409355164)","(0.4282025098800659, 0.6476515531539917)",1,1,2.5905303955078125,2.7460479736328125,"(-48.215660095214844, -35.85430145263672, 679.2113647460938)","(8.043977737426758, -35.713348388671875, 680.9234008789062)","(2.58888578414917, 77.88824462890625, 17.707223892211914)","(-26.427499771118164, 81.86735534667969, 19.15549087524414)",POINT (0.4701912999153137 0.658545047044754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228487087,8453972233,1,1,"(0.5160370469093323, 0.6889573931694031)","(0.44173476099967957, 0.6366170048713684)",1,1,2.6204833984375,2.722900390625,"(-48.369022369384766, -35.88115692138672, 679.3174438476562)","(7.8959431648254395, -35.72638702392578, 680.8756103515625)","(3.9215505123138428, 74.3233871459961, 16.409738540649414)","(-21.75177001953125, 83.88268280029297, 19.88899040222168)",POINT (0.4788859039545059 0.6627871990203857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228503754,8453988900,1,1,"(0.5070015788078308, 0.6730148792266846)","(0.42940038442611694, 0.6112697124481201)",1,1,2.61700439453125,2.7186279296875,"(-48.48313903808594, -35.851104736328125, 679.01708984375)","(7.779376983642578, -35.69259262084961, 680.4437255859375)","(0.7995792031288147, 77.2350845336914, 17.469457626342773)","(-26.01361083984375, 88.51203155517578, 21.573909759521484)",POINT (0.4682009816169739 0.6421422958374023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228520421,8454005566,1,1,"(0.5124497413635254, 0.6831430196762085)","(0.44570887088775635, 0.6099308729171753)",1,1,2.6382293701171875,2.733383178710937,"(-48.63551330566406, -35.80284881591797, 678.9428100585938)","(7.618868350982666, -35.66142272949219, 680.8311157226562)","(2.682056427001953, 75.38533020019531, 16.79615592956543)","(-20.378620147705078, 88.75654602050781, 21.662940979003906)",POINT (0.4790793061256409 0.6465369462966919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228537092,8454022237,1,1,"(0.5111883282661438, 0.6659377217292786)","(0.4432862102985382, 0.6297018527984619)",1,1,2.6316070556640625,2.738555908203125,"(-48.79876708984375, -35.744049072265625, 678.8923950195312)","(7.456684112548828, -35.572566986083984, 680.680908203125)","(2.246187210083008, 78.52763366699219, 17.93991470336914)","(-21.21569061279297, 85.1456527709961, 20.348630905151367)",POINT (0.477237269282341 0.6478197872638702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228553760,8454038904,1,1,"(0.5124832987785339, 0.6803715229034424)","(0.43642622232437134, 0.6442169547080994)",1,1,2.646270751953125,2.7454833984375,"(-48.96458435058594, -35.665130615234375, 678.7132568359375)","(7.27298641204834, -35.499000549316406, 680.4799194335938)","(2.693638563156128, 75.8914794921875, 16.980484008789062)","(-23.58600425720215, 82.49465942382812, 19.383745193481445)",POINT (0.4744547605514526 0.6622942388057709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228570427,8454055571,1,1,"(0.4920600354671478, 0.6551883220672607)","(0.43409907817840576, 0.6111243367195129)",1,1,2.6261138916015625,2.760971069335937,"(-49.215614318847656, -35.58177185058594, 678.752197265625)","(7.024880409240723, -35.41238021850586, 680.6895141601562)","(-4.363110542297363, 80.4908447265625, 18.654552459716797)","(-24.390092849731445, 88.53854370117188, 21.583698272705078)",POINT (0.4630795568227768 0.6331563293933868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,51,30,603228587094,8454072237,1,1,"(0.48839104175567627, 0.5381457805633545)","(0.447714626789093, 0.4743729531764984)",1,1,2.648056030273437,2.772491455078125,"(-49.477027893066406, -35.459442138671875, 678.7894287109375)","(6.730135440826416, -35.272308349609375, 681.0030517578125)","(-5.630841255187988, 101.86714172363281, 26.43482780456543)","(-19.68558120727539, 113.51441192626953, 30.674055099487305)",POINT (0.4680528342723846 0.5062593668699265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,30,603228603761,8454088904,1,1,"(0.49095970392227173, 0.5246686935424805)","(0.4358381927013397, 0.47076326608657837)",1,1,2.677490234375,2.78802490234375,"(-49.73724365234375, -35.45918273925781, 678.6470947265625)","(6.469799041748047, -35.255584716796875, 681.0584716796875)","(-4.743308067321777, 104.32855224609375, 27.3306884765625)","(-23.78917694091797, 114.17366027832031, 30.914026260375977)",POINT (0.4633989483118057 0.4977159798145294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,30,603228620428,8454105570,1,1,"(0.4945378601551056, 0.5317060947418213)","(0.429702490568161, 0.4829116463661194)",1,1,2.683212280273437,2.7843780517578125,"(-50.04840087890625, -35.52290725708008, 678.9332275390625)","(6.18756103515625, -35.26233673095703, 680.7056884765625)","(-3.5069546699523926, 103.04326629638672, 26.86288833618164)","(-25.90921974182129, 111.95491790771484, 30.106487274169922)",POINT (0.4621201753616333 0.5073088705539703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,30,603228637095,8454122237,1,1,"(0.49797987937927246, 0.5392242074012756)","(0.4385729432106018, 0.4615129828453064)",1,1,2.671981811523437,2.7900390625,"(-50.35032653808594, -35.576210021972656, 678.9127197265625)","(5.884751319885254, -35.287506103515625, 680.7113037109375)","(-2.317657709121704, 101.6701889038086, 26.363109588623047)","(-22.844255447387695, 115.86310577392578, 31.528926849365234)",POINT (0.4682764112949371 0.500368595123291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,30,603228653763,8454138904,1,1,"(0.4878317713737488, 0.4371059536933899)","(0.4655425250530243, 0.36366620659828186)",1,1,2.665924072265625,2.826889038085937,"(-50.625003814697266, -35.508018493652344, 678.6124267578125)","(5.565456390380859, -35.25260925292969, 681.68994140625)","(-5.824085235595703, 120.32073211669922, 33.151363372802734)","(-13.525590896606445, 133.73350524902344, 38.033294677734375)",POINT (0.4766871482133865 0.4003860801458359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228670432,8454155573,1,1,"(0.48119962215423584, 0.3992297351360321)","(0.4312610626220703, 0.35816892981529236)",1,1,2.6871795654296875,2.8192291259765625,"(-50.8961181640625, -35.435462951660156, 678.6214599609375)","(5.256942272186279, -35.0595817565918, 680.7451171875)","(-8.115653991699219, 127.23833465576172, 35.66912841796875)","(-25.370695114135742, 134.73753356933594, 38.39866256713867)",POINT (0.4562303423881531 0.3786993324756622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228687100,8454172240,1,1,"(0.48130303621292114, 0.4048190414905548)","(0.44344252347946167, 0.3726276457309723)",1,1,2.6922607421875,2.8199920654296875,"(-51.19734191894531, -35.44847869873047, 678.9090576171875)","(4.972204208374023, -35.02278518676758, 680.6976318359375)","(-8.079920768737793, 126.2175064086914, 35.297630310058594)","(-21.161701202392578, 132.0968475341797, 37.43748474121094)",POINT (0.4623727798461914 0.3887233436107636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228703767,8454188907,1,1,"(0.48766639828681946, 0.4004444181919098)","(0.4459145963191986, 0.3506936728954315)",1,1,2.7061920166015625,2.8017578125,"(-51.49444580078125, -35.43437957763672, 679.0167236328125)","(4.717203140258789, -34.96099853515625, 680.9827880859375)","(-5.88122034072876, 127.0165023803711, 35.58834457397461)","(-20.307533264160156, 136.10279846191406, 38.89554214477539)",POINT (0.466790497303009 0.3755690455436706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228720434,8454205573,1,1,"(0.49385836720466614, 0.4027298390865326)","(0.44608673453330994, 0.36369356513023376)",1,1,2.67083740234375,2.7986297607421875,"(-51.763206481933594, -35.3948974609375, 678.9217529296875)","(4.469290733337402, -34.861045837402344, 681.1655883789062)","(-3.7417521476745605, 126.59905242919922, 35.43654251098633)","(-20.248048782348633, 133.72854614257812, 38.031375885009766)",POINT (0.469972550868988 0.3832117021083832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228737101,8454222240,1,1,"(0.48575180768966675, 0.38367757201194763)","(0.4321387708187103, 0.36433088779449463)",1,1,2.66607666015625,2.804901123046875,"(-52.00594711303711, -35.376548767089844, 678.83154296875)","(4.249724388122559, -34.819923400878906, 681.0140380859375)","(-6.542773723602295, 130.07872009277344, 36.70297622680664)","(-25.067428588867188, 133.6121368408203, 37.98903274536133)",POINT (0.4589452892541885 0.3740042299032211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228753769,8454238907,1,1,"(0.47849178314208984, 0.392103374004364)","(0.4323880970478058, 0.3442074954509735)",1,1,2.6775054931640625,2.813949584960937,"(-52.24924850463867, -35.33282470703125, 678.6630859375)","(4.029943466186523, -34.775123596191406, 680.8134765625)","(-9.051288604736328, 128.5398406982422, 36.14291763305664)","(-24.981271743774414, 137.2873992919922, 39.32674026489258)",POINT (0.4554399400949478 0.3681554347276688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228770435,8454255573,1,1,"(0.49365848302841187, 0.5593245029449463)","(0.42497119307518005, 0.36296695470809937)",1,1,2.590072631835937,2.8415679931640625,"(-52.540557861328125, -35.29246520996094, 678.9512939453125)","(3.8256888389587402, -34.63607406616211, 680.7896118164062)","(-3.8108043670654297, 97.99913024902344, 25.026952743530273)","(-27.54399871826172, 133.8612518310547, 38.07966995239258)",POINT (0.459314838051796 0.4611457288265228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,30,603228887120,8454372254,1,1,"(0.3836178481578827, 0.4937146306037903)","(0.34095779061317444, 0.2215755432844162)",1,1,2.568603515625,2.74493408203125,"(-54.27063751220703, -35.29705810546875, 678.9498901367188)","(2.077932357788086, -34.40568542480469, 681.264404296875)","(-41.83262252807617, 109.98188018798828, 29.388408660888672)","(-56.572750091552734, 159.68450927734375, 47.47860336303711)",POINT (0.3622878193855286 0.3576450869441032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228903787,8454388921,1,1,"(0.3817582428455353, 0.24014155566692352)","(0.34018757939338684, 0.15625691413879395)",1,1,2.688751220703125,2.7962646484375,"(-54.42817687988281, -35.35572814941406, 679.3612060546875)","(1.9529056549072266, -34.41856384277344, 681.3421630859375)","(-42.47517776489258, 156.2936553955078, 46.24449157714844)","(-56.838890075683594, 171.6140899658203, 51.820621490478516)",POINT (0.3609729111194611 0.1981992349028587),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228920446,8454405579,1,1,"(0.372586190700531, 0.2532263994216919)","(0.3375774323940277, 0.19166961312294006)",1,1,2.6872100830078125,2.762359619140625,"(-54.48329162597656, -35.39607238769531, 678.733642578125)","(1.8490335941314697, -34.41958999633789, 680.830322265625)","(-45.64434051513672, 153.90390014648438, 45.37464141845703)","(-57.74074935913086, 165.1464385986328, 49.4665641784668)",POINT (0.3550818115472794 0.222448006272316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
0,51,30,603228937116,8454422249,1,1,"(0.3681615889072418, 0.25644582509994507)","(0.3419000804424286, 0.17640674114227295)",1,1,2.66790771484375,2.764617919921875,"(-54.55261993408203, -35.48412322998047, 678.6973876953125)","(1.7780113220214844, -34.484771728515625, 680.88232421875)","(-47.17315673828125, 153.31588745117188, 45.16069412231445)","(-56.247169494628906, 167.93399047851562, 50.48118209838867)",POINT (0.3550308346748352 0.216426283121109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,30,603228953784,8454438916,1,1,"(0.37219974398612976, 0.24174737930297852)","(0.3450506627559662, 0.16318030655384064)",1,1,2.6430816650390625,2.763397216796875,"(-54.585575103759766, -35.56183624267578, 678.665771484375)","(1.7508047819137573, -34.574893951416016, 681.1129150390625)","(-45.77788162231445, 156.00039672851562, 46.13768005371094)","(-55.158573150634766, 170.349609375, 51.36043930053711)",POINT (0.358625203371048 0.2024638429284096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,30,603228970450,8454455582,1,1,"(0.3767922818660736, 0.26322516798973083)","(0.3523746728897095, 0.1821926385164261)",1,1,2.64849853515625,2.764984130859375,"(-54.62699890136719, -35.644569396972656, 678.8401489257812)","(1.728576898574829, -34.63175964355469, 681.189453125)","(-44.19104766845703, 152.07777404785156, 44.70992660522461)","(-52.62793731689453, 166.87728881835938, 50.096519470214844)",POINT (0.3645834773778915 0.2227089032530785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
0,51,30,603228987118,8454472249,1,1,"(0.3721542954444885, 0.2435329705476761)","(0.3469771444797516, 0.17989295721054077)",1,1,2.645263671875,2.76092529296875,"(-54.62030029296875, -35.709224700927734, 678.9700927734375)","(1.7440866231918335, -34.66188049316406, 681.0362548828125)","(-45.79357147216797, 155.67428588867188, 46.01897430419922)","(-54.492916107177734, 167.29727172851562, 50.24945831298828)",POINT (0.3595657199621201 0.2117129638791084),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
