,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,49,21,442044954165,2548377392,1,1,"(0.44277524948120117, 0.29090166091918945)","(0.44464975595474243, 0.288702130317688)",1,1,3.4477691650390625,3.369903564453125,"(-34.371177673339844, -25.787939071655273, 620.6427001953125)","(26.993824005126953, -26.94109535217285, 621.1728515625)","(-19.559741973876953, 147.40206909179688, 43.00815963745117)","(-18.910154342651367, 147.80494689941406, 43.15482711791992)",POINT (0.4437125027179718 0.2898018956184387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442044970831,2548394058,1,1,"(0.4428814649581909, 0.29011884331703186)","(0.44159215688705444, 0.29512256383895874)",1,1,3.4424285888671875,3.36309814453125,"(-34.40689468383789, -25.804141998291016, 620.7669677734375)","(26.962984085083008, -26.936443328857422, 620.9827880859375)","(-19.52293586730957, 147.54544067382812, 43.060394287109375)","(-19.9697265625, 146.62890625, 42.726783752441406)",POINT (0.4422368109226227 0.2926207035779953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442044987499,2548410725,1,1,"(0.44518616795539856, 0.28411900997161865)","(0.43482595682144165, 0.3029259145259857)",1,1,3.4369659423828125,3.366928100585937,"(-34.44522476196289, -25.810829162597656, 620.720703125)","(26.914518356323242, -26.926666259765625, 620.6876220703125)","(-18.724273681640625, 148.64443969726562, 43.46038818359375)","(-22.314472198486328, 145.19956970214844, 42.206512451171875)",POINT (0.4400060623884201 0.2935224622488022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045004166,2548427392,1,1,"(0.4438362121582031, 0.279968798160553)","(0.43136274814605713, 0.2939355969429016)",1,1,3.432235717773437,3.363922119140625,"(-34.4906120300293, -25.818859100341797, 620.780029296875)","(26.853792190551758, -26.917776107788086, 620.4144287109375)","(-19.192073822021484, 149.40464782714844, 43.737060546875)","(-23.514583587646484, 146.84632873535156, 42.8059196472168)",POINT (0.4375994801521301 0.2869521975517273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045020833,2548444058,1,1,"(0.4438330829143524, 0.27986833453178406)","(0.43836405873298645, 0.2947315275669098)",1,1,3.42169189453125,3.3626861572265625,"(-34.53139877319336, -25.808902740478516, 620.6043090820312)","(26.81386375427246, -26.922685623168945, 620.6956787109375)","(-19.193166732788086, 149.4230499267578, 43.743751525878906)","(-21.088375091552734, 146.7005615234375, 42.75279998779297)",POINT (0.4410985708236694 0.2872999310493469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045037500,2548460725,1,1,"(0.4444108307361603, 0.28596654534339905)","(0.44296905398368835, 0.29250916838645935)",1,1,3.437225341796875,3.37359619140625,"(-34.59829330444336, -25.810514450073242, 620.68310546875)","(26.78546142578125, -26.933475494384766, 621.1681518554688)","(-18.992944717407227, 148.3060302734375, 43.337196350097656)","(-19.492591857910156, 147.10760498046875, 42.90102005004883)",POINT (0.4436899423599243 0.2892378568649292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045054167,2548477391,1,1,"(0.4443276524543762, 0.27867260575294495)","(0.43636444211006165, 0.28876733779907227)",1,1,3.4425811767578125,3.362030029296875,"(-34.679588317871094, -25.80654525756836, 620.717529296875)","(26.68777084350586, -26.908397674560547, 620.6414794921875)","(-19.021770477294922, 149.64205932617188, 43.823516845703125)","(-21.781320571899414, 147.79299926757812, 43.1505012512207)",POINT (0.4403460472822189 0.2837199717760086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045070834,2548494058,1,1,"(0.44065403938293457, 0.2818453311920166)","(0.4343661665916443, 0.2895217537879944)",1,1,3.43701171875,3.3482818603515625,"(-34.74424743652344, -25.796239852905273, 620.453125)","(26.614412307739258, -26.89305877685547, 620.5827026367188)","(-20.294815063476562, 149.0609130859375, 43.61198425292969)","(-22.473804473876953, 147.65481567382812, 43.10019302368164)",POINT (0.4375101029872894 0.2856835424900055),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045087507,2548510730,1,1,"(0.4440936744213104, 0.2809978127479553)","(0.44051116704940796, 0.28699183464050293)",1,1,3.4192657470703125,3.349517822265625,"(-34.84220886230469, -25.795730590820312, 620.592529296875)","(26.547985076904297, -26.88336753845215, 620.8663330078125)","(-19.102855682373047, 149.21617126464844, 43.66843032836914)","(-20.344331741333008, 148.1182098388672, 43.26888656616211)",POINT (0.4423024207353592 0.2839948236942291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045104173,2548527396,1,1,"(0.44028910994529724, 0.278459757566452)","(0.43654659390449524, 0.29058220982551575)",1,1,3.4242095947265625,3.352996826171875,"(-34.923439025878906, -25.801130294799805, 620.5186157226562)","(26.439491271972656, -26.85091781616211, 620.59716796875)","(-20.421274185180664, 149.6810760498047, 43.8376350402832)","(-21.71820831298828, 147.4605712890625, 43.02947998046875)",POINT (0.4384178519248962 0.2845209836959839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045120841,2548544063,1,1,"(0.44045281410217285, 0.27939677238464355)","(0.4375651776790619, 0.2942752540111542)",1,1,3.427093505859375,3.348663330078125,"(-35.00476837158203, -25.79397201538086, 620.5321655273438)","(26.365314483642578, -26.836036682128906, 620.751953125)","(-20.364551544189453, 149.50941467285156, 43.775238037109375)","(-21.365222930908203, 146.7841033935547, 42.783302307128906)",POINT (0.4390089958906174 0.2868360131978989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045137508,2548560730,1,1,"(0.44346633553504944, 0.27991044521331787)","(0.43433988094329834, 0.29838404059410095)",1,1,3.42974853515625,3.348968505859375,"(-35.0980224609375, -25.807947158813477, 620.651123046875)","(26.27130126953125, -26.80930519104004, 620.4822998046875)","(-19.32024383544922, 149.41534423828125, 43.740936279296875)","(-22.482908248901367, 146.03150939941406, 42.50932693481445)",POINT (0.4389031082391739 0.2891472429037094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045154175,2548577396,1,1,"(0.4369455575942993, 0.2805972397327423)","(0.43374672532081604, 0.30616268515586853)",1,1,3.428680419921875,3.363128662109375,"(-35.16008758544922, -25.793004989624023, 620.3441162109375)","(26.199077606201172, -26.794105529785156, 620.5087890625)","(-21.579946517944336, 149.28953552246094, 43.69517135620117)","(-22.688461303710938, 144.60667419433594, 41.990745544433594)",POINT (0.4353461414575577 0.2933799624443054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045170842,2548594063,1,1,"(0.44281265139579773, 0.28701847791671753)","(0.4370150864124298, 0.30522680282592773)",1,1,3.42938232421875,3.362884521484375,"(-35.24375534057617, -25.798095703125, 620.442138671875)","(26.138580322265625, -26.788719177246094, 620.7061767578125)","(-19.546791076660156, 148.1133270263672, 43.26711654663086)","(-21.555843353271484, 144.77809143066406, 42.05318069458008)",POINT (0.4399138689041138 0.2961226403713226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045187510,2548610730,1,1,"(0.44538235664367676, 0.27550768852233887)","(0.43450284004211426, 0.31261762976646423)",1,1,3.4292449951171875,3.380706787109375,"(-35.30835723876953, -25.805755615234375, 620.5850830078125)","(26.06142807006836, -26.761627197265625, 620.4342041015625)","(-18.656274795532227, 150.22178649902344, 44.03451156616211)","(-22.42643165588379, 143.42433166503906, 41.560367584228516)",POINT (0.4399425983428955 0.2940626591444016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045204176,2548627396,1,1,"(0.4371362328529358, 0.2803289294242859)","(0.4297986626625061, 0.2957676351070404)",1,1,3.419586181640625,3.36895751953125,"(-35.36560821533203, -25.7833194732666, 620.3646850585938)","(25.996753692626953, -26.743255615234375, 620.440673828125)","(-21.513864517211914, 149.33868408203125, 43.713043212890625)","(-24.056608200073242, 146.5107421875, 42.683807373046875)",POINT (0.433467447757721 0.2880482822656632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045220849,2548644068,1,1,"(0.41617509722709656, 0.24620172381401062)","(0.4161912798881531, 0.24122260510921478)",1,1,3.4493408203125,3.3791046142578125,"(-35.45899200439453, -25.729230880737305, 620.6539916992188)","(25.865966796875, -26.696521759033203, 620.5349731445312)","(-28.777660369873047, 155.58981323242188, 45.98825454711914)","(-28.772056579589844, 156.50186157226562, 46.320159912109375)",POINT (0.4161831885576248 0.2437121644616127),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045237516,2548660735,1,1,"(0.41244596242904663, 0.24482227861881256)","(0.41066107153892517, 0.238030806183815)",1,1,3.4447784423828125,3.391387939453125,"(-35.499412536621094, -25.69508934020996, 620.3925170898438)","(25.784805297851562, -26.660137176513672, 620.5191650390625)","(-30.069944381713867, 155.84249877929688, 46.08019256591797)","(-30.68846893310547, 157.0864715576172, 46.533058166503906)",POINT (0.4115535169839859 0.2414265424013138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045254184,2548677402,1,1,"(0.4149598777294159, 0.2467389553785324)","(0.4111436903476715, 0.24318763613700867)",1,1,3.44537353515625,3.395843505859375,"(-35.542213439941406, -25.680252075195312, 620.1736450195312)","(25.74951934814453, -26.63956069946289, 620.62841796875)","(-29.198793411254883, 155.4913787841797, 45.952518463134766)","(-30.521240234375, 156.1418914794922, 46.18924331665039)",POINT (0.4130517840385437 0.2449632957577705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045270851,2548694069,1,1,"(0.41280966997146606, 0.24168938398361206)","(0.40939924120903015, 0.24467559158802032)",1,1,3.43743896484375,3.38958740234375,"(-35.58770751953125, -25.681915283203125, 620.2547607421875)","(25.709829330444336, -26.61465072631836, 620.5677490234375)","(-29.943906784057617, 156.41632080078125, 46.28915023803711)","(-31.125749588012695, 155.86935424804688, 46.09000778198242)",POINT (0.4111044555902481 0.2431824877858162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045287518,2548710736,1,1,"(0.4109300374984741, 0.23478567600250244)","(0.4090404212474823, 0.25692421197891235)",1,1,3.4417877197265625,3.39117431640625,"(-35.623565673828125, -25.678558349609375, 620.314453125)","(25.66331672668457, -26.585975646972656, 620.33642578125)","(-30.59527587890625, 157.680908203125, 46.74934768676758)","(-31.250083923339844, 153.62576293945312, 45.27339172363281)",POINT (0.4099852293729782 0.2458549439907074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045304185,2548727402,1,1,"(0.4133416414260864, 0.23837609589099884)","(0.40951070189476013, 0.2611837089061737)",1,1,3.458404541015625,3.3745269775390625,"(-35.664276123046875, -25.67000961303711, 620.3956298828125)","(25.625335693359375, -26.556453704833984, 620.318115234375)","(-29.759563446044922, 157.02322387695312, 46.51003646850586)","(-31.087129592895508, 152.8455352783203, 44.98944854736328)",POINT (0.4114261716604233 0.2497799023985863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045320851,2548744068,1,1,"(0.4198053181171417, 0.23141413927078247)","(0.40768057107925415, 0.2494811862707138)",1,1,3.4283599853515625,3.3755645751953125,"(-35.70718765258789, -25.665752410888672, 620.30517578125)","(25.60173797607422, -26.54192352294922, 620.2993774414062)","(-27.51967430114746, 158.29844665527344, 46.97420120239258)","(-31.721330642700195, 154.98910522460938, 45.76963424682617)",POINT (0.4137429445981979 0.2404476627707481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045337522,2548760738,1,1,"(0.4171416163444519, 0.23369798064231873)","(0.40364208817481995, 0.24830153584480286)",1,1,3.423080444335937,3.358627319335937,"(-35.726112365722656, -25.657623291015625, 620.1534423828125)","(25.581932067871094, -26.530887603759766, 620.194580078125)","(-28.442729949951172, 157.880126953125, 46.8218994140625)","(-33.12081527709961, 155.20518493652344, 45.848270416259766)",POINT (0.4103918522596359 0.2409997582435608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045354189,2548777405,1,1,"(0.4141596555709839, 0.23388634622097015)","(0.40431731939315796, 0.24495185911655426)",1,1,3.417709350585937,3.3556365966796875,"(-35.730712890625, -25.646211624145508, 620.0030517578125)","(25.5703125, -26.516599655151367, 620.1741943359375)","(-29.47608757019043, 157.84561157226562, 46.809383392333984)","(-32.88682174682617, 155.81874084472656, 46.07160949707031)",POINT (0.4092384874820709 0.2394191026687622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045370856,2548794071,1,1,"(0.42359304428100586, 0.2324770987033844)","(0.41183915734291077, 0.25243833661079407)",1,1,3.413116455078125,3.3531494140625,"(-35.73090362548828, -25.648609161376953, 620.1529541015625)","(25.593265533447266, -26.50389862060547, 620.0869750976562)","(-26.207080841064453, 158.10374450683594, 46.90333557128906)","(-30.28023338317871, 154.44741821289062, 45.572532653808594)",POINT (0.4177161008119583 0.2424577176570892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045387523,2548810738,1,1,"(0.5101816058158875, 0.22538875043392181)","(0.5503366589546204, 0.22626444697380066)",1,1,3.402923583984375,3.3535919189453125,"(-35.365047454833984, -25.628131866455078, 619.5728759765625)","(25.894039154052734, -26.525856018066406, 620.5753173828125)","(3.7990336418151855, 159.4021453857422, 47.375850677490234)","(17.714216232299805, 159.24172973632812, 47.3175048828125)",POINT (0.5302591323852539 0.2258265987038612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,21,442045404190,2548827404,1,1,"(0.5864510536193848, 0.22436822950839996)","(0.6243225932121277, 0.20488952100276947)",1,1,3.401947021484375,3.341278076171875,"(-34.99040222167969, -25.57843780517578, 618.9737548828125)","(26.169330596923828, -26.532764434814453, 620.5758056640625)","(30.22916603088379, 159.5890655517578, 47.44392013549805)","(43.35306167602539, 163.15704345703125, 48.742435455322266)",POINT (0.6053868234157562 0.2146288752555847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045420857,2548844071,1,1,"(0.5908797383308411, 0.21480153501033783)","(0.6106010675430298, 0.21334408223628998)",1,1,3.4105224609375,3.3331298828125,"(-34.92124938964844, -25.57764434814453, 619.0667724609375)","(26.19891357421875, -26.515722274780273, 620.2109985351562)","(31.76388931274414, 161.34140014648438, 48.08173751831055)","(38.59803771972656, 161.60836791992188, 48.178897857666016)",POINT (0.6007404029369354 0.2140728086233139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045437524,2548860737,1,1,"(0.5984100103378296, 0.21443183720111847)","(0.6148334741592407, 0.2194872498512268)",1,1,3.392074584960937,3.324935913085937,"(-34.906951904296875, -25.581451416015625, 619.0257568359375)","(26.214923858642578, -26.509380340576172, 620.1031494140625)","(34.373382568359375, 161.4091339111328, 48.106353759765625)","(40.06473159790039, 160.48313903808594, 47.7692756652832)",POINT (0.6066217422485352 0.2169595435261726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045454191,2548877404,1,1,"(0.5938842296600342, 0.2198275774717331)","(0.617750346660614, 0.22113458812236786)",1,1,3.3749237060546875,3.30621337890625,"(-34.880767822265625, -25.57590103149414, 618.9437255859375)","(26.231693267822266, -26.509334564208984, 620.101806640625)","(32.805057525634766, 160.42080688476562, 47.74657440185547)","(41.07553482055664, 160.181396484375, 47.659446716308594)",POINT (0.6058172881603241 0.2204810827970505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045470865,2548894077,1,1,"(0.5912989377975464, 0.2189548760652542)","(0.6203905344009399, 0.22033904492855072)",1,1,3.3674468994140625,3.294219970703125,"(-34.84497833251953, -25.578853607177734, 618.9044189453125)","(26.261831283569336, -26.513864517211914, 620.1626586914062)","(31.909147262573242, 160.58065795898438, 47.80476379394531)","(41.990440368652344, 160.32711791992188, 47.71247863769531)",POINT (0.6058447360992432 0.2196469604969025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045487531,2548910743,1,1,"(0.5907010436058044, 0.2253042757511139)","(0.6266860961914062, 0.2223852574825287)",1,1,3.3630828857421875,3.2948760986328125,"(-34.80450439453125, -25.57108497619629, 618.7172241210938)","(26.309194564819336, -26.524642944335938, 620.35107421875)","(31.70195198059082, 159.41761779785156, 47.38148498535156)","(44.172096252441406, 159.95228576660156, 47.57612609863281)",POINT (0.6086935698986053 0.2238447666168213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045504199,2548927410,1,1,"(0.5908923745155334, 0.22399383783340454)","(0.6251868009567261, 0.2137925624847412)",1,1,3.347152709960937,3.275375366210937,"(-34.771148681640625, -25.55733871459961, 618.5923461914062)","(26.362674713134766, -26.53145980834961, 620.4541015625)","(31.768259048461914, 159.65765380859375, 47.468849182128906)","(43.652523040771484, 161.52622985839844, 48.148963928222656)",POINT (0.6080395877361298 0.2188932001590729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045520866,2548944077,1,1,"(0.591101348400116, 0.2250707745552063)","(0.6180917620658875, 0.21164703369140625)",1,1,3.342636108398437,3.271148681640625,"(-34.74730682373047, -25.554874420166016, 618.7020263671875)","(26.391502380371094, -26.524200439453125, 620.1321411132812)","(31.84066390991211, 159.46038818359375, 47.39706039428711)","(41.193843841552734, 161.9192352294922, 48.2919921875)",POINT (0.6045965552330017 0.2183589041233063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045537533,2548960743,1,1,"(0.5960893630981445, 0.21926285326480865)","(0.6188602447509766, 0.2239600419998169)",1,1,3.3312530517578125,3.2730865478515625,"(-34.72340393066406, -25.55362319946289, 618.8749389648438)","(26.416730880737305, -26.516281127929688, 620.044921875)","(33.569210052490234, 160.5242156982422, 47.78430938720703)","(41.460140228271484, 159.66384887695312, 47.47108459472656)",POINT (0.6074748039245605 0.2216114476323128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045554200,2548977410,1,1,"(0.5961493253707886, 0.214467391371727)","(0.6209046840667725, 0.22491049766540527)",1,1,3.3321685791015625,3.2723846435546875,"(-34.687644958496094, -25.550413131713867, 618.8785400390625)","(26.435882568359375, -26.519512176513672, 620.0428466796875)","(33.5899772644043, 161.40261840820312, 48.103981018066406)","(42.16862106323242, 159.48974609375, 47.407745361328125)",POINT (0.6085270047187805 0.2196889445185661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045570868,2548994077,1,1,"(0.6020092964172363, 0.2179945707321167)","(0.6408464908599854, 0.21204611659049988)",1,1,3.32794189453125,3.267196655273437,"(-34.59477996826172, -25.54462242126465, 618.76171875)","(26.526714324951172, -26.551219940185547, 620.2064208984375)","(35.62068176269531, 160.7565460205078, 47.868812561035156)","(49.07917404174805, 161.8461456298828, 48.265357971191406)",POINT (0.6214278936386108 0.2150203436613083),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045587534,2549010743,1,1,"(0.6485985517501831, 0.20556239783763885)","(0.6616430282592773, 0.2236713171005249)",1,1,3.3404693603515625,3.2638702392578125,"(-34.50843811035156, -25.58346939086914, 619.3878173828125)","(26.63446807861328, -26.564136505126953, 620.197265625)","(51.76555252075195, 163.03375244140625, 48.69767761230469)","(56.28595733642578, 159.7167205810547, 47.49037170410156)",POINT (0.6551207900047302 0.2146168574690819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045604207,2549027415,1,1,"(0.6455393433570862, 0.2186727374792099)","(0.6678594350814819, 0.21690642833709717)",1,1,3.3350830078125,3.265533447265625,"(-34.472755432128906, -25.572154998779297, 619.2637939453125)","(26.65363311767578, -26.566802978515625, 620.19580078125)","(50.70542907714844, 160.63232421875, 47.823604583740234)","(58.440155029296875, 160.95587158203125, 47.941341400146484)",POINT (0.6566993892192841 0.2177895829081535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045620874,2549044082,1,1,"(0.6454750895500183, 0.21799322962760925)","(0.6703735589981079, 0.21791879832744598)",1,1,3.329574584960937,3.255584716796875,"(-34.45379638671875, -25.580528259277344, 619.138671875)","(26.6611385345459, -26.572233200073242, 620.1738891601562)","(50.68315887451172, 160.75677490234375, 47.86894607543945)","(59.311397552490234, 160.77040100097656, 47.87393569946289)",POINT (0.6579243242740631 0.2179560139775276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045637541,2549060748,1,1,"(0.6449554562568665, 0.21927820146083832)","(0.6664949059486389, 0.21779508888721466)",1,1,3.325546264648437,3.2792510986328125,"(-34.44190216064453, -25.59128761291504, 619.0755615234375)","(26.66957664489746, -26.576038360595703, 620.0882568359375)","(50.50309371948242, 160.5214080810547, 47.78327560424805)","(57.96730041503906, 160.7930908203125, 47.882102966308594)",POINT (0.6557251811027527 0.2185366451740265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,21,442045654208,2549077415,1,1,"(0.6404937505722046, 0.2222878783941269)","(0.6680634021759033, 0.21470966935157776)",1,1,3.3332977294921875,3.2826690673828125,"(-34.437171936035156, -25.60503387451172, 619.01220703125)","(26.669546127319336, -26.580509185791016, 620.0875854492188)","(48.95695495605469, 159.97012329101562, 47.582618713378906)","(58.5108528137207, 161.35824584960938, 48.08782196044922)",POINT (0.654278576374054 0.2184987738728523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
