,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,11,22,64487836528,686721005,1,1,"(0.5022972822189331, 0.6282356381416321)","(0.4743252098560333, 0.7016709446907043)",1,1,3.0512847900390625,2.8056793212890625,"(-50.18303680419922, -26.309261322021484, 687.443359375)","(14.565025329589844, -25.486526489257812, 692.951171875)","(1.0668243169784546, 85.6121597290039, 20.518505096435547)","(-8.626524925231934, 72.16091918945312, 15.622650146484375)",POINT (0.4883112460374832 0.6649532914161682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487853188,686737664,1,1,"(0.49511003494262695, 0.6504189968109131)","(0.47006461024284363, 0.6831962466239929)",1,1,3.0094451904296875,2.8448486328125,"(-50.165557861328125, -26.33077049255371, 687.3804931640625)","(14.576160430908203, -25.511428833007812, 692.9365234375)","(-1.4238245487213135, 81.54882049560547, 19.039541244506836)","(-10.102984428405762, 75.54493713378906, 16.854373931884766)",POINT (0.4825873225927353 0.666807621717453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487869862,686754338,1,1,"(0.49449247121810913, 0.6496066451072693)","(0.4765995740890503, 0.6766518354415894)",1,1,3.030364990234375,2.847442626953125,"(-50.16584014892578, -26.355998992919922, 687.459716796875)","(14.5638427734375, -25.52633285522461, 692.8048095703125)","(-1.6378319263458252, 81.6976089477539, 19.093719482421875)","(-7.83837890625, 76.74370574951172, 17.290664672851562)",POINT (0.4855460226535797 0.6631292402744293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487886530,686771005,1,1,"(0.5005464553833008, 0.6454678773880005)","(0.46342793107032776, 0.6740400195121765)",1,1,3.0008697509765625,2.890121459960937,"(-50.16619110107422, -26.368593215942383, 687.5385131835938)","(14.566115379333496, -25.55048370361328, 692.910888671875)","(0.46009594202041626, 82.45570373535156, 19.369659423828125)","(-12.402839660644531, 77.22210693359375, 17.46478271484375)",POINT (0.4819871932268143 0.6597539484500885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487903197,686787672,1,1,"(0.49361371994018555, 0.6371981501579285)","(0.47433650493621826, 0.6557398438453674)",1,1,3.044418334960937,2.880157470703125,"(-50.17531204223633, -26.37794303894043, 687.5768432617188)","(14.55186653137207, -25.55573272705078, 692.9379272460938)","(-1.9423441886901855, 83.97048950195312, 19.920963287353516)","(-8.622611999511719, 80.57417297363281, 18.684858322143555)",POINT (0.4839751124382019 0.646468997001648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487919865,686804339,1,1,"(0.4989538788795471, 0.6269758939743042)","(0.4599183201789856, 0.673030436038971)",1,1,3.060455322265625,2.8890838623046875,"(-50.18682098388672, -26.380279541015625, 687.6145629882812)","(14.534656524658203, -25.549253463745117, 692.9785766601562)","(-0.09180395305156708, 85.84290313720703, 20.60248374938965)","(-13.61904525756836, 77.40702819824219, 17.53211212158203)",POINT (0.4794360995292664 0.6500031650066376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487936529,686821003,1,1,"(0.503494918346405, 0.6228472590446472)","(0.47549742460250854, 0.6733319163322449)",1,1,3.06280517578125,2.911849975585937,"(-50.20085144042969, -26.380800247192383, 687.6519775390625)","(14.517304420471191, -25.54510498046875, 693.01904296875)","(1.4818559885025024, 86.59915924072266, 20.877744674682617)","(-8.220306396484375, 77.351806640625, 17.51198387145996)",POINT (0.4894961714744568 0.648089587688446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487953205,686837678,1,1,"(0.507457435131073, 0.6356383562088013)","(0.47029244899749756, 0.666259229183197)",1,1,3.079818725585937,2.8882293701171875,"(-50.21446990966797, -26.368261337280273, 687.6630249023438)","(14.495256423950195, -25.519794464111328, 693.007080078125)","(2.854999542236328, 84.25618743896484, 20.024965286254883)","(-10.024031639099121, 78.6473388671875, 17.983495712280273)",POINT (0.4888749420642853 0.6509487926959991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,22,64487969872,686854345,1,1,"(0.4709663391113281, 0.5960866212844849)","(0.44477221369743347, 0.6179397106170654)",1,1,3.0892486572265625,2.936874389648437,"(-50.309654235839844, -26.21931266784668, 687.9517822265625)","(14.367741584777832, -25.356491088867188, 692.813720703125)","(-9.790498733520508, 91.50094604492188, 22.66180992126465)","(-18.867721557617188, 87.49807739257812, 21.20493507385254)",POINT (0.4578692764043808 0.6070131659507751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,22,64487986538,686871011,1,1,"(0.4459021985530853, 0.3101137578487396)","(0.4335891306400299, 0.3699864149093628)",1,1,3.0675506591796875,2.9149627685546875,"(-50.291343688964844, -25.839935302734375, 688.0851440429688)","(14.118185043334961, -24.976520538330078, 693.3418579101562)","(-18.476146697998047, 143.8829345703125, 41.72736740112305)","(-22.743074417114258, 132.91600036621094, 37.735687255859375)",POINT (0.4397456645965576 0.3400500863790512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
