,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,21,10,171735484204,7149739504,1,1,"(0.36253976821899414, 0.8055910468101501)","(0.3845056891441345, 0.8577985167503357)",1,1,3.958511352539064,3.80560302734375,"(-44.83006286621094, -13.516465187072754, 661.8697509765625)","(20.218952178955078, -6.425495147705078, 662.333740234375)","(-47.36427688598633, 53.1257438659668, 8.694402694702148)","(-39.75228500366211, 43.562843322753906, 5.213789939880371)",POINT (0.3735227286815643 0.8316947817802429),,,,,,,,,,,,1
0,21,10,171735500871,7149756171,1,1,"(0.3709101676940918, 0.7942976951599121)","(0.3881894052028656, 0.8543421626091003)",1,1,3.969696044921875,3.802093505859375,"(-44.84169006347656, -13.530936241149902, 661.892578125)","(20.205780029296875, -6.425041198730469, 662.4072875976562)","(-44.46361541748047, 55.19435501098633, 9.447318077087402)","(-38.47574234008789, 44.19593048095703, 5.444246768951416)",POINT (0.3795497864484787 0.8243199288845062),,,,,,,,,,,,
0,21,10,171735517538,7149772837,1,1,"(0.3736788034439087, 0.8063715696334839)","(0.37945112586021423, 0.8506394028663635)",1,1,3.956619262695313,3.806716918945313,"(-44.85710144042969, -13.541155815124512, 662.0003051757812)","(20.203258514404297, -6.422824382781982, 662.4560546875)","(-43.50417709350586, 52.982784271240234, 8.642363548278809)","(-41.50387191772461, 44.87418746948242, 5.691102981567383)",POINT (0.3765649646520615 0.8285054862499237),,,,,,,,,,,,
0,21,10,171735534205,7149789504,1,1,"(0.37230679392814636, 0.7837153077125549)","(0.38391292095184326, 0.8550439476966858)",1,1,3.972671508789064,3.788406372070313,"(-44.89274215698242, -13.560962677001953, 662.1787109375)","(20.184955596923828, -6.4263153076171875, 662.408447265625)","(-43.979644775390625, 57.13276672363281, 10.152833938598633)","(-39.95769500732422, 44.0673942565918, 5.397439002990723)",POINT (0.3781098574399948 0.8193796277046204),,,,,,,,,,,,
0,21,10,171735550878,7149806176,1,1,"(0.3733479380607605, 0.7890470623970032)","(0.3849063813686371, 0.8595525026321411)",1,1,3.9605865478515625,3.8039398193359375,"(-44.90211486816406, -13.555851936340332, 662.214111328125)","(20.18492889404297, -6.421977996826172, 662.360107421875)","(-43.61885070800781, 56.1561393737793, 9.797381401062012)","(-39.613426208496094, 43.24156951904297, 5.096830368041992)",POINT (0.3791271597146988 0.8242997825145721),,,,,,,,,,,,
0,21,10,171735567545,7149822842,1,1,"(0.3691837191581726, 0.7845168709754944)","(0.38442182540893555, 0.8538991808891296)",1,1,3.9740142822265625,3.788345336914064,"(-44.89556884765625, -13.549513816833496, 662.1907958984375)","(20.194196701049805, -6.429408073425293, 662.3475341796875)","(-45.0619010925293, 56.985931396484375, 10.099398612976074)","(-39.781349182128906, 44.277076721191406, 5.473780155181885)",POINT (0.3768027722835541 0.819208025932312),,,,,,,,,,,,
0,21,10,171735584213,7149839509,1,1,"(0.3656860888004303, 0.7875552773475647)","(0.38795456290245056, 0.849022626876831)",1,1,3.958221435546875,3.788970947265625,"(-44.89360427856445, -13.511394500732422, 662.129638671875)","(20.195072174072266, -6.410943508148193, 662.311279296875)","(-46.273956298828125, 56.42937469482422, 9.896828651428223)","(-38.55711364746094, 45.17032241821289, 5.7988762855529785)",POINT (0.3768203258514404 0.8182889521121979),,,,,,,,,,,,
0,21,10,171735600880,7149856176,1,1,"(0.3706892132759094, 0.7812663912773132)","(0.38102254271507263, 0.8571417927742004)",1,1,3.96417236328125,3.796356201171875,"(-44.89186096191406, -13.490625381469727, 662.0198974609375)","(20.193721771240234, -6.406790733337402, 662.3115234375)","(-44.54018783569336, 57.58134078979492, 10.316099166870117)","(-40.95930862426758, 43.68312072753906, 5.257606029510498)",POINT (0.375855877995491 0.8192040920257568),,,,,,,,,,,,
0,21,10,171735617548,7149872843,1,1,"(0.37254223227500916, 0.7765867114067078)","(0.3864552676677704, 0.8537924885749817)",1,1,3.952682495117188,3.795700073242188,"(-44.89002990722656, -13.482956886291504, 661.9832763671875)","(20.194034576416016, -6.399359703063965, 662.299560546875)","(-43.89805221557617, 58.43849563598633, 10.62810230255127)","(-39.07667922973633, 44.29661560058594, 5.480888366699219)",POINT (0.3794987499713898 0.8151895999908447),,,,,,,,,,,,
0,21,10,171735634214,7149889509,1,1,"(0.3806699216365814, 0.7718488574028015)","(0.38747429847717285, 0.8521677255630493)",1,1,3.965896606445313,3.791946411132813,"(-44.921630859375, -13.478365898132324, 661.9546508789062)","(20.168804168701172, -6.393853664398193, 662.3373413085938)","(-41.081512451171875, 59.30635070800781, 10.943958282470703)","(-38.723541259765625, 44.59423065185547, 5.589195728302002)",POINT (0.3840721100568771 0.8120082914829254),,,,,,,,,,,,
0,21,10,171735650882,7149906176,1,1,"(0.37536919116973877, 0.7668963074684143)","(0.3887846767902374, 0.849515438079834)",1,1,3.963531494140625,3.794113159179688,"(-44.963706970214844, -13.47546672821045, 662.0587768554688)","(20.137866973876953, -6.384718894958496, 662.2909545898438)","(-42.91841125488281, 60.213497161865234, 11.27415657043457)","(-38.26945495605469, 45.0800666809082, 5.766008377075195)",POINT (0.3820769339799881 0.8082058727741241),,,,,,,,,,,,
0,21,10,171735667548,7149922842,1,1,"(0.37184539437294006, 0.762538492679596)","(0.38760364055633545, 0.8452421426773071)",1,1,3.9827728271484375,3.7930908203125,"(-45.008270263671875, -13.490925788879395, 662.16259765625)","(20.096466064453125, -6.393775939941406, 662.2203369140625)","(-44.13953399658203, 61.01173400878906, 11.564674377441406)","(-38.6787109375, 45.86278533935547, 6.0509185791015625)",POINT (0.3797245174646378 0.8038903176784515),,,,,,,,,,,,
0,21,10,171735684221,7149939514,1,1,"(0.37985166907310486, 0.7663995623588562)","(0.38214993476867676, 0.8479060530662537)",1,1,3.997848510742188,3.798507690429688,"(-45.053062438964844, -13.491806983947754, 661.8875122070312)","(20.033878326416016, -6.38443660736084, 662.284912109375)","(-41.36505126953125, 60.304500579833984, 11.307231903076172)","(-40.568634033203125, 45.374839782714844, 5.87333345413208)",POINT (0.3810008019208908 0.8071528077125549),,,,,,,,,,,,
0,21,10,171735700888,7149956181,1,1,"(0.3759523034095764, 0.7456167936325073)","(0.3931618630886078, 0.8459407687187195)",1,1,4.0165557861328125,3.80218505859375,"(-45.14223861694336, -13.513288497924805, 661.8387451171875)","(19.943763732910156, -6.39063024520874, 662.2900390625)","(-42.71632766723633, 64.11128997802734, 12.69283390045166)","(-36.752601623535156, 45.73484420776367, 6.00433874130249)",POINT (0.3845570832490921 0.7957787811756134),,,,,,,,,,,,
0,21,10,171735717556,7149972848,1,1,"(0.37712571024894714, 0.7556484937667847)","(0.3930360674858093, 0.8474984765052795)",1,1,4.0015411376953125,3.80938720703125,"(-45.22837448120117, -13.534284591674805, 662.0711059570312)","(19.87432289123535, -6.393768787384033, 662.2213134765625)","(-42.30970764160156, 62.273780822753906, 12.024020195007324)","(-36.79618453979492, 45.44950866699219, 5.900521755218506)",POINT (0.3850808888673782 0.8015734851360321),,,,,,,,,,,,
0,21,10,171735734222,7149989514,1,1,"(0.37924057245254517, 0.743333637714386)","(0.379669725894928, 0.8471401929855347)",1,1,4.026168823242188,3.825973510742188,"(-45.286476135253906, -13.577461242675781, 661.8675537109375)","(19.802745819091797, -6.400094032287598, 662.3345336914062)","(-41.57683181762695, 64.52950286865234, 12.845076560974121)","(-41.42810821533203, 45.5151252746582, 5.924391746520996)",POINT (0.3794551491737366 0.7952369153499603),,,,,,,,,,,,
0,21,10,171735750889,7150006181,1,1,"(0.37651553750038147, 0.7553282976150513)","(0.39060258865356445, 0.8445701003074646)",1,1,4.002853393554688,3.8194427490234375,"(-45.374046325683594, -13.593990325927734, 662.0264282226562)","(19.718353271484375, -6.395639419555664, 662.2548828125)","(-42.52116012573242, 62.332435607910156, 12.045394897460938)","(-37.63947677612305, 45.98591232299805, 6.095699310302734)",POINT (0.383559063076973 0.7999491989612579),,,,,,,,,,,,
0,21,10,171735767556,7150022847,1,1,"(0.3824141323566437, 0.7515391111373901)","(0.38990628719329834, 0.840966522693634)",1,1,4.0264434814453125,3.824142456054688,"(-45.433982849121094, -13.619893074035645, 662.0302124023438)","(19.668472290039062, -6.3978166580200195, 662.1605834960938)","(-40.477073669433594, 63.02649688720703, 12.29800033569336)","(-37.88078308105469, 46.64595413208008, 6.336007595062256)",POINT (0.386160209774971 0.7962528169155121),,,,,,,,,,,,
0,21,10,171735784223,7150039514,1,1,"(0.3777296841144562, 0.7608770728111267)","(0.392791211605072, 0.8363173604011536)",1,1,4.008056640625,3.825698852539064,"(-45.45777893066406, -13.54261589050293, 662.0755615234375)","(19.626121520996094, -6.326841354370117, 662.2486572265625)","(-42.100406646728516, 61.31605529785156, 11.675477027893066)","(-36.881038665771484, 47.49753952026367, 6.6459760665893555)",POINT (0.3852604478597641 0.7985972166061401),,,,,,,,,,,,
0,21,10,171735800890,7150056180,1,1,"(0.3945123553276062, 0.6012020707130432)","(0.39848563075065613, 0.5750645399093628)",1,1,3.9680023193359375,3.909866333007813,"(-45.376426696777344, -13.23273754119873, 662.1958618164062)","(19.565399169921875, -5.991295337677002, 662.60302734375)","(-36.284603118896484, 90.56392669677734, 22.320789337158203)","(-34.9077262878418, 95.35157775878906, 24.063369750976562)",POINT (0.3964989930391312 0.588133305311203),,,,,,,,,,,1,
0,21,10,171735817562,7150072852,1,1,"(0.4069768488407135, 0.4706572890281677)","(0.4214361906051636, 0.36168769001960754)",1,1,3.82647705078125,3.842864990234375,"(-45.27200698852539, -12.879905700683594, 662.282958984375)","(19.501962661743164, -5.662922382354736, 662.6557006835938)","(-31.965192794799805, 114.47599029541016, 31.02405548095703)","(-26.954509735107422, 134.43609619140625, 38.288944244384766)",POINT (0.4142065197229385 0.4161724895238876),,,,,,,,,,,,
