,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,9,28,180883641587,7049661542,1,1,"(0.472089022397995, 0.41735485196113586)","(0.5229341387748718, 0.18842142820358276)",1,1,3.27227783203125,3.1027374267578125,"(-45.71205520629883, -65.21946716308594, 720.4479370117188)","(22.92965316772461, -65.16448974609375, 725.1564331054688)","(-11.263607025146484, 123.9280014038086, 34.46432876586914)","(6.304679870605469, 165.73965454101562, 49.682491302490234)",POINT (0.4975115805864334 0.3028881400823593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,28,180883658259,7049678213,1,1,"(0.47076600790023804, 0.4072376489639282)","(0.5167955160140991, 0.06846871227025986)",1,1,3.234359741210937,2.886962890625,"(-45.70421600341797, -65.21723937988281, 720.506103515625)","(22.96933364868164, -65.17076110839844, 725.1539306640625)","(-11.720734596252441, 125.7757568359375, 35.136878967285156)","(4.183613300323486, 187.64744567871094, 57.65629196166992)",POINT (0.4937807619571686 0.237853180617094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,28,180883674927,7049694880,1,1,"(0.46446704864501953, 0.374785840511322)","(0.5038127303123474, 0.17896033823490143)",1,1,3.17620849609375,3.0918121337890625,"(-45.69091796875, -65.22122192382812, 720.4642944335938)","(23.008607864379883, -65.156494140625, 724.8753662109375)","(-13.897189140319824, 131.70266723632812, 37.2940559387207)","(-0.3022685945034027, 167.46762084960938, 50.31142044067383)",POINT (0.4841398894786835 0.2768730893731117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,28,180883708261,7049728213,1,1,"(0.4650134742259979, 0.40034186840057373)","(0.5078239440917969, 0.17205525934696198)",1,1,3.233016967773437,3.0444793701171875,"(-45.63319396972656, -65.18032836914062, 719.7080688476562)","(23.051172256469727, -65.14366149902344, 724.6396484375)","(-13.708386421203613, 127.03518676757812, 35.59525680541992)","(1.083708643913269, 168.72874450683594, 50.77043914794922)",POINT (0.4864187091588974 0.2861985638737678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,28,180883724929,7049744880,1,1,"(0.4547297954559326, 0.3903558850288391)","(0.5044036507606506, 0.21135424077510834)",1,1,3.2125244140625,3.115966796875,"(-45.6385498046875, -65.18777465820312, 719.72216796875)","(23.060379028320312, -65.14866638183594, 724.667236328125)","(-17.26166343688965, 128.8590087890625, 36.25904083251953)","(-0.098074771463871, 161.55130004882812, 48.158058166503906)",POINT (0.4795667231082916 0.3008550629019737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,28,180883741596,7049761547,1,1,"(0.4497945308685303, 0.38806506991386414)","(0.5021857023239136, 0.18639379739761353)",1,1,3.1239013671875,3.06378173828125,"(-45.47682571411133, -65.20832824707031, 720.4876098632812)","(23.064842224121094, -65.14457702636719, 724.6521606445312)","(-18.96691131591797, 129.27740478515625, 36.411285400390625)","(-0.8644399642944336, 166.10997009277344, 49.81731033325195)",POINT (0.4759901165962219 0.2872294336557388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,28,180883774929,7049794879,1,1,"(0.4743051826953888, 0.2835753262042999)","(0.512221097946167, 0.09748031198978424)",1,1,3.03656005859375,2.90740966796875,"(-45.482887268066406, -65.21795654296875, 720.5421752929688)","(23.058271408081055, -65.13424682617188, 724.536865234375)","(-10.4978666305542, 148.36106872558594, 43.357215881347656)","(2.6030516624450684, 182.34884643554688, 55.72776412963867)",POINT (0.4932631403207779 0.1905278190970421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,28,180883791601,7049811550,1,1,"(0.4649553894996643, 0.379621297121048)","(0.5109337568283081, 0.1878209412097931)",1,1,3.204208374023437,3.055511474609375,"(-45.647186279296875, -65.20006561279297, 719.9951171875)","(23.06511878967285, -65.14891815185547, 724.6378173828125)","(-13.728459358215332, 130.8195343017578, 36.97266387939453)","(2.1582274436950684, 165.8493194580078, 49.72245407104492)",POINT (0.4879445731639862 0.2837211191654205),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,28,180883808267,7049828216,1,1,"(0.4567895531654358, 0.37943458557128906)","(0.5201137661933899, 0.16839787364006042)",1,1,3.2091064453125,3.0277557373046875,"(-45.65008544921875, -65.21329498291016, 720.0096435546875)","(23.063251495361328, -65.14305114746094, 724.5802001953125)","(-16.549957275390625, 130.85365295410156, 36.98505401611328)","(5.330144882202148, 169.39669799804688, 51.013587951660156)",POINT (0.4884516596794128 0.2739162296056747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,28,180883824935,7049844883,1,1,"(0.4289591312408447, 0.36421480774879456)","(0.5041559338569641, 0.18656326830387115)",1,1,3.1211395263671875,3.0466461181640625,"(-45.65399932861328, -65.22311401367188, 719.9949340820312)","(23.06646728515625, -65.15168762207031, 724.6375732421875)","(-26.16606330871582, 133.63333129882812, 37.99677276611328)","(-0.18367807567119598, 166.0790252685547, 49.806026458740234)",POINT (0.4665575325489044 0.2753890380263329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,
