,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,33,13,922571136997,2523498844,1,1,"(0.43015941977500916, 0.30551519989967346)","(0.43660351634025574, 0.2870050370693207)",1,1,3.1001434326171875,3.1347808837890625,"(-45.89698028564453, 37.247901916503906, 613.5274658203125)","(12.907547950744629, 39.11096954345703, 612.34619140625)","(-25.751331329345703, 144.3540496826172, 41.89876174926758)","(-23.524736404418945, 147.73468017578125, 43.12921142578125)",POINT (0.4333814680576324 0.2962601184844971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,33,13,922571153665,2523515512,1,1,"(0.42508575320243835, 0.3078868091106415)","(0.43412482738494873, 0.2835392355918884)",1,1,3.096435546875,3.128265380859375,"(-45.87433624267578, 37.30882263183594, 613.65673828125)","(12.946294784545898, 39.14571762084961, 612.4071044921875)","(-27.504430770874023, 143.92088317871094, 41.74114990234375)","(-24.381189346313477, 148.36767578125, 43.35957717895508)",POINT (0.4296052902936935 0.295713022351265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,33,13,922571170333,2523532179,1,1,"(0.43008214235305786, 0.3035071790218353)","(0.4366439878940582, 0.28585243225097656)",1,1,3.094833374023437,3.13470458984375,"(-45.83993148803711, 37.37129211425781, 613.7446899414062)","(12.997220993041992, 39.19245910644531, 612.5402221679688)","(-25.778051376342773, 144.7207794189453, 42.03226852416992)","(-23.51076889038086, 147.9451904296875, 43.20584487915039)",POINT (0.433363065123558 0.2946798056364059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,33,13,922571186999,2523548845,1,1,"(0.42795342206954956, 0.30969861149787903)","(0.43741312623023987, 0.2875579595565796)",1,1,3.085174560546875,3.132171630859375,"(-45.799835205078125, 37.427764892578125, 613.6038818359375)","(13.026586532592773, 39.23456573486328, 612.559814453125)","(-26.513574600219727, 143.5900115966797, 41.62066650390625)","(-23.2450008392334, 147.63368225097656, 43.09246063232422)",POINT (0.4326832741498947 0.2986282855272293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,33,13,922571203667,2523565512,1,1,"(0.4339944124221802, 0.3061981201171875)","(0.4381551742553711, 0.28389430046081543)",1,1,3.08074951171875,3.1101837158203125,"(-45.76350402832031, 37.48664093017578, 613.4716796875)","(13.050569534301758, 39.28608322143555, 612.4862060546875)","(-24.42625617980957, 144.22933959960938, 41.853355407714844)","(-22.988605499267578, 148.3028106689453, 43.336021423339844)",POINT (0.4360747933387756 0.2950462102890015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,33,13,922571220334,2523582179,1,1,"(0.42205101251602173, 0.3043392598628998)","(0.4376998841762543, 0.28923308849334717)",1,1,3.05340576171875,3.0937042236328125,"(-45.722808837890625, 37.534339904785156, 613.4140625)","(13.082143783569336, 39.345252990722656, 612.4640502929688)","(-28.553010940551758, 144.56878662109375, 41.97697448730469)","(-23.14592933654785, 147.32774353027344, 42.98113250732422)",POINT (0.429875448346138 0.2967861741781235),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,13,922571237001,2523598845,1,1,"(0.42468249797821045, 0.3043529987335205)","(0.43652328848838806, 0.2875193953514099)",1,1,3.05322265625,3.083892822265625,"(-45.69984817504883, 37.59756088256836, 613.5223999023438)","(13.103504180908203, 39.400447845458984, 612.3908081054688)","(-27.643747329711914, 144.5662841796875, 41.976051330566406)","(-23.55246925354004, 147.6407470703125, 43.09502410888672)",POINT (0.4306028932332993 0.2959361970424652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,33,13,922571253668,2523615512,1,1,"(0.4225098490715027, 0.299655944108963)","(0.43572866916656494, 0.27869343757629395)",1,1,3.0449981689453125,3.0807037353515625,"(-45.66981887817383, 37.661468505859375, 613.6317749023438)","(13.1497163772583, 39.449153900146484, 612.4410400390625)","(-28.394453048706055, 145.42416381835938, 42.28827667236328)","(-23.827030181884766, 149.252685546875, 43.68174743652344)",POINT (0.4291192591190338 0.2891746908426285),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,
0,33,13,922571270337,2523632181,1,1,"(0.4251656234264374, 0.30517324805259705)","(0.43204861879348755, 0.2773039937019348)",1,1,3.0281982421875,3.089202880859375,"(-45.61361312866211, 37.717620849609375, 613.6407470703125)","(13.206897735595703, 39.501468658447266, 612.5322265625)","(-27.476810455322266, 144.41647338867188, 41.92152404785156)","(-25.098573684692383, 149.50643920898438, 43.77409744262695)",POINT (0.4286071211099625 0.2912386208772659),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,
0,33,13,922571287004,2523648847,1,1,"(0.4244191646575928, 0.2987704873085022)","(0.44053152203559875, 0.28490322828292847)",1,1,3.0310821533203125,3.0699920654296875,"(-45.546356201171875, 37.74626541137695, 613.4599609375)","(13.258628845214844, 39.538429260253906, 612.5611572265625)","(-27.734743118286133, 145.5858612060547, 42.34712219238281)","(-22.167522430419922, 148.11854553222656, 43.2689323425293)",POINT (0.4324753433465958 0.2918368577957153),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,
0,33,13,922571303671,2523665514,1,1,"(0.42486685514450073, 0.3111535906791687)","(0.4334114193916321, 0.28674817085266113)",1,1,3.0410308837890625,3.0599365234375,"(-45.48333740234375, 37.80950164794922, 613.77294921875)","(13.33275318145752, 39.56927490234375, 612.4961547851562)","(-27.580062866210938, 143.32427978515625, 41.523956298828125)","(-24.627685546875, 147.78158569335938, 43.14630889892578)",POINT (0.4291391372680664 0.2989508807659149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,33,13,922571320339,2523682181,1,1,"(0.4255959689617157, 0.2920560836791992)","(0.43804457783699036, 0.2778770625591278)",1,1,3.04779052734375,3.0710601806640625,"(-45.39070129394531, 37.89578628540039, 613.6923828125)","(13.425821304321289, 39.64863967895508, 612.6069946289062)","(-27.32811737060547, 146.81214904785156, 42.79350280761719)","(-23.026811599731445, 149.40176391601562, 43.73603057861328)",POINT (0.431820273399353 0.2849665731191635),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,
0,33,13,922571337006,2523698848,1,1,"(0.4314213991165161, 0.2370375394821167)","(0.44394224882125854, 0.23134586215019226)",1,1,3.055282592773437,3.08087158203125,"(-45.24132537841797, 38.101829528808594, 613.849609375)","(13.510977745056152, 39.84039306640625, 612.645263671875)","(-25.315292358398438, 156.86058044433594, 46.450767517089844)","(-20.98902130126953, 157.9000701904297, 46.82915496826172)",POINT (0.4376818239688873 0.2341917008161545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,13,922571353673,2523715514,1,1,"(0.4345259666442871, 0.21444760262966156)","(0.4435883164405823, 0.1999332457780838)",1,1,3.046783447265625,3.0737762451171875,"(-45.118125915527344, 38.19464111328125, 613.855712890625)","(13.581350326538086, 39.929351806640625, 612.683837890625)","(-24.242591857910156, 160.986328125, 47.95245361328125)","(-21.111326217651367, 163.63717651367188, 48.91728210449219)",POINT (0.4390571415424347 0.2071904242038727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,13,922571370345,2523732186,1,1,"(0.4374823570251465, 0.21993212401866913)","(0.4430754780769348, 0.20701132714748383)",1,1,3.0515594482421875,3.081756591796875,"(-45.01830291748047, 38.25129699707031, 613.9430541992188)","(13.70073127746582, 39.98218536376953, 612.80419921875)","(-23.22107696533203, 159.9846649169922, 47.58783721923828)","(-21.288515090942383, 162.344482421875, 48.44673156738281)",POINT (0.4402789175510406 0.2134717255830765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,13,922571387012,2523748852,1,1,"(0.4350341260433197, 0.2318079024553299)","(0.445504754781723, 0.21176272630691528)",1,1,3.062362670898437,3.0893096923828125,"(-44.90789031982422, 38.31333923339844, 614.0114135742188)","(13.814579963684082, 40.0130500793457, 612.7579345703125)","(-24.067014694213867, 157.81568908691406, 46.798439025878906)","(-20.449142456054688, 161.4766845703125, 48.13092041015625)",POINT (0.4402694404125214 0.2217853143811226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,13,922571403679,2523765519,1,1,"(0.4359574615955353, 0.22179172933101654)","(0.4382779002189636, 0.20204903185367584)",1,1,3.064483642578125,3.0889892578125,"(-44.78031921386719, 38.37165069580078, 613.9664306640625)","(13.954424858093262, 40.063232421875, 612.8255615234375)","(-23.74796485900879, 159.64500427246094, 47.46424102783203)","(-22.946205139160156, 163.25076293945312, 48.77659606933594)",POINT (0.4371176809072494 0.2119203805923462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,13,922571420345,2523782184,1,1,"(0.43980658054351807, 0.2269991636276245)","(0.4405241906642914, 0.21209752559661865)",1,1,3.0536041259765625,3.0945587158203125,"(-44.6422233581543, 38.41196060180664, 614.121337890625)","(14.099785804748535, 40.07658767700195, 612.9135131835938)","(-22.418001174926758, 158.6939697265625, 47.11806106567383)","(-22.1700439453125, 161.41552734375, 48.10865783691406)",POINT (0.4401653856039047 0.2195483446121216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,13,922571437014,2523798853,1,1,"(0.4361928403377533, 0.22174209356307983)","(0.44317561388015747, 0.2098075896501541)",1,1,3.0455322265625,3.08050537109375,"(-44.49226379394531, 38.455223083496094, 614.1737060546875)","(14.245304107666016, 40.08936309814453, 612.8453369140625)","(-23.666645050048828, 159.65408325195312, 47.46754455566406)","(-21.253917694091797, 161.83377075195312, 48.26087188720703)",POINT (0.4396842271089554 0.215774841606617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,13,922571453681,2523815519,1,1,"(0.4358068108558655, 0.21816690266132355)","(0.44613581895828247, 0.20407408475875854)",1,1,3.0484161376953125,3.069671630859375,"(-44.34680938720703, 38.4793701171875, 614.2467041015625)","(14.396360397338867, 40.084922790527344, 612.8599853515625)","(-23.800029754638672, 160.3070526123047, 47.70518112182617)","(-20.23110008239746, 162.88092041015625, 48.64201736450195)",POINT (0.440971314907074 0.211120493710041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
