,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,long.1,long.2,operate.1,int.1,n.1,switch.1,n.2,case.1,0.1,return.1,0.2,case.2,1.1,return.2,1.2,default.1,long.3,long.4,mystery1.1,=.1,0.3,long.5,long.6,mystery2.1,=.2,1.3,for.1,int.2,i.1,=.3,2.1,i.2,n.3,<=.1,++i.1,-----------.6,long.7,long.8,mystery3.1,=.4,mystery1.2,+.1,mystery2.2,mystery1.3,=.5,mystery2.3,mystery2.4,=.6,mystery3.2,-----------.8,return.3,mystery2.5,-----------.10,-----------.11,question,code,choices
0,17,24,166454474793,1868880762,1,1,"(0.49277403950691223, 0.09914380311965942)","(0.4809456467628479, 0.021578755229711533)",1,1,3.70123291015625,3.79217529296875,"(-39.33501052856445, -13.548027038574219, 684.2642822265625)","(18.74441909790039, -14.111923217773438, 682.7146606445312)","(-2.2333359718322754, 182.52659606933594, 55.79248046875)","(-6.332305431365967, 196.73426818847656, 60.96369171142578)",POINT (0.4868598431348801 0.0603612791746855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454491460,1868897429,1,1,"(0.4946250021457672, 0.09188240021467209)","(0.4830965995788574, 0.019424723461270332)",1,1,3.69378662109375,3.769378662109375,"(-39.26427459716797, -13.547142028808594, 684.402587890625)","(18.818286895751953, -14.131927490234375, 682.5689086914062)","(-1.5919108390808105, 183.85667419433594, 56.27659225463867)","(-5.586920738220215, 197.1288299560547, 61.107276916503906)",POINT (0.4888608008623123 0.0556535618379712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454508127,1868914095,1,1,"(0.4839390516281128, 0.07869207113981247)","(0.4781259298324585, 0.02989676408469677)",1,1,3.6715087890625,3.804244995117188,"(-39.21599578857422, -13.516988754272461, 684.4606323242188)","(18.865751266479492, -14.115398406982422, 682.6823120117188)","(-5.294976234436035, 186.2727508544922, 57.156002044677734)","(-7.309433937072754, 195.2106475830078, 60.40911102294922)",POINT (0.4810324907302856 0.0542944176122546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454524794,1868930762,1,1,"(0.4957587718963623, 0.06640757620334625)","(0.4796566963195801, 0.021005893126130104)",1,1,3.634918212890625,3.779617309570313,"(-39.17913055419922, -13.5012845993042, 684.3740234375)","(18.913681030273438, -14.106749534606934, 682.8596801757812)","(-1.199004888534546, 188.52291870117188, 57.9749870300293)","(-6.778970718383789, 196.83921813964844, 61.00182342529297)",POINT (0.4877077341079712 0.0437067346647382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454541461,1868947428,1,1,"(0.4940747916698456, 0.07730092108249664)","(0.4846659302711487, 0.010506125167012215)",1,1,3.6476898193359375,3.7718658447265625,"(-39.145668029785156, -13.454646110534668, 684.2216796875)","(18.94040298461914, -14.085281372070312, 682.883544921875)","(-1.7825742959976196, 186.527587890625, 57.24870681762695)","(-5.043091773986816, 198.762451171875, 61.701873779296875)",POINT (0.4893703609704971 0.0439035231247544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454558128,1868964095,1,1,"(0.4935368299484253, 0.10472778230905533)","(0.48416173458099365, 0.0342298187315464)",1,1,3.68878173828125,3.8123626708984375,"(-39.1328010559082, -13.390351295471191, 684.2750854492188)","(18.954307556152344, -14.058614730834961, 682.792236328125)","(-1.9690001010894775, 181.50376892089844, 55.42020034790039)","(-5.217820167541504, 194.41696166992188, 60.12022399902344)",POINT (0.4888492822647095 0.0694788005203009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454574796,1868980762,1,1,"(0.49469441175460815, 0.10298209637403488)","(0.48261669278144836, 0.05042020231485367)",1,1,3.684524536132813,3.8128509521484375,"(-39.130489349365234, -13.35023307800293, 684.314208984375)","(18.960670471191406, -14.030010223388672, 682.8040771484375)","(-1.5678597688674927, 181.82351684570312, 55.53660202026367)","(-5.753216743469238, 191.4513397216797, 59.04085159301758)",POINT (0.4886555522680283 0.0767011493444443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454591467,1868997433,1,1,"(0.49252748489379883, 0.08776476979255676)","(0.48425978422164917, 0.01818985864520073)",1,1,3.647216796875,3.7867279052734375,"(-39.134578704833984, -13.339770317077637, 684.3396606445312)","(18.968650817871094, -14.015351295471191, 682.803466796875)","(-2.3187644481658936, 184.61090087890625, 56.55110168457031)","(-5.183839321136475, 197.35501098632812, 61.189613342285156)",POINT (0.488393634557724 0.0529773142188787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454608134,1869014099,1,1,"(0.49099546670913696, 0.08429359644651413)","(0.4833662509918213, 0.028368158265948296)",1,1,3.65484619140625,3.784332275390625,"(-39.14459991455078, -13.319079399108887, 684.2861328125)","(18.955429077148438, -13.987367630004883, 682.869140625)","(-2.8496763706207275, 185.24671936035156, 56.78253173828125)","(-5.493472576141357, 195.49066162109375, 60.51103591918945)",POINT (0.4871808588504791 0.0563308773562312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454624801,1869030766,1,1,"(0.49283212423324585, 0.08619105815887451)","(0.48981061577796936, 0.029720913618803024)",1,1,3.655960083007813,3.796432495117188,"(-39.16070556640625, -13.311084747314453, 684.3495483398438)","(18.94288444519043, -13.972092628479004, 682.90869140625)","(-2.213203191757202, 184.89915466308594, 56.656005859375)","(-3.260267496109009, 195.2428741455078, 60.42082214355469)",POINT (0.4913213700056076 0.0579559858888388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454641468,1869047432,1,1,"(0.49143877625465393, 0.08428020775318146)","(0.4903426468372345, -0.002061802428215742)",1,1,3.6429595947265625,3.732254028320313,"(-39.17674255371094, -13.301530838012695, 684.4387817382812)","(18.928050994873047, -13.952810287475586, 682.9356689453125)","(-2.6960623264312744, 185.2491912841797, 56.783390045166016)","(-3.0759117603302, 201.06455993652344, 62.53973388671875)",POINT (0.4908907115459442 0.0411092026624829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454658135,1869064099,1,1,"(0.48589661717414856, 0.08005274087190628)","(0.48348355293273926, 0.01210786122828722)",1,1,3.638946533203125,3.749099731445313,"(-39.197601318359375, -13.294035911560059, 684.4232788085938)","(18.901988983154297, -13.9412260055542, 682.821533203125)","(-4.616616725921631, 186.02352905273438, 57.06522750854492)","(-5.4528303146362305, 198.46908569335938, 61.59505081176758)",POINT (0.4846900850534439 0.0460803010500968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454674803,1869080766,1,1,"(0.4903832972049713, 0.08382806181907654)","(0.48784253001213074, 0.04898180067539215)",1,1,3.60662841796875,3.760040283203125,"(-39.23038864135742, -13.275674819946289, 684.2496948242188)","(18.86780548095703, -13.920269012451172, 682.6048583984375)","(-3.0618319511413574, 185.33200073242188, 56.81354904174805)","(-3.9422881603240967, 191.71482849121094, 59.13671875)",POINT (0.489112913608551 0.0664049312472343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454691469,1869097432,1,1,"(0.4982713460922241, 0.08617240190505981)","(0.4882952570915222, 0.021725580096244812)",1,1,3.6380615234375,3.7244720458984375,"(-39.25981521606445, -13.273109436035156, 684.1420288085938)","(18.842164993286133, -13.917524337768555, 682.4132690429688)","(-0.3283255398273468, 184.902587890625, 56.657264709472656)","(-3.785398483276367, 196.70738220214844, 60.953887939453125)",POINT (0.4932833015918732 0.0539489910006523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454708137,1869114099,1,1,"(0.4940369129180908, 0.08637814223766327)","(0.4915969669818878, 0.07358737289905548)",1,1,3.6236572265625,3.767379760742188,"(-39.30989456176758, -13.270378112792969, 684.07080078125)","(18.80872917175293, -13.904531478881836, 682.312255859375)","(-1.7957043647766113, 184.86489868164062, 56.64352798461914)","(-2.6412367820739746, 187.2078094482422, 57.49626541137695)",POINT (0.4928169399499893 0.0799827575683594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454724810,1869130772,1,1,"(0.48837584257125854, 0.07846587151288986)","(0.48481011390686035, 0.05002252012491226)",1,1,3.57464599609375,3.734527587890625,"(-39.347015380859375, -13.280463218688965, 683.9886474609375)","(18.770092010498047, -13.900096893310547, 682.2498779296875)","(-3.757457733154297, 186.31419372558594, 57.17104721069336)","(-4.993117332458496, 191.5242156982422, 59.06731033325195)",POINT (0.4865929782390594 0.0642441958189011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454741478,1869147439,1,1,"(0.4902750551700592, 0.06916668266057968)","(0.4827440083026886, 0.044093240052461624)",1,1,3.5633087158203125,3.7300872802734375,"(-39.37739562988281, -13.277783393859863, 684.0245361328125)","(18.740148544311523, -13.89132308959961, 682.3414306640625)","(-3.099332571029663, 188.01754760742188, 57.79103088378906)","(-5.709102153778076, 192.6102752685547, 59.46260452270508)",POINT (0.4865095317363739 0.0566299613565206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454758144,1869164105,1,1,"(0.4913628399372101, 0.10117432475090027)","(0.49110889434814453, 0.059413183480501175)",1,1,3.583099365234375,3.74664306640625,"(-39.423484802246094, -13.264117240905762, 684.12255859375)","(18.708045959472656, -13.886017799377441, 682.536376953125)","(-2.7223637104034424, 182.15464782714844, 55.65708923339844)","(-2.8103725910186768, 189.80409240722656, 58.44130325317383)",POINT (0.4912358671426773 0.0802937541157007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454774812,1869180772,1,1,"(0.49027058482170105, 0.09840463101863861)","(0.4937504529953003, 0.0641828179359436)",1,1,3.564605712890625,3.7352447509765625,"(-39.46870803833008, -13.241518020629883, 684.0775756835938)","(18.66489028930664, -13.875663757324219, 682.43505859375)","(-3.100883722305298, 182.6619873046875, 55.841758728027344)","(-1.8949685096740723, 188.93043518066406, 58.12327194213867)",POINT (0.4920105189085007 0.0812937244772911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454791479,1869197439,1,1,"(0.4412984251976013, 0.10852929949760437)","(0.4542451500892639, 0.05656196177005768)",1,1,3.5472412109375,3.716156005859375,"(-39.65039825439453, -13.290666580200195, 684.2899169921875)","(18.48666000366211, -13.945003509521484, 682.48388671875)","(-20.071502685546875, 180.80743408203125, 55.1667366027832)","(-15.585001945495605, 190.3263702392578, 58.63136672973633)",POINT (0.4477717876434326 0.082545630633831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454808145,1869214105,1,1,"(0.31744614243507385, 0.11744764447212219)","(0.3113991618156433, 0.0925201028585434)",1,1,3.534912109375,3.6876068115234375,"(-40.040382385253906, -13.36052131652832, 683.8394165039062)","(18.026941299438477, -14.037202835083008, 682.36572265625)","(-62.99086380004883, 179.17385864257812, 54.57215881347656)","(-65.08634948730469, 183.73985290527344, 56.234073638916016)",POINT (0.3144226521253586 0.1049838736653328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454824812,1869230771,1,1,"(0.32331418991088867, 0.11339250206947327)","(0.3335517942905426, 0.10947397351264954)",1,1,3.5371856689453125,3.699737548828125,"(-40.12690734863281, -13.423288345336914, 683.855224609375)","(17.961318969726562, -14.075343132019043, 682.357666015625)","(-60.95736312866211, 179.91664123535156, 54.84251022338867)","(-57.4096565246582, 180.63438415527344, 55.10379409790039)",POINT (0.3284329921007156 0.1114332377910614),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166454841481,1869247440,1,1,"(0.3425915241241455, 0.17010051012039185)","(0.35865190625190735, 0.1260490119457245)",1,1,3.518463134765625,3.661895751953125,"(-40.06562042236328, -13.543757438659668, 683.85009765625)","(18.019786834716797, -14.2246732711792, 682.186767578125)","(-54.277069091796875, 169.5293731689453, 51.061859130859375)","(-48.71156692504883, 177.5983428955078, 53.99870300292969)",POINT (0.3506217151880264 0.1480747610330582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,17,24,166454858149,1869264107,1,1,"(0.44048425555229187, 0.31323012709617615)","(0.4524669051170349, 0.24142128229141235)",1,1,3.466156005859375,3.621841430664064,"(-39.804931640625, -13.823555946350098, 683.622802734375)","(18.194412231445312, -14.484966278076172, 681.7659301757812)","(-20.353654861450195, 143.3121337890625, 41.51955032348633)","(-16.20123863220215, 156.4654541015625, 46.306976318359375)",POINT (0.4464755803346634 0.2773257046937942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,24,166454874816,1869280774,1,1,"(0.4145456850528717, 0.2609379291534424)","(0.44565221667289734, 0.20658372342586517)",1,1,3.4481201171875,3.5822296142578125,"(-39.886627197265625, -13.879373550415039, 683.7815551757812)","(18.179237365722656, -14.511693000793457, 681.8062744140625)","(-29.34231185913086, 152.8905487060547, 45.0058479309082)","(-18.562774658203125, 162.84669494628906, 48.629547119140625)",POINT (0.4300989508628845 0.2337608262896538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,17,24,166454891484,1869297441,1,1,"(0.4200827479362488, 0.2648618817329407)","(0.43991366028785706, 0.22677777707576752)",1,1,3.437484741210937,3.586532592773437,"(-39.9589958190918, -13.950262069702148, 683.8115234375)","(18.151897430419922, -14.551779747009277, 682.0526733398438)","(-27.42353057861328, 152.17178344726562, 44.744239807128906)","(-20.551387786865234, 159.147705078125, 47.28327178955078)",POINT (0.4299982041120529 0.2458198294043541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,24,166454908151,1869314108,1,1,"(0.4200384318828583, 0.26210862398147583)","(0.43986064195632935, 0.21398510038852692)",1,1,3.41522216796875,3.611007690429688,"(-40.010101318359375, -14.005233764648438, 683.81884765625)","(18.102012634277344, -14.633295059204102, 681.9898681640625)","(-27.438886642456055, 152.67613220214844, 44.92778778076172)","(-20.569761276245117, 161.49095153808594, 48.136138916015625)",POINT (0.4299495369195938 0.2380468621850014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,17,24,166454924819,1869330775,1,1,"(0.41538792848587036, 0.2591278553009033)","(0.44493773579597473, 0.21024249494075775)",1,1,3.4049530029296875,3.5839996337890625,"(-40.03219223022461, -14.06396484375, 683.4010620117188)","(18.057514190673828, -14.680949211120605, 681.902099609375)","(-29.050457000732422, 153.22210693359375, 45.126502990722656)","(-18.810359954833984, 162.17649841308594, 48.38562774658203)",POINT (0.4301628321409226 0.2346851751208305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,17,24,166454941485,1869347441,1,1,"(0.4157677888870239, 0.2683268189430237)","(0.4448259174823761, 0.21365603804588318)",1,1,3.415145874023437,3.560699462890625,"(-40.06328582763672, -14.13081169128418, 683.4228515625)","(18.01691436767578, -14.704995155334473, 681.58251953125)","(-28.918813705444336, 151.53712463378906, 44.51323318481445)","(-18.84911346435547, 161.55123901367188, 48.15803909301758)",POINT (0.4302968531847 0.2409914284944534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,24,166454958153,1869364108,1,1,"(0.41532179713249207, 0.26637375354766846)","(0.4509334862232208, 0.2156960368156433)",1,1,3.399887084960937,3.540878295898437,"(-40.09263610839844, -14.163341522216797, 683.4061889648438)","(17.97803497314453, -14.716821670532227, 681.41796875)","(-29.073373794555664, 151.89486694335938, 44.64344024658203)","(-16.73261260986328, 161.17755126953125, 48.02207565307617)",POINT (0.4331276416778564 0.2410348951816559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,24,166454974822,1869380777,1,1,"(0.4221506416797638, 0.248114213347435)","(0.4409967362880707, 0.20484088361263275)",1,1,3.3802947998046875,3.531097412109375,"(-40.132232666015625, -14.181160926818848, 683.4400634765625)","(17.960979461669922, -14.718324661254883, 681.3677978515625)","(-26.706924438476562, 155.23948669433594, 45.86079025268555)","(-20.176069259643555, 163.16592407226562, 48.74577713012695)",POINT (0.4315736889839172 0.2264775484800339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,17,24,166454991489,1869397443,1,1,"(0.41917234659194946, 0.24756501615047455)","(0.4443216323852539, 0.21863916516304016)",1,1,3.3790740966796875,3.545761108398437,"(-40.146873474121094, -14.177871704101562, 683.4381713867188)","(17.95953369140625, -14.704986572265625, 681.4186401367188)","(-27.7390193939209, 155.34007263183594, 45.89741516113281)","(-19.023868560791016, 160.6384735107422, 47.82587432861328)",POINT (0.4317469894886017 0.2331020906567574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,17,24,166455008157,1869414111,1,1,"(0.41455620527267456, 0.25216183066368103)","(0.4370272159576416, 0.19076524674892426)",1,1,3.373291015625,3.5389862060546875,"(-40.18617630004883, -14.079757690429688, 683.5889892578125)","(17.93553924560547, -14.600761413574219, 681.6009521484375)","(-29.338680267333984, 154.4980926513672, 45.59090805053711)","(-21.55164337158203, 165.74417114257812, 49.68416976928711)",POINT (0.4257917106151581 0.2214635387063026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,17,24,166455024824,1869430777,1,1,"(0.41674065589904785, 0.16199088096618652)","(0.4377825856208801, 0.1064835786819458)",1,1,3.3390350341796875,3.541290283203125,"(-40.174625396728516, -13.915788650512695, 683.3951416015625)","(17.89859962463379, -14.449800491333008, 681.768798828125)","(-28.58167839050293, 171.0148162841797, 51.602516174316406)","(-21.289886474609375, 181.18214416503906, 55.30315017700195)",POINT (0.427261620759964 0.1342372298240662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166455041492,1869447445,1,1,"(0.41034477949142456, 0.13548201322555542)","(0.4344923794269562, 0.13383159041404724)",1,1,3.262435913085937,3.546478271484375,"(-40.18000793457031, -13.863972663879395, 683.4459838867188)","(17.90874481201172, -14.390724182128906, 681.5764770507812)","(-30.798086166381836, 175.8704833984375, 53.36983108520508)","(-22.430063247680664, 176.1727752685547, 53.479888916015625)",POINT (0.4224185794591904 0.1346568018198013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,24,166455058159,1869464111,1,1,"(0.40957725048065186, 0.13459870219230652)","(0.4306600093841553, 0.1470504105091095)",1,1,3.302764892578125,3.5186309814453125,"(-40.17985534667969, -13.800830841064453, 683.42041015625)","(17.934301376342773, -14.299182891845703, 681.6659545898438)","(-31.064058303833008, 176.03228759765625, 53.42870330810547)","(-23.758115768432617, 173.75148010253906, 52.59859085083008)",POINT (0.4201186299324036 0.140824556350708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,17,24,166455074824,1869480776,1,1,"(0.41162097454071045, 0.1405646950006485)","(0.4396403729915619, 0.14354242384433746)",1,1,3.302841186523437,3.543609619140625,"(-40.154205322265625, -13.747888565063477, 683.3064575195312)","(17.948997497558594, -14.268743515014648, 681.483642578125)","(-30.3558292388916, 174.93946838378906, 53.03097915649414)","(-20.646093368530273, 174.39404296875, 52.83249282836914)",POINT (0.4256306737661362 0.142053559422493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,17,24,166455091493,1869497444,1,1,"(0.41960805654525757, 0.16414430737495422)","(0.4350413978099823, 0.14070624113082886)",1,1,3.3271484375,3.5573272705078125,"(-40.125022888183594, -13.673343658447266, 683.322509765625)","(17.9766845703125, -14.221299171447754, 681.3408203125)","(-27.58802032470703, 170.620361328125, 51.458953857421875)","(-22.23981475830078, 174.91354370117188, 53.02155303955078)",POINT (0.4273247271776199 0.1524252742528915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
