,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,7,32,275749781392,4079260736,1,1,"(0.2865222692489624, 0.057682450860738754)","(0.3802434802055359, 0.3238828182220459)",1,1,2.524566650390625,2.87603759765625,"(33.707523345947266, -111.40447235107422, 781.0264892578125)","(100.52873229980469, -115.0238037109375, 772.0928955078125)","(-73.70711517333984, 190.12112426757812, 58.5566291809082)","(-41.229286193847656, 141.36083984375, 40.809410095214844)",POINT (0.3333828747272492 0.1907826345413923),,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,32,275749798059,4079277402,1,1,"(0.2956927418708801, 0.03227420896291733)","(0.39532700181007385, 0.2881527543067932)",1,1,2.44403076171875,2.80804443359375,"(33.68910217285156, -111.39920043945312, 781.23095703125)","(100.51309204101562, -114.99506378173828, 772.0472412109375)","(-70.52920532226562, 194.77517700195312, 60.250614166259766)","(-36.00230407714844, 147.9055633544922, 43.19149398803711)",POINT (0.345509871840477 0.1602134816348553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,32,275749814726,4079294069,1,1,"(0.2982427179813385, 0.059489939361810684)","(0.38123050332069397, 0.3442491590976715)",1,1,2.474349975585937,2.931365966796875,"(33.671302795410156, -111.37876892089844, 781.1990966796875)","(100.49891662597656, -114.98495483398438, 772.0009765625)","(-69.64553833007812, 189.79002380371094, 58.436195373535156)","(-40.887245178222656, 137.6303253173828, 39.451576232910156)",POINT (0.3397366106510162 0.2018695492297411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,32,275749831394,4079310736,1,1,"(0.29451945424079895, 0.0699537992477417)","(0.38658407330513, 0.3187524080276489)",1,1,2.545135498046875,2.869735717773437,"(33.66651153564453, -111.34553527832031, 781.1993408203125)","(100.5101547241211, -114.97787475585938, 772.064697265625)","(-70.935791015625, 187.8733673095703, 57.7385139465332)","(-39.032047271728516, 142.30059814453125, 41.15142822265625)",POINT (0.3405517637729645 0.1943531036376953),,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,32,275749864734,4079344075,1,1,"(0.31013286113739014, 0.08834310621023178)","(0.3848346769809723, 0.2912197411060333)",1,1,2.597640991210937,2.8349609375,"(33.63358688354492, -111.28431701660156, 781.0848999023438)","(100.48165893554688, -114.9407958984375, 772.022216796875)","(-65.5251693725586, 184.5049591064453, 56.51255416870117)","(-39.63826370239258, 147.34378051757812, 42.987003326416016)",POINT (0.3474837690591812 0.1897814236581326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,32,275749881401,4079360742,1,1,"(0.28737208247184753, 0.06683333218097687)","(0.3954492211341858, 0.2936645746231079)",1,1,2.4951629638671875,2.868148803710937,"(33.6199951171875, -111.281982421875, 781.0693359375)","(100.46588134765625, -114.9273681640625, 771.991455078125)","(-73.41262817382812, 188.4449462890625, 57.946563720703125)","(-35.95993423461914, 146.89599609375, 42.823951721191406)",POINT (0.3414106518030167 0.1802489534020424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,32,275749898068,4079377408,1,1,"(0.2926443815231323, 0.07268290966749191)","(0.3867969214916229, 0.37882933020591736)",1,1,2.5225982666015625,2.980499267578125,"(33.60465621948242, -111.28105163574219, 781.0885009765625)","(100.44757080078125, -114.92378997802734, 771.9992065429688)","(-71.58558654785156, 187.37347412109375, 57.55656433105469)","(-38.958282470703125, 131.29624938964844, 37.1461181640625)",POINT (0.3397206515073776 0.2257561199367046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,32,275749914735,4079394075,1,1,"(0.2935287356376648, 0.06575891375541687)","(0.3950729966163635, 0.3680781424045563)",1,1,2.528671264648437,2.9716949462890625,"(33.59257888793945, -111.2962646484375, 781.123779296875)","(100.42880249023438, -114.9251937866211, 771.986083984375)","(-71.27911376953125, 188.64175415039062, 58.01821517944336)","(-36.09031295776367, 133.2655487060547, 37.8629264831543)",POINT (0.3443008661270142 0.2169185280799866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,32,275749931403,4079410742,1,1,"(0.28713950514793396, 0.04044410586357117)","(0.3824085295200348, 0.3393843173980713)",1,1,2.5099334716796875,2.95703125,"(33.56035614013672, -111.29515838623047, 781.0090942382812)","(100.4117660522461, -114.92919921875, 771.99365234375)","(-73.49322509765625, 193.27871704101562, 59.70587921142578)","(-40.47902297973633, 138.52142333984375, 39.77592468261719)",POINT (0.3347740173339844 0.1899142116308212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,32,275749948069,4079427408,1,1,"(0.2872526943683624, 0.0821976587176323)","(0.38388028740882874, 0.28858840465545654)",1,1,2.5867919921875,2.8979034423828125,"(33.52642822265625, -111.30755615234375, 780.8436889648438)","(100.39309692382812, -114.95328521728516, 771.9999389648438)","(-73.45399475097656, 185.63063049316406, 56.92229080200195)","(-39.96900177001953, 147.82579040527344, 43.16240692138672)",POINT (0.3355664908885956 0.1853930316865444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
