,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,3,30,430949645234,2847088663,1,1,"(0.46620574593544006, 0.15756164491176605)","(0.4430775046348572, 0.14692272245883942)",1,1,3.659423828125,3.4962615966796875,"(-47.162933349609375, -49.519325256347656, 705.1224365234375)","(14.49355697631836, -42.89023971557617, 714.1976928710938)","(-11.440221786499023, 171.82611083984375, 51.89781188964844)","(-19.454998016357422, 173.7748565673828, 52.60712432861328)",POINT (0.4546416252851486 0.1522421836853027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949661905,2847105334,1,1,"(0.47165581583976746, 0.1680164933204651)","(0.4430137872695923, 0.1284831017255783)",1,1,3.660903930664064,3.4844970703125,"(-47.21794509887695, -49.514732360839844, 705.1284790039062)","(14.460285186767578, -42.89942932128906, 714.56494140625)","(-9.551566123962402, 169.91110229492188, 51.2007942199707)","(-19.477075576782227, 177.1524658203125, 53.83646011352539)",POINT (0.4573348015546799 0.1482497975230217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949678573,2847122001,1,1,"(0.4660736322402954, 0.16423596441745758)","(0.4514765441417694, 0.15621930360794067)",1,1,3.690261840820313,3.4870758056640625,"(-47.27429962158203, -49.54774856567383, 705.3281860351562)","(14.426629066467285, -42.906951904296875, 714.6790161132812)","(-11.486007690429688, 170.6035614013672, 51.4528694152832)","(-16.54441261291504, 172.07199096679688, 51.987300872802734)",POINT (0.4587750881910324 0.1602276340126991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949695240,2847138668,1,1,"(0.46891340613365173, 0.15795285999774933)","(0.4543825387954712, 0.12966719269752502)",1,1,3.68963623046875,3.501434326171875,"(-47.310707092285156, -49.55704879760742, 705.4205932617188)","(14.39566421508789, -42.901702880859375, 714.638427734375)","(-10.501919746398926, 171.75445556640625, 51.871742248535156)","(-15.537391662597656, 176.93557739257812, 53.75754165649414)",POINT (0.4616479724645615 0.1438100263476372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949711907,2847155334,1,1,"(0.4636888802051544, 0.16555137932300568)","(0.4458627700805664, 0.13244523108005524)",1,1,3.711380004882813,3.4928131103515625,"(-47.35487747192383, -49.586036682128906, 705.359619140625)","(14.333518028259277, -42.88676834106445, 714.119873046875)","(-12.31240463256836, 170.36264038085938, 51.36513137817383)","(-18.48980712890625, 176.42672729492188, 53.572303771972656)",POINT (0.4547758251428604 0.1489983052015305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949728574,2847172001,1,1,"(0.4652124047279358, 0.17584967613220215)","(0.4496414065361023, 0.1368744820356369)",1,1,3.7021331787109375,3.484100341796875,"(-47.36993408203125, -49.58753204345703, 705.1500244140625)","(14.309614181518555, -42.881256103515625, 713.9656982421875)","(-11.784463882446289, 168.47628784179688, 50.678585052490234)","(-17.180370330810547, 175.61541748046875, 53.27698516845703)",POINT (0.457426905632019 0.1563620790839195),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949745242,2847188668,1,1,"(0.4716791808605194, 0.1688896268606186)","(0.44381454586982727, 0.15355290472507477)",1,1,3.708816528320313,3.48150634765625,"(-47.41370391845703, -49.60405349731445, 704.9917602539062)","(14.274290084838867, -42.88983154296875, 713.9959106445312)","(-9.543475151062012, 169.75115966796875, 51.142581939697266)","(-19.199586868286133, 172.56040954589844, 52.165069580078125)",POINT (0.4577468633651733 0.1612212657928467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949761908,2847205334,1,1,"(0.4744955897331238, 0.16209949553012848)","(0.44165581464767456, 0.15863212943077087)",1,1,3.679901123046875,3.491119384765625,"(-47.45815658569336, -49.61826705932617, 705.09619140625)","(14.251115798950195, -42.90400314331055, 714.2084350585938)","(-8.567482948303223, 170.99490356445312, 51.59532165527344)","(-19.947656631469727, 171.63003540039062, 51.826438903808594)",POINT (0.4580757021903992 0.1603658124804497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949778581,2847222006,1,1,"(0.4701908230781555, 0.17945139110088348)","(0.4413073658943176, 0.1532619744539261)",1,1,3.710235595703125,3.49993896484375,"(-47.50864028930664, -49.64927291870117, 705.3243408203125)","(14.225157737731934, -42.93147277832031, 714.4066162109375)","(-10.059247970581055, 167.81654357910156, 50.438438415527344)","(-20.068403244018555, 172.6136932373047, 52.18446731567383)",POINT (0.4557490944862366 0.1663566827774048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949795248,2847238673,1,1,"(0.46749645471572876, 0.2160167396068573)","(0.44300490617752075, 0.15699028968811035)",1,1,3.72698974609375,3.505157470703125,"(-47.52928924560547, -49.661109924316406, 705.431884765625)","(14.204980850219727, -42.938560485839844, 714.449462890625)","(-10.992941856384277, 161.11880493164062, 48.00069808959961)","(-19.480148315429688, 171.93075561523438, 51.9359245300293)",POINT (0.4552506804466248 0.1865035146474838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949811915,2847255339,1,1,"(0.46652841567993164, 0.20614080131053925)","(0.45363399386405945, 0.15731436014175415)",1,1,3.706741333007813,3.4741668701171875,"(-47.5689811706543, -49.68701934814453, 705.508056640625)","(14.162638664245605, -42.96003341674805, 714.2257080078125)","(-11.328398704528809, 162.92782592773438, 48.65909194946289)","(-15.796797752380371, 171.87139892578125, 51.91432189941406)",POINT (0.4600812047719955 0.1817275807261467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949828582,2847272006,1,1,"(0.4639586806297302, 0.20551227033138275)","(0.4513171315193176, 0.14346346259117126)",1,1,3.702194213867188,3.4775848388671875,"(-47.5751838684082, -49.6888427734375, 705.4110107421875)","(14.1480712890625, -42.959835052490234, 714.0716552734375)","(-12.218912124633789, 163.04293823242188, 48.701026916503906)","(-16.599658966064453, 174.4084930419922, 52.83774185180664)",POINT (0.4576379060745239 0.174487866461277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949845250,2847288673,1,1,"(0.4691726267337799, 0.19099022448062897)","(0.4517183303833008, 0.14030364155769348)",1,1,3.7208099365234375,3.4826202392578125,"(-47.589378356933594, -49.70929718017578, 705.241943359375)","(14.137425422668457, -42.993289947509766, 714.0579833984375)","(-10.412090301513672, 165.70297241210938, 49.66916275024414)","(-16.46063804626465, 174.98728942871094, 53.04838562011719)",POINT (0.4604454785585403 0.1656469330191612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,30,430949861916,2847305339,1,1,"(0.47590193152427673, 0.1943838745355606)","(0.4458056688308716, 0.1723104864358902)",1,1,3.672927856445313,3.49609375,"(-47.603084564208984, -49.68141174316406, 705.1018676757812)","(14.121744155883789, -42.96330261230469, 713.9879760742188)","(-8.080143928527832, 165.0813446044922, 49.44290542602539)","(-18.50960350036621, 169.12457275390625, 50.91450500488281)",POINT (0.4608538001775742 0.1833471804857254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
