,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,7,23,274221459633,2550982868,1,1,"(0.4294898509979248, 0.48503512144088745)","(0.5037916302680969, 0.6268269419670105)",1,1,2.6517486572265625,2.8704071044921875,"(-100.26072692871094, -25.352169036865234, 688.5455932617188)","(-34.326541900634766, -37.086647033691406, 687.6612548828125)","(-24.163631439208984, 111.84237670898438, 30.06553077697754)","(1.5846680402755737, 85.87019348144531, 20.612407684326172)",POINT (0.4666407406330109 0.555931031703949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,23,274221476305,2550999539,1,1,"(0.4269682765007019, 0.47375455498695374)","(0.5010177493095398, 0.6194422841072083)",1,1,2.6463165283203125,2.8833160400390625,"(-100.24370574951172, -25.323253631591797, 688.3053588867188)","(-34.334999084472656, -37.04240036010742, 687.5416870117188)","(-25.037439346313477, 113.90864562988281, 30.817625045776367)","(0.623416543006897, 87.22284698486328, 21.104736328125)",POINT (0.4639930129051208 0.546598419547081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,23,274221492972,2551016206,1,1,"(0.42731043696403503, 0.46755924820899963)","(0.5052259564399719, 0.6087607741355896)",1,1,2.6323394775390625,2.8535308837890625,"(-100.25248718261719, -25.297698974609375, 688.2621459960938)","(-34.34142303466797, -37.015140533447266, 687.501220703125)","(-24.918869018554688, 115.04346466064453, 31.230600357055664)","(2.0816972255706787, 89.17939758300781, 21.816864013671875)",POINT (0.4662681967020035 0.5381600111722946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,23,274221509640,2551032873,1,1,"(0.43234655261039734, 0.4981110095977783)","(0.5126633048057556, 0.6163665652275085)",1,1,2.637313842773437,2.8314361572265625,"(-100.26882934570312, -25.248289108276367, 688.2570190429688)","(-34.342430114746094, -36.98250961303711, 687.4224853515625)","(-23.173662185668945, 109.44725799560547, 29.193750381469727)","(4.659030437469482, 87.78624725341797, 21.30978012084961)",POINT (0.4725049287080765 0.5572387874126434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,23,274221526306,2551049539,1,1,"(0.43954333662986755, 0.4879588782787323)","(0.5099282264709473, 0.6234936714172363)",1,1,2.6333160400390625,2.8720703125,"(-100.28490447998047, -25.20777130126953, 688.3323364257812)","(-34.336875915527344, -36.94384002685547, 687.3975830078125)","(-20.679712295532227, 111.30683135986328, 29.870603561401367)","(3.711209297180176, 86.48074340820312, 20.834657669067383)",POINT (0.4747357815504074 0.5557262748479843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,23,274221542973,2551066206,1,1,"(0.4246247410774231, 0.45765599608421326)","(0.5024532079696655, 0.594921886920929)",1,1,2.637237548828125,2.859283447265625,"(-100.23436737060547, -25.121671676635742, 688.0729370117188)","(-34.32001495361328, -36.82910919189453, 687.54296875)","(-25.849552154541016, 116.85746002197266, 31.890832901000977)","(1.1208510398864746, 91.71428680419922, 22.7394962310791)",POINT (0.4635389745235443 0.5262889415025711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,23,274221559641,2551082873,1,1,"(0.42946985363960266, 0.1726565659046173)","(0.5511674284934998, 0.3502688705921173)",1,1,2.5816650390625,2.8480987548828125,"(-100.0989990234375, -24.836196899414062, 688.3633422851562)","(-34.29804992675781, -36.49980545043945, 687.5054321289062)","(-24.17053985595703, 169.0611572265625, 50.89145278930664)","(18.00210952758789, 136.52767944335938, 39.05023956298828)",POINT (0.4903186410665512 0.2614627182483673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,7,23,274221576307,2551099539,1,1,"(0.4421443045139313, 0.07660236954689026)","(0.5356795191764832, 0.23547448217868805)",1,1,2.62652587890625,2.846466064453125,"(-100.07170104980469, -24.646238327026367, 688.7120361328125)","(-34.28180694580078, -36.28197479248047, 687.3624267578125)","(-19.778396606445312, 186.65554809570312, 57.29528045654297)","(12.634981155395508, 157.55471801757812, 46.70349884033203)",POINT (0.4889119118452072 0.1560384258627892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,23,274221592979,2551116210,1,1,"(0.4477887451648712, 0.08876025676727295)","(0.5325728058815002, 0.24073782563209534)",1,1,2.5963134765625,2.822845458984375,"(-100.07228088378906, -24.671205520629883, 688.573974609375)","(-34.19481658935547, -36.35123062133789, 687.7384643554688)","(-17.82239532470703, 184.42857360839844, 56.48472595214844)","(11.558387756347656, 156.59063720703125, 46.3525390625)",POINT (0.4901807755231857 0.1647490411996841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,23,274221609647,2551132877,1,1,"(0.4455278813838959, 0.1025112047791481)","(0.5324875712394714, 0.24589557945728302)",1,1,2.615829467773437,2.8438720703125,"(-100.01831817626953, -24.72150993347168, 688.4140625)","(-34.092742919921875, -36.4290771484375, 687.44775390625)","(-18.605854034423828, 181.90977478027344, 55.56796646118164)","(11.528849601745605, 155.64588928222656, 46.00868225097656)",POINT (0.4890077263116836 0.1742033921182156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
