,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,Breadth-first.1,BFS.1,is.1,equivalent.1,which.1,type.1,traversal.1,in.1,trees.1,question,code,choices
0,52,8,413496246810,2440733723,1,1,"(0.4163726270198822, 0.20765897631645203)","(0.45149293541908264, 0.2007407397031784)",1,1,3.001190185546875,2.8523712158203125,"(-88.67094421386719, -10.224685668945312, 660.03369140625)","(-25.618806838989258, -16.602752685546875, 663.1361083984375)","(-28.70922088623047, 162.6497344970703, 48.557884216308594)","(-16.538745880126953, 163.9169464111328, 49.01912307739258)",POINT (0.4339327812194824 0.2041998580098152),,,,,,,,,,,,,
0,52,8,413496263482,2440750395,1,1,"(0.418967604637146, 0.12259408831596375)","(0.4548722803592682, 0.20043286681175232)",1,1,2.87200927734375,2.82122802734375,"(-88.67573547363281, -10.24026870727539, 660.0452270507812)","(-25.62115478515625, -16.60573959350586, 663.1482543945312)","(-27.809953689575195, 178.23117065429688, 54.229068756103516)","(-15.36767578125, 163.9733428955078, 49.039634704589844)",POINT (0.4369199424982071 0.161513477563858),,,,,,,,,,,1,,
0,52,8,413496280150,2440767062,1,1,"(0.4213959574699402, 0.1836869865655899)","(0.45382916927337646, 0.2117263525724411)",1,1,2.933944702148437,2.8450164794921875,"(-88.69893646240234, -10.28322696685791, 660.1011962890625)","(-25.639495849609375, -16.623291015625, 663.195556640625)","(-26.968448638916016, 167.0407257080078, 50.15604782104492)","(-15.729155540466309, 161.90469360351562, 48.28672409057617)",POINT (0.4376125633716583 0.1977066695690155),,,,,,,,,,,1,,
0,52,8,413496296816,2440783728,1,1,"(0.4229688346385956, 0.13231174647808075)","(0.45901548862457275, 0.19290389120578766)",1,1,2.882537841796875,2.8375396728515625,"(-88.71928405761719, -10.298505783081055, 660.1828002929688)","(-25.645057678222656, -16.611358642578125, 663.25634765625)","(-26.423381805419922, 176.451171875, 53.58120346069336)","(-13.931899070739746, 165.35243225097656, 49.541568756103516)",POINT (0.4409921616315842 0.1626078188419342),,,,,,,,,,,1,,
0,52,8,413496313484,2440800395,1,1,"(0.41903284192085266, 0.09568288177251816)","(0.468042254447937, 0.1731836199760437)",1,1,2.885482788085937,2.850555419921875,"(-88.73747253417969, -10.285568237304688, 660.2525634765625)","(-25.66687774658203, -16.571353912353516, 663.3272094726562)","(-27.787353515625, 183.16053771972656, 56.02321243286133)","(-10.803799629211426, 168.96461486816406, 50.8563346862793)",POINT (0.4435375481843948 0.1344332508742809),,,,,,,,,,,,,
0,52,8,413496330151,2440817062,1,1,"(0.42374464869499207, 0.09570096433162689)","(0.46541398763656616, 0.17205263674259186)",1,1,2.893798828125,2.868804931640625,"(-88.77127838134766, -10.295441627502441, 660.2808837890625)","(-25.696321487426758, -16.57225799560547, 663.41015625)","(-26.15453338623047, 183.15721130371094, 56.022010803222656)","(-11.71458625793457, 169.17178344726562, 50.931724548339844)",POINT (0.4445793181657791 0.1338768005371094),,,,,,,,,,,,,
0,52,8,413496346819,2440833729,1,1,"(0.42937058210372925, 0.1530177891254425)","(0.4667209982872009, 0.16436918079853058)",1,1,2.962677001953125,2.83465576171875,"(-88.81689453125, -10.330957412719727, 660.330810546875)","(-25.7261962890625, -16.602285385131836, 663.4566040039062)","(-24.20494842529297, 172.65843200683594, 52.200748443603516)","(-11.261663436889648, 170.57916259765625, 51.44398498535156)",POINT (0.4480457901954651 0.1586934849619865),,,,,,,,,,,1,,
0,52,8,413496363485,2440850395,1,1,"(0.4237090051174164, 0.13779312372207642)","(0.46500808000564575, 0.16589930653572083)",1,1,2.937973022460937,2.8408660888671875,"(-88.83255004882812, -10.329047203063965, 660.3387451171875)","(-25.749324798583984, -16.596633911132812, 663.5401611328125)","(-26.166894912719727, 175.4471435546875, 53.21575164794922)","(-11.855262756347656, 170.2989044189453, 51.34197235107422)",POINT (0.4443585425615311 0.1518462151288986),,,,,,,,,,,1,,
0,52,8,413496380153,2440867062,1,1,"(0.42080816626548767, 0.12135481089353561)","(0.4630897641181946, 0.16509760916233063)",1,1,2.9283905029296875,2.855819702148437,"(-88.86257934570312, -10.324237823486328, 660.4303588867188)","(-25.773658752441406, -16.586977005004883, 663.6234741210938)","(-27.172138214111328, 178.45816040039062, 54.311683654785156)","(-12.520017623901367, 170.4457550048828, 51.39540481567383)",POINT (0.4419489651918411 0.1432262100279331),,,,,,,,,,,1,,
0,52,8,413496396823,2440883732,1,1,"(0.4307035207748413, 0.15027444064617157)","(0.4620468020439148, 0.18287546932697296)",1,1,2.956695556640625,2.859848022460937,"(-88.88621520996094, -10.325634002685547, 660.5360717773438)","(-25.79024887084961, -16.577545166015625, 663.7320556640625)","(-23.74303436279297, 173.1609344482422, 52.3836555480957)","(-12.881454467773438, 167.18934631347656, 50.210205078125)",POINT (0.446375161409378 0.1665749549865723),,,,,,,,,,,1,,
