,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,24,21,153094209037,2354913371,1,1,"(0.5913049578666687, 0.08973246812820435)","(0.602294385433197, 0.02132982574403286)",1,1,3.452056884765625,3.937301635742188,"(-44.24417495727539, 33.43272399902344, 610.53369140625)","(19.516101837158203, 35.31970977783203, 610.4337768554688)","(31.91123390197754, 184.25047302246094, 56.41990661621094)","(35.71946334838867, 196.77987670898438, 60.98023223876953)",POINT (0.5967996716499329 0.0555311469361186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094225704,2354930037,1,1,"(0.5902136564254761, 0.047038733959198)","(0.6051329970359802, 0.0010254059452563524)",1,1,3.4066925048828125,3.87420654296875,"(-44.22058868408203, 33.4420166015625, 610.5357666015625)","(19.538833618164062, 35.32819366455078, 610.4329833984375)","(31.533052444458008, 192.07073974609375, 59.2662467956543)","(36.70317077636719, 200.49905395507812, 62.33392333984375)",POINT (0.5976733267307281 0.0240320699522272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094242370,2354946703,1,1,"(0.5922248363494873, 0.02687644399702549)","(0.6050766706466675, 0.02696593850851059)",1,1,3.360321044921875,3.9483795166015625,"(-44.21266555786133, 33.456939697265625, 610.6317138671875)","(19.551450729370117, 35.33763885498047, 610.4111938476562)","(32.22999572753906, 195.76390075683594, 60.6104736328125)","(36.683624267578125, 195.74749755859375, 60.60447692871094)",POINT (0.5986507534980774 0.026921191252768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094259038,2354963370,1,1,"(0.5946882367134094, 0.17527936398983002)","(0.6048874258995056, 0.031137563288211823)",1,1,3.633026123046875,3.927566528320313,"(-44.18623352050781, 33.469398498535156, 610.5828857421875)","(19.577022552490234, 35.362159729003906, 610.4615478515625)","(33.08365249633789, 168.5807647705078, 50.71657180786133)","(36.618064880371094, 194.98338317871094, 60.326385498046875)",POINT (0.5997878313064575 0.1032084636390209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094275705,2354980037,1,1,"(0.5918019413948059, 0.021359669044613838)","(0.599977433681488, 0.04693374037742615)",1,1,3.3638916015625,3.97283935546875,"(-44.18333435058594, 33.481727600097656, 610.5216064453125)","(19.5849609375, 35.387359619140625, 610.5647583007812)","(32.08344650268555, 196.7744140625, 60.978271484375)","(34.91656494140625, 192.0899658203125, 59.273292541503906)",POINT (0.595889687538147 0.03414670471102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094292372,2354996704,1,1,"(0.5892858505249023, 0.14195364713668823)","(0.6029521822929382, 0.0037695178762078285)",1,1,3.566268920898437,3.854660034179688,"(-44.19707489013672, 33.51620864868164, 610.5829467773438)","(19.608905792236328, 35.44353103637695, 610.8112182617188)","(31.211528778076172, 174.68504333496094, 52.938377380371094)","(35.9473991394043, 199.99642944335938, 62.150970458984375)",POINT (0.5961190164089203 0.072861582506448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094309041,2355013372,1,1,"(0.5944337248802185, 0.09488707035779953)","(0.5995849967002869, 0.07317009568214417)",1,1,3.594345092773437,3.932525634765625,"(-44.22657775878906, 33.603641510009766, 610.6843872070312)","(19.64739990234375, 35.55927658081055, 610.881591796875)","(32.99546432495117, 183.30628967285156, 56.07628631591797)","(34.78056716918945, 187.2842254638672, 57.524112701416016)",POINT (0.5970093607902527 0.0840285830199718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094459052,2355163379,1,1,"(0.5035775899887085, 0.12375319004058838)","(0.5129304528236389, 0.08830630034208298)",1,1,3.48724365234375,3.9486083984375,"(-44.390411376953125, 33.71465301513672, 610.5811767578125)","(19.553627014160156, 35.65862274169922, 611.206298828125)","(1.5104976892471313, 178.01885986328125, 54.15177917480469)","(4.751607418060303, 184.51170349121094, 56.515010833740234)",POINT (0.5082540214061737 0.1060297451913357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094475720,2355180047,1,1,"(0.4754161536693573, 0.030617207288742065)","(0.5150147080421448, 0.006947026122361422)",1,1,3.476409912109375,4.003677368164063,"(-44.39219665527344, 33.74230194091797, 610.611328125)","(19.54922866821289, 35.65739440917969, 611.0928955078125)","(-8.248480796813965, 195.07870483398438, 60.361061096191406)","(5.473856449127197, 199.4143829345703, 61.93912887573242)",POINT (0.495215430855751 0.0187821167055517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,21,153094492386,2355196712,1,1,"(0.47595012187957764, 0.11741197854280472)","(0.5045416355133057, 0.0641937106847763)",1,1,3.547119140625,3.986724853515625,"(-44.414188385009766, 33.79123306274414, 610.7844848632812)","(19.533065795898438, 35.68790054321289, 610.9593505859375)","(-8.063437461853027, 179.1803741455078, 54.574562072753906)","(1.8445680141448975, 188.92843627929688, 58.122581481933594)",POINT (0.4902458786964416 0.0908028446137905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
