,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,9,30,180416361071,6582395140,1,1,"(0.45955079793930054, 0.24341411888599396)","(0.5209695100784302, 0.13538342714309692)",1,1,2.9678192138671875,2.9923248291015625,"(-37.61371994018555, -17.446186065673828, 680.5301513671875)","(30.80880355834961, -18.29958724975586, 683.0419921875)","(-15.59587574005127, 155.69598388671875, 46.02688980102539)","(5.625830173492432, 175.42636108398438, 53.20818328857422)",POINT (0.4902601540088654 0.1893987730145454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,30,180416377738,6582411807,1,1,"(0.46714070439338684, 0.31294283270835876)","(0.5218458771705627, 0.10155247151851654)",1,1,3.147674560546875,2.900787353515625,"(-37.62226867675781, -17.44296646118164, 680.3231811523438)","(30.7926025390625, -18.302043914794922, 683.056396484375)","(-12.973372459411621, 142.99746704101562, 41.40507507324219)","(5.928629398345947, 181.6051483154297, 55.45703125)",POINT (0.4944932907819748 0.2072476521134376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,30,180416394406,6582428474,1,1,"(0.46479830145835876, 0.2706585228443146)","(0.5263510942459106, 0.1144719198346138)",1,1,3.037322998046875,2.9074859619140625,"(-37.63397216796875, -17.456539154052734, 680.3348999023438)","(30.773469924926758, -18.3125, 683.1361083984375)","(-13.782729148864746, 150.72012329101562, 44.21588897705078)","(7.485323905944824, 179.24557495117188, 54.598262786865234)",POINT (0.4955746978521347 0.1925652213394642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,30,180416411073,6582445141,1,1,"(0.4674696624279022, 0.2977198660373688)","(0.5224223136901855, 0.15459340810775757)",1,1,3.075408935546875,3.018173217773437,"(-37.64936065673828, -17.459266662597656, 680.3457641601562)","(30.76049041748047, -18.324630737304688, 683.3060913085938)","(-12.859713554382324, 145.7777557373047, 42.4169807434082)","(6.127813816070557, 171.9179229736328, 51.93119430541992)",POINT (0.4949459880590439 0.2261566370725632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,30,180416427740,6582461807,1,1,"(0.46808600425720215, 0.2810487151145935)","(0.5227489471435547, 0.14602188766002655)",1,1,3.031982421875,3.0013427734375,"(-37.678199768066406, -17.472209930419922, 680.3931884765625)","(30.745267868041992, -18.339950561523438, 683.4503173828125)","(-12.646742820739746, 148.822509765625, 43.52518081665039)","(6.240672588348389, 173.48338317871094, 52.500999450683594)",POINT (0.4954174757003784 0.21353530138731),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,30,180416444407,6582478474,1,1,"(0.46869775652885437, 0.25132256746292114)","(0.5267224907875061, 0.11252231150865555)",1,1,2.9686279296875,2.9255828857421875,"(-37.69529342651367, -17.485307693481445, 680.456787109375)","(30.737545013427734, -18.354251861572266, 683.4765625)","(-12.435369491577148, 154.25160217285156, 45.5012092590332)","(7.613661289215088, 179.60162353515625, 54.727867126464844)",POINT (0.4977101236581802 0.1819224394857884),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,30,180416461083,6582495149,1,1,"(0.47233977913856506, 0.3147796392440796)","(0.5153279900550842, 0.14617827534675598)",1,1,3.125213623046875,3.012680053710937,"(-37.703392028808594, -17.493858337402344, 680.5074462890625)","(30.732423782348633, -18.360187530517578, 683.4768676757812)","(-11.176953315734863, 142.66200256347656, 41.282928466796875)","(3.676544189453125, 173.45481872558594, 52.4906005859375)",POINT (0.4938338845968246 0.2304789572954178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,30,180416477741,6582511807,1,1,"(0.4670676290988922, 0.2707516551017761)","(0.5256245732307434, 0.10656959563493729)",1,1,3.0373992919921875,2.9181060791015625,"(-37.72209167480469, -17.48163604736328, 680.6468505859375)","(30.725669860839844, -18.34815788269043, 683.4907836914062)","(-12.998632431030273, 150.70314025878906, 44.20965576171875)","(7.234284400939941, 180.68882751464844, 55.123565673828125)",POINT (0.4963461011648178 0.1886606253683567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,30,180416494414,6582528479,1,1,"(0.46937328577041626, 0.28248199820518494)","(0.514765739440918, 0.18192939460277557)",1,1,3.064788818359375,3.045928955078125,"(-37.74211502075195, -17.4754638671875, 680.7342529296875)","(30.71368408203125, -18.347457885742188, 683.5309448242188)","(-12.201967239379883, 148.56076049804688, 43.429874420166016)","(3.4822819232940674, 166.92535400390625, 50.11407470703125)",POINT (0.4920695126056671 0.2322056964039803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,30,180416511080,6582545145,1,1,"(0.4743630886077881, 0.2421989142894745)","(0.520369827747345, 0.09641092270612717)",1,1,2.9861602783203125,2.9039459228515625,"(-37.75276184082031, -17.455188751220703, 680.7589721679688)","(30.71062469482422, -18.328269958496094, 683.5830078125)","(-10.477853775024414, 155.91790771484375, 46.10770034790039)","(5.418642997741699, 182.54417419433594, 55.79883575439453)",POINT (0.4973664581775665 0.1693049184978008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,30,180416527747,6582561811,1,1,"(0.46345046162605286, 0.23487204313278198)","(0.527566134929657, 0.10588017851114273)",1,1,2.949371337890625,2.91851806640625,"(-37.7828369140625, -17.438310623168945, 680.8455810546875)","(30.69287872314453, -18.315109252929688, 683.6883544921875)","(-14.248438835144043, 157.25607299804688, 46.59474182128906)","(7.90512228012085, 180.8147430419922, 55.169403076171875)",POINT (0.4955082982778549 0.1703761108219624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
