,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,9,7,179450565088,5616627937,1,1,"(0.4371987581253052, 0.13142849504947662)","(0.5044294595718384, 0.2902009189128876)",1,1,3.231414794921875,3.3047332763671875,"(-36.71562194824219, -47.32177734375, 744.1212768554688)","(31.651039123535156, -46.24909973144531, 747.7623291015625)","(-23.319072723388672, 176.148681640625, 53.471073150634766)","(-0.08917080610990524, 147.15098571777344, 42.916786193847656)",POINT (0.4708141088485718 0.2108147069811821),,,,,,,,,,,,,,,,,,,,,,,
0,9,7,179450581755,5616644603,1,1,"(0.4568318724632263, 0.2117866724729538)","(0.49936947226524353, 0.28809019923210144)",1,1,3.3508758544921875,3.334320068359375,"(-36.678627014160156, -47.32538604736328, 744.1107177734375)","(31.711090087890625, -46.2840461730957, 747.880859375)","(-16.53533935546875, 161.47230529785156, 48.129356384277344)","(-1.837520718574524, 147.53648376464844, 43.05710220336914)",POINT (0.4781006723642349 0.2499384358525276),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450598422,5616661270,1,1,"(0.4650447964668274, 0.24789376556873322)","(0.5083228945732117, 0.2761963903903961)",1,1,3.400863647460937,3.301498413085937,"(-36.660301208496094, -47.33368682861328, 744.0966186523438)","(31.75992202758789, -46.321868896484375, 747.9378662109375)","(-13.697566986083984, 154.87783813476562, 45.729129791259766)","(1.2561246156692505, 149.708740234375, 43.847713470458984)",POINT (0.4866838455200195 0.2620450779795647),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450615088,5616677935,1,1,"(0.47239890694618225, 0.21920497715473175)","(0.5018985271453857, 0.27292123436927795)",1,1,3.31890869140625,3.3052215576171875,"(-36.66172790527344, -47.31636428833008, 744.1124267578125)","(31.78458023071289, -46.32957458496094, 747.872802734375)","(-11.156521797180176, 160.11744689941406, 47.63622283935547)","(-0.9636596441268921, 150.30690002441406, 44.065433502197266)",POINT (0.487148717045784 0.2460631057620048),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450631755,5616694602,1,1,"(0.45357802510261536, 0.08314872533082962)","(0.5048103332519531, 0.2809491455554962)",1,1,3.103866577148437,3.3269195556640625,"(-36.679622650146484, -47.30984115600586, 744.0498046875)","(31.780248641967773, -46.338050842285156, 747.9034423828125)","(-17.65962791442871, 184.96632385253906, 56.68043899536133)","(0.04242194816470146, 148.84071350097656, 43.53178787231445)",POINT (0.4791941791772842 0.1820489354431629),,,,,,,,,,,,,,,,,,,,,1,,
0,9,7,179450648423,5616711269,1,1,"(0.4626653790473938, 0.23827005922794342)","(0.5081745982170105, 0.28312408924102783)",1,1,3.340194702148437,3.3232421875,"(-36.69828414916992, -47.323482513427734, 744.1853637695312)","(31.74665641784668, -46.32184600830078, 747.6749877929688)","(-14.51970386505127, 156.6354522705078, 46.368896484375)","(1.2048709392547607, 148.4434814453125, 43.3871955871582)",POINT (0.4854199886322022 0.2606970742344856),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450665089,5616727935,1,1,"(0.4610936641693115, 0.17559361457824707)","(0.505734920501709, 0.2885356545448303)",1,1,3.27215576171875,3.3581695556640625,"(-36.778099060058594, -47.33753967285156, 744.4989013671875)","(31.702383041381836, -46.316497802734375, 747.4780883789062)","(-15.062771797180176, 168.08248901367188, 50.535247802734375)","(0.36191439628601074, 147.4551239013672, 43.02749252319336)",POINT (0.4834142923355102 0.2320646345615387),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450681759,5616744604,1,1,"(0.4645814597606659, 0.19805483520030975)","(0.5103597044944763, 0.2856694161891937)",1,1,3.2938232421875,3.340972900390625,"(-36.85513687133789, -47.374691009521484, 745.0885009765625)","(31.68487548828125, -46.32564926147461, 747.820068359375)","(-13.85765266418457, 163.98025512695312, 49.042144775390625)","(1.9598913192749023, 147.97860717773438, 43.218021392822266)",POINT (0.4874705821275711 0.2418621256947517),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450698426,5616761271,1,1,"(0.4584469497203827, 0.19506026804447174)","(0.5060278177261353, 0.27071183919906616)",1,1,3.24041748046875,3.285003662109375,"(-36.89375686645508, -47.380828857421875, 745.0853881835938)","(31.658340454101562, -46.325531005859375, 747.9622802734375)","(-15.977300643920898, 164.52716064453125, 49.241214752197266)","(0.46311745047569275, 150.7104034423828, 44.21231460571289)",POINT (0.482237383723259 0.232886053621769),,,,,,,,,,,,,,,,,,,,,1,1,
0,9,7,179450715093,5616777937,1,1,"(0.47063782811164856, 0.2600238025188446)","(0.5070143938064575, 0.27269941568374634)",1,1,3.353744506835937,3.2943267822265625,"(-36.879459381103516, -47.512306213378906, 744.2176513671875)","(31.616989135742188, -46.32513427734375, 748.1522216796875)","(-11.765026092529297, 152.66246032714844, 44.92274856567383)","(0.8040110468864441, 150.34742736816406, 44.08013153076172)",POINT (0.488826110959053 0.2663616091012955),,,,,,,,,,,,,,,,,,,,,1,1,
