,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,45,13,77106161256,7485027631,1,1,"(0.5279989242553711, 0.34346193075180054)","(0.45974719524383545, 0.2675086557865143)",1,1,3.1607666015625,3.485595703125,"(-30.4329833984375, 13.6041841506958, 586.159423828125)","(29.31853485107422, 10.486470222473145, 591.884521484375)","(8.0546875, 137.42356872558594, 39.37628173828125)","(-15.528010368347168, 151.29542541503906, 44.42523956298828)",POINT (0.4938730597496033 0.3054852932691574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,13,77106177923,7485044298,1,1,"(0.5363959074020386, 0.3379078209400177)","(0.47288402915000916, 0.27499502897262573)",1,1,3.1599578857421875,3.482177734375,"(-30.493755340576172, 13.483238220214844, 586.2874145507812)","(29.264060974121094, 10.358899116516113, 592.09375)","(10.956060409545898, 138.43795776367188, 39.74549865722656)","(-10.988909721374512, 149.9281463623047, 43.92760467529297)",POINT (0.5046399682760239 0.3064514249563217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,13,77106194591,7485060965,1,1,"(0.5319194793701172, 0.3261571526527405)","(0.4708920121192932, 0.2608523964881897)",1,1,3.1389312744140625,3.4765625,"(-30.59444808959961, 13.3626070022583, 586.4310913085938)","(29.18311309814453, 10.240530014038086, 592.207763671875)","(9.409351348876953, 140.58404541015625, 40.52664566040039)","(-11.677214622497559, 152.51109313964844, 44.86775207519531)",POINT (0.5014057457447052 0.2935047745704651),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,
0,45,13,77106211258,7485077632,1,1,"(0.5258602499961853, 0.35273265838623047)","(0.47378280758857727, 0.228516086935997)",1,1,3.1703643798828125,3.431015014648437,"(-30.713394165039062, 13.29518985748291, 586.60205078125)","(29.066314697265625, 10.176353454589844, 592.2185668945312)","(7.3157124519348145, 135.7303924560547, 38.760032653808594)","(-10.678354263305664, 158.4169158935547, 47.0172233581543)",POINT (0.4998215287923813 0.2906243726611137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,13,77106227925,7485094298,1,1,"(0.5389513373374939, 0.33137738704681396)","(0.46317920088768005, 0.2712458670139313)",1,1,3.1418609619140625,3.4835357666015625,"(-30.858245849609375, 13.224640846252441, 586.6844482421875)","(28.94033432006836, 10.179193496704102, 592.3748779296875)","(11.83901596069336, 139.6306610107422, 40.17960739135742)","(-14.34217643737793, 150.6128692626953, 44.17683410644531)",POINT (0.501065269112587 0.3013116270303726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,13,77106244598,7485110971,1,1,"(0.531877875328064, 0.3338939845561981)","(0.4720410108566284, 0.28285205364227295)",1,1,3.177581787109375,3.5099334716796875,"(-31.005659103393555, 13.17306900024414, 586.8322143554688)","(28.796260833740234, 10.192648887634277, 592.3868408203125)","(9.394938468933105, 139.1710205078125, 40.01231384277344)","(-11.280182838439941, 148.4931640625, 43.40530014038086)",POINT (0.5019594430923462 0.3083730190992355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,13,77106261266,7485127638,1,1,"(0.533855676651001, 0.30664363503456116)","(0.4705614745616913, 0.26269590854644775)",1,1,3.1402130126953125,3.496185302734375,"(-31.144779205322266, 13.136220932006836, 586.9904174804688)","(28.65575408935547, 10.213122367858887, 592.48681640625)","(10.078347206115723, 144.14796447753906, 41.82374572753906)","(-11.79140853881836, 152.17440795898438, 44.74517822265625)",POINT (0.5022085756063461 0.2846697717905045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,45,13,77106277932,7485144304,1,1,"(0.5359229445457458, 0.34650349617004395)","(0.46099188923835754, 0.25592419505119324)",1,1,3.200408935546875,3.4838409423828125,"(-31.269062042236328, 13.122438430786133, 586.8930053710938)","(28.529094696044922, 10.261789321899414, 592.5850830078125)","(10.792645454406738, 136.86805725097656, 39.174110412597656)","(-15.097943305969238, 153.41119384765625, 45.1953010559082)",POINT (0.4984574168920517 0.3012138456106186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,13,77106294600,7485160971,1,1,"(0.5285724401473999, 0.3507847189903259)","(0.46709078550338745, 0.2637576460838318)",1,1,3.2041473388671875,3.527572631835937,"(-31.407466888427734, 13.107547760009766, 587.0140380859375)","(28.40088653564453, 10.297401428222656, 592.791015625)","(8.25284481048584, 136.08615112304688, 38.88953399658203)","(-12.990625381469727, 151.98049926757812, 44.67461395263672)",POINT (0.4978316128253937 0.3072711825370789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,13,77106311267,7485177638,1,1,"(0.5353469252586365, 0.338936448097229)","(0.466240793466568, 0.23699480295181274)",1,1,3.209381103515625,3.462493896484375,"(-31.549373626708984, 13.112393379211426, 587.125)","(28.263042449951172, 10.363811492919922, 592.822021484375)","(10.593616485595703, 138.25009155273438, 39.67713928222656)","(-13.284326553344727, 156.86837768554688, 46.45366668701172)",POINT (0.5007938593626022 0.2879656255245209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
