,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,6,3,3519511317,3738051872,1,1,"(0.4441308081150055, 0.8394061326980591)","(0.4237803518772125, 0.8262335658073425)",1,1,2.42852783203125,2.5160064697265625,"(-39.808650970458984, -47.637847900390625, 597.2755126953125)","(22.201358795166016, -47.644012451171875, 596.3693237304688)","(-19.090003967285156, 46.93178176879883, 6.440033912658691)","(-26.14216423034668, 49.3446159362793, 7.318190574645996)",POINT (0.433955579996109 0.8328198492527008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,3,3519527983,3738068538,1,1,"(0.44299617409706116, 0.7266284823417664)","(0.4299580454826355, 0.7522655129432678)",1,1,2.4259490966796875,2.5316162109375,"(-39.784908294677734, -47.29109191894531, 597.1780395507812)","(22.221120834350586, -47.303672790527344, 596.31005859375)","(-19.483190536499023, 67.58942413330078, 13.958767890930176)","(-24.001380920410156, 62.89345169067383, 12.2495698928833)",POINT (0.4364771097898483 0.7394469976425171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,3,3519544651,3738085205,1,1,"(0.44533771276474, 0.44239869713783264)","(0.4554997980594635, 0.432751327753067)",1,1,2.513671875,2.5556793212890625,"(-39.68521499633789, -46.57097625732422, 597.66552734375)","(22.226123809814453, -46.609153747558594, 596.9012451171875)","(-18.6717529296875, 119.65216064453125, 32.90800857543945)","(-15.150218963623047, 121.41925048828125, 33.55128479003906)",POINT (0.4504187554121018 0.4375750124454498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,3,3519561318,3738101872,1,1,"(0.44285160303115845, 0.27123168110847473)","(0.4599047303199768, 0.2553746998310089)",1,1,2.508285522460937,2.5880126953125,"(-39.59673309326172, -46.127044677734375, 597.8350219726562)","(22.221542358398438, -46.181396484375, 597.001220703125)","(-19.53328514099121, 151.00503540039062, 44.319557189941406)","(-13.623748779296875, 153.90957641601562, 45.37673568725586)",POINT (0.4513781666755676 0.2633031904697418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,6,3,3519577985,3738118538,1,1,"(0.45138034224510193, 0.29001227021217346)","(0.4440872073173523, 0.2608155906200409)",1,1,2.5467987060546875,2.600006103515625,"(-39.61077880859375, -46.14330291748047, 598.4720458984375)","(22.21642303466797, -46.159149169921875, 596.92236328125)","(-16.577754974365234, 147.56495666503906, 43.06752014160156)","(-19.10511016845703, 152.9129638671875, 45.01398849487305)",POINT (0.4477337747812271 0.2754139304161072),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,6,3,3519594652,3738135205,1,1,"(0.45672518014907837, 0.2934470474720001)","(0.4370238482952118, 0.27459031343460083)",1,1,2.541961669921875,2.5881805419921875,"(-39.614173889160156, -46.10047912597656, 598.012451171875)","(22.19693374633789, -46.12738800048828, 596.764892578125)","(-14.725580215454102, 146.93580627441406, 42.83851623535156)","(-21.552810668945312, 150.3898468017578, 44.095603942871094)",POINT (0.4468745142221451 0.2840186804533005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,6,3,3519611325,3738151877,1,1,"(0.4554891884326935, 0.29288455843925476)","(0.42904895544052124, 0.27319493889808655)",1,1,2.530258178710937,2.571136474609375,"(-39.63519287109375, -46.079124450683594, 597.7510986328125)","(22.192333221435547, -46.12075424194336, 596.76513671875)","(-15.153903007507324, 147.03884887695312, 42.875980377197266)","(-24.316404342651367, 150.64541625976562, 44.18868637084961)",POINT (0.4422690719366074 0.2830397486686706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,6,3,3519627991,3738168543,1,1,"(0.45785993337631226, 0.29537564516067505)","(0.43049973249435425, 0.2745817005634308)",1,1,2.5322723388671875,2.5702056884765625,"(-39.66764450073242, -46.07688903808594, 597.7864990234375)","(22.19143295288086, -46.129150390625, 596.8046875)","(-14.332358360290527, 146.58255004882812, 42.70991897583008)","(-23.81365203857422, 150.3914031982422, 44.09623336791992)",POINT (0.4441798329353332 0.2849786728620529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,6,3,3519644659,3738185210,1,1,"(0.45827096700668335, 0.3090894818305969)","(0.43116945028305054, 0.2781626880168915)",1,1,2.548248291015625,2.5650787353515625,"(-39.67839050292969, -46.03752136230469, 597.68603515625)","(22.18539810180664, -46.12224578857422, 596.7657470703125)","(-14.189908981323242, 144.070556640625, 41.795658111572266)","(-23.581571578979492, 149.73545837402344, 43.85750961303711)",POINT (0.4447202086448669 0.2936260849237442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,6,3,3519661326,3738201877,1,1,"(0.46041348576545715, 0.30641797184944153)","(0.43367278575897217, 0.2699964940547943)",1,1,2.5304412841796875,2.588104248046875,"(-39.68743896484375, -46.01548767089844, 597.6650390625)","(22.18814468383789, -46.12797164916992, 596.7452392578125)","(-13.447447776794434, 144.55990600585938, 41.9737548828125)","(-22.714073181152344, 151.2312774658203, 44.40193176269531)",POINT (0.4470431357622147 0.2882072329521179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
