,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,51,21,604178749630,9404205778,1,1,"(0.41848620772361755, 0.49492499232292175)","(0.4308081567287445, 0.3308902978897095)",1,1,2.622314453125,2.83721923828125,"(-70.19482421875, -18.391061782836914, 631.5665283203125)","(-13.993040084838867, -18.989578247070312, 629.97900390625)","(-29.784727096557617, 109.7608413696289, 29.307884216308594)","(-25.527198791503906, 139.71963500976562, 40.211917877197266)",POINT (0.424647182226181 0.4129076451063156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178766297,9404222445,1,1,"(0.41474372148513794, 0.5110148787498474)","(0.4285465180873871, 0.3240422010421753)",1,1,2.629669189453125,2.815185546875,"(-70.17176818847656, -18.390954971313477, 631.5015258789062)","(-13.969388961791992, -18.996299743652344, 629.9583740234375)","(-31.077852249145508, 106.82225799560547, 28.238265991210938)","(-26.308637619018555, 140.9703369140625, 40.66718673706055)",POINT (0.4216451197862625 0.4175285398960114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178782965,9404239112,1,1,"(0.4156438708305359, 0.5160454511642456)","(0.43141329288482666, 0.32934510707855225)",1,1,2.6120758056640625,2.8221893310546875,"(-70.18269348144531, -18.403907775878906, 631.6121826171875)","(-13.971083641052246, -18.9984073638916, 629.97998046875)","(-30.76682472229004, 105.90348052978516, 27.90390968322754)","(-25.318098068237305, 140.0018310546875, 40.314674377441406)",POINT (0.4235285818576813 0.4226952791213989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178799631,9404255778,1,1,"(0.4134940505027771, 0.46894562244415283)","(0.42911460995674133, 0.32646217942237854)",1,1,2.602264404296875,2.817352294921875,"(-70.17083740234375, -18.447551727294922, 631.5263061523438)","(-13.977676391601562, -19.006298065185547, 630.001708984375)","(-31.50963592529297, 114.50560760498047, 31.034908294677734)","(-26.11234474182129, 140.52835083007812, 40.50634002685547)",POINT (0.4213043302297592 0.3977039009332657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178816299,9404272445,1,1,"(0.41916319727897644, 0.4601503014564514)","(0.4312750995159149, 0.3233838379383087)",1,1,2.6044158935546875,2.8098297119140625,"(-70.19621276855469, -18.466167449951172, 631.679443359375)","(-13.981120109558105, -19.008403778076172, 630.0458984375)","(-29.550806045532227, 116.11198425292969, 31.619497299194336)","(-25.365840911865234, 141.09059143066406, 40.71091079711914)",POINT (0.4252191483974457 0.3917670696973801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178832967,9404289112,1,1,"(0.4266778826713562, 0.4606311321258545)","(0.43333229422569275, 0.3209903836250305)",1,1,2.6089324951171875,2.814300537109375,"(-70.2120361328125, -18.47510528564453, 631.7896728515625)","(-13.989420890808105, -19.005634307861328, 630.08935546875)","(-26.954301834106445, 116.0241470336914, 31.587600708007812)","(-24.6550350189209, 141.5277099609375, 40.870052337646484)",POINT (0.4300050884485245 0.3908107578754425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178849633,9404305778,1,1,"(0.41492727398872375, 0.4520786702632904)","(0.42840757966041565, 0.3238832354545593)",1,1,2.6262664794921875,2.8106842041015625,"(-70.22037506103516, -18.46529769897461, 631.8099365234375)","(-13.99041748046875, -19.00530242919922, 630.13330078125)","(-31.01443099975586, 117.58614349365234, 32.15610885620117)","(-26.356637954711914, 140.99935913085938, 40.67778396606445)",POINT (0.4216674268245697 0.3879809528589249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178866301,9404322445,1,1,"(0.4175317585468292, 0.4741922616958618)","(0.4302481412887573, 0.32339921593666077)",1,1,2.60107421875,2.795272827148437,"(-70.21092224121094, -18.443904876708984, 631.8575439453125)","(-13.979937553405762, -18.99799346923828, 630.1556396484375)","(-30.114513397216797, 113.54740142822266, 30.686086654663086)","(-25.72068214416504, 141.08775329589844, 40.70997619628906)",POINT (0.4238899499177933 0.3987957388162613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178882971,9404339115,1,1,"(0.42587459087371826, 0.4665766656398773)","(0.4314340353012085, 0.3128410875797272)",1,1,2.6018524169921875,2.7751617431640625,"(-70.19307708740234, -18.434749603271484, 631.8844604492188)","(-13.958183288574219, -18.990497589111328, 630.0028076171875)","(-27.231855392456055, 114.93831634521484, 31.192258834838867)","(-25.310932159423828, 143.01605224609375, 41.41181945800781)",POINT (0.4286543130874634 0.3897088766098022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,21,604178899638,9404355781,1,1,"(0.4242498576641083, 0.46510329842567444)","(0.4218221604824066, 0.32015231251716614)",1,1,2.599609375,2.780426025390625,"(-70.14871215820312, -18.41752052307129, 631.8258056640625)","(-13.917642593383789, -18.973751068115234, 629.6097412109375)","(-27.793243408203125, 115.20738220214844, 31.2902774810791)","(-28.632078170776367, 141.68075561523438, 40.92580795288086)",POINT (0.4230360090732574 0.3926278054714203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
