,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,11,16,64414565279,613451810,1,1,"(0.526187002658844, 0.47819074988365173)","(0.48421648144721985, 0.531563401222229)",1,1,3.044921875,2.733551025390625,"(-45.539241790771484, -24.8696346282959, 684.0847778320312)","(18.971704483032227, -25.09040641784668, 689.5093994140625)","(9.345470428466797, 113.09608459472656, 30.521825790405273)","(-5.1988420486450195, 103.31973266601562, 26.96356201171875)",POINT (0.5052017420530319 0.5048770755529404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414581947,613468477,1,1,"(0.5221982002258301, 0.46060648560523987)","(0.475424200296402, 0.5407733917236328)",1,1,3.0185699462890625,2.7432403564453125,"(-45.5876350402832, -24.89690399169922, 684.0523071289062)","(18.921552658081055, -25.098539352416992, 689.3414306640625)","(7.963201999664307, 116.31700134277344, 31.694169998168945)","(-8.245683670043945, 101.63274383544922, 26.3494873046875)",POINT (0.498811200261116 0.5006899386644363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414598613,613485143,1,1,"(0.5173436999320984, 0.4639381468296051)","(0.48723214864730835, 0.5385854244232178)",1,1,2.997802734375,2.7440948486328125,"(-45.63974380493164, -24.89676284790039, 684.1489868164062)","(18.87177276611328, -25.092334747314453, 689.41015625)","(6.280959129333496, 115.70675659179688, 31.472002029418945)","(-4.153808116912842, 102.03349304199219, 26.495412826538086)",POINT (0.5022879242897034 0.5012617856264114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414615281,613501810,1,1,"(0.5167229175567627, 0.454910010099411)","(0.48383015394210815, 0.5728186964988708)",1,1,3.020751953125,2.770263671875,"(-45.712432861328125, -24.914047241210938, 684.3605346679688)","(18.80508041381836, -25.0847110748291, 689.2830810546875)","(6.065816402435303, 117.36042785644531, 32.07394790649414)","(-5.332729816436768, 95.762939453125, 24.213106155395508)",POINT (0.5002765357494354 0.5138643532991409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414631948,613518477,1,1,"(0.5200060606002808, 0.4577161967754364)","(0.4800388514995575, 0.5364766120910645)",1,1,3.007537841796875,2.754547119140625,"(-45.769554138183594, -24.905061721801758, 684.469970703125)","(18.76260757446289, -25.071395874023438, 689.6263427734375)","(7.203549861907959, 116.84642028808594, 31.88684844970703)","(-6.646547794342041, 102.41978454589844, 26.63597869873047)",POINT (0.5000224560499191 0.4970964044332504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414648615,613535143,1,1,"(0.5228342413902283, 0.46479976177215576)","(0.47404536604881287, 0.5307821035385132)",1,1,3.012542724609375,2.775543212890625,"(-45.81543731689453, -24.89375877380371, 684.267822265625)","(18.729164123535156, -25.06982421875, 689.6148681640625)","(8.183621406555176, 115.54891967773438, 31.41461181640625)","(-8.723506927490234, 103.46285247802734, 27.015626907348633)",POINT (0.4984398037195206 0.4977909326553345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414665286,613551814,1,1,"(0.522490382194519, 0.4643920660018921)","(0.47827771306037903, 0.5244529843330383)",1,1,3.006317138671875,2.774261474609375,"(-45.87177276611328, -24.89371109008789, 684.3772583007812)","(18.667926788330078, -25.05927085876465, 689.4346923828125)","(8.064475059509277, 115.62359619140625, 31.441797256469727)","(-7.256842136383057, 104.62217712402344, 27.43755531311035)",POINT (0.500384047627449 0.4944225251674652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414681954,613568481,1,1,"(0.5271691083908081, 0.467835009098053)","(0.48817890882492065, 0.5150434970855713)",1,1,3.0246734619140625,2.7700347900390625,"(-45.938636779785156, -24.897226333618164, 684.459228515625)","(18.595754623413086, -25.05061912536621, 689.5301513671875)","(9.685807228088379, 114.99295043945312, 31.21222496032715)","(-3.8257105350494385, 106.34571075439453, 28.064926147460938)",POINT (0.5076740086078644 0.4914392530918121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414698620,613585147,1,1,"(0.5199048519134521, 0.46507593989372253)","(0.48968663811683655, 0.5246214270591736)",1,1,3.0089874267578125,2.827499389648437,"(-45.994346618652344, -24.90041732788086, 684.4776000976562)","(18.543811798095703, -25.05333709716797, 689.7171630859375)","(7.168474197387695, 115.49833679199219, 31.396198272705078)","(-3.3032360076904297, 104.59131622314453, 27.42633628845215)",POINT (0.5047957450151443 0.4948486834764481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414715287,613601814,1,1,"(0.5268603563308716, 0.46241891384124756)","(0.4723321199417114, 0.512305498123169)",1,1,3.0095977783203125,2.792938232421875,"(-46.03514862060547, -24.892719268798828, 684.2890014648438)","(18.50844955444336, -25.033987045288086, 689.6014404296875)","(9.578797340393066, 115.98503112792969, 31.573322296142578)","(-9.31721305847168, 106.84723663330078, 28.247419357299805)",POINT (0.4995962381362915 0.4873622059822082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414731955,613618481,1,1,"(0.525098979473114, 0.45943495631217957)","(0.48013582825660706, 0.5111052393913269)",1,1,2.9958953857421875,2.7650146484375,"(-46.122703552246094, -24.871171951293945, 684.446044921875)","(18.434417724609375, -24.978174209594727, 689.7241821289062)","(8.968438148498535, 116.5315933227539, 31.772281646728516)","(-6.612950801849365, 107.06709289550781, 28.327476501464844)",POINT (0.5026174038648605 0.4852700978517532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414748621,613635147,1,1,"(0.5264150500297546, 0.4874136447906494)","(0.4786137044429779, 0.5297009944915771)",1,1,3.008941650390625,2.7483367919921875,"(-46.195804595947266, -24.842308044433594, 684.5531005859375)","(18.3494873046875, -24.888973236083984, 689.558349609375)","(9.424508094787598, 111.40670776367188, 29.906936645507812)","(-7.140415668487549, 103.66087341308594, 27.087709426879883)",POINT (0.5025143772363663 0.5085573196411133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414765289,613651814,1,1,"(0.49104005098342896, 0.421921968460083)","(0.45245957374572754, 0.4335189461708069)",1,1,3.041107177734375,2.7618560791015625,"(-46.33023452758789, -24.719131469726562, 684.5599365234375)","(18.18548583984375, -24.77545928955078, 689.7896118164062)","(-2.834228515625, 123.40290832519531, 34.273223876953125)","(-16.203771591186523, 121.2786636352539, 33.50006866455078)",POINT (0.4717498123645782 0.427720457315445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,16,64414781956,613668481,1,1,"(0.4632435142993927, 0.2677934765815735)","(0.4333983063697815, 0.3113308548927307)",1,1,3.0357818603515625,2.7628326416015625,"(-46.45835494995117, -24.467571258544922, 684.736572265625)","(17.87298583984375, -24.439884185791016, 689.689208984375)","(-12.466737747192383, 151.63479614257812, 44.54879379272461)","(-22.809192657470703, 143.66001892089844, 41.64618682861328)",POINT (0.4483209103345871 0.2895621657371521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414798627,613685151,1,1,"(0.45334893465042114, 0.2621057331562042)","(0.42475518584251404, 0.2613881230354309)",1,1,3.03717041015625,2.755126953125,"(-46.556297302246094, -24.354442596435547, 684.591552734375)","(17.707324981689453, -24.366851806640625, 689.8148803710938)","(-15.895574569702148, 152.67665100097656, 44.92799758911133)","(-25.804357528686523, 152.80810546875, 44.975799560546875)",POINT (0.4390520602464676 0.2617469280958176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414815294,613701818,1,1,"(0.4456278383731842, 0.2575254440307617)","(0.40485432744026184, 0.26358693838119507)",1,1,3.052642822265625,2.7661590576171875,"(-46.72046661376953, -24.413585662841797, 684.8818359375)","(17.626056671142578, -24.376718521118164, 689.8848876953125)","(-18.57121467590332, 153.51564025878906, 45.23331832885742)","(-32.70072555541992, 152.40533447265625, 44.82921600341797)",POINT (0.425241082906723 0.2605561912059784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414831961,613718484,1,1,"(0.4525270462036133, 0.223490372300148)","(0.42561253905296326, 0.2411545068025589)",1,1,3.009521484375,2.7536163330078125,"(-46.85844802856445, -24.39952850341797, 684.8486328125)","(17.50404930114746, -24.341873168945312, 689.8126831054688)","(-16.180374145507812, 159.7498779296875, 47.50241470336914)","(-25.507244110107422, 156.51429748535156, 46.32478332519531)",POINT (0.4390697926282883 0.2323224395513534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,16,64414848628,613735151,1,1,"(0.4543790817260742, 0.25128093361854553)","(0.41405221819877625, 0.23780831694602966)",1,1,3.059799194335937,2.742919921875,"(-47.009193420410156, -24.384117126464844, 684.7220458984375)","(17.37841033935547, -24.28863525390625, 689.7938232421875)","(-15.538590431213379, 154.65943908691406, 45.649654388427734)","(-29.513320922851562, 157.12722778320312, 46.547889709472656)",POINT (0.4342156499624252 0.2445446252822876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414865296,613751818,1,1,"(0.45744815468788147, 0.24442608654499054)","(0.4163919687271118, 0.2704560160636902)",1,1,3.0470733642578125,2.7559051513671875,"(-47.170509338378906, -24.38495635986328, 684.9866333007812)","(17.25046157836914, -24.212421417236328, 689.800048828125)","(-14.475038528442383, 155.91505432128906, 46.10663604736328)","(-28.702516555786133, 151.1470947265625, 44.37128829956055)",POINT (0.4369200617074966 0.2574410513043404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414881963,613768485,1,1,"(0.4494633674621582, 0.23812852799892426)","(0.4133506715297699, 0.2866212725639343)",1,1,3.04583740234375,2.808685302734375,"(-47.30974578857422, -24.353553771972656, 684.9925537109375)","(17.128189086914062, -24.158462524414062, 689.8056030273438)","(-17.242063522338867, 157.06858825683594, 46.5264778137207)","(-29.756420135498047, 148.18609619140625, 43.29356384277344)",POINT (0.431407019495964 0.2623749002814293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414898630,613785151,1,1,"(0.4567776620388031, 0.2511947751045227)","(0.4225130081176758, 0.24415484070777893)",1,1,3.058868408203125,2.78936767578125,"(-47.45183563232422, -24.319477081298828, 684.880126953125)","(16.969039916992188, -24.12835693359375, 689.8135986328125)","(-14.707398414611816, 154.6752166748047, 45.655418395996094)","(-26.58135986328125, 155.96473693847656, 46.1247444152832)",POINT (0.4396453350782394 0.2476748079061508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414915297,613801818,1,1,"(0.4537266492843628, 0.2399054765701294)","(0.41507914662361145, 0.2512875497341156)",1,1,3.051116943359375,2.740219116210937,"(-47.591949462890625, -24.302734375, 685.0817260742188)","(16.858823776245117, -24.042171478271484, 689.7677001953125)","(-15.764679908752441, 156.7430877685547, 46.40803909301758)","(-29.15744400024414, 154.65821838378906, 45.64920425415039)",POINT (0.4344028979539871 0.2455965131521225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414931967,613818488,1,1,"(0.45347845554351807, 0.22681766748428345)","(0.41865232586860657, 0.25611603260040283)",1,1,3.02203369140625,2.741912841796875,"(-47.70521545410156, -24.288124084472656, 685.0515747070312)","(16.737152099609375, -23.952890396118164, 689.7864990234375)","(-15.850683212280273, 159.14039611816406, 47.280582427978516)","(-27.919214248657227, 153.77378845214844, 45.32731246948242)",POINT (0.4360653907060623 0.2414668500423431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,11,16,64414948635,613835155,1,1,"(0.44806405901908875, 0.22398506104946136)","(0.4163154661655426, 0.2570229470729828)",1,1,3.034164428710937,2.762847900390625,"(-47.8131103515625, -24.26991081237793, 685.1669921875)","(16.653770446777344, -23.928340911865234, 689.8425903320312)","(-17.72697639465332, 159.65927124023438, 47.469417572021484)","(-28.729026794433594, 153.607666015625, 45.26685333251953)",POINT (0.4321897625923157 0.2405040040612221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
