,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,21,14,172084514834,7498760030,1,1,"(0.46921488642692566, 0.20504143834114075)","(0.4781774580478668, 0.2542814016342163)",1,1,4.3970794677734375,4.277023315429688,"(-47.164772033691406, -20.434818267822266, 674.008544921875)","(18.210357666015625, -17.949111938476562, 677.40185546875)","(-10.397433280944824, 163.12918090820312, 48.7324104309082)","(-7.291592121124268, 154.10984802246094, 45.44961929321289)",POINT (0.4736961722373962 0.2296614199876785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084531498,7498776694,1,1,"(0.47222763299942017, 0.2110569179058075)","(0.4805825650691986, 0.24028128385543823)",1,1,4.3933868408203125,4.2997589111328125,"(-47.182945251464844, -20.424671173095703, 674.0821533203125)","(18.193347930908203, -17.937034606933594, 677.4026489257812)","(-9.353408813476562, 162.02731323242188, 48.33134460449219)","(-6.458137512207031, 156.6742706298828, 46.38298034667969)",POINT (0.4764050990343094 0.2256691008806229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084548165,7498793360,1,1,"(0.4696618318557739, 0.21110717952251434)","(0.4764004051685333, 0.2520805597305298)",1,1,4.425308227539063,4.3136138916015625,"(-47.216644287109375, -20.428916931152344, 674.229248046875)","(18.165983200073242, -17.93482208251953, 677.4549560546875)","(-10.242557525634766, 162.01809692382812, 48.327999114990234)","(-7.907405376434326, 154.51296997070312, 45.59635925292969)",POINT (0.4730311185121536 0.2315938696265221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,14,172084564833,7498810028,1,1,"(0.46898895502090454, 0.21432697772979736)","(0.4749853312969208, 0.24071377515792847)",1,1,4.4163360595703125,4.306808471679688,"(-47.22956085205078, -20.428401947021484, 674.2274780273438)","(18.14840316772461, -17.930034637451172, 677.4810791015625)","(-10.475733757019043, 161.42832946777344, 48.11335754394531)","(-8.397781372070312, 156.5950469970703, 46.354156494140625)",POINT (0.4719871431589127 0.2275203764438629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084581499,7498826694,1,1,"(0.4677952527999878, 0.2128603160381317)","(0.47495871782302856, 0.24858658015727997)",1,1,4.42822265625,4.337661743164063,"(-47.247047424316406, -20.443387985229492, 674.2628173828125)","(18.132375717163086, -17.943307876586914, 677.54541015625)","(-10.88940143585205, 161.69699096679688, 48.21110534667969)","(-8.407002449035645, 155.15296936035156, 45.829288482666016)",POINT (0.4713769853115082 0.2307234480977058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084598167,7498843361,1,1,"(0.46963027119636536, 0.209331676363945)","(0.4796443581581116, 0.2515801191329956)",1,1,4.444122314453125,4.335845947265625,"(-47.266197204589844, -20.427406311035156, 674.2600708007812)","(18.112110137939453, -17.920557022094727, 677.572021484375)","(-10.253499031066895, 162.34332275390625, 48.44639205932617)","(-6.783251762390137, 154.60462951660156, 45.62971878051758)",POINT (0.4746373146772385 0.2304558977484703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,14,172084614834,7498860028,1,1,"(0.46628180146217346, 0.20850017666816711)","(0.47861844301223755, 0.25433605909347534)",1,1,4.447433471679688,4.336837768554688,"(-47.274505615234375, -20.426013946533203, 674.22021484375)","(18.105167388916016, -17.923370361328125, 677.6358642578125)","(-11.413865089416504, 162.49563598632812, 48.501808166503906)","(-7.138768672943115, 154.09982299804688, 45.44597625732422)",POINT (0.4724501222372055 0.2314181178808212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,14,172084631501,7498876694,1,1,"(0.47207924723625183, 0.2136043757200241)","(0.47450682520866394, 0.2564437687397003)",1,1,4.4594268798828125,4.354095458984375,"(-47.28074264526367, -20.39474868774414, 674.2071533203125)","(18.10452651977539, -17.902400970458984, 677.6614990234375)","(-9.404840469360352, 161.56069946289062, 48.16152572631836)","(-8.563597679138184, 153.71377563476562, 45.305458068847656)",POINT (0.4732930362224579 0.2350240722298622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,14,172084648170,7498893363,1,1,"(0.4692148268222809, 0.2086344212293625)","(0.4698927402496338, 0.24860645830631256)",1,1,4.4638214111328125,4.375778198242188,"(-47.29591369628906, -20.371599197387695, 674.1922607421875)","(18.091386795043945, -17.893310546875, 677.712890625)","(-10.397453308105469, 162.47105407714844, 48.49285125732422)","(-10.16253662109375, 155.1493377685547, 45.82794189453125)",POINT (0.4695537835359573 0.2286204397678375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084664838,7498910030,1,1,"(0.46656355261802673, 0.22411710023880005)","(0.47635024785995483, 0.24732308089733124)",1,1,4.45013427734375,4.3531646728515625,"(-47.31318664550781, -20.3476505279541, 674.2910766601562)","(18.08267593383789, -17.871850967407227, 677.7388305664062)","(-11.316224098205566, 159.63507080078125, 47.46063232421875)","(-7.924788475036621, 155.38438415527344, 45.913570404052734)",POINT (0.4714569002389908 0.2357200905680656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,14,172084681504,7498926696,1,1,"(0.46897122263908386, 0.20267540216445923)","(0.47805842757225037, 0.2502126097679138)",1,1,4.466323852539063,4.385513305664063,"(-47.32831573486328, -20.35452651977539, 674.3391723632812)","(18.071308135986328, -17.87656593322754, 677.828369140625)","(-10.481893539428711, 163.5625762939453, 48.890132904052734)","(-7.332846641540527, 154.85511779785156, 45.72090148925781)",POINT (0.4735148251056671 0.2264440059661865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084698172,7498943363,1,1,"(0.4684341549873352, 0.2073567658662796)","(0.47650235891342163, 0.24667400121688843)",1,1,4.477752685546875,4.3849945068359375,"(-47.365840911865234, -20.33456802368164, 674.41015625)","(18.03783416748047, -17.853904724121094, 677.9569702148438)","(-10.667996406555176, 162.70506286621094, 48.57807159423828)","(-7.872066020965576, 155.50328063964844, 45.956851959228516)",POINT (0.4724682569503784 0.227015383541584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084714838,7498960029,1,1,"(0.47113439440727234, 0.2090211659669876)","(0.47382670640945435, 0.25001367926597595)",1,1,4.4940948486328125,4.3854522705078125,"(-47.40013885498047, -20.35699462890625, 674.4432983398438)","(18.011592864990234, -17.866535186767578, 678.0220947265625)","(-9.732260704040527, 162.4002227783203, 48.46706008911133)","(-8.799277305603027, 154.8915557861328, 45.734130859375)",POINT (0.4724805504083633 0.2295174226164818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084731506,7498976696,1,1,"(0.4618738889694214, 0.20857363939285278)","(0.4760216772556305, 0.25444722175598145)",1,1,4.4712677001953125,4.407379150390625,"(-47.43464660644531, -20.364192962646484, 674.412841796875)","(17.976964950561523, -17.865970611572266, 678.0614013671875)","(-12.94136905670166, 162.482177734375, 48.49690628051758)","(-8.038640022277832, 154.07945251464844, 45.438575744628906)",POINT (0.4689477831125259 0.2315104305744171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,21,14,172084748181,7498993371,1,1,"(0.4634058475494385, 0.1966290920972824)","(0.47453945875167847, 0.25525912642478943)",1,1,4.465545654296875,4.402603149414063,"(-47.48128890991211, -20.39078712463379, 674.40625)","(17.928857803344727, -17.87835693359375, 677.9500732421875)","(-12.410476684570312, 164.6700897216797, 49.29322814941406)","(-8.552288055419922, 153.9307403564453, 45.384403228759766)",POINT (0.4689726531505585 0.2259441092610359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084764848,7499010037,1,1,"(0.4668680429458618, 0.20469368994235992)","(0.472238153219223, 0.2482226938009262)",1,1,4.5006256103515625,4.4063262939453125,"(-47.52362823486328, -20.398983001708984, 674.3999633789062)","(17.880828857421875, -17.87525749206543, 677.8129272460938)","(-11.210711479187012, 163.19288635253906, 48.75556945800781)","(-9.349782943725586, 155.21961975097656, 45.853546142578125)",POINT (0.4695530980825424 0.2264581918716431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,14,172084781515,7499026704,1,1,"(0.46220317482948303, 0.20938487350940704)","(0.4786181151866913, 0.2594587206840515)",1,1,4.510757446289063,4.422775268554688,"(-47.55681610107422, -20.437847137451172, 674.5221557617188)","(17.84600830078125, -17.89882469177246, 677.8912353515625)","(-12.827249526977539, 162.33358764648438, 48.44285202026367)","(-7.138871669769287, 153.1614990234375, 45.104461669921875)",POINT (0.4704106450080872 0.2344217970967293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
