,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,1,7,6924825577,18808421323,1,1,"(0.4724358320236206, 0.3881392478942871)","(0.4678068459033966, 0.3669312596321106)",1,1,3.02972412109375,3.168121337890625,"(-41.634788513183594, 8.59505844116211, 637.03466796875)","(17.69403076171875, 12.420008659362793, 638.8326416015625)","(-11.143762588500977, 129.2638397216797, 36.40640640258789)","(-12.743203163146973, 133.13722229003906, 37.8161735534668)",POINT (0.4701213389635086 0.3775352537631988),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924842244,18808437990,1,1,"(0.47987550497055054, 0.4104406535625458)","(0.46607884764671326, 0.3862515985965729)",1,1,3.0380401611328125,3.212738037109375,"(-41.636962890625, 8.639562606811523, 637.0133056640625)","(17.71721649169922, 12.444358825683594, 638.7974243164062)","(-8.57318115234375, 125.1907958984375, 34.92392349243164)","(-13.340269088745117, 129.60861206054688, 36.53187942504883)",POINT (0.4729771763086319 0.3983461260795593),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924858912,18808454657,1,1,"(0.48410189151763916, 0.3976425230503082)","(0.4635375142097473, 0.3737577199935913)",1,1,3.02508544921875,3.192291259765625,"(-41.65936279296875, 8.667604446411133, 637.0450439453125)","(17.706714630126953, 12.460542678833008, 638.7755737304688)","(-7.112858295440674, 127.5281982421875, 35.774681091308594)","(-14.218367576599121, 131.8904266357422, 37.36240768432617)",POINT (0.4738197028636932 0.3857001215219498),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924875579,18808471324,1,1,"(0.48448634147644043, 0.39369428157806396)","(0.46504950523376465, 0.3747342526912689)",1,1,2.996917724609375,3.2032928466796875,"(-41.68943405151367, 8.668132781982422, 637.0066528320312)","(17.676984786987305, 12.45662784576416, 638.5179443359375)","(-6.9800214767456055, 128.24928283691406, 36.037147521972656)","(-13.695941925048828, 131.71209716796875, 37.2974967956543)",POINT (0.4747679233551025 0.3842142671346664),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924892246,18808487990,1,1,"(0.4845477044582367, 0.3743578791618347)","(0.4729226529598236, 0.32097408175468445)",1,1,2.9906463623046875,3.132843017578125,"(-41.74728775024414, 8.652381896972656, 637.1454467773438)","(17.6324520111084, 12.447078704833984, 638.3055419921875)","(-6.958823204040527, 131.7808380126953, 37.322505950927734)","(-10.975560188293457, 141.5306854248047, 40.871177673339844)",POINT (0.4787351787090302 0.3476659804582596),,,,,,,,,,,,,,,,,,,,,,1,
0,1,7,6924908913,18808504657,1,1,"(0.4936792552471161, 0.3963678181171417)","(0.46038487553596497, 0.34683191776275635)",1,1,3.028350830078125,3.154815673828125,"(-41.80613708496094, 8.632659912109375, 637.284423828125)","(17.59932518005371, 12.452167510986328, 638.375)","(-3.8036389350891113, 127.76100158691406, 35.85942459106445)","(-15.30768871307373, 136.80809020996094, 39.15228271484375)",POINT (0.4770320653915405 0.371599867939949),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924925580,18808521323,1,1,"(0.4853364825248718, 0.3851037621498108)","(0.4555651545524597, 0.3886454105377197)",1,1,3.0421142578125,3.197357177734375,"(-41.831214904785156, 8.599154472351074, 637.1107177734375)","(17.573490142822266, 12.465778350830078, 638.545166015625)","(-6.686268329620361, 129.81825256347656, 36.60817337036133)","(-16.973011016845703, 129.17141723632812, 36.372745513916016)",POINT (0.4704508185386658 0.3868745863437653),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924942247,18808537990,1,1,"(0.47699615359306335, 0.35113561153411865)","(0.4566011130809784, 0.36779332160949707)",1,1,2.9589996337890625,3.19952392578125,"(-41.847511291503906, 8.570056915283203, 636.903564453125)","(17.5389404296875, 12.46479320526123, 638.68212890625)","(-9.568068504333496, 136.02207946777344, 38.86616516113281)","(-16.615066528320312, 132.9797821044922, 37.75886535644531)",POINT (0.4667986333370209 0.3594644665718079),,,,,,,,,,,,,,,,,,,,,,1,
0,1,7,6924958921,18808554663,1,1,"(0.47984376549720764, 0.3639194667339325)","(0.4638212323188782, 0.38372817635536194)",1,1,2.998321533203125,3.211517333984375,"(-41.871986389160156, 8.566709518432617, 637.0030517578125)","(17.50916290283203, 12.466476440429688, 638.6949462890625)","(-8.584148406982422, 133.68728637695312, 38.016387939453125)","(-14.120342254638672, 130.06947326660156, 36.699623107910156)",POINT (0.4718324989080429 0.3738238215446472),,,,,,,,,,,,,,,,,,,,,,,
0,1,7,6924975587,18808571329,1,1,"(0.4755373001098633, 0.3850119709968567)","(0.45935434103012085, 0.3711734116077423)",1,1,3.043441772460937,3.19842529296875,"(-41.87480163574219, 8.563854217529297, 637.036376953125)","(17.50633430480957, 12.467876434326172, 638.7515869140625)","(-10.072135925292969, 129.8350067138672, 36.61427307128906)","(-15.663759231567383, 132.3624267578125, 37.534217834472656)",POINT (0.4674458205699921 0.3780926913022995),,,,,,,,,,,,,,,,,,,,,,,
