,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,26,10,707495270,869946958,1,1,"(0.47353628277778625, 0.2437715381383896)","(0.48499712347984314, 0.18913553655147552)",1,1,3.323333740234375,3.1784210205078125,"(-71.89710998535156, 4.709817886352539, 596.2702026367188)","(-7.4922027587890625, 9.770358085632324, 600.8511962890625)","(-8.899925231933594, 156.03492736816406, 46.15032196044922)","(-4.928323268890381, 166.04269409179688, 49.79282760620117)",POINT (0.4792667031288147 0.2164535373449326),,,,,,,,,,,1.0,
0,26,10,707511936,869963624,1,1,"(0.4758347272872925, 0.24368824064731598)","(0.48062196373939514, 0.19295400381088257)",1,1,3.307647705078125,3.1646270751953125,"(-71.86189270019531, 4.743096828460693, 596.2684326171875)","(-7.432772636413574, 9.784767150878906, 600.8525390625)","(-8.103425979614258, 156.05020141601562, 46.15586471557617)","(-6.444487571716309, 165.34326171875, 49.53825759887695)",POINT (0.4782283455133438 0.2183211222290993),,,,,,,,,,,1.0,
0,26,10,707528604,869980291,1,1,"(0.47192350029945374, 0.25283631682395935)","(0.4780353009700775, 0.18677324056625366)",1,1,3.3111724853515625,3.1770782470703125,"(-71.82633972167969, 4.789795875549316, 596.2862548828125)","(-7.3847222328186035, 9.808938980102539, 600.7636108398438)","(-9.458807945251465, 154.37454223632812, 45.545963287353516)","(-7.340832233428955, 166.4753875732422, 49.95032501220703)",POINT (0.4749794006347656 0.2198047786951065),,,,,,,,,,,1.0,
0,26,10,707545271,869996958,1,1,"(0.47132909297943115, 0.2409447282552719)","(0.48384889960289, 0.18450485169887543)",1,1,3.3129425048828125,3.1729736328125,"(-71.80269622802734, 4.806318759918213, 596.2403564453125)","(-7.3640947341918945, 9.818346977233887, 600.654296875)","(-9.664807319641113, 156.552734375, 46.338783264160156)","(-5.326231956481934, 166.89089965820312, 50.10154342651367)",POINT (0.4775889962911606 0.2127247899770737),,,,,,,,,,,,
0,26,10,707561938,870013624,1,1,"(0.4753352403640747, 0.23905718326568604)","(0.48528122901916504, 0.18898747861385345)",1,1,3.2896270751953125,3.1688232421875,"(-71.78135681152344, 4.834590435028076, 596.3052978515625)","(-7.343011856079102, 9.849486351013184, 600.7347412109375)","(-8.276509284973145, 156.89846801757812, 46.464622497558594)","(-4.829885005950928, 166.06980895996094, 49.80270767211914)",POINT (0.4803082346916199 0.2140223309397697),,,,,,,,,,,1.0,
0,26,10,707578606,870030291,1,1,"(0.4685201942920685, 0.2443440705537796)","(0.48600131273269653, 0.19545888900756836)",1,1,3.3077545166015625,3.176666259765625,"(-71.74827575683594, 4.8510870933532715, 596.2515258789062)","(-7.325837135314941, 9.873905181884766, 600.8052368164062)","(-10.638176918029785, 155.93006896972656, 46.11212158203125)","(-4.580338478088379, 164.8844451904297, 49.37125015258789)",POINT (0.4772607535123825 0.219901479780674),,,,,,,,,,,1.0,
0,26,10,707595273,870046958,1,1,"(0.4741801917552948, 0.2409498691558838)","(0.4864633083343506, 0.19720706343650818)",1,1,3.2639923095703125,3.159515380859375,"(-71.73240661621094, 4.89190149307251, 596.2352294921875)","(-7.314025402069092, 9.912883758544922, 600.7857055664062)","(-8.676780700683594, 156.55178833007812, 46.33842086791992)","(-4.42022705078125, 164.56422424316406, 49.25468826293945)",POINT (0.4803217500448227 0.219078466296196),,,,,,,,,,,1.0,
0,26,10,707611947,870063632,1,1,"(0.47229334712028503, 0.2523728311061859)","(0.48783284425735474, 0.19333559274673462)",1,1,3.3043975830078125,3.1648712158203125,"(-71.71002960205078, 4.899057865142822, 596.2000732421875)","(-7.292270660400391, 9.909372329711914, 600.7763061523438)","(-9.330642700195312, 154.45944213867188, 45.57685852050781)","(-3.945631265640259, 165.2733612060547, 49.51280975341797)",POINT (0.4800630956888199 0.2228542119264603),,,,,,,,,,,1.0,
0,26,10,707628614,870080298,1,1,"(0.4774133265018463, 0.24619445204734802)","(0.4858566224575043, 0.1931891143321991)",1,1,3.297470092773437,3.1556549072265625,"(-71.70085906982422, 4.9158616065979, 596.2530517578125)","(-7.2671613693237305, 9.913406372070312, 600.7667236328125)","(-7.556387901306152, 155.5911407470703, 45.98876190185547)","(-4.630468845367432, 165.30018615722656, 49.5225944519043)",POINT (0.4816349744796753 0.2196917831897736),,,,,,,,,,,1.0,
0,26,10,707645282,870096965,1,1,"(0.4732173681259155, 0.2463783472776413)","(0.4836561381816864, 0.1975618153810501)",1,1,3.2952117919921875,3.15875244140625,"(-71.70275115966797, 4.914102554321289, 596.3028564453125)","(-7.261029243469238, 9.899101257324219, 600.7470703125)","(-9.010437965393066, 155.5574493408203, 45.97651672363281)","(-5.393009185791016, 164.49923706054688, 49.231040954589844)",POINT (0.478436753153801 0.2219700813293457),,,,,,,,,,,1.0,
