,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,std;.1,namespace.1,n>0.1,n==3.1,n=10.1,n--.1,n.1,main.1,int.1,int.2,if.1,for.1,cout.1,cout.2,countdown.1,break.1,aborted.1,<<.1,<<.2,<<.3,-----------.2,-----------.5,-----------.9,-----------.12,-----------.13,-----------.14,-----------.15,",.8",question,code,choices
0,52,17,413415708421,2360197599,1,1,"(0.452163428068161, 0.42757701873779297)","(0.4847583770751953, 0.4500107765197754)",1,1,3.400970458984375,3.2910308837890625,"(-90.11943817138672, -10.180870056152344, 660.7122802734375)","(-27.317241668701172, -16.305465698242188, 664.3634033203125)","(-16.306392669677734, 122.36705780029297, 33.89618682861328)","(-5.011059284210205, 118.25784301757812, 32.40052795410156)",POINT (0.4684609025716782 0.4387938976287842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413415725088,2360214265,1,1,"(0.4530546963214874, 0.43162837624549866)","(0.48390379548072815, 0.44216233491897583)",1,1,3.386093139648437,3.2722320556640625,"(-90.07440185546875, -10.212799072265625, 660.625)","(-27.290435791015625, -16.326358795166016, 664.4635620117188)","(-15.997537612915039, 121.62496185302734, 33.62609100341797)","(-5.3071980476379395, 119.69544982910156, 32.923797607421875)",POINT (0.4684792459011078 0.4368953555822372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413415741755,2360230932,1,1,"(0.45605483651161194, 0.4321209192276001)","(0.4814446270465851, 0.4504011571407318)",1,1,3.3999786376953125,3.2873077392578125,"(-90.068359375, -10.213720321655273, 660.6768188476562)","(-27.294872283935547, -16.332813262939453, 664.524658203125)","(-14.957881927490234, 121.53473663330078, 33.59327697753906)","(-6.159397125244141, 118.18634033203125, 32.374534606933594)",POINT (0.4687497317790985 0.441261038184166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413415758422,2360247598,1,1,"(0.45301347970962524, 0.43646395206451416)","(0.47926342487335205, 0.44465768337249756)",1,1,3.3925323486328125,3.2656402587890625,"(-90.0802001953125, -10.226619720458984, 660.6983642578125)","(-27.314804077148438, -16.346628189086914, 664.584228515625)","(-16.011817932128906, 120.73921966552734, 33.30371856689453)","(-6.915261268615723, 119.23836517333984, 32.7574462890625)",POINT (0.4661384522914886 0.4405608177185059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413415775092,2360264268,1,1,"(0.44433972239494324, 0.42416152358055115)","(0.47498318552970886, 0.4289974570274353)",1,1,3.3713836669921875,3.2712860107421875,"(-90.14140319824219, -10.219497680664062, 660.9189453125)","(-27.356082916259766, -16.32720947265625, 664.5439453125)","(-19.01760482788086, 122.99268341064453, 34.12388229370117)","(-8.398517608642578, 122.10687255859375, 33.80152130126953)",POINT (0.459661453962326 0.4265794903039932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413415791759,2360280935,1,1,"(0.41309854388237, 0.3225531280040741)","(0.4512573778629303, 0.3439052999019623)",1,1,3.349227905273437,3.2863311767578125,"(-90.22611999511719, -10.120344161987305, 660.906982421875)","(-27.499515533447266, -16.214487075805664, 664.7517700195312)","(-29.843799591064453, 141.6044158935547, 40.89802169799805)","(-16.62038230895996, 137.6933135986328, 39.474510192871094)",POINT (0.4321779608726502 0.3332292139530182),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
0,52,17,413415808426,2360297602,1,1,"(0.4186932146549225, 0.30032017827033997)","(0.44970789551734924, 0.30616170167922974)",1,1,3.378509521484375,3.2762603759765625,"(-90.24453735351562, -10.046554565429688, 661.039306640625)","(-27.541698455810547, -16.134422302246094, 664.8826293945312)","(-27.90505599975586, 145.67686462402344, 42.38024139404297)","(-17.15732765197754, 144.60687255859375, 41.99080276489258)",POINT (0.4342005550861359 0.3032409399747848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,17,413415825095,2360314270,1,1,"(0.41658177971839905, 0.3062891662120819)","(0.4492926001548767, 0.3061460256576538)",1,1,3.376693725585937,3.286224365234375,"(-90.27749633789062, -10.045694351196289, 661.1051025390625)","(-27.54119110107422, -16.13964080810547, 664.931884765625)","(-28.636730194091797, 144.58351135253906, 41.98231506347656)","(-17.30124282836914, 144.60972595214844, 41.99184799194336)",POINT (0.4329371899366379 0.3062175959348679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,17,413415841760,2360330935,1,1,"(0.4215676784515381, 0.29900220036506653)","(0.44591861963272095, 0.2856609523296356)",1,1,3.376815795898437,3.270370483398437,"(-90.28741455078125, -10.042348861694336, 661.1023559570312)","(-27.54340171813965, -16.12973403930664, 664.9559936523438)","(-26.9089412689209, 145.91827392578125, 42.468116760253906)","(-18.470460891723633, 148.3620147705078, 43.35758590698242)",POINT (0.4337431490421295 0.2923315763473511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413415858426,2360347601,1,1,"(0.41884905099868774, 0.28841376304626465)","(0.4483585059642792, 0.2909785211086273)",1,1,3.35931396484375,3.271270751953125,"(-90.28532409667969, -10.0292387008667, 661.1527099609375)","(-27.537418365478516, -16.12088394165039, 665.0301513671875)","(-27.851041793823242, 147.85777282714844, 43.17404556274414)","(-17.624950408935547, 147.3879852294922, 43.003055572509766)",POINT (0.4336037784814835 0.289696142077446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413415875094,2360364268,1,1,"(0.41507023572921753, 0.28158876299858093)","(0.4441380202770233, 0.2937129735946655)",1,1,3.36676025390625,3.290771484375,"(-90.2752685546875, -10.023310661315918, 661.1680908203125)","(-27.522735595703125, -16.120174407958984, 665.080322265625)","(-29.160552978515625, 149.10791015625, 43.629066467285156)","(-19.087491989135742, 146.88710021972656, 42.82080078125)",POINT (0.4296041280031204 0.2876508682966232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413415891761,2360380935,1,1,"(0.4188486933708191, 0.27905693650245667)","(0.45057186484336853, 0.2982666492462158)",1,1,3.357452392578125,3.288803100585937,"(-90.26756286621094, -10.024261474609375, 661.1830444335938)","(-27.507036209106445, -16.123332977294922, 665.0941162109375)","(-27.851171493530273, 149.57167053222656, 43.79787826538086)","(-16.85792350769043, 146.05299377441406, 42.51720428466797)",POINT (0.4347102791070938 0.2886617928743362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413415908436,2360397609,1,1,"(0.416289359331131, 0.2885717451572418)","(0.4486861824989319, 0.30365854501724243)",1,1,3.3736724853515625,3.286972045898437,"(-90.27711486816406, -10.02631950378418, 661.205322265625)","(-27.496110916137695, -16.119304656982422, 665.0336303710938)","(-28.738073348999023, 147.82884216308594, 43.163482666015625)","(-17.511388778686523, 145.06536865234375, 42.15769577026367)",POINT (0.4324877709150314 0.2961151450872421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413415925103,2360414276,1,1,"(0.41833463311195374, 0.29456114768981934)","(0.44695618748664856, 0.2922707200050354)",1,1,3.348114013671875,3.26446533203125,"(-90.30342102050781, -10.069053649902344, 661.2352905273438)","(-27.500953674316406, -16.116777420043945, 665.0577392578125)","(-28.029308319091797, 146.73171997070312, 42.764225006103516)","(-18.11090850830078, 147.1512908935547, 42.91691970825195)",POINT (0.4326454102993012 0.2934159338474274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413415941770,2360430942,1,1,"(0.4163866639137268, 0.31342706084251404)","(0.44822290539741516, 0.2981429696083069)",1,1,3.343414306640625,3.253936767578125,"(-90.30638885498047, -10.120952606201172, 661.1474609375)","(-27.498607635498047, -16.108718872070312, 665.0333862304688)","(-28.7043399810791, 143.27606201171875, 41.506412506103516)","(-17.67193603515625, 146.07566833496094, 42.52540588378906)",POINT (0.432304784655571 0.3057850152254105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,17,413415958440,2360447612,1,1,"(0.41747573018074036, 0.2991558015346527)","(0.45089131593704224, 0.29450950026512146)",1,1,3.3314208984375,3.2406768798828125,"(-90.29771423339844, -10.169004440307617, 661.074462890625)","(-27.489986419677734, -16.11301040649414, 665.0095825195312)","(-28.326953887939453, 145.89012145996094, 42.45791244506836)","(-16.74722671508789, 146.74119567871094, 42.767662048339844)",POINT (0.4341835230588913 0.2968326508998871),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,17,413415975107,2360464278,1,1,"(0.414343923330307, 0.30155742168426514)","(0.4471369981765747, 0.30020517110824585)",1,1,3.330322265625,3.234848022460937,"(-90.25746154785156, -10.191378593444824, 660.99853515625)","(-27.4581241607666, -16.10759735107422, 664.9754638671875)","(-29.412242889404297, 145.45022583007812, 42.29777145385742)","(-18.048233032226562, 145.6979217529297, 42.38792037963867)",POINT (0.4307404607534409 0.3008812963962555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,17,413415991773,2360480944,1,1,"(0.4478006064891815, 0.20215873420238495)","(0.4895593523979187, 0.12273862212896347)",1,1,3.3436737060546875,3.1253814697265625,"(-90.12284851074219, -10.085561752319336, 661.1240234375)","(-27.363895416259766, -16.00184440612793, 664.9711303710938)","(-17.818275451660156, 163.65721130371094, 48.92457580566406)","(-3.3473424911499023, 178.20469665527344, 54.21944046020508)",POINT (0.4686799794435501 0.1624486781656742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,17,413416008441,2360497611,1,1,"(0.44101864099502563, 0.17485012114048004)","(0.48556458950042725, 0.13453349471092224)",1,1,3.3594512939453125,3.197418212890625,"(-90.03458404541016, -10.027711868286133, 661.061279296875)","(-27.319826126098633, -15.939435958862305, 665.01123046875)","(-20.168474197387695, 168.6593780517578, 50.74519348144531)","(-4.73166561126709, 176.04421997070312, 53.43307876586914)",POINT (0.4632916152477264 0.1546918079257011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,52,17,413416025108,2360514278,1,1,"(0.4454236328601837, 0.14389772713184357)","(0.4851001501083374, 0.10516209900379181)",1,1,3.33935546875,3.1676025390625,"(-90.02676391601562, -10.063200950622559, 660.9508056640625)","(-27.28350067138672, -15.969253540039062, 664.9287719726562)","(-18.641984939575195, 174.32894897460938, 52.80879592895508)","(-4.892617225646973, 181.42420959472656, 55.39125061035156)",POINT (0.4652618914842606 0.1245299130678177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416041777,2360530947,1,1,"(0.45214179158210754, 0.12264316529035568)","(0.4825426936149597, 0.10825581103563309)",1,1,3.32635498046875,3.17645263671875,"(-90.00059509277344, -10.07459545135498, 660.8331298828125)","(-27.260765075683594, -15.970417022705078, 664.893798828125)","(-16.31389045715332, 178.22218322753906, 54.225799560546875)","(-5.778870582580566, 180.8575439453125, 55.184967041015625)",POINT (0.4673422425985336 0.1154494881629944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416058444,2360547613,1,1,"(0.4471740126609802, 0.12444628775119781)","(0.47459614276885986, 0.11721726506948471)",1,1,3.3297576904296875,3.18536376953125,"(-90.00580596923828, -10.07403564453125, 660.7566528320312)","(-27.253847122192383, -15.95068073272705, 664.833251953125)","(-18.035402297973633, 177.89190673828125, 54.10557174682617)","(-8.532642364501953, 179.21603393554688, 54.587562561035156)",POINT (0.46088507771492 0.1208317764103413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416075111,2360564280,1,1,"(0.4504413902759552, 0.11826714873313904)","(0.47967952489852905, 0.12033029645681381)",1,1,3.3119659423828125,3.20172119140625,"(-90.01056671142578, -10.076942443847656, 660.6927490234375)","(-27.24984359741211, -15.932573318481445, 664.7354736328125)","(-16.90315055847168, 179.0237274169922, 54.51757049560547)","(-6.771064758300781, 178.64584350585938, 54.37998962402344)",POINT (0.4650604575872421 0.1192987225949764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416091778,2360580946,1,1,"(0.44669196009635925, 0.13199135661125183)","(0.48299187421798706, 0.10643976181745529)",1,1,3.337142944335937,3.165008544921875,"(-89.99742889404297, -10.064697265625, 660.671142578125)","(-27.231319427490234, -15.912376403808594, 664.6759033203125)","(-18.202463150024414, 176.50987243652344, 53.60253143310547)","(-5.623219013214111, 181.190185546875, 55.30606460571289)",POINT (0.4648419171571732 0.1192155592143536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416108446,2360597614,1,1,"(0.44595080614089966, 0.1181996539235115)","(0.47684445977211, 0.09687935560941696)",1,1,3.3331298828125,3.1712646484375,"(-89.98558807373047, -10.054176330566406, 660.6494750976562)","(-27.20925521850586, -15.904335021972656, 664.5921020507812)","(-18.459299087524414, 179.03611755371094, 54.52203369140625)","(-7.753517150878906, 182.94137573242188, 55.94342803955078)",POINT (0.4613976329565048 0.1075395047664642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416125113,2360614280,1,1,"(0.4469052255153656, 0.12192067503929138)","(0.4773714244365692, 0.09816078096628189)",1,1,3.32794189453125,3.158920288085937,"(-89.94441223144531, -10.040367126464844, 660.561279296875)","(-27.170677185058594, -15.910572052001953, 664.5096435546875)","(-18.128555297851562, 178.35452270507812, 54.273948669433594)","(-7.5709123611450195, 182.7066650390625, 55.85799789428711)",POINT (0.4621383249759674 0.1100407280027866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416141779,2360630946,1,1,"(0.4409734904766083, 0.043915726244449615)","(0.4821462333202362, 0.11183645576238632)",1,1,3.223739624023437,3.1571502685546875,"(-89.9034194946289, -10.02358627319336, 660.59765625)","(-27.122974395751953, -15.910917282104492, 664.4522705078125)","(-20.184118270874023, 192.64279174804688, 59.474464416503906)","(-5.916263580322266, 180.20167541503906, 54.94626998901367)",POINT (0.4615598618984222 0.077876091003418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416158448,2360647614,1,1,"(0.4451969861984253, 0.1274896264076233)","(0.4831637442111969, 0.09286373853683472)",1,1,3.3084259033203125,3.12567138671875,"(-89.86628723144531, -10.0084810256958, 660.5454711914062)","(-27.077165603637695, -15.90860366821289, 664.4440307617188)","(-18.72052574157715, 177.33444213867188, 53.90269088745117)","(-5.563648700714111, 183.67691040039062, 56.21117401123047)",POINT (0.4641803652048111 0.110176682472229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416175116,2360664282,1,1,"(0.4477098882198334, 0.09710787981748581)","(0.4797408878803253, 0.10167991369962692)",1,1,3.271514892578125,3.1370391845703125,"(-89.82994842529297, -10.006887435913086, 660.5309448242188)","(-27.0257625579834, -15.914472579956055, 664.4360961914062)","(-17.84969711303711, 182.89950561523438, 55.928218841552734)","(-6.749804973602295, 182.0620574951172, 55.623390197753906)",POINT (0.4637253880500794 0.0993938967585564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416191783,2360680948,1,1,"(0.4456356465816498, 0.10714079439640045)","(0.48358529806137085, 0.10337429493665695)",1,1,3.2900848388671875,3.1313629150390625,"(-89.79122924804688, -10.004364013671875, 660.4920654296875)","(-26.99666404724121, -15.914295196533203, 664.4140014648438)","(-18.568525314331055, 181.06178283691406, 55.25931167602539)","(-5.417558670043945, 181.75167846679688, 55.510467529296875)",POINT (0.4646104723215103 0.1052575446665287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,17,413416208451,2360697616,1,1,"(0.47221770882606506, 0.2356168031692505)","(0.4990074038505554, 0.23166926205158234)",1,1,3.310791015625,3.14923095703125,"(-89.66362762451172, -10.169962882995605, 660.5161743164062)","(-26.999319076538086, -16.065895080566406, 664.3896484375)","(-9.356846809387207, 157.5286407470703, 46.693965911865234)","(-0.07325319200754166, 158.25173950195312, 46.9571533203125)",POINT (0.4856125563383102 0.2336430326104164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416225118,2360714282,1,1,"(0.4758034944534302, 0.2660224139690399)","(0.5031004548072815, 0.30666303634643555)",1,1,3.2504425048828125,3.1455535888671875,"(-89.5909194946289, -10.248849868774414, 660.474609375)","(-26.971628189086914, -16.1483097076416, 664.35546875)","(-8.114246368408203, 151.95921325683594, 44.66688919067383)","(1.3451354503631592, 144.51502990722656, 41.9574089050293)",POINT (0.4894519746303558 0.2863427251577377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416241784,2360730948,1,1,"(0.47337767481803894, 0.2794332504272461)","(0.5084348320960999, 0.2997036278247833)",1,1,3.244842529296875,3.1318511962890625,"(-89.63008880615234, -10.260293960571289, 660.5386352539062)","(-26.937028884887695, -16.156835556030273, 664.3585205078125)","(-8.954887390136719, 149.50274658203125, 43.77278137207031)","(3.1936991214752197, 145.78977966308594, 42.42140197753906)",POINT (0.4909062534570694 0.2895684391260147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416258452,2360747615,1,1,"(0.4760179817676544, 0.27110934257507324)","(0.5096395611763, 0.3024364411830902)",1,1,3.2205047607421875,3.1307373046875,"(-89.6248779296875, -10.259638786315918, 660.5526733398438)","(-26.928180694580078, -16.155296325683594, 664.3468017578125)","(-8.039926528930664, 151.02745056152344, 44.32771301269531)","(3.611187696456909, 145.2892303466797, 42.239173889160156)",POINT (0.4928287714719772 0.2867728918790817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416275119,2360764282,1,1,"(0.47656622529029846, 0.294679194688797)","(0.5077428817749023, 0.3077392280101776)",1,1,3.25909423828125,3.1236572265625,"(-89.62052154541016, -10.271928787231445, 660.529052734375)","(-26.921772003173828, -16.175495147705078, 664.34765625)","(-7.849935054779053, 146.7101287841797, 42.7563362121582)","(2.953908920288086, 144.31788635253906, 41.88564682006836)",POINT (0.4921545535326004 0.3012092113494873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,52,17,413416291786,2360780949,1,1,"(0.47004297375679016, 0.2977004051208496)","(0.5068373084068298, 0.2937540113925934)",1,1,3.263946533203125,3.089080810546875,"(-89.62260437011719, -10.274931907653809, 660.6162719726562)","(-26.913846969604492, -16.184358596801758, 664.3726806640625)","(-10.110479354858398, 146.15672302246094, 42.554908752441406)","(2.64011549949646, 146.87957763671875, 42.817989349365234)",POINT (0.48844014108181 0.2957272082567215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416308461,2360797623,1,1,"(0.47749555110931396, 0.27949050068855286)","(0.5097106099128723, 0.30195683240890503)",1,1,3.22662353515625,3.109619140625,"(-89.61663818359375, -10.292643547058105, 660.6053466796875)","(-26.911951065063477, -16.204967498779297, 664.421875)","(-7.527894020080566, 149.4922637939453, 43.76896286010742)","(3.63580322265625, 145.37705993652344, 42.27118682861328)",POINT (0.4936030805110931 0.2907236665487289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416325128,2360814290,1,1,"(0.4721470773220062, 0.2858947217464447)","(0.5100211501121521, 0.28952938318252563)",1,1,3.2268524169921875,3.05767822265625,"(-89.62306213378906, -10.300264358520508, 660.6534423828125)","(-26.909143447875977, -16.20277214050293, 664.4464111328125)","(-9.381330490112305, 148.31918334960938, 43.34199905395508)","(3.743433952331543, 147.65342712402344, 43.09966278076172)",POINT (0.4910841137170792 0.2877120524644852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416341796,2360830957,1,1,"(0.48234885931015015, 0.2898097634315491)","(0.5110127329826355, 0.29586225748062134)",1,1,3.2324676513671875,3.0666046142578125,"(-89.61856079101562, -10.313972473144531, 660.6298217773438)","(-26.905115127563477, -16.216341018676758, 664.4591064453125)","(-5.846041202545166, 147.60205078125, 43.08097457885742)","(4.087020397186279, 146.49342346191406, 42.67746353149414)",POINT (0.4966807961463928 0.2928360104560852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,52,17,413416358462,2360847623,1,1,"(0.471983402967453, 0.303041011095047)","(0.5045984387397766, 0.28641197085380554)",1,1,3.1818389892578125,3.04229736328125,"(-89.64515686035156, -10.294495582580566, 660.7225341796875)","(-26.907838821411133, -16.219623565673828, 664.54443359375)","(-9.438043594360352, 145.178466796875, 42.19887161254883)","(1.864235281944275, 148.2244415283203, 43.307525634765625)",POINT (0.4882909208536148 0.2947264909744263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
