,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,25,10,250131058598,1626579297,1,1,"(0.4562793970108032, 0.288913369178772)","(0.5185011029243469, 0.39770737290382385)",1,1,3.1270751953125,2.7397003173828125,"(-50.942264556884766, -34.787776947021484, 666.1009521484375)","(18.95919418334961, -33.43926239013672, 667.568115234375)","(-16.726221084594727, 147.38613891601562, 43.002384185791016)","(4.772942543029785, 127.516357421875, 35.77037048339844)",POINT (0.4873902499675751 0.3433103710412979),,,,,,,,,,,1,
0,25,10,250131075265,1626595963,1,1,"(0.4557180404663086, 0.28469744324684143)","(0.49980291724205017, 0.39101359248161316)",1,1,3.133056640625,2.718841552734375,"(-50.873779296875, -34.807044982910156, 666.3726806640625)","(19.091312408447266, -33.46537780761719, 667.6356201171875)","(-16.920202255249023, 148.15611267089844, 43.282657623291016)","(-1.68775475025177, 128.73887634277344, 36.2153434753418)",POINT (0.4777604788541794 0.3378555178642273),,,,,,,,,,,1,
0,25,10,250131091932,1626612630,1,1,"(0.45744311809539795, 0.292102187871933)","(0.5158610939979553, 0.4008689522743225)",1,1,3.133773803710937,2.724945068359375,"(-50.77018737792969, -34.80403137207031, 666.0658569335938)","(19.137746810913086, -33.477561950683594, 667.6336669921875)","(-16.324132919311523, 146.8037567138672, 42.79039001464844)","(3.8607540130615234, 126.93893432617188, 35.560218811035156)",POINT (0.4866521060466766 0.3464855700731278),,,,,,,,,,,1,
0,25,10,250131108600,1626629297,1,1,"(0.46087053418159485, 0.2923780381679535)","(0.5105493664741516, 0.3987293839454651)",1,1,3.1260986328125,2.7359619140625,"(-50.68280029296875, -34.80404281616211, 666.0302734375)","(19.257083892822266, -33.48310852050781, 667.5031127929688)","(-15.139861106872559, 146.75335693359375, 42.77207565307617)","(2.025408983230591, 127.32968139648438, 35.70249557495117)",POINT (0.4857099503278732 0.3455537110567093),,,,,,,,,,,1,
0,25,10,250131125270,1626645967,1,1,"(0.457769513130188, 0.3023642301559448)","(0.48463889956474304, 0.39379581809043884)",1,1,3.149322509765625,2.7611083984375,"(-50.62186050415039, -34.8120002746582, 666.1395263671875)","(19.465824127197266, -33.583595275878906, 668.560302734375)","(-16.211355209350586, 144.92953491210938, 42.10824966430664)","(-6.9272990226745605, 128.23074340820312, 36.03037643432617)",POINT (0.4712042063474655 0.3480800241231918),,,,,,,,,,,1,
0,25,10,250131141938,1626662634,1,1,"(0.45411086082458496, 0.28944912552833557)","(0.5206957459449768, 0.409115195274353)",1,1,3.127349853515625,2.73858642578125,"(-50.532344818115234, -34.801513671875, 665.8305053710938)","(19.375080108642578, -33.480064392089844, 667.4228515625)","(-17.475513458251953, 147.2882843017578, 42.96674728393555)","(5.531264781951904, 125.43289184570312, 35.01197052001953)",POINT (0.4874033033847809 0.3492821604013443),,,,,,,,,,,1,
0,25,10,250131158604,1626679300,1,1,"(0.4647948741912842, 0.2949751019477844)","(0.5157279372215271, 0.40928882360458374)",1,1,3.133087158203125,2.7208251953125,"(-50.47466278076172, -34.79063034057617, 665.7155151367188)","(19.452472686767578, -33.475460052490234, 667.2210693359375)","(-13.783914566040039, 146.279052734375, 42.599422454833984)","(3.8147530555725098, 125.40113830566406, 35.000545501708984)",POINT (0.4902614057064056 0.3521319627761841),,,,,,,,,,,1,
0,25,10,250131175272,1626695967,1,1,"(0.4580557346343994, 0.2947261333465576)","(0.4892735183238983, 0.39721623063087463)",1,1,3.120574951171875,2.759765625,"(-50.45002746582031, -34.779476165771484, 665.8561401367188)","(19.628276824951172, -33.56678771972656, 668.218017578125)","(-16.112464904785156, 146.32452392578125, 42.615966796875)","(-5.325915336608887, 127.60606384277344, 35.80297088623047)",POINT (0.4736646264791489 0.3459711819887161),,,,,,,,,,,1,
0,25,10,250131191939,1626712634,1,1,"(0.45987364649772644, 0.30549463629722595)","(0.49357733130455017, 0.4105270206928253)",1,1,3.1208038330078125,2.7763214111328125,"(-50.425537109375, -34.772300720214844, 665.9465942382812)","(19.660358428955078, -33.5592041015625, 668.2039794921875)","(-15.484332084655762, 144.3577880859375, 41.9001579284668)","(-3.8388407230377197, 125.17500305175781, 34.91820526123047)",POINT (0.4767254889011383 0.3580108284950256),,,,,,,,,,,1,
0,25,10,250131208607,1626729301,1,1,"(0.45920199155807495, 0.28220829367637634)","(0.4987032115459442, 0.4092833995819092)",1,1,3.11834716796875,2.771148681640625,"(-50.390594482421875, -34.74430465698242, 665.9273681640625)","(19.683979034423828, -33.54292678833008, 668.1900634765625)","(-15.716389656066895, 148.61073303222656, 43.448097229003906)","(-2.0677311420440674, 125.40213775634766, 35.000858306884766)",POINT (0.4789526015520096 0.3457458466291428),,,,,,,,,,,1,
