,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,27,5,239897696979,6530368238,1,1,"(0.47650396823883057, 0.6956937909126282)","(0.48193076252937317, 0.6958576440811157)",1,1,3.144317626953125,3.0645294189453125,"(-54.75920486450195, 26.182594299316406, 524.5555419921875)","(8.395764350891113, 27.403873443603516, 528.93017578125)","(-7.871501922607422, 73.25576782226562, 16.021120071411133)","(-5.990919589996338, 73.22574615478516, 16.010234832763672)",POINT (0.4792173653841019 0.695775717496872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897713646,6530384905,1,1,"(0.47938624024391174, 0.6876535415649414)","(0.47850102186203003, 0.699846088886261)",1,1,3.126495361328125,3.059310913085937,"(-54.77838897705078, 26.17790985107422, 524.5833740234375)","(8.37656021118164, 27.413028717041016, 529.0235595703125)","(-6.87269401550293, 74.72850799560547, 16.55718994140625)","(-7.179457187652588, 72.49518585205078, 15.74429988861084)",POINT (0.4789436310529709 0.6937498152256012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897730314,6530401572,1,1,"(0.47894522547721863, 0.6996631026268005)","(0.4827522933483124, 0.6871532797813416)",1,1,3.1266021728515625,3.0399627685546875,"(-54.805519104003906, 26.181373596191406, 524.608642578125)","(8.354490280151367, 27.42279052734375, 529.1328125)","(-7.02552604675293, 72.52871704101562, 15.756470680236816)","(-5.706245422363281, 74.82013702392578, 16.590545654296875)",POINT (0.4808487594127655 0.693408191204071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897746980,6530418238,1,1,"(0.47907158732414246, 0.6813548803329468)","(0.48073050379753113, 0.6912651062011719)",1,1,3.110992431640625,3.061004638671875,"(-54.84309768676758, 26.174991607666016, 524.6961669921875)","(8.326000213623047, 27.412033081054688, 529.0093994140625)","(-6.9817352294921875, 75.8822250366211, 16.977113723754883)","(-6.406864166259766, 74.06698608398438, 16.316370010375977)",POINT (0.4799010455608368 0.6863099932670593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897763648,6530434905,1,1,"(0.4834766089916229, 0.6991449594497681)","(0.4797440767288208, 0.686378538608551)",1,1,3.14483642578125,3.07135009765625,"(-54.87977600097656, 26.170583724975586, 524.7056884765625)","(8.292135238647461, 27.408374786376953, 528.8705444335938)","(-5.455227375030518, 72.62360382080078, 15.7910795211792)","(-6.748687744140625, 74.96205139160156, 16.642179489135742)",POINT (0.4816103428602219 0.6927617490291595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897780315,6530451572,1,1,"(0.4832479655742645, 0.6887044310569763)","(0.477414608001709, 0.6991098523139954)",1,1,3.1255035400390625,3.062164306640625,"(-54.9133186340332, 26.17401885986328, 524.68505859375)","(8.261327743530273, 27.42584228515625, 528.8712158203125)","(-5.5344624519348145, 74.5360107421875, 16.48712158203125)","(-7.555945873260498, 72.63003540039062, 15.793403625488281)",POINT (0.4803312867879868 0.6939071416854858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897796986,6530468243,1,1,"(0.48202744126319885, 0.689247727394104)","(0.48203417658805847, 0.6916274428367615)",1,1,3.119842529296875,3.0381011962890625,"(-54.928157806396484, 26.163724899291992, 524.5426635742188)","(8.234236717224121, 27.435279846191406, 528.9176635742188)","(-5.957431316375732, 74.43649291992188, 16.45090675354004)","(-5.955093860626221, 74.00059509277344, 16.292247772216797)",POINT (0.4820308089256287 0.6904375851154327),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897813653,6530484910,1,1,"(0.4779849052429199, 0.6799099445343018)","(0.47959983348846436, 0.6872676610946655)",1,1,3.1258544921875,3.03497314453125,"(-54.95216369628906, 26.17327880859375, 524.5379638671875)","(8.214489936828613, 27.456005096435547, 528.9029541015625)","(-7.358305931091309, 76.14691162109375, 17.07343292236328)","(-6.798681259155273, 74.7991943359375, 16.5828914642334)",POINT (0.4787923693656921 0.6835888028144836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897830320,6530501577,1,1,"(0.47672039270401, 0.691177487373352)","(0.48047226667404175, 0.683810830116272)",1,1,3.1178741455078125,3.05206298828125,"(-54.99273681640625, 26.194290161132812, 524.5452880859375)","(8.179067611694336, 27.457612991333008, 528.79541015625)","(-7.796506881713867, 74.0830307006836, 16.322221755981445)","(-6.496349334716797, 75.432373046875, 16.81340217590332)",POINT (0.4785963296890259 0.687494158744812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,27,5,239897846987,6530518243,1,1,"(0.4769394099712372, 0.6881543397903442)","(0.4810838997364044, 0.6811091303825378)",1,1,3.130615234375,3.031234741210937,"(-55.017059326171875, 26.211414337158203, 524.4946899414062)","(8.155580520629883, 27.47604751586914, 528.733642578125)","(-7.720612049102783, 74.63677978515625, 16.523765563964844)","(-6.284388065338135, 75.9272689819336, 16.993425369262695)",POINT (0.4790116548538208 0.684631735086441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
