,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,56,6,58570108317,346426087,1,1,"(0.26973438262939453, 0.03797188028693199)","(0.3054702877998352, 0.03661877661943436)",1,1,2.718902587890625,2.930511474609375,"(-45.395572662353516, 58.66242599487305, 629.7471923828125)","(22.120302200317383, 57.781246185302734, 631.1638793945312)","(-81.1822509765625, 193.21728515625, 59.683563232421875)","(-68.8345947265625, 193.4644012451172, 59.773521423339844)",POINT (0.2876023352146149 0.0372953284531832),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570124985,346442754,1,1,"(0.2764098644256592, 0.021164633333683014)","(0.3010706901550293, 0.055551402270793915)",1,1,2.692138671875,2.93963623046875,"(-45.51677703857422, 58.60971450805664, 629.6734619140625)","(22.00829315185547, 57.7562255859375, 631.04931640625)","(-78.87570190429688, 196.28692626953125, 60.80080032348633)","(-70.35475158691406, 190.00662231445312, 58.514957427978516)",POINT (0.2887402772903442 0.0383580178022385),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570141652,346459421,1,1,"(0.274986207485199, 0.01823086477816105)","(0.3030356764793396, 0.035867441445589066)",1,1,2.703857421875,2.91845703125,"(-45.60395431518555, 58.53899383544922, 629.671875)","(21.915393829345703, 57.698665618896484, 630.9451293945312)","(-79.36759948730469, 196.8227081298828, 60.99583435058594)","(-69.6758041381836, 193.6016387939453, 59.82340621948242)",POINT (0.2890109419822693 0.0270491531118751),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570158320,346476088,1,1,"(0.2773194909095764, 0.022661030292510986)","(0.2990465462207794, 0.05363154038786888)",1,1,2.6997222900390625,2.955062866210937,"(-45.67306900024414, 58.44584655761719, 629.6189575195312)","(21.844377517700195, 57.62670135498047, 630.7843017578125)","(-78.56140899658203, 196.01361083984375, 60.701358795166016)","(-71.05414581298828, 190.3572540283203, 58.642574310302734)",POINT (0.2881830185651779 0.0381462853401899),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570174985,346492753,1,1,"(0.2809562087059021, 0.03417425602674484)","(0.3044835329055786, 0.04799613356590271)",1,1,2.706405639648437,2.947540283203125,"(-45.72138214111328, 58.344642639160156, 629.4677124023438)","(21.802433013916016, 57.542964935302734, 630.7647094726562)","(-77.3048324584961, 193.910888671875, 59.93598556518555)","(-69.175537109375, 191.38648986816406, 59.0172119140625)",POINT (0.2927198708057404 0.0410851947963238),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570191652,346509420,1,1,"(0.27683472633361816, 0.03296787291765213)","(0.3021622598171234, 0.0527743399143219)",1,1,2.741180419921875,2.9540252685546875,"(-45.734375, 58.25914001464844, 629.43408203125)","(21.791831970214844, 57.45933532714844, 630.6884765625)","(-78.72888946533203, 194.1311798095703, 60.01618957519531)","(-69.97759246826172, 190.51380920410156, 58.69955825805664)",POINT (0.2894984930753708 0.042871106415987),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570208321,346526088,1,1,"(0.2761235535144806, 0.0410064235329628)","(0.29950493574142456, 0.06486845761537552)",1,1,2.7296142578125,2.961166381835937,"(-45.73340606689453, 58.18809509277344, 629.3788452148438)","(21.79672622680664, 57.376487731933594, 630.5781860351562)","(-78.97461700439453, 192.66305541992188, 59.48187255859375)","(-70.89575958251953, 188.30496215820312, 57.8956413269043)",POINT (0.2878142446279526 0.0529374405741692),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570224993,346542760,1,1,"(0.3002072274684906, 0.025233928114175797)","(0.3421991467475891, 0.0458933487534523)",1,1,2.6900634765625,2.9488677978515625,"(-45.57791519165039, 58.126670837402344, 629.1231079101562)","(21.94568634033203, 57.2921142578125, 630.44775390625)","(-70.65311431884766, 195.54371643066406, 60.53028869628906)","(-56.14384078979492, 191.77053833007812, 59.15697479248047)",POINT (0.3212031871080399 0.035563638433814),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570241660,346559426,1,1,"(0.4672395884990692, 0.02135169319808483)","(0.5369706153869629, 0.03201586753129959)",1,1,2.6751251220703125,2.91290283203125,"(-44.9954833984375, 58.14005661010742, 629.03076171875)","(22.547466278076172, 57.2318229675293, 630.34375)","(-12.939201354980469, 196.25274658203125, 60.78837203979492)","(11.154623985290527, 194.30506896972656, 60.0794677734375)",POINT (0.502105101943016 0.0266837803646922),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,6,58570258328,346576094,1,1,"(0.5720565319061279, 0.04816611483693123)","(0.6124356389045715, 0.05282033234834671)",1,1,2.7033843994140625,2.922149658203125,"(-44.55110549926758, 58.20634460449219, 628.8084716796875)","(22.922401428222656, 57.245399475097656, 630.3848266601562)","(23.277690887451172, 191.35543823242188, 59.00591278076172)","(37.229705810546875, 190.5054168701172, 58.69647979736328)",POINT (0.5922460854053497 0.050493223592639),,,,,,,,,,,,,,,,,,,,,,,,,,,,
