,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,35,5,337391798648,8058817299,1,1,"(0.4761713147163391, 0.9863052368164062)","(0.5112637281417847, 0.6369017362594604)",1,1,2.9674530029296875,3.024261474609375,"(-64.73495483398438, -18.861637115478516, 685.4208984375)","(-4.28928279876709, -19.799903869628906, 688.048828125)","(-7.986789226531982, 20.02407455444336, -3.353583574295044)","(4.174027442932129, 84.02478790283203, 19.94073486328125)",POINT (0.4937175214290619 0.8116034865379333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391815317,8058833968,1,1,"(0.4620174169540405, 0.8703131079673767)","(0.5010338425636292, 0.627349317073822)",1,1,2.991317749023437,3.0576171875,"(-65.19478607177734, -18.51556968688965, 685.6698608398438)","(-4.725442886352539, -19.4541015625, 688.3560791015625)","(-12.89162540435791, 41.270503997802734, 4.37949800491333)","(0.6290001273155212, 85.77450561523438, 20.57761573791504)",POINT (0.4815256297588348 0.7488312125205994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,5,337391831986,8058850636,1,1,"(0.45916226506233215, 0.8126148581504822)","(0.5133103132247925, 0.6234942674636841)",1,1,2.987289428710937,3.041366577148437,"(-65.67840576171875, -18.13638687133789, 686.1527099609375)","(-5.219274520874023, -19.122989654541016, 688.5040283203125)","(-13.881049156188965, 51.83918380737305, 8.226130485534668)","(4.883233070373535, 86.48060607910156, 20.834692001342773)",POINT (0.4862362891435623 0.7180545628070831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391848652,8058867302,1,1,"(0.4505138397216797, 0.7577235102653503)","(0.5196274518966675, 0.5953730940818787)",1,1,2.975555419921875,3.0459442138671875,"(-66.14373779296875, -17.693553924560547, 686.21484375)","(-5.728788375854492, -18.732215881347656, 689.0445556640625)","(-16.878034591674805, 61.89370346069336, 11.885698318481445)","(7.072359561920166, 91.63164520263672, 22.709388732910156)",POINT (0.4850706458091736 0.6765483021736145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391865320,8058883969,1,1,"(0.4487687647342682, 0.7488351464271545)","(0.5201435685157776, 0.5952581167221069)",1,1,3.0011138916015625,3.048934936523437,"(-66.6651611328125, -17.2608642578125, 686.5831298828125)","(-6.232678413391113, -18.417490005493164, 689.4791870117188)","(-17.48277473449707, 63.52179718017578, 12.478264808654785)","(7.2512054443359375, 91.65271759033203, 22.717041015625)",POINT (0.4844561666250229 0.6720466315746307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391881987,8058900636,1,1,"(0.4491303861141205, 0.7099473476409912)","(0.5216785669326782, 0.5867467522621155)",1,1,2.9988555908203125,3.039031982421875,"(-67.19296264648438, -16.800565719604492, 687.135009765625)","(-6.742595195770264, -17.981836318969727, 689.7833251953125)","(-17.35745620727539, 70.64493560791016, 15.070847511291504)","(7.783139705657959, 93.21172332763672, 23.284534454345703)",POINT (0.4854044765233994 0.6483470499515533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391898654,8058917302,1,1,"(0.452621728181839, 0.6918960213661194)","(0.5200856328010559, 0.6014412045478821)",1,1,3.018783569335937,3.0518341064453125,"(-67.76669311523438, -16.323078155517578, 687.305419921875)","(-7.3118791580200195, -17.523408889770508, 689.7431640625)","(-16.14759063720703, 73.951416015625, 16.274330139160156)","(7.231136798858643, 90.52014923095703, 22.30481719970703)",POINT (0.4863536804914474 0.6466686129570007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391915321,8058933969,1,1,"(0.4535519778728485, 0.655069887638092)","(0.522455096244812, 0.5876230001449585)",1,1,3.0088348388671875,3.0538482666015625,"(-68.31336212158203, -15.771736145019531, 687.400146484375)","(-7.887312889099121, -17.02465057373047, 690.2276000976562)","(-15.82520866394043, 80.69690704345703, 18.729442596435547)","(8.052228927612305, 93.05120849609375, 23.22614288330078)",POINT (0.4880035370588303 0.6213464438915253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391931989,8058950636,1,1,"(0.4537380337715149, 0.6989117860794067)","(0.5248535871505737, 0.5771219730377197)",1,1,3.038192749023437,3.0457916259765625,"(-68.94577026367188, -15.197458267211914, 688.1163330078125)","(-8.501958847045898, -16.451553344726562, 690.47412109375)","(-15.760741233825684, 72.66632843017578, 15.806609153747559)","(8.883414268493652, 94.97472381591797, 23.926179885864258)",POINT (0.4892958104610443 0.6380168795585632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,5,337391948661,8058967308,1,1,"(0.4546506404876709, 0.6698001623153687)","(0.5271027088165283, 0.5828642845153809)",1,1,2.998992919921875,3.074569702148437,"(-69.57498168945312, -14.593384742736816, 687.9508056640625)","(-9.154581069946289, -15.837675094604492, 690.9288940429688)","(-15.444489479064941, 77.99874877929688, 17.747419357299805)","(9.662800788879395, 93.92288970947266, 23.543371200561523)",POINT (0.4908766746520996 0.6263322234153748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
