,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,20,3,176095723601,2261885547,1,1,"(0.46741732954978943, 0.2754301130771637)","(0.4691978096961975, 0.2597551643848419)",1,1,2.8745269775390625,2.4748077392578125,"(-56.02830123901367, -20.60655403137207, 681.3189697265625)","(6.672568321228027, -12.17435073852539, 682.49462890625)","(-12.877791404724121, 149.8486785888672, 43.89866638183594)","(-12.262588500976562, 152.71148681640625, 44.940696716308594)",POINT (0.4683075696229935 0.2675926387310028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095740268,2261902214,1,1,"(0.46983572840690613, 0.2850086987018585)","(0.47549813985824585, 0.26594966650009155)",1,1,2.87493896484375,2.490570068359375,"(-56.12163543701172, -20.614055633544922, 681.3804321289062)","(6.563878059387207, -12.15416145324707, 682.445556640625)","(-12.042179107666016, 148.09927368164062, 43.26195526123047)","(-10.08565902709961, 151.58018493652344, 44.528804779052734)",POINT (0.472666934132576 0.275479182600975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095756935,2261918880,1,1,"(0.4645363986492157, 0.26030704379081726)","(0.464008092880249, 0.27301961183547974)",1,1,2.881698608398437,2.491119384765625,"(-56.195350646972656, -20.649017333984375, 681.0567626953125)","(6.484412670135498, -12.169534683227539, 682.2660522460938)","(-13.8732328414917, 152.61070251464844, 44.903995513916016)","(-14.055773735046387, 150.28892517089844, 44.05891418457031)",POINT (0.4642722457647324 0.2666633278131485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095773602,2261935547,1,1,"(0.47237396240234375, 0.2629612982273102)","(0.474433571100235, 0.26038727164268494)",1,1,2.862548828125,2.476165771484375,"(-56.318878173828125, -20.674625396728516, 681.5027465820312)","(6.397350311279297, -12.15347671508789, 682.57666015625)","(-11.165149688720703, 152.12596130371094, 44.72748565673828)","(-10.453513145446777, 152.59605407714844, 44.89863967895508)",POINT (0.4734037667512894 0.2616742849349976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095790270,2261952214,1,1,"(0.4582342505455017, 0.27310624718666077)","(0.4639124274253845, 0.23693278431892395)",1,1,2.878204345703125,2.4705810546875,"(-56.369422912597656, -20.696874618530273, 681.0260620117188)","(6.293527603149414, -12.163382530212402, 682.1668090820312)","(-16.050779342651367, 150.2731170654297, 44.0531120300293)","(-14.08881950378418, 156.87969970703125, 46.45778274536133)",POINT (0.4610733389854431 0.2550195157527924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095806941,2261968885,1,1,"(0.4653972089290619, 0.27150753140449524)","(0.46555107831954956, 0.2668105661869049)",1,1,2.872177124023437,2.47625732421875,"(-56.408599853515625, -20.69495391845703, 680.941650390625)","(6.227507591247559, -12.13941764831543, 682.47607421875)","(-13.575789451599121, 150.56507873535156, 44.159454345703125)","(-13.522634506225586, 151.42294311523438, 44.47160720825195)",POINT (0.4654741436243057 0.2691590487957001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095823609,2261985552,1,1,"(0.4703700840473175, 0.24763523042201996)","(0.46216776967048645, 0.2526378929615021)",1,1,2.8752899169921875,2.469223022460937,"(-56.51405334472656, -20.741683959960938, 681.3909912109375)","(6.179548263549805, -12.151480674743652, 682.4257202148438)","(-11.857547760009766, 154.92506408691406, 45.746273040771484)","(-14.691642761230469, 154.01136779785156, 45.4138069152832)",POINT (0.466268926858902 0.250136561691761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095840276,2262002219,1,1,"(0.4695163071155548, 0.22425641119480133)","(0.46223872900009155, 0.2652606964111328)",1,1,2.839263916015625,2.461288452148437,"(-56.548858642578125, -20.735206604003906, 681.3330688476562)","(6.12395715713501, -12.146793365478516, 682.2474365234375)","(-12.152539253234863, 159.1948699951172, 47.300437927246094)","(-14.667128562927246, 151.7060089111328, 44.57463073730469)",POINT (0.4658775180578232 0.2447585538029671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095856943,2262018885,1,1,"(0.46527355909347534, 0.23298265039920807)","(0.4668569564819336, 0.24028290808200836)",1,1,2.8545684814453125,2.4564666748046875,"(-56.56999206542969, -20.730552673339844, 681.173583984375)","(6.092972278594971, -12.148918151855469, 682.1705322265625)","(-13.618510246276855, 157.60113525390625, 46.72037124633789)","(-13.071418762207031, 156.26785278320312, 46.23506164550781)",POINT (0.4660652577877045 0.2366327792406082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095873611,2262035552,1,1,"(0.46387290954589844, 0.2429783195257187)","(0.46871137619018555, 0.2443470060825348)",1,1,2.845733642578125,2.4498748779296875,"(-56.59096908569336, -20.713274002075195, 681.0921020507812)","(6.068116188049316, -12.146677017211914, 682.19677734375)","(-14.102472305297852, 155.7755889892578, 46.05583953857422)","(-12.430667877197266, 155.52561950683594, 45.964839935302734)",POINT (0.466292142868042 0.2436626628041267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095890278,2262052219,1,1,"(0.4623906910419464, 0.23268133401870728)","(0.4675360321998596, 0.2386118322610855)",1,1,2.85650634765625,2.443328857421875,"(-56.60065460205078, -20.72646141052246, 680.9857177734375)","(6.06088924407959, -12.163276672363281, 682.119873046875)","(-14.61462116241455, 157.65618896484375, 46.74033737182617)","(-12.836770057678223, 156.5730743408203, 46.34607696533203)",POINT (0.464963361620903 0.2356465831398964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095906945,2262068885,1,1,"(0.46355220675468445, 0.24212303757667542)","(0.4660003185272217, 0.2336278110742569)",1,1,2.8453826904296875,2.4250030517578125,"(-56.597450256347656, -20.7183837890625, 680.883056640625)","(6.059778213500977, -12.171232223510742, 682.1453857421875)","(-14.213286399841309, 155.93177795410156, 46.112735748291016)","(-13.367400169372559, 157.48330688476562, 46.677486419677734)",POINT (0.4647762626409531 0.2378754243254662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095923612,2262085552,1,1,"(0.46034830808639526, 0.23686251044273376)","(0.4654085636138916, 0.2428041696548462)",1,1,2.856063842773437,2.4189453125,"(-56.620731353759766, -20.734920501708984, 680.9577026367188)","(6.054083824157715, -12.184599876403809, 682.0940551757812)","(-15.3203125, 156.89254760742188, 46.46240997314453)","(-13.57186222076416, 155.807373046875, 46.067474365234375)",POINT (0.4628784358501434 0.23983334004879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,20,3,176095940286,2262102225,1,1,"(0.45992836356163025, 0.2389141172170639)","(0.4609556794166565, 0.2454523742198944)",1,1,2.8457183837890625,2.43426513671875,"(-56.62324523925781, -20.729969024658203, 680.9561767578125)","(6.05519437789917, -12.187171936035156, 682.068603515625)","(-15.465423583984375, 156.51783752441406, 46.3260612487793)","(-15.110465049743652, 155.32371520996094, 45.89142608642578)",POINT (0.4604420214891434 0.2421832457184792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
