,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,51,3,602835961532,8061458434,1,1,"(0.46566200256347656, 0.3174416422843933)","(0.4495702087879181, 0.29981717467308044)",1,1,2.4738922119140625,2.694122314453125,"(-66.9610366821289, 4.095300197601318, 566.7919921875)","(-10.811455726623535, 5.463244915008545, 565.6949462890625)","(-13.48430347442627, 142.1758270263672, 41.10599136352539)","(-19.044418334960938, 145.39471435546875, 42.27753448486328)",POINT (0.4576161056756973 0.3086294084787369),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602835978199,8061475101,1,1,"(0.46465712785720825, 0.32778531312942505)","(0.44096264243125916, 0.29828450083732605)",1,1,2.4703826904296875,2.6882781982421875,"(-66.90138244628906, 4.0893096923828125, 566.6959838867188)","(-10.767101287841797, 5.442974090576172, 565.4486083984375)","(-13.831506729125977, 140.2866973876953, 40.418392181396484)","(-22.0185604095459, 145.67462158203125, 42.379459381103516)",POINT (0.4528098851442337 0.3130349069833756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602835994866,8061491767,1,1,"(0.46523723006248474, 0.3196413815021515)","(0.4411206841468811, 0.2876798212528229)",1,1,2.4930419921875,2.665374755859375,"(-66.86785888671875, 4.092767715454102, 566.7574462890625)","(-10.718910217285156, 5.438283443450928, 565.3977661132812)","(-13.63106918334961, 141.77407836914062, 40.95976638793945)","(-21.963943481445312, 147.61143493652344, 43.084381103515625)",POINT (0.4531789571046829 0.3036606013774872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836011533,8061508434,1,1,"(0.46981939673423767, 0.30815058946609497)","(0.44814664125442505, 0.2951323091983795)",1,1,2.457870483398437,2.696685791015625,"(-66.82392883300781, 4.082159996032715, 566.7487182617188)","(-10.676973342895508, 5.42510986328125, 565.612060546875)","(-12.047826766967773, 143.87274169921875, 41.72354507446289)","(-19.536298751831055, 146.25035095214844, 42.58893966674805)",POINT (0.4589830189943314 0.3016414493322372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836028200,8061525101,1,1,"(0.45856747031211853, 0.3198501467704773)","(0.45091408491134644, 0.2856442332267761)",1,1,2.515594482421875,2.6953277587890625,"(-66.74047088623047, 4.084433555603027, 566.6553955078125)","(-10.605388641357422, 5.415561199188232, 565.5440063476562)","(-15.935640335083008, 141.7359619140625, 40.94584655761719)","(-18.5800838470459, 147.9832000732422, 43.21971130371094)",POINT (0.4547407776117325 0.3027471899986267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836044866,8061541767,1,1,"(0.4599800705909729, 0.32937735319137573)","(0.4409541189670563, 0.29459914565086365)",1,1,2.4940338134765625,2.695892333984375,"(-66.6857681274414, 4.085505962371826, 566.6864013671875)","(-10.540657043457031, 5.404561519622803, 565.3157958984375)","(-15.447561264038086, 139.99594116210938, 40.31253433227539)","(-22.021499633789062, 146.3477020263672, 42.62443923950195)",POINT (0.4504670947790146 0.3119882494211197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836061534,8061558434,1,1,"(0.4620543420314789, 0.33245670795440674)","(0.45275312662124634, 0.28811752796173096)",1,1,2.48907470703125,2.689727783203125,"(-66.63298797607422, 4.101530075073242, 566.7149658203125)","(-10.494861602783203, 5.418445587158203, 565.6185302734375)","(-14.730829238891602, 139.43350219726562, 40.107940673828125)","(-17.944639205932617, 147.531494140625, 43.055267333984375)",POINT (0.4574037343263626 0.3102871179580688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836078201,8061575101,1,1,"(0.44709670543670654, 0.3296820819377899)","(0.436349093914032, 0.2839699685573578)",1,1,2.507675170898437,2.677276611328125,"(-66.56694030761719, 4.120004177093506, 566.581787109375)","(-10.458328247070312, 5.435196876525879, 565.6015625)","(-19.899085998535156, 139.94029235839844, 40.29226303100586)","(-23.612655639648438, 148.2889862060547, 43.330997467041016)",POINT (0.4417228996753693 0.3068260252475738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836094872,8061591772,1,1,"(0.4135168790817261, 0.22998282313346863)","(0.40259677171707153, 0.23138906061649323)",1,1,2.478363037109375,2.710418701171875,"(-66.62837982177734, 4.227700233459473, 566.8267822265625)","(-10.54119873046875, 5.59200382232666, 565.45751953125)","(-31.501752853393555, 158.14901733398438, 46.919769287109375)","(-35.27493667602539, 157.8922119140625, 46.826229095458984)",POINT (0.4080568253993988 0.2306859418749809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836111539,8061608439,1,1,"(0.39872971177101135, 0.1977589875459671)","(0.3950202167034149, 0.23257388174533844)",1,1,2.498397827148437,2.693588256835937,"(-66.54853820800781, 4.250711917877197, 566.678955078125)","(-10.485511779785156, 5.640210151672363, 565.5288696289062)","(-36.61110305786133, 164.0343017578125, 49.06175231933594)","(-37.892822265625, 157.67581176757812, 46.74748611450195)",POINT (0.3968749642372131 0.2151664346456528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836128207,8061625106,1,1,"(0.3984196186065674, 0.2138431966304779)","(0.3831564784049988, 0.2257527858018875)",1,1,2.52471923828125,2.6986083984375,"(-66.47505187988281, 4.252464771270752, 566.5672607421875)","(-10.379926681518555, 5.625668525695801, 565.28466796875)","(-36.71824264526367, 161.0967254638672, 47.992591857910156)","(-41.99205017089844, 158.92160034179688, 47.200904846191406)",POINT (0.3907880485057831 0.2197979912161827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836144873,8061641772,1,1,"(0.3963117003440857, 0.20744511485099792)","(0.3934958577156067, 0.22231140732765198)",1,1,2.5140380859375,2.697860717773437,"(-66.40701293945312, 4.253386497497559, 566.635009765625)","(-10.316802978515625, 5.62917423248291, 565.4285888671875)","(-37.44657516479492, 162.26524353027344, 48.41792297363281)","(-38.419532775878906, 159.55010986328125, 47.42970275878906)",POINT (0.3949037790298462 0.214878261089325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,51,3,602836161540,8061658439,1,1,"(0.3985527455806732, 0.21311980485916138)","(0.3834379017353058, 0.2210419476032257)",1,1,2.49859619140625,2.692352294921875,"(-66.31917572021484, 4.264943599700928, 566.6170654296875)","(-10.209647178649902, 5.616327285766602, 565.2732543945312)","(-36.672237396240234, 161.2288360595703, 48.04070281982422)","(-41.894813537597656, 159.78196716308594, 47.51407241821289)",POINT (0.3909953236579895 0.2170808762311935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
