,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,36,33,343148917075,1964308261,1,1,"(0.5040955543518066, 0.635770857334137)","(0.5139913558959961, 0.6452385187149048)",1,1,2.68988037109375,2.700164794921875,"(-112.51063537597656, 3.9675979614257812, 460.095947265625)","(-52.33604431152344, 7.758139610290527, 475.631591796875)","(-0.20452235639095306, 84.03720092773438, 19.945280075073242)","(3.2147178649902344, 82.30805969238281, 19.31590461730957)",POINT (0.5090434551239014 0.6405046880245209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343148933741,1964324927,1,1,"(0.5226250886917114, 0.6589784026145935)","(0.5134676098823547, 0.652948796749115)",1,1,2.6464385986328125,2.692840576171875,"(-112.73346710205078, 4.039576530456543, 460.58587646484375)","(-52.39928436279297, 7.802755355834961, 475.6589660644531)","(6.197879314422607, 79.79866027832031, 18.402545928955078)","(3.0337369441986084, 80.8998794555664, 18.803390502929688)",POINT (0.5180463492870331 0.6559635996818542),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343148950409,1964341594,1,1,"(0.5120809674263, 0.6745668649673462)","(0.5108840465545654, 0.6800059080123901)",1,1,2.7340545654296875,2.71337890625,"(-112.77664184570312, 4.06953239440918, 460.5300598144531)","(-52.48944091796875, 7.863056182861328, 475.9244384765625)","(2.5546300411224365, 76.95162200927734, 17.366365432739258)","(2.141058921813965, 75.95825958251953, 17.004779815673828)",POINT (0.5114825069904327 0.6772863864898682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343148967076,1964358261,1,1,"(0.4999845623970032, 0.6056967377662659)","(0.5002110600471497, 0.6246634721755981)",1,1,2.7417144775390625,2.69561767578125,"(-112.96929168701172, 4.176794528961182, 460.99102783203125)","(-52.617919921875, 8.000429153442383, 475.9293212890625)","(-1.6249823570251465, 89.52986145019531, 21.944379806518555)","(-1.5467288494110107, 86.0658187866211, 20.683635711669922)",POINT (0.5000978112220764 0.615180104970932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343148983743,1964374927,1,1,"(0.5012456178665161, 0.610209584236145)","(0.508676290512085, 0.613910973072052)",1,1,2.724578857421875,2.6828765869140625,"(-113.01789855957031, 4.248466968536377, 460.88311767578125)","(-52.708953857421875, 8.092738151550293, 475.8123779296875)","(-1.1892677545547485, 88.70563507080078, 21.6444149017334)","(1.3782204389572144, 88.02962493896484, 21.398393630981445)",POINT (0.5049609541893005 0.6120602786540985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343149000410,1964391594,1,1,"(0.5091944932937622, 0.629967987537384)","(0.5109288096427917, 0.6285223960876465)",1,1,2.78704833984375,2.67364501953125,"(-113.20599365234375, 4.311161994934082, 461.2232666015625)","(-52.821563720703125, 8.194257736206055, 476.1368408203125)","(1.5572760105133057, 85.0970230102539, 20.33098793029785)","(2.1565186977386475, 85.36103820800781, 20.42710304260254)",POINT (0.510061651468277 0.6292451918125153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343149017078,1964408261,1,1,"(0.4838208556175232, 0.6382552981376648)","(0.5051954388618469, 0.617271363735199)",1,1,2.76458740234375,2.7011260986328125,"(-113.18343353271484, 4.381410598754883, 460.93194580078125)","(-52.90486145019531, 8.287410736083984, 475.9581298828125)","(-7.209962368011475, 83.58346557617188, 19.780075073242188)","(0.17550793290138245, 87.4158935546875, 21.175020217895508)",POINT (0.4945081472396851 0.6277633309364319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343149033748,1964424931,1,1,"(0.4953509271144867, 0.6219295263290405)","(0.49798446893692017, 0.6230599880218506)",1,1,2.720611572265625,2.7048797607421875,"(-113.32181549072266, 4.447789669036865, 461.1625671386719)","(-52.99039840698242, 8.381027221679688, 475.99334716796875)","(-3.2260351181030273, 86.56514739990234, 20.865365982055664)","(-2.3160691261291504, 86.35868835449219, 20.790180206298828)",POINT (0.4966676980257034 0.6224947571754456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343149050416,1964441598,1,1,"(0.47868314385414124, 0.6248431205749512)","(0.5043642520904541, 0.6132155656814575)",1,1,2.7695465087890625,2.72235107421875,"(-113.37406921386719, 4.480743408203125, 461.12939453125)","(-53.12841796875, 8.472238540649414, 476.20233154296875)","(-8.985160827636719, 86.03301239013672, 20.671661376953125)","(-0.11169000715017319, 88.15662384033203, 21.444631576538086)",POINT (0.4915236979722977 0.6190293431282043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,36,33,343149067084,1964458265,1,1,"(0.4794453978538513, 0.6519083380699158)","(0.5042708516120911, 0.6313560605049133)",1,1,2.751083374023437,2.7215576171875,"(-113.49533081054688, 4.557758331298828, 461.3297119140625)","(-53.21161651611328, 8.552980422973633, 476.12371826171875)","(-8.721784591674805, 81.08990478515625, 18.872554779052734)","(-0.14397375285625458, 84.84351348876953, 20.238733291625977)",POINT (0.4918581247329712 0.6416321992874146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
