,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,24,27,156187937304,5448554275,1,1,"(0.5128069519996643, 0.5650745630264282)","(0.4985974431037903, 0.5109694600105286)",1,1,3.45440673828125,3.692169189453125,"(-49.48687744140625, 38.74482345581055, 537.68701171875)","(14.411165237426758, 40.42084503173828, 538.377685546875)","(4.708803176879883, 97.18144989013672, 24.72939109802246)","(-0.21532297134399414, 107.09195709228516, 28.336519241333008)",POINT (0.5057021975517273 0.5380220115184784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,24,27,156187953970,5448570941,1,1,"(0.522266149520874, 0.5591846704483032)","(0.4991057217121124, 0.5148293972015381)",1,1,3.431137084960937,3.69769287109375,"(-49.50994873046875, 38.81822967529297, 537.966064453125)","(14.398704528808594, 40.503807067871094, 538.6038208007812)","(7.986756324768066, 98.26031494140625, 25.1220645904541)","(-0.03917919844388962, 106.38491821289062, 28.079187393188477)",POINT (0.5106859356164932 0.5370070338249207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,24,27,156187970635,5448587605,1,1,"(0.517742395401001, 0.5538282990455627)","(0.5014814138412476, 0.5165132880210876)",1,1,3.43585205078125,3.696304321289064,"(-49.535560607910156, 38.89360809326172, 538.116943359375)","(14.366089820861816, 40.606048583984375, 538.7982788085938)","(6.419111728668213, 99.2414321899414, 25.47917366027832)","(0.7840878963470459, 106.07649230957031, 27.966886520385742)",POINT (0.5096119046211243 0.5351707935333252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,24,27,156187987302,5448604272,1,1,"(0.508686900138855, 0.39265576004981995)","(0.5054922699928284, 0.39139050245285034)",1,1,3.4501953125,3.718338012695313,"(-49.555931091308594, 39.230281829833984, 538.5189208984375)","(14.271682739257812, 40.988712310791016, 539.0910034179688)","(3.281059980392456, 128.76364135742188, 36.22433853149414)","(2.1740219593048096, 128.99537658691406, 36.30870056152344)",POINT (0.5070895850658417 0.3920231312513351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,27,156188003970,5448620939,1,1,"(0.4796113669872284, 0.10149052739143372)","(0.48932620882987976, 0.024250131100416183)",1,1,3.377685546875,3.667388916015625,"(-49.54551696777344, 39.7608642578125, 538.9615478515625)","(14.024089813232422, 41.459388732910156, 539.39111328125)","(-6.794690132141113, 182.0967254638672, 55.63602066040039)","(-3.428136110305786, 196.24496459960938, 60.785545349121094)",POINT (0.4844687879085541 0.062870329245925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,27,156188020637,5448637606,1,1,"(0.4866698384284973, 0.1377728283405304)","(0.47677916288375854, 0.016067836433649063)",1,1,3.369979858398437,3.669097900390625,"(-49.662330627441406, 39.82315444946289, 538.966552734375)","(13.886861801147461, 41.5511360168457, 539.7191772460938)","(-4.348665237426758, 175.4508514404297, 53.21712112426758)","(-7.7761454582214355, 197.74371337890625, 61.3310546875)",POINT (0.4817245006561279 0.0769203323870897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,27,156188037303,5448654272,1,1,"(0.48761603236198425, 0.08430653810501099)","(0.4849957227706909, -0.026978204026818275)",1,1,3.4580230712890625,3.704055786132813,"(-49.78590774536133, 39.871543884277344, 539.200439453125)","(13.865998268127441, 41.62080764770508, 539.817138671875)","(-4.0207648277282715, 185.24435424804688, 56.78166580200195)","(-4.928818702697754, 205.62852478027344, 64.20087432861328)",POINT (0.4863058775663376 0.0286641670390964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,27,156188053971,5448670939,1,1,"(0.4840146005153656, 0.08549333363771439)","(0.47802528738975525, -0.022331276908516884)",1,1,3.408294677734375,3.7042388916015625,"(-49.87254333496094, 39.92036819458008, 539.0724487304688)","(13.784048080444336, 41.698272705078125, 539.75537109375)","(-5.268799781799316, 185.02696228027344, 56.702545166015625)","(-7.344319820404053, 204.77734375, 63.891082763671875)",POINT (0.4810199439525604 0.0315810283645988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,27,156188070640,5448687608,1,1,"(0.48587915301322937, 0.08762077242136002)","(0.47909247875213623, -0.022917933762073517)",1,1,3.3881988525390625,3.679107666015625,"(-50.010154724121094, 40.00547790527344, 539.3689575195312)","(13.696982383728027, 41.821372985839844, 540.0253295898438)","(-4.622678279876709, 184.6372833251953, 56.56068801879883)","(-6.9745001792907715, 204.8848114013672, 63.93020248413086)",POINT (0.4824858158826828 0.0323514193296432),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,27,156188087308,5448704275,1,1,"(0.4914505183696747, 0.07953479140996933)","(0.4754934310913086, -0.005687077064067125)",1,1,3.3711090087890625,3.7067718505859375,"(-50.15408706665039, 40.04466247558594, 539.4295043945312)","(13.581283569335938, 41.89525604248047, 539.8995971679688)","(-2.691972494125366, 186.11839294433594, 57.09978103637695)","(-8.221698760986328, 201.7285919189453, 62.781436920166016)",POINT (0.4834719747304916 0.0369238571729511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
