,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,55,5,836531813118,482922676,1,1,"(0.44984275102615356, 0.7848767042160034)","(0.49644169211387634, 0.7957724928855896)",1,1,3.427352905273437,3.4909210205078125,"(-31.24362564086914, 37.60688018798828, 531.69775390625)","(26.51462173461914, 35.98929214477539, 532.867919921875)","(-18.950258255004883, 56.804988861083984, 10.033535957336426)","(-2.8491320610046387, 54.815032958984375, 9.309224128723145)",POINT (0.473142221570015 0.7903245985507965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531829785,482939343,1,1,"(0.4502062201499939, 0.7792915105819702)","(0.4971463084220886, 0.7926298379898071)",1,1,3.415557861328125,3.4771728515625,"(-31.25768280029297, 37.609413146972656, 531.7435302734375)","(26.51061248779297, 35.995487213134766, 532.97900390625)","(-18.824661254882812, 57.82505798339844, 10.404794692993164)","(-2.605679750442505, 55.38899612426758, 9.518150329589844)",POINT (0.4736762642860413 0.7859606742858887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531846453,482956010,1,1,"(0.4508526623249054, 0.7741684317588806)","(0.5062125325202942, 0.7881229519844055)",1,1,3.4114532470703125,3.4723358154296875,"(-31.271743774414062, 37.611759185791016, 531.7899169921875)","(26.497482299804688, 36.019752502441406, 533.1381225585938)","(-18.601303100585938, 58.7607307434082, 10.745331764221191)","(0.526925802230835, 56.212100982666016, 9.817778587341309)",POINT (0.4785325974225998 0.7811456918716431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531863119,482972676,1,1,"(0.45000091195106506, 0.773656964302063)","(0.5064235329627991, 0.7913484573364258)",1,1,3.4026641845703125,3.4600982666015625,"(-31.279064178466797, 37.625492095947266, 531.9150390625)","(26.48752212524414, 36.03439712524414, 533.2333984375)","(-18.895591735839844, 58.85414123535156, 10.779356956481934)","(0.599839985370636, 55.623023986816406, 9.603360176086426)",POINT (0.4782122224569321 0.7825027108192444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531879787,482989343,1,1,"(0.4505915343761444, 0.7730686068534851)","(0.5055580735206604, 0.7956371307373047)",1,1,3.3995819091796875,3.45831298828125,"(-31.285470962524414, 37.63172149658203, 531.8837890625)","(26.47956085205078, 36.048370361328125, 533.2186279296875)","(-18.691530227661133, 58.96159362792969, 10.818466186523438)","(0.3007986843585968, 54.839744567871094, 9.318244934082031)",POINT (0.4780748039484024 0.7843528687953949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531896460,483006016,1,1,"(0.4502222537994385, 0.7741920948028564)","(0.502575695514679, 0.799262523651123)",1,1,3.405120849609375,3.4674072265625,"(-31.29737663269043, 37.64781951904297, 531.94580078125)","(26.46738624572754, 36.05731964111328, 533.2025146484375)","(-18.819128036499023, 58.75639343261719, 10.743825912475586)","(-0.7296930551528931, 54.1776123046875, 9.077276229858398)",POINT (0.4763989746570587 0.7867273092269897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531913126,483022682,1,1,"(0.45033353567123413, 0.7733681797981262)","(0.500982403755188, 0.7945290803909302)",1,1,3.3913726806640625,3.455917358398437,"(-31.301807403564453, 37.655433654785156, 531.8982543945312)","(26.46185302734375, 36.064266204833984, 533.172607421875)","(-18.780670166015625, 58.90687942504883, 10.798542022705078)","(-1.2802081108093262, 55.042152404785156, 9.391861915588379)",POINT (0.4756579697132111 0.7839486300945282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531929794,483039349,1,1,"(0.44724491238594055, 0.7719898223876953)","(0.498855322599411, 0.7847949862480164)",1,1,3.3887176513671875,3.4429168701171875,"(-31.305816650390625, 37.670166015625, 531.9133911132812)","(26.450908660888672, 36.07012176513672, 533.09375)","(-19.84786605834961, 59.158592224121094, 10.890242576599121)","(-2.01516056060791, 56.81991958618164, 10.03897762298584)",POINT (0.4730501174926758 0.7783924043178558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531946461,483056016,1,1,"(0.4475141763687134, 0.7718951106071472)","(0.4977944791316986, 0.7836176753044128)",1,1,3.384506225585937,3.4290008544921875,"(-31.31587028503418, 37.67802047729492, 531.943603515625)","(26.45896339416504, 36.0844841003418, 533.2188720703125)","(-19.75483512878418, 59.17591094970703, 10.896513938903809)","(-2.3817138671875, 57.034950256347656, 10.117236137390137)",POINT (0.472654327750206 0.77775639295578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,5,836531963128,483072682,1,1,"(0.44587552547454834, 0.772384524345398)","(0.49496370553970337, 0.7889636158943176)",1,1,3.3752593994140625,3.4387969970703125,"(-31.317825317382812, 37.68846130371094, 531.95947265625)","(26.456926345825195, 36.086151123046875, 533.22021484375)","(-20.321025848388672, 59.08652114868164, 10.86398983001709)","(-3.3598132133483887, 56.05858612060547, 9.761825561523438)",POINT (0.4704196155071258 0.7806740701198578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
