,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,4,31,9213453553,1992536595,1,1,"(0.4521503150463104, 0.4214583933353424)","(0.48047545552253723, 0.44881942868232727)",1,1,2.970703125,2.9686279296875,"(-54.5211181640625, -15.274922370910645, 568.904541015625)","(10.555628776550293, -11.414595603942871, 572.8440551757812)","(-16.310935974121094, 123.48780822753906, 34.304134368896484)","(-6.495253562927246, 118.47608184814453, 32.47996520996094)",POINT (0.4663128852844238 0.4351389110088348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213470220,1992553262,1,1,"(0.4516943395137787, 0.421412855386734)","(0.482069194316864, 0.4350632429122925)",1,1,2.951507568359375,2.9477691650390625,"(-54.50796127319336, -15.141925811767578, 568.997314453125)","(10.574021339416504, -11.319482803344727, 572.9703369140625)","(-16.46895408630371, 123.49616241455078, 34.30714416503906)","(-5.942956447601318, 120.99580383300781, 33.39707946777344)",POINT (0.4668817669153214 0.4282380491495132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213486887,1992569928,1,1,"(0.4558367431163788, 0.4286208748817444)","(0.4814000725746155, 0.43756574392318726)",1,1,2.9575653076171875,2.9607391357421875,"(-54.49565505981445, -15.007177352905273, 569.1173706054688)","(10.586454391479492, -11.19709587097168, 573.024169921875)","(-15.033463478088379, 122.17584991455078, 33.82661056518555)","(-6.174837589263916, 120.53741455078125, 33.23025894165039)",POINT (0.4686184078454971 0.4330933094024658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213503554,1992586595,1,1,"(0.45314809679985046, 0.4239119589328766)","(0.48046499490737915, 0.4405904710292816)",1,1,2.9609832763671875,2.9625244140625,"(-54.493255615234375, -14.893133163452148, 569.2449951171875)","(10.594822883605957, -11.073848724365234, 573.2062377929688)","(-15.965170860290527, 123.03839111328125, 34.140541076660156)","(-6.498873710632324, 119.9833755493164, 33.028587341308594)",POINT (0.4668065458536148 0.4322512149810791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213520225,1992603265,1,1,"(0.4525785744190216, 0.42725756764411926)","(0.4787869453430176, 0.4400891959667206)",1,1,2.9423370361328125,2.9678192138671875,"(-54.499366760253906, -14.815574645996094, 569.261962890625)","(10.583646774291992, -11.013269424438477, 573.1878662109375)","(-16.162525177001953, 122.42557525634766, 33.917476654052734)","(-7.0803704261779785, 120.0751724243164, 33.0620231628418)",POINT (0.4656827598810196 0.4336733818054199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213536891,1992619931,1,1,"(0.4516371190547943, 0.4314805567264557)","(0.48284804821014404, 0.4422065019607544)",1,1,2.9591827392578125,2.9592437744140625,"(-54.52020263671875, -14.81231689453125, 569.2673950195312)","(10.557836532592773, -11.00623893737793, 573.234130859375)","(-16.488786697387695, 121.65203857421875, 33.63597106933594)","(-5.673061370849609, 119.6873550415039, 32.92088317871094)",POINT (0.4672425836324692 0.436843529343605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213553560,1992636599,1,1,"(0.4492299258708954, 0.418050080537796)","(0.48163411021232605, 0.43971049785614014)",1,1,2.948974609375,2.958236694335937,"(-54.53223419189453, -14.902104377746582, 569.13818359375)","(10.54210090637207, -11.066736221313477, 573.1533813476562)","(-17.32295799255371, 124.11212158203125, 34.53133010864258)","(-6.0937180519104, 120.14456939697266, 33.08723068237305)",POINT (0.4654320180416107 0.4288802891969681),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213570226,1992653265,1,1,"(0.4545997977256775, 0.42774099111557007)","(0.48054593801498413, 0.44143539667129517)",1,1,2.9563446044921875,2.960678100585937,"(-54.555511474609375, -15.015368461608887, 569.0525512695312)","(10.520148277282715, -11.186454772949219, 573.1717529296875)","(-15.462093353271484, 122.33702087402344, 33.885292053222656)","(-6.470809459686279, 119.82859802246094, 32.97228240966797)",POINT (0.4675728678703308 0.4345881938934326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213586893,1992669931,1,1,"(0.44976314902305603, 0.42363524436950684)","(0.4803146421909332, 0.43875008821487427)",1,1,2.953765869140625,2.9513397216796875,"(-54.5936393737793, -15.148836135864258, 569.0193481445312)","(10.492097854614258, -11.314620971679688, 573.0635986328125)","(-17.138185501098633, 123.08908081054688, 34.158992767333984)","(-6.5509748458862305, 120.32046508789062, 33.15130615234375)",POINT (0.4650388956069946 0.4311926662921906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213603560,1992686598,1,1,"(0.4533217251300812, 0.4247046113014221)","(0.4796488285064697, 0.44039294123649597)",1,1,2.951904296875,2.953887939453125,"(-54.60984802246094, -15.237710952758789, 568.9168090820312)","(10.478033065795898, -11.402116775512695, 572.928466796875)","(-15.905007362365723, 122.89320373535156, 34.08766555786133)","(-6.781715393066406, 120.0195541381836, 33.0417594909668)",POINT (0.4664852768182754 0.432548776268959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,31,9213620228,1992703265,1,1,"(0.45140522718429565, 0.4254319369792938)","(0.48307353258132935, 0.4391613006591797)",1,1,2.92999267578125,2.9570465087890625,"(-54.639862060546875, -15.301592826843262, 568.9208374023438)","(10.454463958740234, -11.471244812011719, 572.8470458984375)","(-16.56914520263672, 122.75996398925781, 34.03923416137695)","(-5.5949225425720215, 120.24515533447266, 33.12388610839844)",POINT (0.4672393798828125 0.4322966188192368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
