,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,46,25,70999532743,1949840425,1,1,"(0.5121231079101562, 0.19904494285583496)","(0.48060500621795654, 0.166561558842659)",1,1,3.961578369140625,3.819778442382813,"(-53.545066833496094, -19.70509147644043, 604.8591918945312)","(6.300694465637207, -21.109928131103516, 606.0484619140625)","(2.5691916942596436, 163.79942321777344, 48.976322174072266)","(-8.321111679077148, 169.73208618164062, 51.13562774658203)",POINT (0.4963640570640564 0.182803250849247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999549410,1949857092,1,1,"(0.5236361622810364, 0.1904158890247345)","(0.4745960235595703, 0.15224792063236237)",1,1,3.961334228515625,3.8075103759765625,"(-53.47968673706055, -19.723377227783203, 604.9315795898438)","(6.407210350036621, -21.16058349609375, 605.80322265625)","(6.547252655029297, 165.3754119873047, 49.54993438720703)","(-10.397363662719727, 172.34628295898438, 52.08710861206055)",POINT (0.4991160929203033 0.1713319048285484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999566079,1949873761,1,1,"(0.5304477214813232, 0.17933693528175354)","(0.4788440465927124, 0.1526680588722229)",1,1,4.006683349609375,3.8084564208984375,"(-53.40412521362305, -19.79713249206543, 604.8006591796875)","(6.490898132324219, -21.241886138916016, 605.8423461914062)","(8.900779724121094, 167.39883422851562, 50.286399841308594)","(-8.929584503173828, 172.26954650878906, 52.059181213378906)",POINT (0.5046458840370178 0.1660024970769882),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999582747,1949890428,1,1,"(0.5264667272567749, 0.18842701613903046)","(0.47766607999801636, 0.14695024490356445)",1,1,3.995269775390625,3.78594970703125,"(-53.310821533203125, -19.869400024414062, 604.4776611328125)","(6.570320129394531, -21.335649490356445, 605.6072387695312)","(7.525260925292969, 165.73866271972656, 49.68212127685547)","(-9.336589813232422, 173.3138427734375, 52.43927001953125)",POINT (0.5020664036273956 0.1676886305212974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999599412,1949907094,1,1,"(0.5291447639465332, 0.15566278994083405)","(0.47749608755111694, 0.15020914375782013)",1,1,3.944259643554688,3.797775268554688,"(-53.273197174072266, -19.92789649963379, 604.6994018554688)","(6.633181571960449, -21.414459228515625, 605.5557861328125)","(8.450576782226562, 171.7226104736328, 51.86012268066406)","(-9.395325660705566, 172.71864318847656, 52.22261428833008)",POINT (0.5033204257488251 0.1529359668493271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999616080,1949923761,1,1,"(0.533225953578949, 0.17313025891780853)","(0.48083075881004333, 0.14019455015659332)",1,1,3.981842041015625,3.784576416015625,"(-53.20586395263672, -19.97597312927246, 604.567138671875)","(6.706381797790527, -21.45279884338379, 605.52392578125)","(9.86076545715332, 168.53240966796875, 50.69899368286133)","(-8.243107795715332, 174.54766845703125, 52.888370513916016)",POINT (0.5070283561944962 0.1566624045372009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999632747,1949940428,1,1,"(0.5314502120018005, 0.17256328463554382)","(0.47892332077026367, 0.13796812295913696)",1,1,3.961822509765625,3.77203369140625,"(-53.1026611328125, -19.965354919433594, 604.379150390625)","(6.795889377593994, -21.440433502197266, 605.4207763671875)","(9.24719524383545, 168.6359405517578, 50.73667526245117)","(-8.902178764343262, 174.9542999267578, 53.03636932373047)",POINT (0.5051867663860321 0.1552657037973404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999649414,1949957095,1,1,"(0.5290529727935791, 0.16951122879981995)","(0.47486063838005066, 0.14320172369480133)",1,1,3.931976318359375,3.7563323974609375,"(-53.00990676879883, -19.906028747558594, 604.5687255859375)","(6.905954360961914, -21.38690948486328, 605.5200805664062)","(8.418874740600586, 169.19337463378906, 50.939544677734375)","(-10.305930137634277, 173.99842834472656, 52.688480377197266)",POINT (0.5019568055868149 0.1563564762473106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999666080,1949973761,1,1,"(0.5222688913345337, 0.14771609008312225)","(0.48588770627975464, 0.13846498727798462)",1,1,3.9295806884765625,3.748703002929688,"(-52.87685012817383, -19.8482666015625, 604.6824340820312)","(7.034236907958984, -21.30293846130371, 605.5779418945312)","(6.074810028076172, 173.17396545410156, 52.38835525512695)","(-6.495800018310547, 174.86355590820312, 53.003326416015625)",POINT (0.5040782988071442 0.1430905386805534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,46,25,70999682748,1949990428,1,1,"(0.523976743221283, 0.17263901233673096)","(0.4713895320892334, 0.15217681229114532)",1,1,3.899200439453125,3.751556396484375,"(-52.70465850830078, -19.706663131713867, 604.5458984375)","(7.199639320373535, -21.223636627197266, 605.6861572265625)","(6.664907932281494, 168.6221160888672, 50.73162841796875)","(-11.505301475524902, 172.35928344726562, 52.09184646606445)",POINT (0.4976831376552582 0.1624079123139381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
