,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,3,33,430604389503,2501843237,1,1,"(0.4548361599445343, 0.23399634659290314)","(0.43847742676734924, 0.15704379975795746)",1,1,3.0434722900390625,2.866806030273437,"(-49.78864288330078, -59.47515869140625, 722.9833374023438)","(11.05485725402832, -46.84748458862305, 732.1505126953125)","(-15.3801908493042, 157.8254852294922, 46.801998138427734)","(-21.049100875854492, 171.9209747314453, 51.9323616027832)",POINT (0.4466567933559418 0.1955200731754303),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,33,430604406170,2501859903,1,1,"(0.4499499797821045, 0.23405905067920685)","(0.430361270904541, 0.15994049608707428)",1,1,3.04736328125,2.9007568359375,"(-49.74566650390625, -59.4724235534668, 723.1202392578125)","(11.101651191711426, -46.79307556152344, 731.1154174804688)","(-17.07343292236328, 157.81399536132812, 46.79782485961914)","(-23.861650466918945, 171.390380859375, 51.73921203613281)",POINT (0.4401556253433228 0.1969997733831406),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,33,430604422837,2501876570,1,1,"(0.448699027299881, 0.23395146429538727)","(0.4374260902404785, 0.14337338507175446)",1,1,3.0562744140625,2.8887939453125,"(-49.67460632324219, -59.43528366088867, 722.9693603515625)","(11.142145156860352, -46.79429244995117, 731.2622680664062)","(-17.506935119628906, 157.8336944580078, 46.80499267578125)","(-21.41341781616211, 174.4250030517578, 52.8437385559082)",POINT (0.4430625587701798 0.1886624246835709),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,33,430604439505,2501893237,1,1,"(0.43693777918815613, 0.24401690065860748)","(0.4443049132823944, 0.1527719646692276)",1,1,3.061676025390625,2.90106201171875,"(-49.60797119140625, -59.42283248901367, 722.8195190429688)","(11.196287155151367, -46.8353271484375, 732.0281982421875)","(-21.5826473236084, 155.989990234375, 46.133941650390625)","(-19.029651641845703, 172.70346069335938, 52.21711730957031)",POINT (0.4406213462352753 0.1983944326639175),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,33,430604456171,2501909903,1,1,"(0.4381175935268402, 0.2267654687166214)","(0.4390915334224701, 0.14394114911556244)",1,1,3.02789306640625,2.897613525390625,"(-49.576507568359375, -59.4014892578125, 722.8372802734375)","(11.257060050964355, -46.841392517089844, 732.32177734375)","(-21.17379379272461, 159.14996337890625, 47.284080505371094)","(-20.836278915405273, 174.32101440429688, 52.80586624145508)",POINT (0.4386045634746552 0.1853533089160919),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,3,33,430604472839,2501926570,1,1,"(0.44443678855895996, 0.2399386167526245)","(0.4345631003379822, 0.16066895425319672)",1,1,3.07354736328125,2.906005859375,"(-49.57294464111328, -59.41018295288086, 722.9389038085938)","(11.295369148254395, -46.83830642700195, 732.0535888671875)","(-18.983949661254883, 156.73703002929688, 46.40583038330078)","(-22.405563354492188, 171.2569580078125, 51.6906623840332)",POINT (0.4394999444484711 0.2003037855029106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,33,430604489506,2501943237,1,1,"(0.4446685016155243, 0.25226643681526184)","(0.43091851472854614, 0.1525246798992157)",1,1,3.069061279296875,2.91845703125,"(-49.56085968017578, -59.39857864379883, 723.0263671875)","(11.329765319824219, -46.79612731933594, 731.2105712890625)","(-18.903657913208008, 154.47891235351562, 45.583953857421875)","(-23.66852378845215, 172.7487335205078, 52.233638763427734)",POINT (0.4377935081720352 0.2023955583572388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,33,430604506173,2501959903,1,1,"(0.4559846818447113, 0.2315937578678131)","(0.4272611737251282, 0.17273779213428497)",1,1,3.042098999023437,2.912506103515625,"(-49.54828643798828, -59.41515350341797, 723.0888671875)","(11.350257873535156, -46.783599853515625, 730.7532958984375)","(-14.982190132141113, 158.26556396484375, 46.9621467590332)","(-24.935928344726562, 169.04627990722656, 50.88602828979492)",POINT (0.4416229277849197 0.202165775001049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,33,430604522845,2501976575,1,1,"(0.45353326201438904, 0.2726629674434662)","(0.4370919167995453, 0.14441871643066406)",1,1,3.1032867431640625,2.88299560546875,"(-49.513275146484375, -59.37701416015625, 722.85986328125)","(11.369568824768066, -46.787872314453125, 730.9446411132812)","(-15.831692695617676, 150.7428436279297, 44.224185943603516)","(-21.52922821044922, 174.2335205078125, 52.7740592956543)",POINT (0.4453125894069672 0.2085408419370651),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,3,33,430604539512,2501993241,1,1,"(0.4530746638774872, 0.26182183623313904)","(0.4358483850955963, 0.1818688064813614)",1,1,3.091171264648437,2.935165405273437,"(-49.507450103759766, -59.39183807373047, 722.8468017578125)","(11.367849349975586, -46.79098129272461, 730.914794921875)","(-15.99061107635498, 152.7286376953125, 44.946929931640625)","(-21.960153579711914, 167.37374877929688, 50.277305603027344)",POINT (0.4444615244865418 0.2218453213572502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
