,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,6,31,4266193688,4484711575,1,1,"(0.512127697467804, 0.5870434641838074)","(0.4738256633281708, 0.5681098699569702)",1,1,2.5199432373046875,2.4776153564453125,"(-13.585527420043945, -46.39283752441406, 615.771728515625)","(48.296966552734375, -43.357757568359375, 616.9678955078125)","(4.473415374755859, 93.1573715209961, 23.264760971069336)","(-8.799633026123047, 96.62547302246094, 24.527042388916016)",POINT (0.4929766803979874 0.5775766670703888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266210355,4484728242,1,1,"(0.5098972916603088, 0.5839277505874634)","(0.4712308347225189, 0.5735365152359009)",1,1,2.5492095947265625,2.49847412109375,"(-13.439140319824219, -45.554134368896484, 615.4620361328125)","(48.467124938964844, -42.50141143798828, 616.94189453125)","(3.7005062103271484, 93.72808837890625, 23.47246742248535)","(-9.698833465576172, 95.63147735595703, 24.16521453857422)",POINT (0.4905640631914139 0.5787321329116821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266227022,4484744908,1,1,"(0.5137823224067688, 0.5966300964355469)","(0.47076746821403503, 0.5753101110458374)",1,1,2.521270751953125,2.53204345703125,"(-13.21863079071045, -44.754180908203125, 615.3024291992188)","(48.67755889892578, -41.658103942871094, 616.5702514648438)","(5.046810626983643, 91.4013671875, 22.625635147094727)","(-9.859416961669922, 95.30658721923828, 24.047006607055664)",POINT (0.4922748953104019 0.5859701037406921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266243692,4484761578,1,1,"(0.5069628357887268, 0.5913358926773071)","(0.4649786651134491, 0.5733504295349121)",1,1,2.5256805419921875,2.52911376953125,"(-12.912046432495117, -43.961212158203125, 614.6229248046875)","(48.97554397583008, -40.84510040283203, 615.976318359375)","(2.6836116313934326, 92.37112426757812, 22.97861671447754)","(-11.86544132232666, 95.66555786132812, 24.17762565612793)",POINT (0.485970750451088 0.5823431611061096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266260360,4484778245,1,1,"(0.5042287707328796, 0.5851322412490845)","(0.47214576601982117, 0.5684669017791748)",1,1,2.5080108642578125,2.5120849609375,"(-12.555119514465332, -43.28919982910156, 614.239013671875)","(49.31193161010742, -40.14960479736328, 615.4403076171875)","(1.7361522912979126, 93.5074691772461, 23.392168045043945)","(-9.381792068481445, 96.5600814819336, 24.503190994262695)",POINT (0.4881872683763504 0.5767995715141296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266277026,4484794911,1,1,"(0.5058919787406921, 0.5771981477737427)","(0.4694424867630005, 0.5711261630058289)",1,1,2.510482788085937,2.5240631103515625,"(-12.155831336975098, -42.668212890625, 613.7947998046875)","(49.71586608886719, -39.53853225708008, 614.998291015625)","(2.3125128746032715, 94.96074676513672, 23.92112922668457)","(-10.31857681274414, 96.07296752929688, 24.32597541809082)",POINT (0.4876672327518463 0.5741621553897858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266293694,4484811578,1,1,"(0.5085942149162292, 0.6016691327095032)","(0.4753725826740265, 0.5688605904579163)",1,1,2.552978515625,2.511016845703125,"(-11.747591018676758, -42.1112060546875, 613.3511962890625)","(50.1370849609375, -38.96995544433594, 614.512451171875)","(3.2489256858825684, 90.47834777832031, 22.289752960205078)","(-8.263574600219727, 96.48798370361328, 24.476919174194336)",POINT (0.4919833987951279 0.5852648615837097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266310361,4484828245,1,1,"(0.5078723430633545, 0.5938457250595093)","(0.4613334536552429, 0.5782831311225891)",1,1,2.54803466796875,2.541107177734375,"(-11.308996200561523, -41.59807586669922, 612.7213134765625)","(50.595489501953125, -38.47044372558594, 613.9354248046875)","(2.9987761974334717, 91.91140747070312, 22.81121253967285)","(-13.128647804260254, 94.76203918457031, 23.84874725341797)",POINT (0.4846028983592987 0.5860644280910492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266327028,4484844911,1,1,"(0.5075620412826538, 0.5995555520057678)","(0.46962612867355347, 0.5823185443878174)",1,1,2.5404205322265625,2.536773681640625,"(-10.865541458129883, -41.12861633300781, 612.4249267578125)","(51.03306198120117, -37.987178802490234, 613.2158203125)","(2.8912558555603027, 90.86552429199219, 22.430601119995117)","(-10.254923820495605, 94.02286529541016, 23.5797119140625)",POINT (0.4885940849781036 0.5909370481967926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,31,4266343695,4484861578,1,1,"(0.49890419840812683, 0.5876501798629761)","(0.480613112449646, 0.5485683083534241)",1,1,2.535614013671875,2.498886108398437,"(-10.377315521240234, -40.65935134887695, 611.715087890625)","(51.52121353149414, -37.58289337158203, 612.866943359375)","(-0.10900643467903137, 93.0462417602539, 23.22430992126465)","(-6.4475417137146, 100.20492553710938, 25.829830169677734)",POINT (0.4897586554288864 0.5681092441082001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
