,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,23,12,84650323731,2837639212,1,1,"(0.5704774260520935, 0.35363271832466125)","(0.5422490835189819, 0.29668936133384705)",1,1,2.5992584228515625,2.502960205078125,"(-50.87214279174805, -43.48415756225586, 589.3496704101562)","(15.08918571472168, -38.334617614746094, 594.6448974609375)","(22.732084274291992, 135.5659942626953, 38.700252532958984)","(12.978472709655762, 145.96595764160156, 42.48548126220703)",POINT (0.5563632547855377 0.3251610398292542),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650340402,2837655883,1,1,"(0.5663727521896362, 0.34503304958343506)","(0.5305052399635315, 0.3223555088043213)",1,1,2.607208251953125,2.52362060546875,"(-50.8452033996582, -43.52989959716797, 589.5289306640625)","(15.112898826599121, -38.359230041503906, 594.6240234375)","(21.313814163208008, 137.13661193847656, 39.271888732910156)","(8.920672416687012, 141.2783966064453, 40.7792854309082)",POINT (0.5484389960765839 0.3336942791938782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650357069,2837672550,1,1,"(0.5707582831382751, 0.3408030569553375)","(0.5444585084915161, 0.3163855969905853)",1,1,2.5896148681640625,2.5068817138671875,"(-50.82274627685547, -43.556297302246094, 589.707763671875)","(15.139715194702148, -38.36897277832031, 594.7796020507812)","(22.829118728637695, 137.9091796875, 39.553035736083984)","(13.741876602172852, 142.3686981201172, 41.17619705200195)",POINT (0.5576083958148956 0.3285943269729614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650373736,2837689217,1,1,"(0.5670788288116455, 0.35269108414649963)","(0.5415216684341431, 0.30979228019714355)",1,1,2.595550537109375,2.519683837890625,"(-50.76805114746094, -43.5490837097168, 589.6966552734375)","(15.191219329833984, -38.36579132080078, 594.9537353515625)","(21.557769775390625, 135.73800659179688, 38.76274108886719)","(12.727129936218262, 143.57289123535156, 41.61445999145508)",POINT (0.5543002486228943 0.3312416821718216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650390403,2837705883,1,1,"(0.5702487230300903, 0.3521411120891571)","(0.5305936932563782, 0.29809045791625977)",1,1,2.6138916015625,2.4859619140625,"(-50.70697021484375, -43.557586669921875, 589.95947265625)","(15.279838562011719, -38.33838653564453, 594.851806640625)","(22.653051376342773, 135.8384246826172, 38.79936599731445)","(8.951238632202148, 145.71006774902344, 42.39234161376953)",POINT (0.5504212081432343 0.3251157850027084),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650407070,2837722550,1,1,"(0.5711458921432495, 0.3520292639732361)","(0.5407724380493164, 0.3028416037559509)",1,1,2.5816192626953125,2.5013580322265625,"(-50.609161376953125, -43.531490325927734, 590.0340576171875)","(15.373838424682617, -38.337425231933594, 595.0625)","(22.963041305541992, 135.8588409423828, 38.80683517456055)","(12.468250274658203, 144.8423309326172, 42.076507568359375)",POINT (0.555959165096283 0.3274354338645935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650423738,2837739217,1,1,"(0.5733321905136108, 0.33863237500190735)","(0.5354913473129272, 0.2945716977119446)",1,1,2.580810546875,2.4936065673828125,"(-50.487953186035156, -43.544944763183594, 590.345703125)","(15.499002456665039, -38.31817626953125, 594.900390625)","(23.718463897705078, 138.30560302734375, 39.69739532470703)","(10.643492698669434, 146.35272216796875, 42.626243591308594)",POINT (0.554411768913269 0.316602036356926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650440404,2837755883,1,1,"(0.5794086456298828, 0.336058109998703)","(0.5346794724464417, 0.30222466588020325)",1,1,2.559555053710937,2.503036499023437,"(-50.346092224121094, -43.52957534790039, 590.3877563476562)","(15.661552429199219, -38.3389892578125, 595.1280517578125)","(25.818035125732422, 138.77578735351562, 39.86844253540039)","(10.362974166870117, 144.95501708984375, 42.11749267578125)",POINT (0.5570440590381622 0.3191413879394531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650457072,2837772550,1,1,"(0.573452353477478, 0.34659895300865173)","(0.5348250865936279, 0.30414676666259766)",1,1,2.6046295166015625,2.51348876953125,"(-50.16291046142578, -43.535377502441406, 590.4154052734375)","(15.843599319458008, -38.3782958984375, 595.1199340820312)","(23.759971618652344, 136.85064697265625, 39.16773223876953)","(10.413281440734863, 144.6039581298828, 41.989768981933594)",POINT (0.554138720035553 0.3253728598356247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,12,84650473743,2837789221,1,1,"(0.5772481560707092, 0.33319270610809326)","(0.5380541682243347, 0.31289440393447876)",1,1,2.578094482421875,2.5091705322265625,"(-49.97222900390625, -43.54362869262695, 590.503662109375)","(16.04383087158203, -38.452728271484375, 595.1883544921875)","(25.0715389251709, 139.2991180419922, 40.05890655517578)","(11.52902603149414, 143.00631713867188, 41.408267974853516)",POINT (0.557651162147522 0.323043555021286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
