,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,10,31,598575319116,3800936910,1,1,"(0.322600394487381, 0.1483924239873886)","(-0.6066243052482605, -0.033116165548563004)",1,1,3.4005584716796875,3.333648681640625,"(-10.99327278137207, 21.429405212402344, 446.2826843261719)","(53.797828674316406, 21.110488891601562, 465.887451171875)","(-62.915706634521484, 173.05043029785156, 52.343421936035156)","(-383.986328125, 206.20057678222656, 64.40911102294922)",POINT (-0.1420119553804398 0.0576381292194128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575352450,3800970243,1,1,"(0.337906152009964, 0.1695072203874588)","(-0.6038584113121033, -0.08504090458154678)",1,1,3.3928680419921875,3.3511199951171875,"(-11.20691204071045, 21.399497985839844, 446.10821533203125)","(53.660858154296875, 21.01637077331543, 465.8004150390625)","(-57.627174377441406, 169.194091796875, 50.939815521240234)","(-383.0306396484375, 215.68392944335938, 67.86077117919922)",POINT (-0.1329761296510696 0.042233157902956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575369118,3800986910,1,1,"(0.33753502368927, 0.1507926732301712)","(-0.5914828181266785, -0.05323214828968048)",1,1,3.4078521728515625,3.279205322265625,"(-11.338983535766602, 21.39215850830078, 446.17974853515625)","(53.614253997802734, 21.01154327392578, 465.91497802734375)","(-57.755401611328125, 172.612060546875, 52.183876037597656)","(-378.75457763671875, 209.87448120117188, 65.74629211425781)",POINT (-0.1269738972187042 0.0487802624702454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575385784,3801003576,1,1,"(0.337443470954895, 0.16792450845241547)","(-0.6008193492889404, -0.07617859542369843)",1,1,3.417205810546875,3.3790740966796875,"(-11.47909164428711, 21.387001037597656, 446.13543701171875)","(53.513893127441406, 20.99517059326172, 465.8583068847656)","(-57.78703308105469, 169.48313903808594, 51.04502868652344)","(-381.9805603027344, 214.06536865234375, 67.27163696289062)",POINT (-0.1316879391670227 0.0458729565143585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575402452,3801020243,1,1,"(0.33834460377693176, 0.1537257581949234)","(-0.5932717323303223, -0.05466436967253685)",1,1,3.3790435791015625,3.329681396484375,"(-11.640933990478516, 21.388181686401367, 446.12884521484375)","(53.38441467285156, 20.986351013183594, 465.7833251953125)","(-57.475669860839844, 172.07635498046875, 51.98891067504883)","(-379.3726806640625, 210.1360626220703, 65.84150695800781)",POINT (-0.1274635642766952 0.0495306942611933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575419120,3801036910,1,1,"(0.33806341886520386, 0.14816401898860931)","(-0.5808955430984497, -0.06125517189502716)",1,1,3.3674468994140625,3.375030517578125,"(-11.829505920410156, 21.392677307128906, 446.078369140625)","(53.231544494628906, 21.013500213623047, 465.70928955078125)","(-57.57284164428711, 173.09214782714844, 52.35862731933594)","(-375.09637451171875, 211.33978271484375, 66.27963256835938)",POINT (-0.1214160621166229 0.0434544235467911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575435786,3801053576,1,1,"(0.3395245373249054, 0.14418718218803406)","(-0.5850585699081421, -0.0778433308005333)",1,1,3.409881591796875,3.322662353515625,"(-12.05565071105957, 21.420917510986328, 446.2362060546875)","(53.031246185302734, 21.03734016418457, 465.49615478515625)","(-57.067989349365234, 173.8184814453125, 52.62297821044922)","(-376.5348205566406, 214.36940002441406, 67.38233947753906)",POINT (-0.1227670162916184 0.0331719256937504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575452461,3801070250,1,1,"(0.33953115344047546, 0.180738165974617)","(-0.5904483795166016, -0.08369731158018112)",1,1,3.4274139404296875,3.317657470703125,"(-12.332052230834961, 21.523780822753906, 446.21807861328125)","(52.85707092285156, 21.129568099975586, 465.7073669433594)","(-57.065704345703125, 167.14291381835938, 50.19326400756836)","(-378.3971252441406, 215.4385528564453, 67.77142333984375)",POINT (-0.125458613038063 0.0485204271972179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575469127,3801086916,1,1,"(0.3368632197380066, 0.15373729169368744)","(-0.5914031267166138, -0.07815099507570267)",1,1,3.4043121337890625,3.3335113525390625,"(-12.656587600708008, 21.62580108642578, 446.3377990722656)","(52.5994758605957, 21.243022918701172, 465.4906921386719)","(-57.98753356933594, 172.07424926757812, 51.988155364990234)","(-378.7270202636719, 214.42559814453125, 67.40274047851562)",POINT (-0.1272699534893036 0.0377931483089924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575485795,3801103583,1,1,"(0.3364845812320709, 0.17186279594898224)","(-0.5798251628875732, -0.06380850821733475)",1,1,3.3963623046875,3.346435546875,"(-13.015787124633789, 21.840200424194336, 446.4335021972656)","(52.33757019042969, 21.45280647277832, 465.5316467285156)","(-58.11836242675781, 168.76388549804688, 50.78325653076172)","(-374.7265625, 211.8061065673828, 66.44937896728516)",POINT (-0.1216702908277512 0.0540271438658237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575502462,3801120250,1,1,"(0.33817052841186523, 0.17059363424777985)","(-0.5769226551055908, -0.04697136953473091)",1,1,3.4231719970703125,3.3025054931640625,"(-13.42103385925293, 22.140724182128906, 446.537109375)","(52.030757904052734, 21.713083267211914, 465.3442077636719)","(-57.535823822021484, 168.99566650390625, 50.86764144897461)","(-373.7236633300781, 208.73104858398438, 65.33008575439453)",POINT (-0.1193760633468628 0.0618111323565245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575535796,3801153583,1,1,"(0.3400357961654663, 0.16168533265590668)","(-0.5919116139411926, -0.01744033768773079)",1,1,3.399887084960937,3.34515380859375,"(-14.299795150756836, 22.913543701171875, 447.0829162597656)","(51.3834228515625, 22.438064575195312, 464.9948425292969)","(-56.891334533691406, 170.62266540527344, 51.459774017333984)","(-378.9027099609375, 203.33758544921875, 63.3670654296875)",POINT (-0.1259379088878632 0.0721224974840879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575752478,3801370257,1,1,"(0.4573708772659302, 0.13784074783325195)","(0.4533534348011017, 0.15418949723243713)",1,1,3.390365600585937,3.0998077392578125,"(-13.89315414428711, 27.853553771972656, 456.311279296875)","(50.48977279663086, 25.778465270996094, 468.9472351074219)","(-16.34910011291504, 174.97755432128906, 53.04485321044922)","(-17.737220764160156, 171.99168395996094, 51.958045959472656)",POINT (0.4553621560335159 0.1460151225328445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,10,31,598575769144,3801386923,1,1,"(0.5290582180023193, 0.154415100812912)","(0.5182309150695801, 0.14104019105434418)",1,1,3.363189697265625,3.073577880859375,"(-13.17286491394043, 28.105335235595703, 457.24761962890625)","(51.2008056640625, 25.7899112701416, 469.9324645996094)","(8.420709609985352, 171.95046997070312, 51.94306182861328)","(4.679588794708252, 174.39321899414062, 52.832183837890625)",POINT (0.5236445665359497 0.1477276459336281),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,10,31,598575802476,3801420254,1,1,"(0.5445483922958374, 0.12587399780750275)","(0.5186303853988647, 0.14704065024852753)",1,1,3.394195556640625,3.0552520751953125,"(-12.420073509216309, 28.579139709472656, 459.6191711425781)","(52.04544448852539, 25.811288833618164, 471.31109619140625)","(13.772928237915039, 177.16311645507812, 53.8403205871582)","(4.817617893218994, 173.2973175048828, 52.43326187133789)",POINT (0.5315893888473511 0.1364573240280151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,31,598575819144,3801436921,1,1,"(0.541580319404602, 0.14228813350200653)","(0.5109567642211914, 0.1562284380197525)",1,1,3.393661499023437,3.024566650390625,"(-12.102555274963379, 28.752553939819336, 460.6463623046875)","(52.4102783203125, 25.794565200805664, 471.8302917480469)","(12.747400283813477, 174.16529846191406, 52.74919128417969)","(2.1661856174468994, 171.61927795410156, 51.822540283203125)",POINT (0.5262685418128967 0.1492582857608795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,10,31,598575835811,3801453588,1,1,"(0.5439285635948181, 0.16314972937107086)","(0.5126831531524658, 0.15326254069805145)",1,1,3.408843994140625,3.04638671875,"(-11.816485404968262, 28.88420867919922, 461.54949951171875)","(52.74973678588867, 25.72369384765625, 472.4818115234375)","(13.558774948120117, 170.35519409179688, 51.36244583129883)","(2.762697696685791, 172.1609649658203, 52.01970291137695)",POINT (0.528305858373642 0.1582061350345612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,10,31,598575852479,3801470255,1,1,"(0.5432137250900269, 0.1379408985376358)","(0.5189230442047119, 0.14988087117671967)",1,1,3.375823974609375,3.0677032470703125,"(-11.57756233215332, 28.926658630371094, 462.427978515625)","(53.06714630126953, 25.614582061767578, 473.05194091796875)","(13.311769485473633, 174.95925903320312, 53.038185119628906)","(4.9187235832214355, 172.77857971191406, 52.24449157714844)",POINT (0.5310683846473694 0.1439108848571777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,10,31,598575869147,3801486923,1,1,"(0.5389377474784851, 0.12853457033634186)","(0.5148969292640686, 0.13738925755023956)",1,1,3.4022979736328125,3.08404541015625,"(-11.353889465332031, 28.95492172241211, 463.2695617675781)","(53.35148239135742, 25.47344207763672, 473.3539733886719)","(11.83431625366211, 176.67721557617188, 53.66347122192383)","(3.527599573135376, 175.05999755859375, 53.07487487792969)",POINT (0.5269173383712769 0.1329619139432907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
