,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,14,32,238064516334,4697238119,1,1,"(0.5003228783607483, 0.4583624601364136)","(0.5179569125175476, 0.42766815423965454)",1,1,3.359466552734375,3.7327728271484375,"(-9.21367359161377, 3.0247387886047363, 657.0608520507812)","(55.735992431640625, 1.896577000617981, 654.0634155273438)","(1.019309401512146, 121.91283416748047, 33.73086166381836)","(7.160121917724609, 127.5627212524414, 35.7872428894043)",POINT (0.509139895439148 0.4430153071880341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064533000,4697254785,1,1,"(0.49947646260261536, 0.48381638526916504)","(0.5190032720565796, 0.4349777102470398)",1,1,3.35906982421875,3.74383544921875,"(-9.248961448669434, 3.736550807952881, 655.0841064453125)","(55.68569564819336, 2.5031771659851074, 652.2322998046875)","(0.7245597839355469, 117.22754669189453, 32.02555847167969)","(7.5244669914245605, 126.21724700927734, 35.29756164550781)",POINT (0.5092398673295975 0.4593970477581024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064549667,4697271451,1,1,"(0.5066016912460327, 0.49338480830192566)","(0.5181105136871338, 0.43132901191711426)",1,1,3.3463592529296875,3.731124877929688,"(-9.398818969726562, 4.539699554443359, 653.2574462890625)","(55.53912353515625, 3.1939454078674316, 650.2866821289062)","(3.2058260440826416, 115.46630096435547, 31.384502410888672)","(7.21358585357666, 126.88885498046875, 35.542022705078125)",POINT (0.5123561024665833 0.46235691010952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064566333,4697288117,1,1,"(0.5063709616661072, 0.48260214924812317)","(0.5173851847648621, 0.43761834502220154)",1,1,3.3598175048828125,3.7440032958984375,"(-9.63764762878418, 5.4209699630737305, 651.03857421875)","(55.30372619628906, 4.015860080718994, 648.355224609375)","(3.1254847049713135, 117.45105743408203, 32.10691452026367)","(6.961017608642578, 125.73118591308594, 35.120628356933594)",POINT (0.5118780732154846 0.4601102471351624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064583001,4697304784,1,1,"(0.5047847032546997, 0.4907645285129547)","(0.5211402177810669, 0.44465500116348267)",1,1,3.357528686523437,3.73895263671875,"(-9.99986743927002, 6.394320487976074, 648.6912841796875)","(54.920509338378906, 4.925890922546387, 645.781005859375)","(2.573075294494629, 115.9486083984375, 31.560077667236328)","(8.268661499023438, 124.43594360351562, 34.64924240112305)",POINT (0.5129624605178833 0.4677097648382187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064599668,4697321451,1,1,"(0.5009808540344238, 0.47847357392311096)","(0.5040563344955444, 0.4355038106441498)",1,1,3.380767822265625,3.75146484375,"(-10.429226875305176, 7.468552112579346, 646.161376953125)","(54.506507873535156, 5.981137275695801, 643.1649169921875)","(1.2484570741653442, 118.21098327636719, 32.383544921875)","(2.3194420337677, 126.1203842163086, 35.262325286865234)",POINT (0.5025185942649841 0.4569886922836304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064616344,4697338126,1,1,"(0.49321362376213074, 0.4723929464817047)","(0.5178291201591492, 0.4464232623577118)",1,1,3.3573150634765625,3.75653076171875,"(-10.918581008911133, 8.645393371582031, 643.3154907226562)","(54.017982482910156, 7.176352500915527, 640.708251953125)","(-1.4563815593719482, 119.33025360107422, 32.79090118408203)","(7.115623474121094, 124.11046600341797, 34.530731201171875)",POINT (0.50552137196064 0.4594081044197082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064633011,4697354793,1,1,"(0.5111926794052124, 0.48426058888435364)","(0.5142589807510376, 0.4366224706172943)",1,1,3.367660522460937,3.7589111328125,"(-11.484455108642578, 9.938729286193848, 640.049072265625)","(53.43696212768555, 8.492526054382324, 637.2266845703125)","(4.804574012756348, 117.14578247070312, 31.995840072631836)","(5.872361660003662, 125.91448211669922, 35.18739700317383)",POINT (0.512725830078125 0.460441529750824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064649685,4697371466,1,1,"(0.5026492476463318, 0.48186296224594116)","(0.521106481552124, 0.442306786775589)",1,1,3.35406494140625,3.7529296875,"(-12.089287757873535, 11.283180236816406, 636.7442626953125)","(52.835453033447266, 9.888320922851562, 633.85400390625)","(1.829433560371399, 117.58711242675781, 32.156436920166016)","(8.256887435913086, 124.8681869506836, 34.806556701660156)",POINT (0.5118778645992279 0.4620848745107651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,32,238064666343,4697388124,1,1,"(0.5099074840545654, 0.49633100628852844)","(0.5251969695091248, 0.45821046829223633)",1,1,3.368133544921875,3.7591705322265625,"(-12.79456901550293, 12.695646286010742, 632.9016723632812)","(52.1324577331543, 11.370789527893066, 630.1548461914062)","(4.357023239135742, 114.92399597167969, 31.187137603759766)","(9.681339263916016, 121.9408187866211, 33.74103546142578)",POINT (0.5175522267818451 0.4772707372903824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
