,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,long.1,long.2,operate.1,int.1,n.1,switch.1,n.2,case.1,0.1,return.1,0.2,case.2,1.1,return.2,1.2,default.1,long.3,long.4,mystery1.1,=.1,0.3,long.5,long.6,mystery2.1,=.2,1.3,for.1,int.2,i.1,=.3,2.1,i.2,n.3,<=.1,++i.1,-----------.6,long.7,long.8,mystery3.1,=.4,mystery1.2,+.1,mystery2.2,mystery1.3,=.5,mystery2.3,mystery2.4,=.6,mystery3.2,-----------.8,return.3,mystery2.5,-----------.10,-----------.11,question,code,choices
0,30,24,2455555509,14339275457,1,1,"(0.38404610753059387, 0.06637872755527496)","(0.39729028940200806, 0.131804957985878)",1,1,3.3110809326171875,2.9528045654296875,"(-51.59541320800781, -27.62368392944336, 656.7214965820312)","(11.977266311645508, -29.155628204345703, 655.728515625)","(-41.68465805053711, 188.02915954589844, 57.795166015625)","(-37.10846710205078, 176.0799102783203, 53.446075439453125)",POINT (0.390668198466301 0.0990918427705765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455572176,14339292124,1,1,"(0.38598957657814026, 0.08688116073608398)","(0.39370137453079224, 0.12603859603405)",1,1,3.33404541015625,2.94805908203125,"(-51.573238372802734, -27.629718780517578, 656.5921630859375)","(11.993410110473633, -29.16695785522461, 655.7993774414062)","(-41.013145446777344, 184.28466796875, 56.432342529296875)","(-38.348506927490234, 177.133056640625, 53.829383850097656)",POINT (0.3898454755544662 0.106459878385067),,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455588842,14339308790,1,1,"(0.38310638070106506, 0.06949514895677567)","(0.3895169794559479, 0.1316000074148178)",1,1,3.3159942626953125,2.9673614501953125,"(-51.56420135498047, -27.634204864501953, 656.5817260742188)","(12.003799438476562, -29.169788360595703, 655.7874755859375)","(-42.00935745239258, 187.45997619628906, 57.58808517456055)","(-39.79433059692383, 176.11734008789062, 53.459693908691406)",POINT (0.3863116800785065 0.1005475781857967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455605510,14339325457,1,1,"(0.37806597352027893, 0.06999251991510391)","(0.39137357473373413, 0.14167870581150055)",1,1,3.305572509765625,2.982513427734375,"(-51.558937072753906, -27.63331413269043, 656.5225219726562)","(12.002645492553711, -29.169193267822266, 655.82275390625)","(-43.750938415527344, 187.369140625, 57.555023193359375)","(-39.15282440185547, 174.27659606933594, 52.78971862792969)",POINT (0.3847197741270065 0.1058356128633022),,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455622176,14339342123,1,1,"(0.3811001479625702, 0.07677801698446274)","(0.38770678639411926, 0.13327765464782715)",1,1,3.33331298828125,2.985260009765625,"(-51.574546813964844, -27.626873016357422, 656.5433349609375)","(11.991812705993652, -29.158802032470703, 655.739990234375)","(-42.70256042480469, 186.12986755371094, 57.103939056396484)","(-40.4197998046875, 175.81094360351562, 53.348182678222656)",POINT (0.3844034671783447 0.1050278358161449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455638849,14339358796,1,1,"(0.3844124376773834, 0.07294738292694092)","(0.3916301429271698, 0.1328260451555252)",1,1,3.332916259765625,2.9740142822265625,"(-51.60163116455078, -27.61737060546875, 656.623779296875)","(11.971315383911133, -29.1434383392334, 655.7166748046875)","(-41.558082580566406, 186.82948303222656, 57.35857009887695)","(-39.064186096191406, 175.89341735839844, 53.37820053100586)",POINT (0.3880212903022766 0.1028867140412331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455655516,14339375462,1,1,"(0.383547306060791, 0.0750318393111229)","(0.3863481283187866, 0.11637461185455322)",1,1,3.3565673828125,2.9772491455078125,"(-51.62083435058594, -27.617094039916992, 656.6932373046875)","(11.960219383239746, -29.135168075561523, 655.681396484375)","(-41.85700225830078, 186.44876098632812, 57.22002029418945)","(-40.889259338378906, 178.8980712890625, 54.47176742553711)",POINT (0.3849477171897888 0.0957032255828381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455672183,14339392129,1,1,"(0.37720465660095215, 0.07497336715459824)","(0.3809565305709839, 0.09735993295907974)",1,1,3.3514862060546875,2.954833984375,"(-51.63145446777344, -27.60989761352539, 656.7153930664062)","(11.953958511352539, -29.123157501220703, 655.6815185546875)","(-44.04853820800781, 186.45944213867188, 57.22391128540039)","(-42.75217819213867, 182.37081909179688, 55.73579406738281)",POINT (0.379080593585968 0.086166650056839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455688850,14339408796,1,1,"(0.37717077136039734, 0.0793692022562027)","(0.38039976358413696, 0.10883979499340057)",1,1,3.3675994873046875,2.98297119140625,"(-51.64301300048828, -27.598268508911133, 656.7255859375)","(11.944231033325195, -29.102066040039062, 655.63427734375)","(-44.06025314331055, 185.65660095214844, 56.93172073364258)","(-42.94456481933594, 180.27420043945312, 54.97265625)",POINT (0.3787852674722672 0.0941044986248016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,24,2455705516,14339425462,1,1,"(0.3765582740306854, 0.07198583334684372)","(0.38337624073028564, 0.11436823010444641)",1,1,3.33331298828125,3.010345458984375,"(-51.653648376464844, -27.59534454345703, 656.7479248046875)","(11.934920310974121, -29.087562561035156, 655.5396728515625)","(-44.27188491821289, 187.0050811767578, 57.42249298095703)","(-41.916114807128906, 179.26451110839844, 54.60514831542969)",POINT (0.3799672573804855 0.0931770317256451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
