,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,23,22,84595461837,2782778945,1,1,"(0.4664468765258789, 0.3632422387599945)","(0.436458945274353, 0.3232180178165436)",1,1,2.618026733398437,2.533538818359375,"(-46.82921600341797, -38.88202667236328, 605.0538330078125)","(18.55157470703125, -29.570552825927734, 608.2833251953125)","(-13.213099479675293, 133.8109588623047, 38.06142044067383)","(-23.574687957763672, 141.12086486816406, 40.72196960449219)",POINT (0.451452910900116 0.343230128288269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595478504,2782795612,1,1,"(0.46880000829696655, 0.36669182777404785)","(0.42965731024742126, 0.3087933659553528)",1,1,2.6235504150390625,2.5212554931640625,"(-46.637779235839844, -38.894412994384766, 605.01953125)","(18.8564453125, -29.797863006591797, 607.7154541015625)","(-12.400045394897461, 133.18093872070312, 37.832088470458984)","(-25.924840927124023, 143.7553253173828, 41.68085861206055)",POINT (0.4492286592721939 0.3377425968647003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595495171,2782812278,1,1,"(0.4562820494174957, 0.3585647642612457)","(0.43954405188560486, 0.3232654929161072)",1,1,2.6089019775390625,2.5294342041015625,"(-46.394256591796875, -38.796119689941406, 604.6868896484375)","(19.167503356933594, -29.92362403869629, 607.75830078125)","(-16.725305557250977, 134.6652374267578, 38.372337341308594)","(-22.50871467590332, 141.11219787597656, 40.71880340576172)",POINT (0.4479130506515503 0.3409151285886764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595511838,2782828945,1,1,"(0.45191293954849243, 0.36139175295829773)","(0.42193493247032166, 0.3206341564655304)",1,1,2.600936889648437,2.5296173095703125,"(-46.180179595947266, -38.62760925292969, 604.5533447265625)","(19.46337127685547, -29.98270606994629, 607.230712890625)","(-18.234960556030273, 134.14891052246094, 38.18446731567383)","(-28.593101501464844, 141.59274291992188, 40.89381408691406)",POINT (0.436923936009407 0.3410129547119141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595528497,2782845603,1,1,"(0.45380085706710815, 0.3599565327167511)","(0.4365723133087158, 0.30959072709083557)",1,1,2.612045288085937,2.515853881835937,"(-45.983036041259766, -38.3743782043457, 604.580078125)","(19.724456787109375, -29.97370147705078, 607.1129150390625)","(-17.582624435424805, 134.41102600097656, 38.27988052368164)","(-23.53553009033203, 143.6096954345703, 41.62786865234375)",POINT (0.445186585187912 0.3347736299037933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595545164,2782862270,1,1,"(0.4545106291770935, 0.3552494943141937)","(0.4253234565258026, 0.3288719356060028)",1,1,2.6056060791015625,2.5108642578125,"(-45.78692626953125, -38.086429595947266, 604.6673583984375)","(20.00069236755371, -29.90866470336914, 606.7706298828125)","(-17.337383270263672, 135.27072143554688, 38.592742919921875)","(-27.422283172607422, 140.08824157714844, 40.34615707397461)",POINT (0.4399170428514481 0.3420607149600983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595561839,2782878944,1,1,"(0.45926544070243835, 0.36397436261177063)","(0.4302731156349182, 0.3290192186832428)",1,1,2.616943359375,2.544540405273437,"(-45.596885681152344, -37.800445556640625, 604.5721435546875)","(20.242460250854492, -29.837129592895508, 606.5733642578125)","(-15.694467544555664, 133.67724609375, 38.01274108886719)","(-25.712047576904297, 140.06134033203125, 40.336360931396484)",POINT (0.4447692781686783 0.3464967906475067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595578505,2782895610,1,1,"(0.4647558331489563, 0.35739248991012573)","(0.42573729157447815, 0.32968854904174805)",1,1,2.6168670654296875,2.5364532470703125,"(-45.46082305908203, -37.47243118286133, 604.7734375)","(20.45905113220215, -29.775129318237305, 606.437255859375)","(-13.797402381896973, 134.87933349609375, 38.45027160644531)","(-27.27928924560547, 139.9390869140625, 40.29189682006836)",POINT (0.4452465623617172 0.3435405194759369),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595595173,2782912277,1,1,"(0.4617593288421631, 0.3482274115085602)","(0.4224337637424469, 0.32753559947013855)",1,1,2.6051788330078125,2.53704833984375,"(-45.30987548828125, -37.151268005371094, 604.6507568359375)","(20.644756317138672, -29.721572875976562, 606.2227783203125)","(-14.832775115966797, 136.55322265625, 39.05949783325195)","(-28.42074203491211, 140.33230590820312, 40.43497848510742)",POINT (0.442096546292305 0.3378815054893494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,23,22,84595611840,2782928944,1,1,"(0.4629702866077423, 0.3667389452457428)","(0.42079222202301025, 0.3148297071456909)",1,1,2.6281890869140625,2.521087646484375,"(-45.18444061279297, -36.84966278076172, 604.3812255859375)","(20.800025939941406, -29.65616226196289, 605.908203125)","(-14.414356231689453, 133.17234802246094, 37.82891845703125)","(-28.987947463989258, 142.65286254882812, 41.27962112426758)",POINT (0.4418812543153763 0.3407843261957169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
