,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,36,32,343091513356,1906906230,1,1,"(0.5449321866035461, 0.5816260576248169)","(0.5535560250282288, 0.5804982781410217)",1,1,2.8636932373046875,2.8253936767578125,"(-94.15087890625, -15.815727233886719, 524.4598999023438)","(-32.883544921875, -8.659252166748047, 527.6622314453125)","(13.905553817749023, 93.92604064941406, 23.54448890686035)","(16.88530158996582, 94.13200378417969, 23.6195068359375)",POINT (0.5492441058158875 0.5810621678829193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091530023,1906922896,1,1,"(0.548001766204834, 0.5800005197525024)","(0.5517320036888123, 0.5667113065719604)",1,1,2.86395263671875,2.8231658935546875,"(-94.20549011230469, -15.803350448608398, 524.590087890625)","(-32.895851135253906, -8.662099838256836, 527.6458129882812)","(14.966175079345703, 94.22290802001953, 23.65257453918457)","(16.255067825317383, 96.65001678466797, 24.535947799682617)",POINT (0.5498668849468231 0.5733559131622314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091546690,1906939563,1,1,"(0.5017889738082886, 0.5636467933654785)","(0.523720920085907, 0.5623425245285034)",1,1,2.853515625,2.844955444335937,"(-94.20561218261719, -15.76229476928711, 524.2680053710938)","(-32.97595977783203, -8.615265846252441, 527.4664306640625)","(-1.001518964767456, 97.209716796875, 24.739643096923828)","(6.5765156745910645, 97.44791412353516, 24.826364517211914)",POINT (0.5127549469470978 0.562994658946991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091563358,1906956230,1,1,"(0.505062460899353, 0.5570520162582397)","(0.5231942534446716, 0.5683190226554871)",1,1,2.8411407470703125,2.847518920898437,"(-94.25787353515625, -15.731172561645508, 524.2523193359375)","(-33.04698944091797, -8.588445663452148, 527.5364990234375)","(0.12955179810523987, 98.4141616821289, 25.178037643432617)","(6.394545555114746, 96.35640716552734, 24.42904281616211)",POINT (0.5141283571720123 0.5626855194568634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091580024,1906972896,1,1,"(0.5025483965873718, 0.5576133131980896)","(0.5193560123443604, 0.5645049810409546)",1,1,2.8443603515625,2.8388214111328125,"(-94.27304077148438, -15.736722946166992, 524.119384765625)","(-33.05134201049805, -8.580055236816406, 527.45849609375)","(-0.739119291305542, 98.31163787841797, 25.140769958496094)","(5.06833553314209, 97.052978515625, 24.682594299316406)",POINT (0.5109522044658661 0.5610591471195221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091596692,1906989563,1,1,"(0.5141193270683289, 0.5514587759971619)","(0.5181983113288879, 0.5715176463127136)",1,1,2.8587188720703125,2.831024169921875,"(-94.34046936035156, -15.742415428161621, 524.2752685546875)","(-33.05596160888672, -8.54490852355957, 527.3023681640625)","(3.258925437927246, 99.43570709228516, 25.54981803894043)","(4.668323040008545, 95.7721939086914, 24.216482162475586)",POINT (0.5161588191986084 0.5614882111549377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091613359,1907006230,1,1,"(0.5159910917282104, 0.5353604555130005)","(0.517686128616333, 0.579261839389801)",1,1,2.8427734375,2.834747314453125,"(-94.39926147460938, -15.739948272705078, 524.5150146484375)","(-33.082271575927734, -8.519729614257812, 527.3463134765625)","(3.9056649208068848, 102.37584686279297, 26.619953155517578)","(4.491352558135986, 94.35784149169922, 23.701623916625977)",POINT (0.5168386101722717 0.5573111474514008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091630030,1907022900,1,1,"(0.5228763818740845, 0.5427879095077515)","(0.5166314840316772, 0.5658786296844482)",1,1,2.8444061279296875,2.835906982421875,"(-94.43872833251953, -15.723732948303223, 524.599609375)","(-33.09265899658203, -8.506840705871582, 527.2991943359375)","(6.2847208976745605, 101.0193099975586, 26.126237869262695)","(4.126942157745361, 96.80210876464844, 24.591283798217773)",POINT (0.5197539329528809 0.5543332695960999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091646698,1907039567,1,1,"(0.51828533411026, 0.5570908784866333)","(0.5179183483123779, 0.5626397132873535)",1,1,2.8822479248046875,2.8271026611328125,"(-94.45415496826172, -15.724206924438477, 524.594482421875)","(-33.11505126953125, -8.506086349487305, 527.2967529296875)","(4.698397636413574, 98.40705871582031, 25.175474166870117)","(4.571600437164307, 97.39363861083984, 24.806612014770508)",POINT (0.518101841211319 0.5598652958869934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,32,343091663365,1907056234,1,1,"(0.5196257829666138, 0.5491557121276855)","(0.5181055068969727, 0.5617749094963074)",1,1,2.853851318359375,2.821136474609375,"(-94.46209716796875, -15.718428611755371, 524.575927734375)","(-33.13530731201172, -8.509307861328125, 527.32568359375)","(5.161547660827637, 99.85633087158203, 25.70289421081543)","(4.636256694793701, 97.55159759521484, 24.864070892333984)",POINT (0.5188656449317932 0.5554653108119965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
