,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,3,22,430007042352,1904513963,1,1,"(0.4205278754234314, 0.12514960765838623)","(0.4207420349121094, -0.0073271519504487514)",1,1,2.97637939453125,2.76873779296875,"(-32.31226348876953, -49.378841400146484, 679.265869140625)","(29.515987396240234, -43.241172790527344, 686.4638061523438)","(-27.26926040649414, 177.76307678222656, 54.058685302734375)","(-27.195051193237305, 202.02902221679688, 62.89079284667969)",POINT (0.4206349551677704 0.0589112278539687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007059022,1904530632,1,1,"(0.42426303029060364, 0.1352100670337677)","(0.4213116466999054, -0.003487279638648033)",1,1,2.993255615234375,2.782211303710937,"(-32.350372314453125, -49.378482818603516, 679.5180053710938)","(29.499534606933594, -43.229736328125, 686.686279296875)","(-25.974897384643555, 175.92027282714844, 53.38800811767578)","(-26.997657775878906, 201.32566833496094, 62.63475036621094)",POINT (0.4227873384952545 0.0658613936975598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007075689,1904547299,1,1,"(0.4151802062988281, 0.1228618174791336)","(0.4139978587627411, -0.013261126354336739)",1,1,2.962005615234375,2.769760131835937,"(-32.38835144042969, -49.37629699707031, 679.6419677734375)","(29.490604400634766, -43.224220275878906, 687.1165161132812)","(-29.1224365234375, 178.18214416503906, 54.21123504638672)","(-29.53215789794922, 203.115966796875, 63.2863655090332)",POINT (0.4145890325307846 0.0548003455623984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007092357,1904563966,1,1,"(0.4180513620376587, 0.12167380005121231)","(0.4175850749015808, -0.0014027607394382358)",1,1,2.968292236328125,2.774322509765625,"(-32.41646957397461, -49.367774963378906, 679.5753173828125)","(29.465068817138672, -43.203529357910156, 687.1839599609375)","(-28.12746238708496, 178.3997344970703, 54.29044723510742)","(-28.289058685302734, 200.94383239746094, 62.495826721191406)",POINT (0.4178182184696198 0.060135519655887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007109023,1904580632,1,1,"(0.421670138835907, 0.12874451279640198)","(0.4179072380065918, 0.003979586064815521)",1,1,2.959808349609375,2.76513671875,"(-32.43607711791992, -49.3476448059082, 679.279052734375)","(29.43258285522461, -43.187904357910156, 687.2392578125)","(-26.873432159423828, 177.10458374023438, 53.819034576416016)","(-28.177417755126953, 199.95794677734375, 62.136962890625)",POINT (0.4197886884212494 0.0663620494306088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007125691,1904597299,1,1,"(0.4169912040233612, 0.1355949491262436)","(0.4167552888393402, 0.013357505202293396)",1,1,2.949951171875,2.777206420898437,"(-32.4449462890625, -49.33038330078125, 679.0224609375)","(29.414138793945312, -43.17515182495117, 687.2147216796875)","(-28.494869232177734, 175.84979248046875, 53.3623161315918)","(-28.576608657836914, 198.24017333984375, 61.51176071166992)",POINT (0.4168732464313507 0.0744762271642685),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007142358,1904613966,1,1,"(0.4177515506744385, 0.10550505667924881)","(0.4209692180156708, 0.022381460294127464)",1,1,2.930145263671875,2.779022216796875,"(-32.46836471557617, -49.32293701171875, 678.96875)","(29.384077072143555, -43.14881896972656, 687.1514282226562)","(-28.231380462646484, 181.36138916015625, 55.36839294433594)","(-27.116323471069336, 196.58724975585938, 60.91012191772461)",POINT (0.4193603843450546 0.0639432584866881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007159025,1904630632,1,1,"(0.4220125377178192, 0.10704988986253738)","(0.42147526144981384, 0.013977546244859695)",1,1,2.942123413085937,2.7638702392578125,"(-32.48646545410156, -49.32099914550781, 678.928466796875)","(29.36358642578125, -43.137447357177734, 687.074951171875)","(-26.754789352416992, 181.07843017578125, 55.2653923034668)","(-26.940969467163086, 198.1266326904297, 61.47038269042969)",POINT (0.4217438995838165 0.0605137180536985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007175692,1904647299,1,1,"(0.42454907298088074, 0.11489823460578918)","(0.4224720001220703, 0.01705026812851429)",1,1,2.9348907470703125,2.76763916015625,"(-32.49018859863281, -49.316104888916016, 678.9666137695312)","(29.363277435302734, -43.11560821533203, 687.1142578125)","(-25.87577247619629, 179.6408233642578, 54.74213790893555)","(-26.595563888549805, 197.56378173828125, 61.26554870605469)",POINT (0.4235105365514755 0.0659742513671517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,22,430007192368,1904663974,1,1,"(0.42162975668907166, 0.10778502374887466)","(0.4229239821434021, 0.008096054196357727)",1,1,2.92474365234375,2.7388458251953125,"(-32.51673889160156, -49.318389892578125, 679.1174926757812)","(29.34575653076172, -43.09186553955078, 686.9993286132812)","(-26.88743019104004, 180.94375610351562, 55.216400146484375)","(-26.438926696777344, 199.2039337158203, 61.86250305175781)",POINT (0.4222768694162369 0.0579405389726162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
