,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,4,7,8292252991,1071362652,1,1,"(0.4571075141429901, 0.7668325901031494)","(0.47980526089668274, 0.7167812585830688)",1,1,2.993896484375,2.9382476806640625,"(-45.9901237487793, 17.798343658447266, 528.683349609375)","(18.904272079467773, 22.11239242553711, 531.65966796875)","(-14.593088150024414, 60.225181579589844, 11.278376579284668)","(-6.727494716644287, 69.39314270019531, 14.61526107788086)",POINT (0.4684563875198364 0.7418069243431091),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292269658,1071379318,1,1,"(0.45340532064437866, 0.7752547264099121)","(0.47726529836654663, 0.7248514294624329)",1,1,3.01348876953125,2.94317626953125,"(-46.013282775878906, 17.748960494995117, 528.618896484375)","(18.90384292602539, 22.057144165039062, 531.7380981445312)","(-15.876042366027832, 58.6824836730957, 10.716917991638184)","(-7.607675552368164, 67.9149169921875, 14.077245712280273)",POINT (0.4653353095054626 0.7500530779361725),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292286328,1071395987,1,1,"(0.45961734652519226, 0.7666302919387817)","(0.4814976453781128, 0.7191241383552551)",1,1,2.9893951416015625,2.94097900390625,"(-46.05480194091797, 17.708568572998047, 528.6592407226562)","(18.883869171142578, 22.022655487060547, 531.8493041992188)","(-13.723346710205078, 60.26224136352539, 11.291879653930664)","(-6.141026496887207, 68.9639892578125, 14.459065437316895)",POINT (0.4705574959516525 0.7428772151470184),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292302996,1071412654,1,1,"(0.45423418283462524, 0.7672540545463562)","(0.48304077982902527, 0.7194751501083374)",1,1,3.002532958984375,2.9431610107421875,"(-46.07514953613281, 17.700271606445312, 528.6571655273438)","(18.858657836914062, 22.020263671875, 531.92919921875)","(-15.588802337646484, 60.147987365722656, 11.250295639038086)","(-5.606256484985352, 68.89970397949219, 14.435657501220703)",POINT (0.4686374813318253 0.7433646023273468),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292319662,1071429320,1,1,"(0.45254597067832947, 0.765509843826294)","(0.4806567132472992, 0.7150211930274963)",1,1,2.9965972900390625,2.9587554931640625,"(-46.110313415527344, 17.724700927734375, 528.6835327148438)","(18.81745719909668, 22.030113220214844, 531.994140625)","(-16.1738338470459, 60.46745300292969, 11.36661148071289)","(-6.432431221008301, 69.7155532836914, 14.732562065124512)",POINT (0.4666013419628143 0.7402655184268951),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292336330,1071445987,1,1,"(0.44930577278137207, 0.7672163248062134)","(0.48009106516838074, 0.7171636819839478)",1,1,3.006210327148437,2.9580078125,"(-46.1619873046875, 17.784072875976562, 528.7222900390625)","(18.751388549804688, 22.097543716430664, 531.9976196289062)","(-17.296674728393555, 60.15489196777344, 11.252823829650879)","(-6.6284499168396, 69.32310485839844, 14.589767456054688)",POINT (0.4646984189748764 0.7421900033950806),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292352997,1071462654,1,1,"(0.45534494519233704, 0.7593346238136292)","(0.48020413517951965, 0.7182590365409851)",1,1,3.005035400390625,2.9623565673828125,"(-46.25933074951172, 17.904403686523438, 528.991943359375)","(18.672607421875, 22.207448959350586, 532.268798828125)","(-15.203890800476074, 61.598594665527344, 11.778252601623535)","(-6.589266777038574, 69.12246704101562, 14.516739845275879)",POINT (0.4677745401859283 0.7387968301773071),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292369664,1071479320,1,1,"(0.45376554131507874, 0.7635987997055054)","(0.48437362909317017, 0.7129258513450623)",1,1,3.002304077148437,2.944671630859375,"(-46.34861755371094, 18.005512237548828, 528.977294921875)","(18.541427612304688, 22.320167541503906, 532.1810913085938)","(-15.75120735168457, 60.81751251220703, 11.494000434875488)","(-5.144384384155273, 70.09934997558594, 14.872298240661621)",POINT (0.4690695852041244 0.7382623255252838),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292386331,1071495987,1,1,"(0.454493910074234, 0.7564787268638611)","(0.4796280264854431, 0.7208921313285828)",1,1,2.993072509765625,2.961654663085937,"(-46.48738098144531, 18.124591827392578, 529.1776123046875)","(18.422208786010742, 22.473068237304688, 532.3602905273438)","(-15.498801231384277, 62.12168502807617, 11.968729019165039)","(-6.788914680480957, 68.64013671875, 14.341226577758789)",POINT (0.4670609682798386 0.7386854290962219),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292403005,1071512661,1,1,"(0.4544436037540436, 0.7663720846176147)","(0.48044848442077637, 0.7087470293045044)",1,1,2.999786376953125,2.9467926025390625,"(-46.63660430908203, 18.16729736328125, 529.2014770507812)","(18.257545471191406, 22.552780151367188, 532.35302734375)","(-15.51623249053955, 60.30952835083008, 11.309096336364746)","(-6.504586219787598, 70.86477661132812, 15.150914192199707)",POINT (0.46744604408741 0.7375595569610596),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292419672,1071529327,1,1,"(0.4582885801792145, 0.7679960131645203)","(0.4793846607208252, 0.714543879032135)",1,1,3.0051727294921875,2.9518280029296875,"(-46.79609298706055, 18.142642974853516, 529.1320190429688)","(18.085124969482422, 22.581052780151367, 532.33056640625)","(-14.183805465698242, 60.01206970214844, 11.200848579406738)","(-6.873246669769287, 69.80297088623047, 14.76441764831543)",POINT (0.4688366204500198 0.7412699460983276),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292436339,1071545994,1,1,"(0.4579722583293915, 0.7674436569213867)","(0.4829758405685425, 0.7179792523384094)",1,1,3.001678466796875,2.9437713623046875,"(-46.97154235839844, 18.050968170166016, 529.3261108398438)","(17.906009674072266, 22.545360565185547, 532.3240356445312)","(-14.293427467346191, 60.1132698059082, 11.2376127243042)","(-5.6287713050842285, 69.17369079589844, 14.53542709350586)",POINT (0.470474049448967 0.7427114546298981),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292453006,1071562660,1,1,"(0.45816555619239807, 0.7669366598129272)","(0.48088037967681885, 0.7039334774017334)",1,1,2.996246337890625,2.9568023681640625,"(-47.12600326538086, 17.928165435791016, 529.3050537109375)","(17.74712371826172, 22.447721481323242, 532.2694702148438)","(-14.2264404296875, 60.206111907958984, 11.271465301513672)","(-6.354922771453857, 71.7464828491211, 15.47180461883545)",POINT (0.4695229679346085 0.7354350686073303),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292469673,1071579327,1,1,"(0.45416712760925293, 0.7741594314575195)","(0.4807189702987671, 0.7105066776275635)",1,1,2.9897918701171875,2.94598388671875,"(-47.25013732910156, 17.783397674560547, 529.2084350585938)","(17.610754013061523, 22.352251052856445, 532.275146484375)","(-15.612045288085938, 58.88312530517578, 10.789899826049805)","(-6.410858631134033, 70.5424575805664, 15.033612251281738)",POINT (0.46744304895401 0.7423330545425415),,,,,,,,,,,,,,,,,,,,,,,
0,4,7,8292486341,1071595994,1,1,"(0.4520418643951416, 0.7672544121742249)","(0.4844978451728821, 0.7113819122314453)",1,1,2.987060546875,2.94427490234375,"(-47.38917541503906, 17.67409896850586, 529.4072265625)","(17.493560791015625, 22.28914451599121, 532.6279296875)","(-16.348526000976562, 60.14789962768555, 11.250297546386719)","(-5.1013336181640625, 70.38214874267578, 14.975251197814941)",POINT (0.4682698547840118 0.7393181622028351),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292503005,1071612658,1,1,"(0.44280028343200684, 0.722543478012085)","(0.47865477204322815, 0.6750407814979553)",1,1,3.016326904296875,2.9358367919921875,"(-47.532073974609375, 17.670425415039062, 529.5910034179688)","(17.347003936767578, 22.32653045654297, 532.57275390625)","(-19.551069259643555, 68.33768463134766, 14.231106758117676)","(-7.126176834106445, 77.0387954711914, 17.39808464050293)",POINT (0.4607275277376175 0.6987921297550201),,,,,,,,,,,,,,,,,,,,,,,1
0,4,7,8292519675,1071629327,1,1,"(0.4301873743534088, 0.5458376407623291)","(0.46736276149749756, 0.5416487455368042)",1,1,3.02032470703125,2.9954833984375,"(-47.729007720947266, 17.907066345214844, 530.505615234375)","(17.1385555267334, 22.611385345458984, 533.3386840820312)","(-23.921911239624023, 100.70510864257812, 26.011892318725586)","(-11.03927993774414, 101.4723892211914, 26.29115867614746)",POINT (0.4487750679254532 0.5437431931495667),,,,,,,,,,,,,,,,,,,,,,1,
0,4,7,8292653018,1071762666,1,1,"(0.4574541747570038, 0.21563392877578735)","(0.5724404454231262, 0.345517635345459)",1,1,3.058807373046875,2.2585601806640625,"(-48.89313507080078, 18.8397216796875, 532.169921875)","(16.09233856201172, 23.538318634033203, 535.494140625)","(-14.472965240478516, 161.18893432617188, 48.0262336730957)","(25.373985290527344, 137.39797973632812, 39.367008209228516)",POINT (0.514947310090065 0.2805757820606232),,,,,,,,,,,,,,,,,,,,,1,1,
0,4,7,8292669688,1071779336,1,1,"(0.4684150815010071, 0.22220110893249512)","(0.4673292338848114, 0.22912313044071198)",1,1,3.027572631835937,2.9246826171875,"(-49.214500427246094, 18.671892166137695, 532.4724731445312)","(15.813565254211426, 23.405189514160156, 535.5700073242188)","(-10.674603462219238, 159.9860382080078, 47.58834457397461)","(-11.05088996887207, 158.71810913085938, 47.12690353393555)",POINT (0.4678721576929092 0.2256621196866036),,,,,,,,,,,,,,,,,,,,,,1,
0,4,7,8292686356,1071796003,1,1,"(0.4511149227619171, 0.23204466700553894)","(0.465167373418808, 0.19724412262439728)",1,1,3.024765014648437,2.993438720703125,"(-49.439109802246094, 18.422937393188477, 532.1364135742188)","(15.520808219909668, 23.243534088134766, 535.742919921875)","(-16.66973304748535, 158.18296813964844, 46.932125091552734)","(-11.800043106079102, 164.55743408203125, 49.252220153808594)",POINT (0.4581411480903626 0.2146443948149681),,,,,,,,,,,,,,,,,,,,,,1,
0,4,7,8292703020,1071812667,1,1,"(0.46124979853630066, 0.22506274282932281)","(0.4749516546726227, 0.21159948408603668)",1,1,3.0252838134765625,2.9767303466796875,"(-49.788177490234375, 18.162199020385742, 532.5447998046875)","(15.215312957763672, 23.09356689453125, 536.1864624023438)","(-13.157637596130371, 159.46185302734375, 47.397613525390625)","(-8.409442901611328, 161.9279327392578, 48.29519271850586)",POINT (0.4681007266044617 0.2183311134576798),,,,,,,,,,,,,,,,,,,,,,1,
0,4,7,8292719688,1071829334,1,1,"(0.4660981297492981, 0.21975159645080566)","(0.47183674573898315, 0.2120084911584854)",1,1,3.0074920654296875,2.9563751220703125,"(-50.11787414550781, 17.951568603515625, 532.974365234375)","(14.919853210449219, 22.90361785888672, 536.1990966796875)","(-11.47751522064209, 160.43470764160156, 47.75168228149414)","(-9.488879203796387, 161.85301208496094, 48.2679328918457)",POINT (0.4689674377441406 0.2158800438046455),,,,,,,,,,,,,,,,,,,,,,1,
