,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,33,30,923238253880,3190596914,1,1,"(0.34620198607444763, 0.20122423768043518)","(0.3313235342502594, 0.15752601623535156)",1,1,3.152099609375,3.2185821533203125,"(-10.8600492477417, 9.607540130615234, 655.9581298828125)","(47.41585922241211, 13.439642906188965, 647.76513671875)","(-54.7607536315918, 163.40139770507812, 48.83145523071289)","(-59.90163040161133, 171.38230895996094, 51.736270904541016)",POINT (0.3387627601623535 0.1793751269578934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238270547,3190613580,1,1,"(0.3452318608760834, 0.20197716355323792)","(0.3283769190311432, 0.15309739112854004)",1,1,3.151123046875,3.2243194580078125,"(-10.95841121673584, 9.568450927734375, 655.8120727539062)","(47.32850646972656, 13.443018913269043, 647.8834228515625)","(-55.0959587097168, 163.26388549804688, 48.78138732910156)","(-60.91976547241211, 172.19113159179688, 52.030670166015625)",POINT (0.3368043899536133 0.177537277340889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238287214,3190630247,1,1,"(0.3421691358089447, 0.19696655869483948)","(0.32892969250679016, 0.14888995885849)",1,1,3.12554931640625,3.230987548828125,"(-11.063880920410156, 9.555591583251953, 656.08251953125)","(47.198387145996094, 13.456808090209961, 647.7727661132812)","(-56.15420913696289, 164.1790008544922, 49.11452102661133)","(-60.72877502441406, 172.95956420898438, 52.310367584228516)",POINT (0.3355494141578674 0.1729282587766647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238303882,3190646914,1,1,"(0.3473891317844391, 0.19404569268226624)","(0.32810890674591064, 0.15444789826869965)",1,1,3.1390838623046875,3.2657012939453125,"(-11.200265884399414, 9.504644393920898, 655.9942626953125)","(47.061073303222656, 13.473226547241211, 647.815673828125)","(-54.350563049316406, 164.7124481201172, 49.30864334106445)","(-61.012367248535156, 171.94447326660156, 51.940895080566406)",POINT (0.3377490192651749 0.1742467954754829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238320549,3190663581,1,1,"(0.34978973865509033, 0.1967310607433319)","(0.3336537778377533, 0.16161857545375824)",1,1,3.1419677734375,3.253997802734375,"(-11.343088150024414, 9.47659683227539, 656.155517578125)","(46.8942756652832, 13.499463081359863, 647.8163452148438)","(-53.521087646484375, 164.22201538085938, 49.13015365600586)","(-59.096473693847656, 170.63485717773438, 51.4642333984375)",POINT (0.3417217582464218 0.1791748180985451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238337216,3190680247,1,1,"(0.3470925986766815, 0.19367443025112152)","(0.33181729912757874, 0.15221410989761353)",1,1,3.1532745361328125,3.264617919921875,"(-11.486889839172363, 9.45283317565918, 656.3765869140625)","(46.730224609375, 13.546317100524902, 647.8154296875)","(-54.45302963256836, 164.78025817871094, 49.33333206176758)","(-59.731021881103516, 172.35244750976562, 52.08940887451172)",POINT (0.3394549489021301 0.1729442700743675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238353882,3190696913,1,1,"(0.3462352156639099, 0.21022818982601166)","(0.3312378227710724, 0.1673659086227417)",1,1,3.1538238525390625,3.24212646484375,"(-11.645030975341797, 9.43111801147461, 656.2754516601562)","(46.555274963378906, 13.599889755249023, 647.8637084960938)","(-54.74927520751953, 161.75697326660156, 48.23292541503906)","(-59.9312629699707, 169.58517456054688, 51.08217239379883)",POINT (0.3387365192174912 0.1887970492243767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,30,923238370550,3190713580,1,1,"(0.3479997217655182, 0.20679274201393127)","(0.33156687021255493, 0.15261761844158173)",1,1,3.1785430908203125,3.251953125,"(-11.785453796386719, 9.419039726257324, 656.5797119140625)","(46.39793395996094, 13.647357940673828, 647.873046875)","(-54.139583587646484, 162.3843994140625, 48.46126937866211)","(-59.817562103271484, 172.2787628173828, 52.062530517578125)",POINT (0.3397832959890366 0.1797051802277565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238387217,3190730247,1,1,"(0.34721407294273376, 0.19507019221782684)","(0.33110979199409485, 0.15847176313400269)",1,1,3.1542205810546875,3.247299194335937,"(-11.929798126220703, 9.398246765136719, 656.4674072265625)","(46.236236572265625, 13.685165405273438, 647.872802734375)","(-54.41105270385742, 164.52537536621094, 49.24052810668945)","(-59.975502014160156, 171.20957946777344, 51.673404693603516)",POINT (0.3391619324684143 0.1767709776759148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,30,923238403883,3190746913,1,1,"(0.34253302216529846, 0.2015543133020401)","(0.33486077189445496, 0.15781302750110626)",1,1,3.154876708984375,3.245468139648437,"(-12.041105270385742, 9.406373023986816, 656.748779296875)","(46.080387115478516, 13.734138488769531, 647.7898559570312)","(-56.028472900390625, 163.3411102294922, 48.80953598022461)","(-58.6794319152832, 171.3298797607422, 51.71717834472656)",POINT (0.3386968970298767 0.1796836704015732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
