,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,44,28,162571817081,3410148646,1,1,"(0.4774872660636902, 0.5685246586799622)","(0.4774287939071655, 0.5688038468360901)",1,1,2.9821929931640625,3.3230743408203125,"(-67.58028411865234, -5.480627536773682, 605.560302734375)","(7.969552993774414, -13.203897476196289, 614.0861206054688)","(-9.398372650146484, 96.31884765625, 24.415388107299805)","(-9.418581008911133, 96.26782989501953, 24.396860122680664)",POINT (0.4774580299854279 0.5686642527580261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571833748,3410165313,1,1,"(0.47179099917411804, 0.5810433030128479)","(0.4786786735057831, 0.5603569149971008)",1,1,2.98345947265625,3.2977447509765625,"(-67.60316467285156, -5.509598255157471, 605.5971069335938)","(7.961553573608398, -13.235965728759766, 614.1280517578125)","(-11.3665771484375, 94.032470703125, 23.583242416381836)","(-8.986715316772461, 97.81056213378906, 24.958356857299805)",POINT (0.4752348363399506 0.5707001090049744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571850416,3410181980,1,1,"(0.465290367603302, 0.5716339945793152)","(0.4791799485683441, 0.5617899298667908)",1,1,3.00201416015625,3.2978973388671875,"(-67.63059997558594, -5.540143966674805, 605.5809326171875)","(7.946639060974121, -13.25088882446289, 614.1493530273438)","(-13.612710952758789, 95.75096130371094, 24.208709716796875)","(-8.81351089477539, 97.54885864257812, 24.86307716369629)",POINT (0.4722351580858231 0.566711962223053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571867088,3410198652,1,1,"(0.467721164226532, 0.5598527193069458)","(0.47992342710494995, 0.5565530061721802)",1,1,2.96246337890625,3.31365966796875,"(-67.67088317871094, -5.56798791885376, 605.5931396484375)","(7.916831970214844, -13.26746940612793, 614.243896484375)","(-12.772807121276855, 97.90265655517578, 24.99183464050293)","(-8.556624412536621, 98.50531005859375, 25.2111759185791)",POINT (0.473822295665741 0.558202862739563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571883756,3410215319,1,1,"(0.4726804792881012, 0.5655633211135864)","(0.48402124643325806, 0.5697343945503235)",1,1,2.98486328125,3.3075408935546875,"(-67.72028350830078, -5.603521823883057, 605.7180786132812)","(7.879643440246582, -13.26888370513916, 614.2967529296875)","(-11.059239387512207, 96.85968017578125, 24.612247467041016)","(-7.140715599060059, 96.09791564941406, 24.334964752197266)",POINT (0.4783508628606796 0.567648857831955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571900423,3410231986,1,1,"(0.4779087007045746, 0.5981760025024414)","(0.4851481318473816, 0.5598376393318176)",1,1,3.062484741210937,3.3008270263671875,"(-67.76029968261719, -5.632606029510498, 605.7095336914062)","(7.8349609375, -13.274580955505371, 614.2769775390625)","(-9.252748489379883, 90.90341186523438, 22.4443302154541)","(-6.7513556480407715, 97.90541076660156, 24.992883682250977)",POINT (0.4815284162759781 0.5790068209171295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571917090,3410248652,1,1,"(0.46970832347869873, 0.5633851289749146)","(0.48320111632347107, 0.5606407523155212)",1,1,2.9945526123046875,3.2965240478515625,"(-67.79259490966797, -5.646355628967285, 605.6925048828125)","(7.8125128746032715, -13.276298522949219, 614.3297729492188)","(-12.086197853088379, 97.25750732421875, 24.75705909729004)","(-7.424089431762695, 97.75874328613281, 24.939441680908203)",POINT (0.4764547199010849 0.5620129406452179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571950425,3410281986,1,1,"(0.47169625759124756, 0.5709100961685181)","(0.4828398823738098, 0.5567442774772644)",1,1,3.042083740234375,3.31878662109375,"(-67.81491088867188, -5.657679557800293, 605.7396240234375)","(7.791447162628174, -13.278345108032227, 614.559814453125)","(-11.399310111999512, 95.88316345214844, 24.25684356689453)","(-7.54890775680542, 98.47036743164062, 25.198514938354492)",POINT (0.4772680699825287 0.5638271868228912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571967091,3410298652,1,1,"(0.47168442606925964, 0.5618821382522583)","(0.4856661856174469, 0.5549551844596863)",1,1,3.0182342529296875,3.318710327148437,"(-67.8009033203125, -5.649548053741455, 605.82568359375)","(7.804348945617676, -13.281814575195312, 614.53857421875)","(-11.403400421142578, 97.53201293945312, 24.856962203979492)","(-6.572343826293945, 98.79713439941406, 25.317407608032227)",POINT (0.4786753058433533 0.5584186613559723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,28,162571983759,3410315319,1,1,"(0.46947401762008667, 0.560417652130127)","(0.48525819182395935, 0.5670785307884216)",1,1,3.0135955810546875,3.318511962890625,"(-67.76991271972656, -5.637384414672852, 605.8425903320312)","(7.830460071563721, -13.286561965942383, 614.5379638671875)","(-12.167163848876953, 97.79948425292969, 24.954322814941406)","(-6.713327884674072, 96.58296203613281, 24.511507034301758)",POINT (0.477366104722023 0.5637480914592743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
