,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,20,12,177207888726,3374016446,1,1,"(0.4865734577178955, 0.5482048392295837)","(0.4943396747112274, 0.5748842358589172)",1,1,3.049346923828125,2.6942138671875,"(-50.0572509765625, -32.8655891418457, 729.8026733398438)","(12.835833549499512, -25.644906997680664, 730.7445068359375)","(-6.258861064910889, 100.02998352050781, 25.766136169433594)","(-3.5754425525665283, 95.15734100341797, 23.992630004882812)",POINT (0.4904565662145615 0.5615445375442505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177207905396,3374033116,1,1,"(0.4830877482891083, 0.5422523021697998)","(0.49407514929771423, 0.5769650936126709)",1,1,3.030426025390625,2.711517333984375,"(-50.0798454284668, -32.856964111328125, 729.81396484375)","(12.824509620666504, -25.628337860107422, 730.7005615234375)","(-7.463267803192139, 101.11712646484375, 26.161848068237305)","(-3.6668379306793213, 94.77729797363281, 23.85430335998535)",POINT (0.4885814487934112 0.5596086978912354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177207922064,3374049783,1,1,"(0.4820598363876343, 0.5389209389686584)","(0.4968240261077881, 0.5760776400566101)",1,1,3.002410888671875,2.7047882080078125,"(-50.11042404174805, -32.870235443115234, 729.8690795898438)","(12.807934761047363, -25.631919860839844, 730.686279296875)","(-7.818430423736572, 101.7255630493164, 26.383298873901367)","(-2.717024564743042, 94.93939971923828, 23.913305282592773)",POINT (0.4894419312477112 0.5574992895126343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177207938731,3374066450,1,1,"(0.48507118225097656, 0.5335249304771423)","(0.4929139018058777, 0.572081983089447)",1,1,3.0070037841796875,2.697784423828125,"(-50.12632751464844, -32.844635009765625, 729.895263671875)","(12.79844856262207, -25.60836410522461, 730.6275634765625)","(-6.7779364585876465, 102.71106719970703, 26.742006301879883)","(-4.068084716796875, 95.66913604736328, 24.17894172668457)",POINT (0.4889925420284271 0.5528034567832947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177207955398,3374083116,1,1,"(0.4894883930683136, 0.5449438095092773)","(0.48900875449180603, 0.5615413188934326)",1,1,3.018173217773437,2.674652099609375,"(-50.146663665771484, -32.843318939208984, 729.8633422851562)","(12.784807205200195, -25.605594635009766, 730.5691528320312)","(-5.25167989730835, 100.62555694580078, 25.982948303222656)","(-5.417410373687744, 97.59425354003906, 24.8796329498291)",POINT (0.4892485737800598 0.553242564201355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177207972065,3374099783,1,1,"(0.4844696819782257, 0.5474001169204712)","(0.49040675163269043, 0.5702036619186401)",1,1,3.018524169921875,2.6989288330078125,"(-50.14904022216797, -32.814178466796875, 729.8477783203125)","(12.783280372619629, -25.576871871948242, 730.48095703125)","(-6.985769271850586, 100.17694854736328, 25.81964874267578)","(-4.934360027313232, 96.01219940185547, 24.303787231445312)",POINT (0.4874382168054581 0.5588018894195557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177207988732,3374116449,1,1,"(0.4787992238998413, 0.5425890684127808)","(0.48562633991241455, 0.572045624256134)",1,1,3.013275146484375,2.71405029296875,"(-50.160606384277344, -32.81102752685547, 729.801513671875)","(12.77237606048584, -25.574787139892578, 730.37841796875)","(-8.945070266723633, 101.05563354492188, 26.139455795288086)","(-6.586128234863281, 95.67577362060547, 24.181344985961914)",POINT (0.4822127819061279 0.5573173463344574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177208005399,3374133116,1,1,"(0.4837389886379242, 0.5425985455513)","(0.48283839225769043, 0.5668321251869202)",1,1,3.0240936279296875,2.6826629638671875,"(-50.17591857910156, -32.775177001953125, 729.7846069335938)","(12.758620262145996, -25.532960891723633, 730.3641357421875)","(-7.238241672515869, 101.05391693115234, 26.138811111450195)","(-7.5494279861450195, 96.62796020507812, 24.527915954589844)",POINT (0.4832886904478073 0.5547153353691101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177208022067,3374149783,1,1,"(0.4872320890426636, 0.5638037919998169)","(0.47969508171081543, 0.6021695137023926)",1,1,3.0234832763671875,2.717987060546875,"(-50.18598937988281, -32.75043487548828, 729.6044921875)","(12.74135971069336, -25.51234245300293, 730.2320556640625)","(-6.031290531158447, 97.18103790283203, 24.72923469543457)","(-8.635519981384277, 90.17406463623047, 22.17887306213379)",POINT (0.4834635853767395 0.5829866528511047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,12,177208038740,3374166456,1,1,"(0.458024799823761, 0.4032680094242096)","(0.4821450710296631, 0.43454745411872864)",1,1,3.0032501220703125,2.6530914306640625,"(-50.21839904785156, -32.53347396850586, 729.6282958984375)","(12.621265411376953, -25.316213607788086, 730.3838500976562)","(-16.12314224243164, 126.50077819824219, 35.40073013305664)","(-7.7889862060546875, 120.78801727294922, 33.321449279785156)",POINT (0.470084935426712 0.4189077317714691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
