,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,43,18,78419726166,9369815216,1,1,"(0.5690216422080994, 0.4763241708278656)","(0.5402235984802246, 0.449508398771286)",1,1,2.9685516357421875,2.797958374023437,"(-72.2422103881836, -37.32753372192383, 601.4067993164062)","(-11.686216354370117, -41.71646499633789, 604.3212280273438)","(22.22907066345215, 113.15804290771484, 30.54435920715332)","(12.2786226272583, 118.05559539794922, 32.32692337036133)",POINT (0.554622620344162 0.4629162847995758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419742833,9369831883,1,1,"(0.5616623759269714, 0.48034095764160156)","(0.543321967124939, 0.44319528341293335)",1,1,2.973663330078125,2.798858642578125,"(-72.2867431640625, -37.33674621582031, 601.4176025390625)","(-11.733802795410156, -41.7117919921875, 604.2894897460938)","(19.68624496459961, 112.42443084716797, 30.277345657348633)","(13.34918212890625, 119.20861053466797, 32.74656677246094)",POINT (0.5524921715259552 0.4617681205272675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419759501,9369848550,1,1,"(0.5684534907341003, 0.4867415726184845)","(0.551102876663208, 0.4559618830680847)",1,1,2.9593048095703125,2.809814453125,"(-72.34619140625, -37.3512077331543, 601.5283813476562)","(-11.798849105834961, -41.71173095703125, 604.56982421875)","(22.03274917602539, 111.25543212890625, 29.851882934570312)","(16.037673950195312, 116.87694549560547, 31.89789581298828)",POINT (0.5597781836986542 0.4713517278432846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419776173,9369865222,1,1,"(0.5590499043464661, 0.4688139855861664)","(0.5411342978477478, 0.4545755088329315)",1,1,2.948486328125,2.80242919921875,"(-72.39341735839844, -37.35908126831055, 601.609130859375)","(-11.8375244140625, -41.685150146484375, 604.6190185546875)","(18.783559799194336, 114.52967071533203, 31.043594360351562)","(12.593287467956543, 117.13014221191406, 31.990100860595703)",POINT (0.5500921010971069 0.461694747209549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419792841,9369881889,1,1,"(0.5607929825782776, 0.4805717468261719)","(0.534070611000061, 0.46102288365364075)",1,1,2.967254638671875,2.7977447509765625,"(-72.44403076171875, -37.35375213623047, 601.6798706054688)","(-11.865243911743164, -41.66324996948242, 604.6790771484375)","(19.385848999023438, 112.38227081298828, 30.26202392578125)","(10.152607917785645, 115.95260620117188, 31.561538696289062)",POINT (0.5474317967891693 0.4707973152399063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419809507,9369898555,1,1,"(0.5604671239852905, 0.47831302881240845)","(0.536751389503479, 0.443023145198822)",1,1,2.98101806640625,2.7692108154296875,"(-72.48728942871094, -37.33795928955078, 601.67041015625)","(-11.90561294555664, -41.62217712402344, 604.424560546875)","(19.27326774597168, 112.7947998046875, 30.412137985229492)","(11.078868865966797, 119.24005126953125, 32.75800704956055)",POINT (0.5486092567443848 0.4606680870056152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419826175,9369915222,1,1,"(0.5608785152435303, 0.475429505109787)","(0.541673481464386, 0.4278416931629181)",1,1,2.96588134765625,2.76123046875,"(-72.5274429321289, -37.32254409790039, 601.6507568359375)","(-11.96459674835205, -41.609657287597656, 604.422119140625)","(19.4153995513916, 113.32144927978516, 30.603801727294922)","(12.77957820892334, 122.0127182006836, 33.76721954345703)",POINT (0.5512759983539581 0.4516355991363525),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419842842,9369931889,1,1,"(0.560619056224823, 0.472242146730423)","(0.5517778396606445, 0.42169076204299927)",1,1,2.9405517578125,2.744369506835937,"(-72.55960083007812, -37.29933547973633, 601.632568359375)","(-12.01303768157959, -41.611724853515625, 604.713623046875)","(19.325780868530273, 113.90354919433594, 30.815753936767578)","(16.270906448364258, 123.13612365722656, 34.176063537597656)",POINT (0.5561984479427338 0.4469664543867111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419859510,9369948556,1,1,"(0.5609896183013916, 0.4694635272026062)","(0.5533221960067749, 0.45191746950149536)",1,1,2.94390869140625,2.8018341064453125,"(-72.596435546875, -37.27497100830078, 601.611572265625)","(-12.043692588806152, -41.58552551269531, 604.7529907226562)","(19.45379638671875, 114.41105651855469, 31.000398635864258)","(16.804521560668945, 117.61560821533203, 32.16677474975586)",POINT (0.5571559071540833 0.4606904983520508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,43,18,78419876176,9369965222,1,1,"(0.5642770528793335, 0.4799375534057617)","(0.5371308326721191, 0.439608633518219)",1,1,2.9301300048828125,2.740829467773437,"(-72.64201354980469, -37.25392532348633, 601.7156982421875)","(-12.064990997314453, -41.548728942871094, 604.56005859375)","(20.58968734741211, 112.49810028076172, 30.30419158935547)","(11.209988594055176, 119.86365509033203, 32.98499298095703)",POINT (0.5507039427757263 0.4597730934619904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
