,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,lst.1,  .1,letrec.1,-----------.1,helper.1,lambda.1,lst.2,acc.1,if.1,nan.1,lst.3,acc.2,helper.2,cdr.1,lst.4,if.2,odd.1,car.1,lst.5,-----------.3,+.1,acc.3,*.1,car.2,lst.6,car.3,lst.7,-----------.6,-----------.7,acc.4,).1,).2,).3,).4,).5,helper.3,lst.8,0.1,-----------.13,-----------.14,question,code,choices
0,4,36,8842621524,1621715305,1,1,"(0.4687223434448242, 0.4763793647289276)","(0.47112947702407837, 0.48912063241004944)",1,1,3.0409088134765625,3.0342559814453125,"(-58.20487594604492, 15.47076416015625, 514.2139282226562)","(7.0467634201049805, 19.125761032104492, 516.9287109375)","(-10.568131446838379, 113.42787170410156, 30.642597198486328)","(-9.733963966369629, 111.09403228759766, 29.793155670166016)",POINT (0.4699259102344513 0.4827499985694885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842638192,1621731972,1,1,"(0.46839845180511475, 0.48964163661003113)","(0.46957454085350037, 0.4881652593612671)",1,1,3.0474853515625,3.026473999023437,"(-58.29130554199219, 15.444557189941406, 514.1231689453125)","(6.965329647064209, 19.12851905822754, 516.8709716796875)","(-10.6803617477417, 110.99858856201172, 29.758419036865234)","(-10.272811889648438, 111.26902770996094, 29.85685157775879)",POINT (0.4689864963293076 0.4889034479856491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842654858,1621748638,1,1,"(0.4640336036682129, 0.48703616857528687)","(0.4714486002922058, 0.4888937771320343)",1,1,3.0569000244140625,3.040313720703125,"(-58.31922149658203, 15.381914138793945, 513.8931884765625)","(6.9175705909729, 19.09203338623047, 516.716796875)","(-12.192937850952148, 111.4758529663086, 29.932104110717773)","(-9.623377799987793, 111.13558959960938, 29.808263778686523)",POINT (0.4677411019802094 0.4879649728536606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842671526,1621765305,1,1,"(0.4672771990299225, 0.48452937602996826)","(0.4716590642929077, 0.486349880695343)",1,1,3.05712890625,3.0326080322265625,"(-58.31733322143555, 15.295271873474121, 513.7679443359375)","(6.917693614959717, 19.038040161132812, 516.66455078125)","(-11.068931579589844, 111.93502044677734, 30.099262237548828)","(-9.550451278686523, 111.60157012939453, 29.97785758972168)",POINT (0.4694681316614151 0.4854396283626556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842688197,1621781976,1,1,"(0.47076842188835144, 0.4871099889278412)","(0.46810948848724365, 0.48779115080833435)",1,1,3.0387420654296875,3.02557373046875,"(-58.284271240234375, 15.248550415039062, 513.6615600585938)","(6.955950736999512, 18.966182708740234, 516.4791870117188)","(-9.859091758728027, 111.46232604980469, 29.92719078063965)","(-10.780511856079102, 111.33755493164062, 29.88178253173828)",POINT (0.4694389551877976 0.4874505698680878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842704864,1621798642,1,1,"(0.4687398374080658, 0.49124830961227417)","(0.4672520160675049, 0.4774926006793976)",1,1,3.0468902587890625,3.0386199951171875,"(-58.2159538269043, 15.216754913330078, 513.6361083984375)","(7.026254653930664, 18.895952224731445, 516.4112548828125)","(-10.56206226348877, 110.70429992675781, 29.65131378173828)","(-11.077651977539062, 113.22396087646484, 30.568376541137695)",POINT (0.4679959267377853 0.4843704551458359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842721531,1621815309,1,1,"(0.47374898195266724, 0.4915866553783417)","(0.4716264307498932, 0.48589852452278137)",1,1,3.038360595703125,3.042236328125,"(-58.13355255126953, 15.213005065917969, 513.6660766601562)","(7.113981246948242, 18.865835189819336, 516.528076171875)","(-8.826202392578125, 110.64232635498047, 29.628740310668945)","(-9.561753273010254, 111.6842269897461, 30.00796890258789)",POINT (0.4726877063512802 0.4887425899505615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842738198,1621831975,1,1,"(0.4707775115966797, 0.4882742166519165)","(0.47361189126968384, 0.49204373359680176)",1,1,3.03778076171875,3.006683349609375,"(-58.03974151611328, 15.245858192443848, 513.6683349609375)","(7.199419975280762, 18.861347198486328, 516.548583984375)","(-9.855937004089355, 111.24907684326172, 29.849584579467773)","(-8.873711585998535, 110.55859375, 29.598283767700195)",POINT (0.4721947014331818 0.4901589751243591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842754865,1621848642,1,1,"(0.46796688437461853, 0.4830499291419983)","(0.4725704789161682, 0.4833797812461853)",1,1,3.035858154296875,3.020721435546875,"(-57.97450256347656, 15.30553913116455, 513.7926025390625)","(7.267187118530273, 18.893404006958008, 516.82177734375)","(-10.829912185668945, 112.20600891113281, 30.197893142700195)","(-9.234601974487305, 112.14559173583984, 30.175878524780273)",POINT (0.4702686816453934 0.4832148551940918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,36,8842771533,1621865309,1,1,"(0.47185707092285156, 0.4910242259502411)","(0.4724530279636383, 0.4873669445514679)",1,1,3.04119873046875,3.0423126220703125,"(-57.941261291503906, 15.41037654876709, 513.8497924804688)","(7.301276206970215, 18.964258193969727, 516.8577270507812)","(-9.481831550598145, 110.745361328125, 29.66621971130371)","(-9.275291442871094, 111.4152603149414, 29.91007423400879)",POINT (0.4721550494432449 0.4891955852508545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
