,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,17,10,167370624503,2785004337,1,1,"(0.4677036702632904, 0.6293423175811768)","(0.5111128687858582, 0.5719656944274902)",1,1,3.39410400390625,3.530517578125,"(-44.18986511230469, 30.456485748291016, 600.5368041992188)","(13.915301322937012, 33.75672149658203, 600.799560546875)","(-10.921137809753418, 85.40946197509766, 20.44470977783203)","(4.121722221374512, 95.919189453125, 24.269977569580078)",POINT (0.4894082695245743 0.6006540060043335),,,,,,,,,,,1,
0,17,10,167370641171,2785021004,1,1,"(0.4674126207828522, 0.6274113655090332)","(0.512244701385498, 0.5904375314712524)",1,1,3.4184112548828125,3.560775756835937,"(-44.189659118652344, 30.517780303955078, 600.6369018554688)","(13.92306900024414, 33.801116943359375, 600.8392333984375)","(-11.021995544433594, 85.76313018798828, 20.573482513427734)","(4.513962268829346, 92.53568267822266, 23.0384464263916)",POINT (0.4898286610841751 0.6089244484901428),,,,,,,,,,,,
0,17,10,167370657838,2785037671,1,1,"(0.47080573439598083, 0.6337190270423889)","(0.504044234752655, 0.5751598477363586)",1,1,3.435653686523437,3.5324249267578125,"(-44.180992126464844, 30.54020881652832, 600.6575927734375)","(13.937652587890625, 33.82094192504883, 600.8782958984375)","(-9.84615421295166, 84.60774230957031, 20.152936935424805)","(1.6721917390823364, 95.33411407470703, 24.056997299194336)",POINT (0.4874249845743179 0.6044394373893738),,,,,,,,,,,,
0,17,10,167370674505,2785054337,1,1,"(0.46761488914489746, 0.6325713396072388)","(0.5080333948135376, 0.5846614837646484)",1,1,3.43927001953125,3.542022705078125,"(-44.164878845214844, 30.575550079345703, 600.7086181640625)","(13.969240188598633, 33.86355972290039, 600.927490234375)","(-10.951898574829102, 84.81800079345703, 20.22943687438965)","(3.0545878410339355, 93.59368896484375, 23.423545837402344)",POINT (0.4878241419792175 0.6086164116859436),,,,,,,,,,,,
0,17,10,167370691172,2785071004,1,1,"(0.46793121099472046, 0.6171497106552124)","(0.5090194940567017, 0.578909695148468)",1,1,3.392181396484375,3.535888671875,"(-44.156578063964844, 30.605056762695312, 600.7713623046875)","(13.980727195739746, 33.88193893432617, 600.896728515625)","(-10.842272758483887, 87.64276123046875, 21.257614135742188)","(3.3962972164154053, 94.64727020263672, 23.806995391845703)",POINT (0.4884753525257111 0.5980297029018402),,,,,,,,,,,1,
0,17,10,167370707847,2785087678,1,1,"(0.4680536389350891, 0.6256992220878601)","(0.5115593671798706, 0.5786305665969849)",1,1,3.4203338623046875,3.538055419921875,"(-44.1353759765625, 30.64438819885254, 600.7645874023438)","(14.001625061035156, 33.9085578918457, 600.8355712890625)","(-10.799846649169922, 86.07675170898438, 20.687620162963867)","(4.276472568511963, 94.69837951660156, 23.825626373291016)",POINT (0.4898065030574799 0.6021648943424225),,,,,,,,,,,,
0,17,10,167370724513,2785104344,1,1,"(0.4647029936313629, 0.6124419569969177)","(0.5076934695243835, 0.5734770894050598)",1,1,3.400238037109375,3.525253295898437,"(-44.11891174316406, 30.648513793945312, 600.7568359375)","(14.019713401794434, 33.913028717041016, 600.815185546875)","(-11.96097469329834, 88.5051040649414, 21.571441650390625)","(2.936781644821167, 95.6423568725586, 24.169206619262695)",POINT (0.4861982315778732 0.5929595232009888),,,,,,,,,,,1,
0,17,10,167370741181,2785121011,1,1,"(0.4670713543891907, 0.6126368045806885)","(0.5033328533172607, 0.5852012038230896)",1,1,3.4049835205078125,3.547943115234375,"(-44.09978485107422, 30.667644500732422, 600.7091064453125)","(14.044065475463867, 33.92528533935547, 600.7843017578125)","(-11.140266418457031, 88.46942138671875, 21.5584659576416)","(1.4256709814071655, 93.49483489990234, 23.387554168701172)",POINT (0.4852021038532257 0.598919004201889),,,,,,,,,,,1,
0,17,10,167370757848,2785137678,1,1,"(0.47221285104751587, 0.6199755668640137)","(0.5053669214248657, 0.5744863152503967)",1,1,3.4078521728515625,3.54144287109375,"(-44.09300231933594, 30.66616439819336, 600.7301025390625)","(14.053059577941895, 33.92235565185547, 600.7939453125)","(-9.358539581298828, 87.12516021728516, 21.069198608398438)","(2.1305735111236572, 95.45747375488281, 24.10192108154297)",POINT (0.4887898862361908 0.5972309410572052),,,,,,,,,,,1,
0,17,10,167370774515,2785154344,1,1,"(0.4636741280555725, 0.5421409010887146)","(0.498022198677063, 0.49726027250289917)",1,1,3.415130615234375,3.54473876953125,"(-44.07360076904297, 30.81658172607422, 600.8436279296875)","(14.054520606994629, 34.06997299194336, 600.7938232421875)","(-12.31752872467041, 101.38225555419922, 26.25834083557129)","(-0.4146556854248047, 109.60307312011719, 29.25050926208496)",POINT (0.4808481633663178 0.5197005867958069),,,,,,,,,,,1,
