,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,45,6,79542078105,9920871337,1,1,"(0.5075470209121704, 0.41610610485076904)","(0.45418399572372437, 0.3783942461013794)",1,1,3.131683349609375,3.490264892578125,"(-56.476318359375, 15.58430290222168, 568.218017578125)","(3.672701835632324, 16.389297485351562, 572.3465576171875)","(0.9880387187004089, 124.15608215332031, 34.54731369018555)","(-17.45024299621582, 131.0436248779297, 37.054203033447266)",POINT (0.4808655083179474 0.3972501754760742),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542094772,9920888003,1,1,"(0.5014297962188721, 0.4083809554576874)","(0.443631112575531, 0.3440471291542053)",1,1,3.079376220703125,3.43133544921875,"(-56.44178009033203, 15.645923614501953, 568.2427368164062)","(3.716179609298706, 16.43235206604004, 572.4181518554688)","(-1.1256259679794312, 125.56696319580078, 35.060848236083984)","(-21.09653663635254, 137.3166961669922, 39.33738708496094)",POINT (0.4725304543972015 0.3762140423059464),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542111441,9920904672,1,1,"(0.5031639337539673, 0.4139343202114105)","(0.4410995841026306, 0.29133522510528564)",1,1,3.125,3.336578369140625,"(-56.40454864501953, 15.689809799194336, 568.3480224609375)","(3.7534399032592773, 16.478900909423828, 572.5264282226562)","(-0.5264476537704468, 124.55271911621094, 34.691688537597656)","(-21.97124481201172, 146.94383239746094, 42.84137725830078)",POINT (0.472131758928299 0.3526347726583481),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,6,79542128109,9920921339,1,1,"(0.49517959356307983, 0.39805513620376587)","(0.447936475276947, 0.34886500239372253)",1,1,3.088775634765625,3.42633056640625,"(-56.38556671142578, 15.731575012207031, 568.4873046875)","(3.777794599533081, 16.54635238647461, 572.5718994140625)","(-3.2852389812469482, 127.45284271240234, 35.74725341796875)","(-19.608924865722656, 136.436767578125, 39.01714324951172)",POINT (0.4715580344200134 0.3734600692987442),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542144766,9920937996,1,1,"(0.5022550821304321, 0.4080941379070282)","(0.45121970772743225, 0.333857923746109)",1,1,3.101654052734375,3.4008331298828125,"(-56.356536865234375, 15.791011810302734, 568.4385375976562)","(3.8044965267181396, 16.61498260498047, 572.68994140625)","(-0.8404718637466431, 125.61935424804688, 35.07991027832031)","(-18.474485397338867, 139.1776123046875, 40.01473617553711)",POINT (0.4767373949289322 0.3709760308265686),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542161435,9920954664,1,1,"(0.5025535225868225, 0.4210777282714844)","(0.4457404613494873, 0.35679951310157776)",1,1,3.1062469482421875,3.47113037109375,"(-56.32738494873047, 15.856544494628906, 568.3802490234375)","(3.832064628601074, 16.650047302246094, 572.62548828125)","(-0.7373656034469604, 123.24807739257812, 34.216835021972656)","(-20.367704391479492, 134.98765563964844, 38.48967742919922)",POINT (0.4741469919681549 0.3889386206865311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542178101,9920971330,1,1,"(0.4998234808444977, 0.38591268658638)","(0.44982025027275085, 0.3411315083503723)",1,1,3.07489013671875,3.4384002685546875,"(-56.314552307128906, 15.89622688293457, 568.4171752929688)","(3.8511552810668945, 16.690959930419922, 572.5797729492188)","(-1.6806488037109375, 129.67050170898438, 36.55438232421875)","(-18.958024978637695, 137.8491973876953, 39.531192779541016)",POINT (0.4748218655586243 0.3635220974683762),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,6,79542194777,9920988005,1,1,"(0.4994177222251892, 0.3693801164627075)","(0.45200249552726746, 0.35659852623939514)",1,1,3.06024169921875,3.49755859375,"(-56.29161071777344, 15.937474250793457, 568.3572998046875)","(3.8732495307922363, 16.72882843017578, 572.534423828125)","(-1.8208425045013428, 132.68995666503906, 37.653419494628906)","(-18.20399284362793, 135.0243377685547, 38.5030632019043)",POINT (0.4757101088762283 0.3629893213510513),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,45,6,79542228111,9921021338,1,1,"(0.4988522231578827, 0.4377886950969696)","(0.44115057587623596, 0.36431509256362915)",1,1,3.163360595703125,3.501312255859375,"(-56.26264190673828, 16.020004272460938, 568.0639038085938)","(3.898792266845703, 16.761354446411133, 572.2984619140625)","(-2.016244411468506, 120.19603729248047, 33.10599136352539)","(-21.953630447387695, 133.61500549316406, 37.990142822265625)",POINT (0.4700013995170593 0.4010518938302994),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542244785,9921038012,1,1,"(0.4989531636238098, 0.41590040922164917)","(0.44113096594810486, 0.3703630864620209)",1,1,3.113800048828125,3.539825439453125,"(-56.26496124267578, 16.044734954833984, 568.0081787109375)","(3.8974738121032715, 16.765796661376953, 572.1987915039062)","(-1.9813615083694458, 124.1936264038086, 34.561012268066406)","(-21.960405349731445, 132.5104217529297, 37.588096618652344)",POINT (0.4700420647859573 0.393131747841835),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542261452,9921054678,1,1,"(0.5011114478111267, 0.4158134460449219)","(0.4484875202178955, 0.3596985638141632)",1,1,3.1375274658203125,3.519561767578125,"(-56.270111083984375, 16.055789947509766, 567.9063110351562)","(3.8909573554992676, 16.760356903076172, 572.0535888671875)","(-1.2356220483779907, 124.20951843261719, 34.56679916381836)","(-19.418529510498047, 134.45816040039062, 38.297000885009766)",POINT (0.4747994840145111 0.3877560049295425),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542278111,9921071337,1,1,"(0.5017381906509399, 0.4135730266571045)","(0.45089372992515564, 0.3687707483768463)",1,1,3.118804931640625,3.5250396728515625,"(-56.29318618774414, 16.065710067749023, 567.8836669921875)","(3.875880241394043, 16.752811431884766, 571.9637451171875)","(-1.019061803817749, 124.61869812011719, 34.7157096862793)","(-18.587108612060547, 132.80123901367188, 37.69393539428711)",POINT (0.4763159602880478 0.3911718875169754),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542294779,9921088004,1,1,"(0.4972784221172333, 0.4167962968349457)","(0.45286160707473755, 0.35633087158203125)",1,1,3.149276733398437,3.509384155273437,"(-56.31672668457031, 16.064769744873047, 567.7886962890625)","(3.8528647422790527, 16.735759735107422, 571.9185791015625)","(-2.560030221939087, 124.03001403808594, 34.50144958496094)","(-17.90717124938965, 135.07322692871094, 38.52082443237305)",POINT (0.4750700145959854 0.3865635842084885),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542311445,9921104670,1,1,"(0.49476388096809387, 0.40344828367233276)","(0.45092788338661194, 0.370082288980484)",1,1,3.137725830078125,3.563217163085937,"(-56.36018371582031, 16.069469451904297, 567.744873046875)","(3.801459789276123, 16.736572265625, 572.009521484375)","(-3.4288649559020996, 126.46785736083984, 35.38874435424805)","(-18.575313568115234, 132.5617218017578, 37.606719970703125)",POINT (0.4728458821773529 0.3867652863264084),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,6,79542328113,9921121337,1,1,"(0.44080522656440735, 0.13463884592056274)","(0.4052106440067291, 0.2466539740562439)",1,1,3.020538330078125,3.628952026367188,"(-56.46788787841797, 16.28360366821289, 567.8074951171875)","(3.6044774055480957, 16.961870193481445, 572.0470581054688)","(-22.072948455810547, 175.56234741210938, 53.25767135620117)","(-34.37176513671875, 155.10427856445312, 45.81153869628906)",POINT (0.4230079352855682 0.1906464099884033),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
