,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,14,33,237490863432,4123601468,1,1,"(0.4066135883331299, 0.4728506803512573)","(0.4220430254936218, 0.4562765657901764)",1,1,3.484588623046875,3.895904541015625,"(-46.41825866699219, 81.65625, 476.0253601074219)","(18.491512298583984, 82.59428405761719, 475.5198669433594)","(-31.61356544494629, 119.24600219726562, 32.76021194458008)","(-26.24050521850586, 122.29679107666016, 33.87062072753906)",POINT (0.4143283069133758 0.4645636230707169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,33,237490880096,4123618132,1,1,"(0.39442339539527893, 0.4835588037967682)","(0.4220943748950958, 0.4541347026824951)",1,1,3.525741577148437,3.930343627929688,"(-46.55522155761719, 81.64022064208984, 475.7966003417969)","(18.37307357788086, 82.62832641601562, 475.43170166015625)","(-35.85861587524414, 117.27497863769531, 32.042816162109375)","(-26.22260093688965, 122.69102478027344, 34.014095306396484)",POINT (0.4082588851451874 0.4688467532396316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,33,237490896769,4123634804,1,1,"(0.39207756519317627, 0.5195510387420654)","(0.42278608679771423, 0.44770342111587524)",1,1,3.5330047607421875,3.910354614257813,"(-46.68406677246094, 81.61321258544922, 475.537353515625)","(18.26689910888672, 82.55513763427734, 475.01519775390625)","(-36.67552185058594, 110.64988708496094, 29.631505966186523)","(-25.98174476623535, 123.87483978271484, 34.44496536254883)",POINT (0.4074318259954452 0.4836272299289703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,33,237490913435,4123651470,1,1,"(0.4067375361919403, 0.5075479745864868)","(0.44046393036842346, 0.4938816726207733)",1,1,3.506317138671875,3.956817626953125,"(-46.80046463012695, 81.52734375, 475.26751708984375)","(18.137990951538086, 82.46659088134766, 474.6451416015625)","(-31.57040786743164, 112.85929870605469, 30.435609817504883)","(-19.8256893157959, 115.37484741210938, 31.351238250732422)",POINT (0.4236007332801819 0.5007148236036301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,33,237490930101,4123668136,1,1,"(0.4066760540008545, 0.522440493106842)","(0.4236275851726532, 0.4889574944972992)",1,1,3.5177154541015625,3.909210205078125,"(-46.929344177246094, 81.47315216064453, 475.11285400390625)","(18.028610229492188, 82.32693481445312, 474.2682189941406)","(-31.591814041137695, 110.1180419921875, 29.437910079956055)","(-25.68869972229004, 116.28123474121094, 31.681119918823242)",POINT (0.4151518195867538 0.5056989938020706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,33,237490946768,4123684803,1,1,"(0.4073154926300049, 0.5136151313781738)","(0.43500077724456787, 0.4203104078769684)",1,1,3.472564697265625,3.931854248046875,"(-47.032997131347656, 81.3630142211914, 474.948974609375)","(17.92132568359375, 82.25617980957031, 474.4978942871094)","(-31.369129180908203, 111.74252319335938, 30.029172897338867)","(-21.728145599365234, 128.91705322265625, 36.28016662597656)",POINT (0.4211581349372864 0.4669627696275711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,33,237490963438,4123701472,1,1,"(0.4107923209667206, 0.5178622007369995)","(0.42472511529922485, 0.44965678453445435)",1,1,3.5238800048828125,3.923294067382813,"(-47.13580322265625, 81.26666259765625, 474.9219055175781)","(17.83150291442871, 82.11900329589844, 474.0772705078125)","(-30.158388137817383, 110.96076965332031, 29.74461555480957)","(-25.30649757385254, 123.5152816772461, 34.314109802246094)",POINT (0.4177587181329727 0.4837594926357269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,33,237490980105,4123718139,1,1,"(0.40433812141418457, 0.510566771030426)","(0.4368448555469513, 0.479857474565506)",1,1,3.5159454345703125,3.973434448242188,"(-47.2169075012207, 81.15975952148438, 474.95538330078125)","(17.728687286376953, 82.06256103515625, 474.2452392578125)","(-32.40596389770508, 112.30362701416016, 30.23341941833496)","(-21.08598518371582, 117.95626831054688, 32.290771484375)",POINT (0.4205914884805679 0.495212122797966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,33,237490996770,4123734803,1,1,"(0.4000207483768463, 0.4923643469810486)","(0.42932870984077454, 0.47550275921821594)",1,1,3.5067138671875,3.936126708984375,"(-47.30127716064453, 81.12895965576172, 475.07147216796875)","(17.677520751953125, 81.98186492919922, 474.0917663574219)","(-33.909427642822266, 115.65413665771484, 31.4528751373291)","(-23.703359603881836, 118.75782775878906, 32.582523345947266)",POINT (0.4146747291088104 0.4839335530996323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,33,237491013437,4123751470,1,1,"(0.3981700837612152, 0.47984790802001953)","(0.4290126860141754, 0.45492103695869446)",1,1,3.5041656494140625,3.955398559570313,"(-47.32485580444336, 81.02714538574219, 475.0325622558594)","(17.637603759765625, 81.96446228027344, 474.43182373046875)","(-34.55390167236328, 117.95802307128906, 32.29140090942383)","(-23.813404083251953, 122.54629516601562, 33.961429595947266)",POINT (0.4135913848876953 0.467384472489357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
