,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,11,12,65349057983,1547917579,1,1,"(0.4814007878303528, 0.8262589573860168)","(0.46749356389045715, 0.8592061996459961)",1,1,2.889389038085937,2.7187957763671875,"(-54.69908142089844, -24.965627670288086, 653.6337890625)","(10.026691436767578, -26.57466697692871, 658.5098876953125)","(-6.17457914352417, 49.3399543762207, 7.316534042358398)","(-10.993932723999023, 43.30498123168945, 5.1199421882629395)",POINT (0.474447175860405 0.8427325785160065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,12,65349074650,1547934246,1,1,"(0.4767239987850189, 0.6209180355072021)","(0.4722519814968109, 0.7100192308425903)",1,1,2.896392822265625,2.735336303710937,"(-54.68128967285156, -24.708959579467773, 653.61181640625)","(9.950510025024414, -26.257410049438477, 658.9682006835938)","(-7.795263767242432, 86.95252990722656, 21.00636100769043)","(-9.344972610473633, 70.63175201416016, 15.066091537475586)",POINT (0.4744879901409149 0.6654686331748962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,11,12,65349091317,1547950912,1,1,"(0.48695439100265503, 0.4706718325614929)","(0.46676093339920044, 0.49321800470352173)",1,1,2.91546630859375,2.6730194091796875,"(-54.56471633911133, -24.33545684814453, 653.558349609375)","(9.807031631469727, -25.93803596496582, 658.5277099609375)","(-4.250054359436035, 114.47330474853516, 31.023149490356445)","(-11.24782943725586, 110.34352111816406, 29.51997947692871)",POINT (0.4768576622009277 0.4819449186325073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,12,65349107984,1547967579,1,1,"(0.4846072196960449, 0.3959726095199585)","(0.46736079454421997, 0.285849004983902)",1,1,2.9139862060546875,2.4205474853515625,"(-54.54471206665039, -24.241207122802734, 653.6572265625)","(9.767732620239258, -25.815885543823242, 659.0210571289062)","(-5.063446521759033, 128.1560821533203, 36.00320816040039)","(-11.039947509765625, 148.3275604248047, 43.34504699707031)",POINT (0.4759840071201324 0.3409108072519302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,12,65349124651,1547984245,1,1,"(0.4893932640552521, 0.3937755525112152)","(0.4615750014781952, 0.323386549949646)",1,1,2.962753295898437,2.538848876953125,"(-54.64080047607422, -24.291399002075195, 653.7127685546875)","(9.812856674194336, -25.875015258789062, 658.8756103515625)","(-3.4048912525177, 128.5585174560547, 36.14970016479492)","(-13.044944763183594, 141.45176696777344, 40.84245681762695)",POINT (0.4754841327667236 0.3585810512304306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,12,65349141324,1548000918,1,1,"(0.48924359679222107, 0.3802926540374756)","(0.4558981955051422, 0.413879930973053)",1,1,2.953826904296875,2.659454345703125,"(-54.66426467895508, -24.29965591430664, 653.7447509765625)","(9.827868461608887, -25.886505126953125, 658.8152465820312)","(-3.4567689895629883, 131.02818298339844, 37.04860305786133)","(-15.012154579162598, 124.8759765625, 34.80936050415039)",POINT (0.4725708961486816 0.3970862925052643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,12,65349157992,1548017585,1,1,"(0.48766547441482544, 0.37945014238357544)","(0.45327627658843994, 0.40386372804641724)",1,1,2.950790405273437,2.65789794921875,"(-54.676265716552734, -24.292409896850586, 653.6470336914062)","(9.84168815612793, -25.87194061279297, 658.75537109375)","(-4.0036444664001465, 131.18252563476562, 37.10476303100586)","(-15.920738220214844, 126.71065521240234, 35.477115631103516)",POINT (0.4704708755016327 0.3916569352149963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,12,65349174650,1548034243,1,1,"(0.489120215177536, 0.3867010176181793)","(0.458221971988678, 0.3631509840488434)",1,1,2.9359130859375,2.5830841064453125,"(-54.69481658935547, -24.285110473632812, 653.60791015625)","(9.855683326721191, -25.851581573486328, 658.7545776367188)","(-3.4995205402374268, 129.8543701171875, 36.621337890625)","(-14.206892013549805, 134.16806030273438, 38.19140625)",POINT (0.473671093583107 0.3749260008335114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,12,65349191326,1548050918,1,1,"(0.4943467080593109, 0.3900982141494751)","(0.45834779739379883, 0.40380340814590454)",1,1,2.9538116455078125,2.655426025390625,"(-54.70646286010742, -24.282529830932617, 653.5828247070312)","(9.866582870483398, -25.843795776367188, 658.706298828125)","(-1.6883450746536255, 129.2321014404297, 36.39486312866211)","(-14.163284301757812, 126.7217025756836, 35.48116683959961)",POINT (0.4763472527265549 0.3969508111476898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,12,65349207992,1548067584,1,1,"(0.4883003532886505, 0.3891735076904297)","(0.4580845832824707, 0.4133498966693878)",1,1,2.9370574951171875,2.64068603515625,"(-54.7126579284668, -24.282018661499023, 653.4971923828125)","(9.87253189086914, -25.845468521118164, 658.6822509765625)","(-3.783635139465332, 129.40147399902344, 36.456512451171875)","(-14.254501342773438, 124.97306823730469, 34.844688415527344)",POINT (0.4731924682855606 0.4012617021799088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
