,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,1,16,6736713608,18620314762,1,1,"(0.5111101865768433, 0.8321253657341003)","(0.4765452742576599, 0.7903459072113037)",1,1,2.99786376953125,3.239852905273437,"(-38.637603759765625, 11.879644393920898, 624.5440063476562)","(20.714473724365234, 14.054492950439453, 624.7340698242188)","(2.219184160232544, 48.17565155029297, 6.892729759216309)","(-9.723844528198242, 55.806114196777344, 9.66997241973877)",POINT (0.4938277304172516 0.811235636472702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736730284,18620331437,1,1,"(0.5125267505645752, 0.8197550773620605)","(0.48104479908943176, 0.7850062251091003)",1,1,3.0124053955078125,3.23553466796875,"(-38.678314208984375, 11.866678237915039, 624.5394287109375)","(20.693973541259766, 14.059053421020508, 624.8319702148438)","(2.7086520195007324, 50.43494415283203, 7.714982032775879)","(-8.169168472290039, 56.78132629394531, 10.02496337890625)",POINT (0.4967857748270035 0.8023806512355804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736746950,18620348103,1,1,"(0.5080358982086182, 0.8093618750572205)","(0.4774063527584076, 0.7842745184898376)",1,1,2.991058349609375,3.2365264892578125,"(-38.70954895019531, 11.843830108642578, 624.5462646484375)","(20.673675537109375, 14.054017066955566, 624.8655395507812)","(1.1569509506225586, 52.33311462402344, 8.40588092803955)","(-9.4263277053833, 56.91497039794922, 10.073579788208008)",POINT (0.4927211254835129 0.796818196773529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736763618,18620364770,1,1,"(0.5006166696548462, 0.8175010085105896)","(0.47959527373313904, 0.7867599129676819)",1,1,3.0402374267578125,3.235931396484375,"(-38.749366760253906, 11.847211837768555, 624.650146484375)","(20.65308380126953, 14.060123443603516, 624.8672485351562)","(-1.4065676927566528, 50.84660339355469, 7.864846229553223)","(-8.669990539550781, 56.4610595703125, 9.908326148986816)",POINT (0.4901059716939926 0.8021304607391357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736780285,18620381437,1,1,"(0.508510947227478, 0.8181986808776855)","(0.4752545952796936, 0.7999340295791626)",1,1,3.009140014648437,3.2353973388671875,"(-38.783203125, 11.843528747558594, 624.6786499023438)","(20.622879028320312, 14.062604904174805, 624.8690185546875)","(1.321092128753662, 50.71917724609375, 7.818476676940918)","(-10.169822692871094, 54.05498123168945, 9.032597541809082)",POINT (0.4918827712535858 0.8090663552284241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736796952,18620398103,1,1,"(0.5108916163444519, 0.8028680086135864)","(0.4739898443222046, 0.7969619035720825)",1,1,2.995880126953125,3.269317626953125,"(-38.79904556274414, 11.838645935058594, 624.719970703125)","(20.606586456298828, 14.066803932189941, 624.9459228515625)","(2.1436760425567627, 53.51913070678711, 8.837589263916016)","(-10.606812477111816, 54.59779357910156, 9.230170249938965)",POINT (0.4924407303333282 0.7999149560928345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736813619,18620414770,1,1,"(0.5105058550834656, 0.8143088817596436)","(0.4735616445541382, 0.7909268736839294)",1,1,3.0227813720703125,3.2620849609375,"(-38.80523681640625, 11.839831352233887, 624.7408447265625)","(20.600906372070312, 14.075891494750977, 625.0321044921875)","(2.010373592376709, 51.429588317871094, 8.077056884765625)","(-10.754772186279297, 55.699989318847656, 9.631372451782227)",POINT (0.4920337498188019 0.8026178777217865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736830287,18620431437,1,1,"(0.4956000745296478, 0.8175899386405945)","(0.47416386008262634, 0.7995367646217346)",1,1,3.0543975830078125,3.2833404541015625,"(-38.82118225097656, 11.862968444824219, 624.79345703125)","(20.583206176757812, 14.102412223815918, 625.0114135742188)","(-3.139942169189453, 50.83035659790039, 7.858945369720459)","(-10.546686172485352, 54.12752151489258, 9.059052467346191)",POINT (0.4848819673061371 0.8085633516311646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736846953,18620448103,1,1,"(0.5179330110549927, 0.8262593150138855)","(0.47255533933639526, 0.7994403839111328)",1,1,3.062713623046875,3.266571044921875,"(-38.826171875, 11.903996467590332, 624.8790283203125)","(20.583934783935547, 14.141918182373047, 625.0223388671875)","(4.576651573181152, 49.24701690673828, 7.282657146453857)","(-11.1024751663208, 54.1451301574707, 9.065434455871582)",POINT (0.495244175195694 0.8128498494625092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,1,16,6736863625,18620464774,1,1,"(0.5069869756698608, 0.8178406953811646)","(0.4787638187408447, 0.8036385178565979)",1,1,3.0596466064453125,3.289779663085937,"(-38.827415466308594, 11.914695739746094, 624.900390625)","(20.58182716369629, 14.166427612304688, 625.0553588867188)","(0.7945044040679932, 50.784549713134766, 7.842282295227051)","(-8.957283020019531, 53.37840270996094, 8.786385536193848)",POINT (0.4928753972053528 0.8107396066188812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
