,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,54,25,437541928518,2108279539,1,1,"(0.4755392074584961, 0.39452797174453735)","(0.4932194948196411, 0.48208147287368774)",1,1,3.229400634765625,3.039535522460937,"(-88.50179290771484, -106.65079498291016, 761.0799560546875)","(-22.384540557861328, -106.57148742675781, 763.6768798828125)","(-8.205830574035645, 128.4207000732422, 36.09953689575195)","(-2.0789692401885986, 112.3833999633789, 30.2624454498291)",POINT (0.4843793511390686 0.4383047223091126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,25,437541945185,2108296206,1,1,"(0.4787255823612213, 0.41397330164909363)","(0.5011418461799622, 0.48538750410079956)",1,1,3.192611694335937,3.001708984375,"(-88.431640625, -106.60911560058594, 760.9030151367188)","(-22.33496856689453, -106.57992553710938, 763.744873046875)","(-7.1016364097595215, 124.8588638305664, 34.80314636230469)","(0.6664076447486877, 111.77783966064453, 30.042022705078125)",POINT (0.4899337142705917 0.4496804028749466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,25,437541961852,2108312872,1,1,"(0.47925153374671936, 0.4397023320198059)","(0.4914608895778656, 0.4719322919845581)",1,1,3.16217041015625,3.00689697265625,"(-88.404541015625, -106.59323120117188, 760.9093017578125)","(-22.31498146057129, -106.58775329589844, 763.7946166992188)","(-6.919376373291016, 120.14604949951172, 33.08781814575195)","(-2.6883907318115234, 114.24244689941406, 30.939043045043945)",POINT (0.4853562116622925 0.455817312002182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,25,437541978519,2108329539,1,1,"(0.4765632450580597, 0.41079872846603394)","(0.4902842044830322, 0.47312816977500916)",1,1,3.2028350830078125,2.999862670898437,"(-88.38294219970703, -106.57714080810547, 760.931640625)","(-22.2955322265625, -106.58309936523438, 763.8118896484375)","(-7.850957870483398, 125.44034576416016, 35.01481246948242)","(-3.09615159034729, 114.02339935302734, 30.859331130981445)",POINT (0.483423724770546 0.4419634491205216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,25,437541995190,2108346209,1,1,"(0.4703591763973236, 0.42045339941978455)","(0.5026242136955261, 0.49908187985420227)",1,1,3.2115631103515625,3.0743560791015625,"(-88.37376403808594, -106.58290100097656, 761.03076171875)","(-22.276782989501953, -106.58583068847656, 763.7967529296875)","(-10.000907897949219, 123.67189025878906, 34.37113952636719)","(1.1801180839538574, 109.26941680908203, 29.129053115844727)",POINT (0.4864916950464249 0.4597676396369934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,25,437542011856,2108362875,1,1,"(0.4736948311328888, 0.44259506464004517)","(0.4897662103176117, 0.4560661017894745)",1,1,3.209075927734375,3.023345947265625,"(-88.3781509399414, -106.56851196289062, 761.1137084960938)","(-22.273765563964844, -106.56747436523438, 763.7972412109375)","(-8.844982147216797, 119.61618041992188, 32.894962310791016)","(-3.2756447792053223, 117.14865112304688, 31.99690055847168)",POINT (0.4817305207252502 0.4493305832147598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,25,437542028524,2108379542,1,1,"(0.4753606617450714, 0.40971824526786804)","(0.5064784288406372, 0.4844866394996643)",1,1,3.1970367431640625,3.0501861572265625,"(-88.38008880615234, -106.55055236816406, 761.0799560546875)","(-22.27694320678711, -106.55715942382812, 763.7808837890625)","(-8.26771354675293, 125.63826751708984, 35.086814880371094)","(2.5157289505004883, 111.94285583496094, 30.102092742919922)",POINT (0.4909195452928543 0.4471024423837662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,25,437542045191,2108396209,1,1,"(0.4697016775608063, 0.4181196093559265)","(0.5011775493621826, 0.46374544501304626)",1,1,3.257553100585937,3.0334014892578125,"(-88.3834457397461, -106.54618072509766, 761.1287231445312)","(-22.277942657470703, -106.55289459228516, 763.8128662109375)","(-10.228748321533203, 124.0993881225586, 34.52669143676758)","(0.6788003444671631, 115.74203491210938, 31.484872817993164)",POINT (0.4854396134614944 0.4409325271844864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,25,437542061858,2108412875,1,1,"(0.4740700423717499, 0.472551554441452)","(0.4994007349014282, 0.4759175479412079)",1,1,3.2183380126953125,3.045806884765625,"(-88.39291381835938, -106.52489471435547, 761.0757446289062)","(-22.29180335998535, -106.53385925292969, 763.77978515625)","(-8.714951515197754, 114.1290283203125, 30.89776611328125)","(0.06306198239326477, 113.51245880126953, 30.673381805419922)",POINT (0.486735388636589 0.47423455119133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,25,437542078525,2108429542,1,1,"(0.4721239507198334, 0.422065407037735)","(0.4991335868835449, 0.45443153381347656)",1,1,3.2346649169921875,3.024993896484375,"(-88.41062927246094, -106.49818420410156, 761.037841796875)","(-22.3076229095459, -106.51625061035156, 763.794921875)","(-9.389355659484863, 123.37663269042969, 34.26365661621094)","(-0.02951180562376976, 117.44808197021484, 32.1058235168457)",POINT (0.4856287688016892 0.4382484704256058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
