,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,24,31,155908311221,5168936184,1,1,"(0.5237874984741211, 0.15117262303829193)","(0.5123090147972107, 0.14487631618976593)",1,1,3.147247314453125,3.409774780273437,"(-47.726585388183594, 51.181060791015625, 504.7196960449219)","(15.930712699890137, 46.2716064453125, 506.453369140625)","(8.513969421386719, 172.9964141845703, 52.32374954223633)","(4.5362467765808105, 174.1497039794922, 52.7435417175293)",POINT (0.5180482566356659 0.1480244696140289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908327888,5168952850,1,1,"(0.5208039283752441, 0.14649145305156708)","(0.5157853364944458, 0.1399388164281845)",1,1,3.166244506835937,3.380233764648437,"(-48.03303527832031, 51.3426513671875, 505.22637939453125)","(15.639121055603027, 46.634586334228516, 506.9500427246094)","(7.480043411254883, 173.85385131835938, 52.635868072509766)","(5.740919589996338, 175.0541229248047, 53.072723388671875)",POINT (0.518294632434845 0.1432151347398758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908344559,5168969521,1,1,"(0.5188438296318054, 0.14585931599140167)","(0.518980085849762, 0.12929505109786987)",1,1,3.1615753173828125,3.4276580810546875,"(-48.332298278808594, 51.46946716308594, 505.6181640625)","(15.362069129943848, 46.99662780761719, 507.5123291015625)","(6.800808429718018, 173.9696502685547, 52.67799377441406)","(6.848036766052246, 177.0037384033203, 53.78232192993164)",POINT (0.5189119577407837 0.1375771835446358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,31,155908361229,5168986190,1,1,"(0.516464352607727, 0.14664605259895325)","(0.5110160112380981, 0.1284969598054886)",1,1,3.1520538330078125,3.3656005859375,"(-48.65607452392578, 51.624267578125, 506.102294921875)","(15.084056854248047, 47.363677978515625, 508.03216552734375)","(5.97622537612915, 173.82554626464844, 52.62554168701172)","(4.08818244934082, 177.1499481201172, 53.835533142089844)",POINT (0.5137401819229126 0.1375715062022209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,31,155908377895,5169002856,1,1,"(0.5157478451728821, 0.1483725756406784)","(0.5168416500091553, 0.1401822865009308)",1,1,3.1469879150390625,3.377899169921875,"(-48.965484619140625, 51.75080490112305, 506.6512451171875)","(14.796112060546875, 47.71879959106445, 508.5882873535156)","(5.7279157638549805, 173.50927734375, 52.51045608520508)","(6.106973648071289, 175.009521484375, 53.05647659301758)",POINT (0.5162947475910187 0.1442774310708046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908394563,5169019523,1,1,"(0.515335738658905, 0.1515398472547531)","(0.5161282420158386, 0.1310800313949585)",1,1,3.1774139404296875,3.40496826171875,"(-49.272762298583984, 51.849788665771484, 506.9790344238281)","(14.494543075561523, 48.04663848876953, 509.2041015625)","(5.585117816925049, 172.92913818359375, 52.29928970336914)","(5.859766006469727, 176.67677307128906, 53.66331100463867)",POINT (0.5157319903373718 0.1413099393248558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908411230,5169036190,1,1,"(0.5233845710754395, 0.15271060168743134)","(0.5259320139884949, 0.12283145636320114)",1,1,3.182601928710937,3.40142822265625,"(-49.599552154541016, 51.935977935791016, 507.5465087890625)","(14.197566986083984, 48.34295654296875, 509.51080322265625)","(8.374333381652832, 172.7146759033203, 52.22123718261719)","(9.257113456726074, 178.1876983642578, 54.21323776245117)",POINT (0.5246582925319672 0.1377710290253162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,31,155908427896,5169052856,1,1,"(0.5250230431556702, 0.15959830582141876)","(0.5174780488014221, 0.1251881718635559)",1,1,3.13623046875,3.399261474609375,"(-49.93663024902344, 52.00535583496094, 508.0445861816406)","(13.894035339355469, 48.639259338378906, 510.03460693359375)","(8.942123413085938, 171.45306396484375, 51.76203918457031)","(6.327520370483398, 177.75601196289062, 54.056121826171875)",POINT (0.5212505459785461 0.1423932388424873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908444566,5169069525,1,1,"(0.5269741415977478, 0.15866327285766602)","(0.5160143375396729, 0.11844897270202637)",1,1,3.152191162109375,3.404876708984375,"(-50.24089813232422, 52.04591369628906, 508.3466796875)","(13.598299026489258, 48.92960739135742, 510.5584411621094)","(9.618239402770996, 171.62432861328125, 51.82438659667969)","(5.820281028747559, 178.9904327392578, 54.50539779663086)",POINT (0.5214942395687103 0.1385561227798462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,31,155908461232,5169086191,1,1,"(0.5235556364059448, 0.15469962358474731)","(0.5189509987831116, 0.12048881500959396)",1,1,3.1504364013671875,3.379638671875,"(-50.571876525878906, 52.12482452392578, 508.883544921875)","(13.297337532043457, 49.19681930541992, 510.94561767578125)","(8.433624267578125, 172.35035705566406, 52.08863067626953)","(6.837939262390137, 178.61680603027344, 54.369422912597656)",POINT (0.5212533175945282 0.1375942192971706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,31,155908477903,5169102862,1,1,"(0.5186020731925964, 0.17070820927619934)","(0.5140978097915649, 0.12519103288650513)",1,1,3.208602905273437,3.362060546875,"(-50.854736328125, 52.155452728271484, 509.06573486328125)","(13.006732940673828, 49.44247817993164, 511.3978271484375)","(6.717012405395508, 169.4180450439453, 51.02135467529297)","(5.1561455726623535, 177.7554931640625, 54.05592727661133)",POINT (0.5163499414920807 0.1479496210813522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908511237,5169136195,1,1,"(0.5148670077323914, 0.1613789200782776)","(0.519146740436554, 0.12403854727745056)",1,1,3.1578521728515625,3.438934326171875,"(-51.43446350097656, 52.287193298339844, 509.9015197753906)","(12.468219757080078, 49.91429901123047, 512.0924072265625)","(5.422699928283691, 171.12689208984375, 51.643333435058594)","(6.905763626098633, 177.9665985107422, 54.13275909423828)",POINT (0.5170068740844727 0.1427087336778641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908527905,5169152862,1,1,"(0.5229545831680298, 0.15358510613441467)","(0.5146617293357849, 0.12940676510334015)",1,1,3.17620849609375,3.394317626953125,"(-51.70372009277344, 52.34656524658203, 510.2169189453125)","(12.212203979492188, 50.149024963378906, 512.4940185546875)","(8.225323677062988, 172.55450439453125, 52.16293716430664)","(5.351542949676514, 176.98329162597656, 53.77487564086914)",POINT (0.5188081562519073 0.1414959356188774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,31,155908544572,5169169529,1,1,"(0.526031494140625, 0.16586492955684662)","(0.5210734009742737, 0.11855333298444748)",1,1,3.1588134765625,3.410995483398437,"(-51.917388916015625, 52.393463134765625, 510.4361572265625)","(11.997180938720703, 50.347984313964844, 512.748291015625)","(9.29157543182373, 170.30520629882812, 51.34425354003906)","(7.573435306549072, 178.97134399414062, 54.498435974121094)",POINT (0.5235524475574493 0.142209131270647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
